,Unnamed: 0,Step,PWM_HumanoidEnv_sweep_2 - rewards,PWM_HumanoidEnv_sweep_2 - rewards__MIN,PWM_HumanoidEnv_sweep_2 - rewards__MAX,PWM_HumanoidEnv_sweep_1 - rewards,PWM_HumanoidEnv_sweep_1 - rewards__MIN,PWM_HumanoidEnv_sweep_1 - rewards__MAX,PWM_HumanoidEnv_sweep_0 - rewards,PWM_HumanoidEnv_sweep_0 - rewards__MIN,PWM_HumanoidEnv_sweep_0 - rewards__MAX
17,17,1290240,123.98390197753906,123.98390197753906,123.98390197753906,106.78123474121094,106.78123474121094,106.78123474121094,167.8639373779297,167.8639373779297,167.8639373779297
18,18,1351680,100.0013198852539,100.0013198852539,100.0013198852539,116.10236358642578,116.10236358642578,116.10236358642578,115.1991958618164,115.1991958618164,115.1991958618164
19,19,1413120,151.49374389648438,151.49374389648438,151.49374389648438,112.567138671875,112.567138671875,112.567138671875,140.9984588623047,140.9984588623047,140.9984588623047
20,20,1474560,127.42804718017578,127.42804718017578,127.42804718017578,78.07376098632812,78.07376098632812,78.07376098632812,144.04794311523438,144.04794311523438,144.04794311523438
21,21,1536000,133.30738830566406,133.30738830566406,133.30738830566406,100.09662628173828,100.09662628173828,100.09662628173828,135.64247131347656,135.64247131347656,135.64247131347656
22,22,1597440,115.65779113769533,115.65779113769533,115.65779113769533,116.48268127441406,116.48268127441406,116.48268127441406,152.71409606933594,152.71409606933594,152.71409606933594
23,23,1658880,151.9157257080078,151.9157257080078,151.9157257080078,90.33079528808594,90.33079528808594,90.33079528808594,120.91338348388672,120.91338348388672,120.91338348388672
24,24,1720320,174.8250732421875,174.8250732421875,174.8250732421875,104.46503448486328,104.46503448486328,104.46503448486328,136.48341369628906,136.48341369628906,136.48341369628906
25,25,1781760,160.93759155273438,160.93759155273438,160.93759155273438,122.46920776367188,122.46920776367188,122.46920776367188,144.776123046875,144.776123046875,144.776123046875
26,26,1843200,143.87965393066406,143.87965393066406,143.87965393066406,149.30564880371094,149.30564880371094,149.30564880371094,128.86062622070312,128.86062622070312,128.86062622070312
27,27,1904640,151.9106903076172,151.9106903076172,151.9106903076172,125.11290740966795,125.11290740966795,125.11290740966795,131.9427947998047,131.9427947998047,131.9427947998047
28,28,1966080,194.3028259277344,194.3028259277344,194.3028259277344,135.55526733398438,135.55526733398438,135.55526733398438,155.8131103515625,155.8131103515625,155.8131103515625
29,29,2027520,170.45681762695312,170.45681762695312,170.45681762695312,122.91802215576172,122.91802215576172,122.91802215576172,153.3815155029297,153.3815155029297,153.3815155029297
30,30,2088960,177.84751892089844,177.84751892089844,177.84751892089844,158.13710021972656,158.13710021972656,158.13710021972656,178.24798583984375,178.24798583984375,178.24798583984375
31,31,2150400,170.46717834472656,170.46717834472656,170.46717834472656,142.80348205566406,142.80348205566406,142.80348205566406,181.5259704589844,181.5259704589844,181.5259704589844
32,32,2211840,227.12222290039065,227.12222290039065,227.12222290039065,148.8636016845703,148.8636016845703,148.8636016845703,199.0547637939453,199.0547637939453,199.0547637939453
33,33,2273280,238.27960205078125,238.27960205078125,238.27960205078125,154.3772430419922,154.3772430419922,154.3772430419922,182.95339965820312,182.95339965820312,182.95339965820312
34,34,2334720,290.0340576171875,290.0340576171875,290.0340576171875,169.00656127929688,169.00656127929688,169.00656127929688,216.0878143310547,216.0878143310547,216.0878143310547
35,35,2396160,242.47317504882812,242.47317504882812,242.47317504882812,205.38839721679688,205.38839721679688,205.38839721679688,278.6912841796875,278.6912841796875,278.6912841796875
36,36,2457600,227.87266540527344,227.87266540527344,227.87266540527344,222.31512451171875,222.31512451171875,222.31512451171875,261.9117431640625,261.9117431640625,261.9117431640625
37,37,2519040,235.3821258544922,235.3821258544922,235.3821258544922,195.32997131347656,195.32997131347656,195.32997131347656,216.65966796875,216.65966796875,216.65966796875
38,38,2580480,395.4023742675781,395.4023742675781,395.4023742675781,187.37521362304688,187.37521362304688,187.37521362304688,326.5476379394531,326.5476379394531,326.5476379394531
39,39,2641920,338.455810546875,338.455810546875,338.455810546875,195.72804260253903,195.72804260253903,195.72804260253903,329.9939270019531,329.9939270019531,329.9939270019531
40,40,2703360,332.41009521484375,332.41009521484375,332.41009521484375,220.57598876953125,220.57598876953125,220.57598876953125,283.7571105957031,283.7571105957031,283.7571105957031
41,41,2764800,305.19097900390625,305.19097900390625,305.19097900390625,283.23126220703125,283.23126220703125,283.23126220703125,462.1585693359375,462.1585693359375,462.1585693359375
42,42,2826240,300.0287170410156,300.0287170410156,300.0287170410156,342.79052734375,342.79052734375,342.79052734375,471.4007263183594,471.4007263183594,471.4007263183594
43,43,2887680,400.3039245605469,400.3039245605469,400.3039245605469,280.2063293457031,280.2063293457031,280.2063293457031,397.1487731933594,397.1487731933594,397.1487731933594
44,44,2949120,287.27374267578125,287.27374267578125,287.27374267578125,289.0683288574219,289.0683288574219,289.0683288574219,369.5281982421875,369.5281982421875,369.5281982421875
45,45,3010560,280.60418701171875,280.60418701171875,280.60418701171875,346.73382568359375,346.73382568359375,346.73382568359375,336.87261962890625,336.87261962890625,336.87261962890625
46,46,3072000,374.48138427734375,374.48138427734375,374.48138427734375,364.5774230957031,364.5774230957031,364.5774230957031,341.23291015625,341.23291015625,341.23291015625
47,47,3133440,445.1720886230469,445.1720886230469,445.1720886230469,315.9028015136719,315.9028015136719,315.9028015136719,532.9874877929688,532.9874877929688,532.9874877929688
48,48,3194880,467.7995910644531,467.7995910644531,467.7995910644531,371.4314880371094,371.4314880371094,371.4314880371094,701.7711791992188,701.7711791992188,701.7711791992188
49,49,3256320,432.9864807128906,432.9864807128906,432.9864807128906,427.68450927734375,427.68450927734375,427.68450927734375,547.5427856445312,547.5427856445312,547.5427856445312
50,50,3317760,491.4179992675781,491.4179992675781,491.4179992675781,404.112060546875,404.112060546875,404.112060546875,641.0828857421875,641.0828857421875,641.0828857421875
51,51,3379200,590.6345825195312,590.6345825195312,590.6345825195312,475.7527160644531,475.7527160644531,475.7527160644531,654.7700805664062,654.7700805664062,654.7700805664062
52,52,3440640,432.81060791015625,432.81060791015625,432.81060791015625,467.0809020996094,467.0809020996094,467.0809020996094,574.2237548828125,574.2237548828125,574.2237548828125
53,53,3502080,598.19921875,598.19921875,598.19921875,490.7247924804687,490.7247924804687,490.7247924804687,651.1820068359375,651.1820068359375,651.1820068359375
54,54,3563520,618.3397216796875,618.3397216796875,618.3397216796875,508.8409118652344,508.8409118652344,508.8409118652344,572.9017333984375,572.9017333984375,572.9017333984375
55,55,3624960,471.5861511230469,471.5861511230469,471.5861511230469,381.4510192871094,381.4510192871094,381.4510192871094,558.2836303710938,558.2836303710938,558.2836303710938
56,56,3686400,571.0848388671875,571.0848388671875,571.0848388671875,458.72601318359375,458.72601318359375,458.72601318359375,633.9212646484375,633.9212646484375,633.9212646484375
57,57,3747840,659.2694091796875,659.2694091796875,659.2694091796875,552.8016967773438,552.8016967773438,552.8016967773438,621.3635864257812,621.3635864257812,621.3635864257812
58,58,3809280,514.7849731445312,514.7849731445312,514.7849731445312,459.9173278808594,459.9173278808594,459.9173278808594,661.1100463867188,661.1100463867188,661.1100463867188
59,59,3870720,517.59765625,517.59765625,517.59765625,619.1083984375,619.1083984375,619.1083984375,689.5532836914062,689.5532836914062,689.5532836914062
60,60,3932160,564.95654296875,564.95654296875,564.95654296875,527.004638671875,527.004638671875,527.004638671875,867.0380249023438,867.0380249023438,867.0380249023438
61,61,3993600,628.1686401367188,628.1686401367188,628.1686401367188,661.440673828125,661.440673828125,661.440673828125,1047.491455078125,1047.491455078125,1047.491455078125
62,62,4055040,550.446533203125,550.446533203125,550.446533203125,668.6326904296875,668.6326904296875,668.6326904296875,844.2785034179688,844.2785034179688,844.2785034179688
63,63,4116480,671.87451171875,671.87451171875,671.87451171875,617.5147705078125,617.5147705078125,617.5147705078125,661.7146606445312,661.7146606445312,661.7146606445312
64,64,4177920,649.4987182617188,649.4987182617188,649.4987182617188,690.421875,690.421875,690.421875,636.5213623046875,636.5213623046875,636.5213623046875
65,65,4239360,423.0319519042969,423.0319519042969,423.0319519042969,517.3125,517.3125,517.3125,865.27685546875,865.27685546875,865.27685546875
66,66,4300800,517.6436767578125,517.6436767578125,517.6436767578125,528.4268798828125,528.4268798828125,528.4268798828125,926.3911743164062,926.3911743164062,926.3911743164062
67,67,4362240,572.8097534179688,572.8097534179688,572.8097534179688,491.1169738769531,491.1169738769531,491.1169738769531,533.2344970703125,533.2344970703125,533.2344970703125
68,68,4423680,756.5125732421875,756.5125732421875,756.5125732421875,524.0302124023438,524.0302124023438,524.0302124023438,923.553955078125,923.553955078125,923.553955078125
69,69,4485120,635.0805053710938,635.0805053710938,635.0805053710938,624.4345703125,624.4345703125,624.4345703125,935.4263916015624,935.4263916015624,935.4263916015624
70,70,4546560,524.8052978515625,524.8052978515625,524.8052978515625,795.34716796875,795.34716796875,795.34716796875,1031.615966796875,1031.615966796875,1031.615966796875
71,71,4608000,716.7603759765625,716.7603759765625,716.7603759765625,861.771240234375,861.771240234375,861.771240234375,1036.8133544921875,1036.8133544921875,1036.8133544921875
72,72,4669440,591.4578247070312,591.4578247070312,591.4578247070312,707.9775390625,707.9775390625,707.9775390625,1112.5048828125,1112.5048828125,1112.5048828125
73,73,4730880,526.3298950195312,526.3298950195312,526.3298950195312,741.259521484375,741.259521484375,741.259521484375,919.9970703125,919.9970703125,919.9970703125
74,74,4792320,569.4840087890625,569.4840087890625,569.4840087890625,768.5142211914062,768.5142211914062,768.5142211914062,1177.6298828125,1177.6298828125,1177.6298828125
75,75,4853760,693.1110229492188,693.1110229492188,693.1110229492188,652.6748657226562,652.6748657226562,652.6748657226562,1128.039306640625,1128.039306640625,1128.039306640625
76,76,4915200,484.79248046875,484.79248046875,484.79248046875,581.3113403320312,581.3113403320312,581.3113403320312,814.9631958007812,814.9631958007812,814.9631958007812
77,77,4976640,488.62261962890625,488.62261962890625,488.62261962890625,836.9541015625,836.9541015625,836.9541015625,812.689208984375,812.689208984375,812.689208984375
78,78,5038080,546.3424682617188,546.3424682617188,546.3424682617188,704.4930419921875,704.4930419921875,704.4930419921875,1038.45556640625,1038.45556640625,1038.45556640625
79,79,5099520,555.25,555.25,555.25,565.1453247070312,565.1453247070312,565.1453247070312,920.4451293945312,920.4451293945312,920.4451293945312
80,80,5160960,544.0905151367188,544.0905151367188,544.0905151367188,430.1427001953125,430.1427001953125,430.1427001953125,1184.315185546875,1184.315185546875,1184.315185546875
81,81,5222400,748.0573120117188,748.0573120117188,748.0573120117188,637.8922729492188,637.8922729492188,637.8922729492188,1120.955322265625,1120.955322265625,1120.955322265625
82,82,5283840,626.2592163085938,626.2592163085938,626.2592163085938,602.8258666992188,602.8258666992188,602.8258666992188,1414.961181640625,1414.961181640625,1414.961181640625
83,83,5345280,734.842041015625,734.842041015625,734.842041015625,593.3084106445312,593.3084106445312,593.3084106445312,1325.9654541015625,1325.9654541015625,1325.9654541015625
84,84,5406720,775.2178955078125,775.2178955078125,775.2178955078125,702.4813232421875,702.4813232421875,702.4813232421875,1286.68017578125,1286.68017578125,1286.68017578125
85,85,5468160,680.555908203125,680.555908203125,680.555908203125,385.6108093261719,385.6108093261719,385.6108093261719,1117.2711181640625,1117.2711181640625,1117.2711181640625
86,86,5529600,822.7255249023438,822.7255249023438,822.7255249023438,485.6010437011719,485.6010437011719,485.6010437011719,1495.53466796875,1495.53466796875,1495.53466796875
87,87,5591040,787.73828125,787.73828125,787.73828125,632.9845581054688,632.9845581054688,632.9845581054688,1491.894775390625,1491.894775390625,1491.894775390625
88,88,5652480,734.1762084960938,734.1762084960938,734.1762084960938,665.0281982421875,665.0281982421875,665.0281982421875,1833.523681640625,1833.523681640625,1833.523681640625
89,89,5713920,772.1339721679688,772.1339721679688,772.1339721679688,694.457275390625,694.457275390625,694.457275390625,1013.8753662109376,1013.8753662109376,1013.8753662109376
90,90,5775360,739.0885009765625,739.0885009765625,739.0885009765625,754.7224731445312,754.7224731445312,754.7224731445312,1220.3236083984375,1220.3236083984375,1220.3236083984375
91,91,5836800,950.2938232421876,950.2938232421876,950.2938232421876,974.6359252929688,974.6359252929688,974.6359252929688,1634.4884033203125,1634.4884033203125,1634.4884033203125
92,92,5898240,587.853759765625,587.853759765625,587.853759765625,622.9262084960938,622.9262084960938,622.9262084960938,1480.363525390625,1480.363525390625,1480.363525390625
93,93,5959680,820.1303100585938,820.1303100585938,820.1303100585938,570.4557495117188,570.4557495117188,570.4557495117188,1141.262451171875,1141.262451171875,1141.262451171875
94,94,6021120,899.849853515625,899.849853515625,899.849853515625,928.4309692382812,928.4309692382812,928.4309692382812,947.6337890625,947.6337890625,947.6337890625
95,95,6082560,746.0232543945312,746.0232543945312,746.0232543945312,874.2263793945312,874.2263793945312,874.2263793945312,865.8429565429688,865.8429565429688,865.8429565429688
96,96,6144000,764.6748046875,764.6748046875,764.6748046875,742.5194091796875,742.5194091796875,742.5194091796875,993.6459350585938,993.6459350585938,993.6459350585938
97,97,6205440,905.0198974609376,905.0198974609376,905.0198974609376,964.8399047851562,964.8399047851562,964.8399047851562,745.7401123046875,745.7401123046875,745.7401123046875
98,98,6266880,814.1942749023438,814.1942749023438,814.1942749023438,963.5535888671876,963.5535888671876,963.5535888671876,804.7841796875,804.7841796875,804.7841796875
99,99,6328320,779.9411010742188,779.9411010742188,779.9411010742188,949.9200439453124,949.9200439453124,949.9200439453124,883.93505859375,883.93505859375,883.93505859375
100,100,6389760,932.04052734375,932.04052734375,932.04052734375,1132.1866455078125,1132.1866455078125,1132.1866455078125,877.805908203125,877.805908203125,877.805908203125
101,101,6451200,1032.3843994140625,1032.3843994140625,1032.3843994140625,965.0574951171876,965.0574951171876,965.0574951171876,985.2791137695312,985.2791137695312,985.2791137695312
102,102,6512640,1205.7979736328125,1205.7979736328125,1205.7979736328125,803.7218017578125,803.7218017578125,803.7218017578125,1186.7933349609375,1186.7933349609375,1186.7933349609375
103,103,6574080,1058.3897705078125,1058.3897705078125,1058.3897705078125,888.5532836914062,888.5532836914062,888.5532836914062,1369.3426513671875,1369.3426513671875,1369.3426513671875
104,104,6635520,1311.904052734375,1311.904052734375,1311.904052734375,1017.4166259765624,1017.4166259765624,1017.4166259765624,968.2252197265624,968.2252197265624,968.2252197265624
105,105,6696960,1334.5487060546875,1334.5487060546875,1334.5487060546875,1200.560791015625,1200.560791015625,1200.560791015625,972.754638671875,972.754638671875,972.754638671875
106,106,6758400,1699.9757080078125,1699.9757080078125,1699.9757080078125,1094.46728515625,1094.46728515625,1094.46728515625,1122.8668212890625,1122.8668212890625,1122.8668212890625
107,107,6819840,1215.08544921875,1215.08544921875,1215.08544921875,870.455078125,870.455078125,870.455078125,1025.2713623046875,1025.2713623046875,1025.2713623046875
108,108,6881280,1126.5028076171875,1126.5028076171875,1126.5028076171875,929.8694458007812,929.8694458007812,929.8694458007812,1068.5626220703125,1068.5626220703125,1068.5626220703125
109,109,6942720,978.4320068359376,978.4320068359376,978.4320068359376,1012.6253051757812,1012.6253051757812,1012.6253051757812,953.6485595703124,953.6485595703124,953.6485595703124
110,110,7004160,922.0233154296876,922.0233154296876,922.0233154296876,997.391357421875,997.391357421875,997.391357421875,826.0680541992188,826.0680541992188,826.0680541992188
111,111,7065600,680.9788818359375,680.9788818359375,680.9788818359375,938.1838989257812,938.1838989257812,938.1838989257812,660.9065551757812,660.9065551757812,660.9065551757812
112,112,7127040,849.40966796875,849.40966796875,849.40966796875,853.5655517578125,853.5655517578125,853.5655517578125,934.6373901367188,934.6373901367188,934.6373901367188
113,113,7188480,859.868408203125,859.868408203125,859.868408203125,955.3046875,955.3046875,955.3046875,1104.588134765625,1104.588134765625,1104.588134765625
114,114,7249920,863.7478637695312,863.7478637695312,863.7478637695312,879.1774291992188,879.1774291992188,879.1774291992188,1047.406982421875,1047.406982421875,1047.406982421875
115,115,7311360,1088.194091796875,1088.194091796875,1088.194091796875,1575.617431640625,1575.617431640625,1575.617431640625,906.8873901367188,906.8873901367188,906.8873901367188
116,116,7372800,1122.7625732421875,1122.7625732421875,1122.7625732421875,2097.019287109375,2097.019287109375,2097.019287109375,824.1873168945312,824.1873168945312,824.1873168945312
117,117,7434240,1381.450439453125,1381.450439453125,1381.450439453125,1615.9478759765625,1615.9478759765625,1615.9478759765625,723.8056640625,723.8056640625,723.8056640625
118,118,7495680,1697.8331298828125,1697.8331298828125,1697.8331298828125,1592.9581298828125,1592.9581298828125,1592.9581298828125,755.993408203125,755.993408203125,755.993408203125
119,119,7557120,1240.68994140625,1240.68994140625,1240.68994140625,1429.1993408203125,1429.1993408203125,1429.1993408203125,663.8466796875,663.8466796875,663.8466796875
120,120,7618560,1183.0450439453125,1183.0450439453125,1183.0450439453125,1107.254638671875,1107.254638671875,1107.254638671875,1160.140869140625,1160.140869140625,1160.140869140625
121,121,7680000,1386.8604736328125,1386.8604736328125,1386.8604736328125,1448.294677734375,1448.294677734375,1448.294677734375,1188.1754150390625,1188.1754150390625,1188.1754150390625
122,122,7741440,1198.9412841796875,1198.9412841796875,1198.9412841796875,1758.500732421875,1758.500732421875,1758.500732421875,906.6950073242188,906.6950073242188,906.6950073242188
123,123,7802880,1242.982177734375,1242.982177734375,1242.982177734375,1584.0152587890625,1584.0152587890625,1584.0152587890625,1280.5443115234375,1280.5443115234375,1280.5443115234375
124,124,7864320,1115.8477783203125,1115.8477783203125,1115.8477783203125,1819.490234375,1819.490234375,1819.490234375,1244.0057373046875,1244.0057373046875,1244.0057373046875
125,125,7925760,1057.24072265625,1057.24072265625,1057.24072265625,1852.543212890625,1852.543212890625,1852.543212890625,994.0260009765624,994.0260009765624,994.0260009765624
126,126,7987200,1044.4576416015625,1044.4576416015625,1044.4576416015625,1653.603271484375,1653.603271484375,1653.603271484375,1022.5430908203124,1022.5430908203124,1022.5430908203124
127,127,8048640,1503.993408203125,1503.993408203125,1503.993408203125,1448.1015625,1448.1015625,1448.1015625,965.9342041015624,965.9342041015624,965.9342041015624
128,128,8110080,1332.43701171875,1332.43701171875,1332.43701171875,1390.4735107421875,1390.4735107421875,1390.4735107421875,1318.843994140625,1318.843994140625,1318.843994140625
129,129,8171520,1543.3387451171875,1543.3387451171875,1543.3387451171875,1122.412841796875,1122.412841796875,1122.412841796875,1149.240478515625,1149.240478515625,1149.240478515625
130,130,8232960,1447.2725830078125,1447.2725830078125,1447.2725830078125,1331.463134765625,1331.463134765625,1331.463134765625,1117.7769775390625,1117.7769775390625,1117.7769775390625
131,131,8294400,1407.358154296875,1407.358154296875,1407.358154296875,1221.3447265625,1221.3447265625,1221.3447265625,1237.6180419921875,1237.6180419921875,1237.6180419921875
132,132,8355840,2088.76611328125,2088.76611328125,2088.76611328125,1401.247314453125,1401.247314453125,1401.247314453125,1439.2633056640625,1439.2633056640625,1439.2633056640625
133,133,8417280,2370.57470703125,2370.57470703125,2370.57470703125,1217.822021484375,1217.822021484375,1217.822021484375,1654.8665771484375,1654.8665771484375,1654.8665771484375
134,134,8478720,2760.154296875,2760.154296875,2760.154296875,1414.7618408203125,1414.7618408203125,1414.7618408203125,1531.4947509765625,1531.4947509765625,1531.4947509765625
135,135,8540160,2356.012451171875,2356.012451171875,2356.012451171875,1812.2198486328125,1812.2198486328125,1812.2198486328125,1492.9129638671875,1492.9129638671875,1492.9129638671875
136,136,8601600,2553.77783203125,2553.77783203125,2553.77783203125,1783.8775634765625,1783.8775634765625,1783.8775634765625,1290.280029296875,1290.280029296875,1290.280029296875
137,137,8663040,2273.83642578125,2273.83642578125,2273.83642578125,1613.9732666015625,1613.9732666015625,1613.9732666015625,1569.6190185546875,1569.6190185546875,1569.6190185546875
138,138,8724480,1621.570068359375,1621.570068359375,1621.570068359375,1962.7449951171875,1962.7449951171875,1962.7449951171875,1448.2764892578125,1448.2764892578125,1448.2764892578125
139,139,8785920,1749.4600830078125,1749.4600830078125,1749.4600830078125,2792.091796875,2792.091796875,2792.091796875,1582.6666259765625,1582.6666259765625,1582.6666259765625
140,140,8847360,2136.131103515625,2136.131103515625,2136.131103515625,2925.817138671875,2925.817138671875,2925.817138671875,1711.036865234375,1711.036865234375,1711.036865234375
141,141,8908800,1479.00048828125,1479.00048828125,1479.00048828125,1772.3426513671875,1772.3426513671875,1772.3426513671875,1694.8433837890625,1694.8433837890625,1694.8433837890625
142,142,8970240,1455.7271728515625,1455.7271728515625,1455.7271728515625,2008.455078125,2008.455078125,2008.455078125,1571.62060546875,1571.62060546875,1571.62060546875
143,143,9031680,1859.3072509765625,1859.3072509765625,1859.3072509765625,2113.72802734375,2113.72802734375,2113.72802734375,1653.919921875,1653.919921875,1653.919921875
144,144,9093120,2030.54052734375,2030.54052734375,2030.54052734375,2284.6884765625,2284.6884765625,2284.6884765625,1874.1048583984375,1874.1048583984375,1874.1048583984375
145,145,9154560,979.2219848632812,979.2219848632812,979.2219848632812,2933.01123046875,2933.01123046875,2933.01123046875,1339.6943359375,1339.6943359375,1339.6943359375
146,146,9216000,942.5682373046876,942.5682373046876,942.5682373046876,1826.664306640625,1826.664306640625,1826.664306640625,1379.1334228515625,1379.1334228515625,1379.1334228515625
147,147,9277440,1145.1871337890625,1145.1871337890625,1145.1871337890625,2441.53173828125,2441.53173828125,2441.53173828125,1647.6439208984375,1647.6439208984375,1647.6439208984375
148,148,9338880,1578.1890869140625,1578.1890869140625,1578.1890869140625,2109.220458984375,2109.220458984375,2109.220458984375,1565.818115234375,1565.818115234375,1565.818115234375
149,149,9400320,1460.2193603515625,1460.2193603515625,1460.2193603515625,2536.319091796875,2536.319091796875,2536.319091796875,1779.2379150390625,1779.2379150390625,1779.2379150390625
150,150,9461760,1798.6328125,1798.6328125,1798.6328125,3082.676513671875,3082.676513671875,3082.676513671875,1504.1910400390625,1504.1910400390625,1504.1910400390625
151,151,9523200,2257.384033203125,2257.384033203125,2257.384033203125,1320.576416015625,1320.576416015625,1320.576416015625,1742.314697265625,1742.314697265625,1742.314697265625
152,152,9584640,2317.966064453125,2317.966064453125,2317.966064453125,1656.859619140625,1656.859619140625,1656.859619140625,2228.23046875,2228.23046875,2228.23046875
153,153,9646080,2313.654541015625,2313.654541015625,2313.654541015625,1603.1312255859375,1603.1312255859375,1603.1312255859375,1646.989501953125,1646.989501953125,1646.989501953125
154,154,9707520,2035.390625,2035.390625,2035.390625,1876.6766357421875,1876.6766357421875,1876.6766357421875,1538.5426025390625,1538.5426025390625,1538.5426025390625
155,155,9768960,1590.33203125,1590.33203125,1590.33203125,1314.8446044921875,1314.8446044921875,1314.8446044921875,1715.4207763671875,1715.4207763671875,1715.4207763671875
156,156,9830400,1980.374755859375,1980.374755859375,1980.374755859375,1543.445556640625,1543.445556640625,1543.445556640625,1916.89013671875,1916.89013671875,1916.89013671875
157,157,9891840,1443.484130859375,1443.484130859375,1443.484130859375,1827.873291015625,1827.873291015625,1827.873291015625,2726.654296875,2726.654296875,2726.654296875
158,158,9953280,1855.973876953125,1855.973876953125,1855.973876953125,1975.075927734375,1975.075927734375,1975.075927734375,3133.83935546875,3133.83935546875,3133.83935546875
159,159,10014720,2652.077392578125,2652.077392578125,2652.077392578125,1791.767578125,1791.767578125,1791.767578125,2964.755126953125,2964.755126953125,2964.755126953125
160,160,10076160,3557.091064453125,3557.091064453125,3557.091064453125,2059.82958984375,2059.82958984375,2059.82958984375,3437.28369140625,3437.28369140625,3437.28369140625
161,161,10137600,2632.326904296875,2632.326904296875,2632.326904296875,2399.7998046875,2399.7998046875,2399.7998046875,3594.645751953125,3594.645751953125,3594.645751953125
162,162,10199040,2191.269287109375,2191.269287109375,2191.269287109375,2653.599609375,2653.599609375,2653.599609375,3633.583251953125,3633.583251953125,3633.583251953125
163,163,10260480,2748.675048828125,2748.675048828125,2748.675048828125,2236.066650390625,2236.066650390625,2236.066650390625,2771.476806640625,2771.476806640625,2771.476806640625
164,164,10321920,3159.151123046875,3159.151123046875,3159.151123046875,2277.133056640625,2277.133056640625,2277.133056640625,2607.232666015625,2607.232666015625,2607.232666015625
165,165,10383360,3000.40673828125,3000.40673828125,3000.40673828125,2007.1868896484375,2007.1868896484375,2007.1868896484375,2561.04296875,2561.04296875,2561.04296875
166,166,10444800,2717.982421875,2717.982421875,2717.982421875,2678.89892578125,2678.89892578125,2678.89892578125,2844.053955078125,2844.053955078125,2844.053955078125
167,167,10506240,2717.34326171875,2717.34326171875,2717.34326171875,2759.032470703125,2759.032470703125,2759.032470703125,2821.3876953125,2821.3876953125,2821.3876953125
168,168,10567680,2998.7958984375,2998.7958984375,2998.7958984375,3021.9208984375,3021.9208984375,3021.9208984375,2781.3583984375,2781.3583984375,2781.3583984375
