"Step","PWM_AntEnv_sweep_2 - rewards","PWM_AntEnv_sweep_2 - rewards__MIN","PWM_AntEnv_sweep_2 - rewards__MAX","PWM_AntEnv_sweep_1 - rewards","PWM_AntEnv_sweep_1 - rewards__MIN","PWM_AntEnv_sweep_1 - rewards__MAX","PWM_AntEnv_sweep_0 - rewards","PWM_AntEnv_sweep_0 - rewards__MIN","PWM_AntEnv_sweep_0 - rewards__MAX"
"6963200","126.75308227539062","126.75308227539062","126.75308227539062","118.25765991210938","118.25765991210938","118.25765991210938","56.8714599609375","56.8714599609375","56.8714599609375"
"7065600","136.47933959960938","136.47933959960938","136.47933959960938","137.19070434570312","137.19070434570312","137.19070434570312","60.04794692993164","60.04794692993164","60.04794692993164"
"7168000","147.44288635253906","147.44288635253906","147.44288635253906","142.88894653320312","142.88894653320312","142.88894653320312","58.07366943359375","58.07366943359375","58.07366943359375"
"7270400","156.11607360839844","156.11607360839844","156.11607360839844","184.83294677734375","184.83294677734375","184.83294677734375","58.06953048706055","58.06953048706055","58.06953048706055"
"7372800","225.87098693847656","225.87098693847656","225.87098693847656","200.94290161132812","200.94290161132812","200.94290161132812","62.73472595214844","62.73472595214844","62.73472595214844"
"7475200","260.37408447265625","260.37408447265625","260.37408447265625","207.5825958251953","207.5825958251953","207.5825958251953","59.411067962646484","59.411067962646484","59.411067962646484"
"7577600","267.4252014160156","267.4252014160156","267.4252014160156","293.93438720703125","293.93438720703125","293.93438720703125","80.27265167236328","80.27265167236328","80.27265167236328"
"7680000","436.3701477050781","436.3701477050781","436.3701477050781","444.22613525390625","444.22613525390625","444.22613525390625","78.76985931396484","78.76985931396484","78.76985931396484"
"7782400","455.14556884765625","455.14556884765625","455.14556884765625","618.63427734375","618.63427734375","618.63427734375","108.367431640625","108.367431640625","108.367431640625"
"7884800","883.637451171875","883.637451171875","883.637451171875","1084.9307861328125","1084.9307861328125","1084.9307861328125","103.65625762939453","103.65625762939453","103.65625762939453"
"7987200","1569.8233642578125","1569.8233642578125","1569.8233642578125","1690.680908203125","1690.680908203125","1690.680908203125","147.412353515625","147.412353515625","147.412353515625"
"8089600","2236.212890625","2236.212890625","2236.212890625","1800.28466796875","1800.28466796875","1800.28466796875","334.1346740722656","334.1346740722656","334.1346740722656"
"8192000","2538.470947265625","2538.470947265625","2538.470947265625","1992.675537109375","1992.675537109375","1992.675537109375","644.9020385742188","644.9020385742188","644.9020385742188"
"8294400","2817.195556640625","2817.195556640625","2817.195556640625","1862.03125","1862.03125","1862.03125","1290.77392578125","1290.77392578125","1290.77392578125"
"8396800","2981.399658203125","2981.399658203125","2981.399658203125","1534.4962158203125","1534.4962158203125","1534.4962158203125","1040.4644775390625","1040.4644775390625","1040.4644775390625"
"8499200","3092.94970703125","3092.94970703125","3092.94970703125","1931.7874755859375","1931.7874755859375","1931.7874755859375","723.1499633789062","723.1499633789062","723.1499633789062"
"8601600","2687.618408203125","2687.618408203125","2687.618408203125","2341.3486328125","2341.3486328125","2341.3486328125","511.237060546875","511.237060546875","511.237060546875"
"8704000","2973.819580078125","2973.819580078125","2973.819580078125","2914.49951171875","2914.49951171875","2914.49951171875","675.1239013671875","675.1239013671875","675.1239013671875"
"8806400","3256.0546875","3256.0546875","3256.0546875","3205.12158203125","3205.12158203125","3205.12158203125","778.8995361328125","778.8995361328125","778.8995361328125"
"8908800","2998.743408203125","2998.743408203125","2998.743408203125","3316.826904296875","3316.826904296875","3316.826904296875","2560.650146484375","2560.650146484375","2560.650146484375"
"9011200","3593.07177734375","3593.07177734375","3593.07177734375","3554.2685546875","3554.2685546875","3554.2685546875","2801.02587890625","2801.02587890625","2801.02587890625"
"9113600","3740.72998046875","3740.72998046875","3740.72998046875","3547.225830078125","3547.225830078125","3547.225830078125","3057.864990234375","3057.864990234375","3057.864990234375"
"9216000","3732.411376953125","3732.411376953125","3732.411376953125","3519.251220703125","3519.251220703125","3519.251220703125","3276.60302734375","3276.60302734375","3276.60302734375"
"9318400","3832.787841796875","3832.787841796875","3832.787841796875","2941.387451171875","2941.387451171875","2941.387451171875","3442.53564453125","3442.53564453125","3442.53564453125"
"9420800","3987.220458984375","3987.220458984375","3987.220458984375","3174.7734375","3174.7734375","3174.7734375","3135.4609375","3135.4609375","3135.4609375"
"9523200","4163.30810546875","4163.30810546875","4163.30810546875","3354.427001953125","3354.427001953125","3354.427001953125","3291.634521484375","3291.634521484375","3291.634521484375"
"9625600","4180.89697265625","4180.89697265625","4180.89697265625","3696.585205078125","3696.585205078125","3696.585205078125","3675.177490234375","3675.177490234375","3675.177490234375"
"9728000","4026.764892578125","4026.764892578125","4026.764892578125","3509.77587890625","3509.77587890625","3509.77587890625","3858.340576171875","3858.340576171875","3858.340576171875"
"9830400","4061.87890625","4061.87890625","4061.87890625","3676.1396484375","3676.1396484375","3676.1396484375","3830.161865234375","3830.161865234375","3830.161865234375"
"9932800","4174.63525390625","4174.63525390625","4174.63525390625","4137.40869140625","4137.40869140625","4137.40869140625","3675.35595703125","3675.35595703125","3675.35595703125"
"10035200","4255.392578125","4255.392578125","4255.392578125","4279.830078125","4279.830078125","4279.830078125","3836.9453125","3836.9453125","3836.9453125"
"10137600","4239.76904296875","4239.76904296875","4239.76904296875","4406.31787109375","4406.31787109375","4406.31787109375","3683.258056640625","3683.258056640625","3683.258056640625"
"10240000","4152.5380859375","4152.5380859375","4152.5380859375","4511.58203125","4511.58203125","4511.58203125","3686.794189453125","3686.794189453125","3686.794189453125"
"10342400","4025.618408203125","4025.618408203125","4025.618408203125","4357.212890625","4357.212890625","4357.212890625","4069.2646484375","4069.2646484375","4069.2646484375"
"10444800","4191.27001953125","4191.27001953125","4191.27001953125","4379.34912109375","4379.34912109375","4379.34912109375","4329.9833984375","4329.9833984375","4329.9833984375"
"10547200","4053.303955078125","4053.303955078125","4053.303955078125","4592.29541015625","4592.29541015625","4592.29541015625","4464.189453125","4464.189453125","4464.189453125"
"10649600","4196.00048828125","4196.00048828125","4196.00048828125","4626.84326171875","4626.84326171875","4626.84326171875","4525.865234375","4525.865234375","4525.865234375"
"10752000","4280.8154296875","4280.8154296875","4280.8154296875","4334.72412109375","4334.72412109375","4334.72412109375","4310.9521484375","4310.9521484375","4310.9521484375"
"10854400","4352.3759765625","4352.3759765625","4352.3759765625","4100.30126953125","4100.30126953125","4100.30126953125","4571.99658203125","4571.99658203125","4571.99658203125"
"10956800","4387.60546875","4387.60546875","4387.60546875","4268.81103515625","4268.81103515625","4268.81103515625","4698.16064453125","4698.16064453125","4698.16064453125"
"11059200","4481.2509765625","4481.2509765625","4481.2509765625","4215.40771484375","4215.40771484375","4215.40771484375","4753.2353515625","4753.2353515625","4753.2353515625"
"11161600","4442.59423828125","4442.59423828125","4442.59423828125","4542.9599609375","4542.9599609375","4542.9599609375","4711.78955078125","4711.78955078125","4711.78955078125"
"11264000","4488.78173828125","4488.78173828125","4488.78173828125","4678.298828125","4678.298828125","4678.298828125","4642.87646484375","4642.87646484375","4642.87646484375"
"11366400","4605.6103515625","4605.6103515625","4605.6103515625","4783.9384765625","4783.9384765625","4783.9384765625","4664.6748046875","4664.6748046875","4664.6748046875"
"11468800","4605.87744140625","4605.87744140625","4605.87744140625","4716.158203125","4716.158203125","4716.158203125","4802.84716796875","4802.84716796875","4802.84716796875"
"11571200","3580.95751953125","3580.95751953125","3580.95751953125","4812.6552734375","4812.6552734375","4812.6552734375","4799.85791015625","4799.85791015625","4799.85791015625"
"11673600","3555.85302734375","3555.85302734375","3555.85302734375","4889.34912109375","4889.34912109375","4889.34912109375","4873.70166015625","4873.70166015625","4873.70166015625"
"11776000","4320.609375","4320.609375","4320.609375","4870.84130859375","4870.84130859375","4870.84130859375","4906.3662109375","4906.3662109375","4906.3662109375"
"11878400","4703.63818359375","4703.63818359375","4703.63818359375","4807.84912109375","4807.84912109375","4807.84912109375","4868.4970703125","4868.4970703125","4868.4970703125"
"11980800","5035.20849609375","5035.20849609375","5035.20849609375","4942.85791015625","4942.85791015625","4942.85791015625","4949.728515625","4949.728515625","4949.728515625"
"12083200","5047.80810546875","5047.80810546875","5047.80810546875","4889.76513671875","4889.76513671875","4889.76513671875","4863.625","4863.625","4863.625"
"12185600","4735.13916015625","4735.13916015625","4735.13916015625","4953.9462890625","4953.9462890625","4953.9462890625","4912.921875","4912.921875","4912.921875"
"12288000","4643.2001953125","4643.2001953125","4643.2001953125","4864.3837890625","4864.3837890625","4864.3837890625","4421.97705078125","4421.97705078125","4421.97705078125"
"12390400","4684.76123046875","4684.76123046875","4684.76123046875","4861.21875","4861.21875","4861.21875","4693.8984375","4693.8984375","4693.8984375"
"12492800","4920.70849609375","4920.70849609375","4920.70849609375","4994.1396484375","4994.1396484375","4994.1396484375","4798.80859375","4798.80859375","4798.80859375"
"12595200","5105.4365234375","5105.4365234375","5105.4365234375","5001.9697265625","5001.9697265625","5001.9697265625","4699.54736328125","4699.54736328125","4699.54736328125"
"12697600","5187.1357421875","5187.1357421875","5187.1357421875","5015.2138671875","5015.2138671875","5015.2138671875","4806.158203125","4806.158203125","4806.158203125"
"12800000","5003.283203125","5003.283203125","5003.283203125","5062.65771484375","5062.65771484375","5062.65771484375","4894.78271484375","4894.78271484375","4894.78271484375"
"12902400","5125.88916015625","5125.88916015625","5125.88916015625","5057.2568359375","5057.2568359375","5057.2568359375","4862.9921875","4862.9921875","4862.9921875"
"13004800","5350.86572265625","5350.86572265625","5350.86572265625","5074.29248046875","5074.29248046875","5074.29248046875","5002.12255859375","5002.12255859375","5002.12255859375"
"13107200","5328.7041015625","5328.7041015625","5328.7041015625","5082.5927734375","5082.5927734375","5082.5927734375","4913.5126953125","4913.5126953125","4913.5126953125"
"13209600","5272.07666015625","5272.07666015625","5272.07666015625","5112.20361328125","5112.20361328125","5112.20361328125","4994.02783203125","4994.02783203125","4994.02783203125"
"13312000","5334.36669921875","5334.36669921875","5334.36669921875","5099.712890625","5099.712890625","5099.712890625","5054.17529296875","5054.17529296875","5054.17529296875"
"13414400","5389.65478515625","5389.65478515625","5389.65478515625","5012.5185546875","5012.5185546875","5012.5185546875","5018.45654296875","5018.45654296875","5018.45654296875"
"13516800","5275.955078125","5275.955078125","5275.955078125","5089.04248046875","5089.04248046875","5089.04248046875","5108.974609375","5108.974609375","5108.974609375"
"13619200","5177.3623046875","5177.3623046875","5177.3623046875","5157.8203125","5157.8203125","5157.8203125","5026.0029296875","5026.0029296875","5026.0029296875"
"13721600","5062.15966796875","5062.15966796875","5062.15966796875","5173.89501953125","5173.89501953125","5173.89501953125","4954.17626953125","4954.17626953125","4954.17626953125"
"13824000","5138.49853515625","5138.49853515625","5138.49853515625","5165.09228515625","5165.09228515625","5165.09228515625","4940.3466796875","4940.3466796875","4940.3466796875"
"13926400","5311.34619140625","5311.34619140625","5311.34619140625","5043.14013671875","5043.14013671875","5043.14013671875","4973.8623046875","4973.8623046875","4973.8623046875"
"14028800","5366.86474609375","5366.86474609375","5366.86474609375","4968.73095703125","4968.73095703125","4968.73095703125","5070.78369140625","5070.78369140625","5070.78369140625"
"14131200","5267.1337890625","5267.1337890625","5267.1337890625","4916.0849609375","4916.0849609375","4916.0849609375","5085.37060546875","5085.37060546875","5085.37060546875"
"14233600","5373.81982421875","5373.81982421875","5373.81982421875","4997.6982421875","4997.6982421875","4997.6982421875","5086.2734375","5086.2734375","5086.2734375"
"14336000","5132.4833984375","5132.4833984375","5132.4833984375","4940.27001953125","4940.27001953125","4940.27001953125","5073.953125","5073.953125","5073.953125"
"14438400","5278.17724609375","5278.17724609375","5278.17724609375","5088.37158203125","5088.37158203125","5088.37158203125","5116.85888671875","5116.85888671875","5116.85888671875"
"14540800","5313.4521484375","5313.4521484375","5313.4521484375","5138.03662109375","5138.03662109375","5138.03662109375","5097.31591796875","5097.31591796875","5097.31591796875"
"14643200","5364.875","5364.875","5364.875","5136.18994140625","5136.18994140625","5136.18994140625","5059.46435546875","5059.46435546875","5059.46435546875"
"14745600","5381.6474609375","5381.6474609375","5381.6474609375","5199.02099609375","5199.02099609375","5199.02099609375","4955.662109375","4955.662109375","4955.662109375"
"14848000","5486.9609375","5486.9609375","5486.9609375","5224.18408203125","5224.18408203125","5224.18408203125","5065.380859375","5065.380859375","5065.380859375"
"14950400","5478.158203125","5478.158203125","5478.158203125","5118.77685546875","5118.77685546875","5118.77685546875","5131.2109375","5131.2109375","5131.2109375"
"15052800","5473.7119140625","5473.7119140625","5473.7119140625","5110.4892578125","5110.4892578125","5110.4892578125","5097.6416015625","5097.6416015625","5097.6416015625"
"15155200","5455.01806640625","5455.01806640625","5455.01806640625","5139.36328125","5139.36328125","5139.36328125","5156.19873046875","5156.19873046875","5156.19873046875"
"15257600","5466.90234375","5466.90234375","5466.90234375","5043.44287109375","5043.44287109375","5043.44287109375","5152.98291015625","5152.98291015625","5152.98291015625"
"15360000","5534.033203125","5534.033203125","5534.033203125","5077.2734375","5077.2734375","5077.2734375","5103.697265625","5103.697265625","5103.697265625"
"15462400","5598.916015625","5598.916015625","5598.916015625","5129.32373046875","5129.32373046875","5129.32373046875","5133.0927734375","5133.0927734375","5133.0927734375"
"15564800","5481.15966796875","5481.15966796875","5481.15966796875","5169.36181640625","5169.36181640625","5169.36181640625","5159.26318359375","5159.26318359375","5159.26318359375"
"15667200","5540.36181640625","5540.36181640625","5540.36181640625","5189.00146484375","5189.00146484375","5189.00146484375","5178.7236328125","5178.7236328125","5178.7236328125"
"15769600","5450.484375","5450.484375","5450.484375","5183.2412109375","5183.2412109375","5183.2412109375","5173.39306640625","5173.39306640625","5173.39306640625"
"15872000","5342.51611328125","5342.51611328125","5342.51611328125","5236.533203125","5236.533203125","5236.533203125","5159.736328125","5159.736328125","5159.736328125"
"15974400","5443.77001953125","5443.77001953125","5443.77001953125","5227.65625","5227.65625","5227.65625","5218.583984375","5218.583984375","5218.583984375"
"16076800","5506.509765625","5506.509765625","5506.509765625","5182.7119140625","5182.7119140625","5182.7119140625","5142.02197265625","5142.02197265625","5142.02197265625"
"16179200","5630.8017578125","5630.8017578125","5630.8017578125","5115.93603515625","5115.93603515625","5115.93603515625","5138.3369140625","5138.3369140625","5138.3369140625"
"16281600","5655.37939453125","5655.37939453125","5655.37939453125","5223.9609375","5223.9609375","5223.9609375","5206.943359375","5206.943359375","5206.943359375"
"16384000","5692.1865234375","5692.1865234375","5692.1865234375","5227.52685546875","5227.52685546875","5227.52685546875","5120.890625","5120.890625","5120.890625"
"16486400","5725.3505859375","5725.3505859375","5725.3505859375","5203.27294921875","5203.27294921875","5203.27294921875","5168.0888671875","5168.0888671875","5168.0888671875"
"16588800","5654.18603515625","5654.18603515625","5654.18603515625","5168.705078125","5168.705078125","5168.705078125","5084.95068359375","5084.95068359375","5084.95068359375"
"16691200","5667.8505859375","5667.8505859375","5667.8505859375","5023.99560546875","5023.99560546875","5023.99560546875","5172.85400390625","5172.85400390625","5172.85400390625"
"16793600","5635.3046875","5635.3046875","5635.3046875","5102.3544921875","5102.3544921875","5102.3544921875","5131.17724609375","5131.17724609375","5131.17724609375"
"16896000","5628.1259765625","5628.1259765625","5628.1259765625","5130.97314453125","5130.97314453125","5130.97314453125","5143.8076171875","5143.8076171875","5143.8076171875"
"16998400","5606.10693359375","5606.10693359375","5606.10693359375","5124.37548828125","5124.37548828125","5124.37548828125","5174.74169921875","5174.74169921875","5174.74169921875"
"17100800","5643.625","5643.625","5643.625","5184.634765625","5184.634765625","5184.634765625","5183.923828125","5183.923828125","5183.923828125"
"17203200","5663.955078125","5663.955078125","5663.955078125","5140","5140","5140","5171.0654296875","5171.0654296875","5171.0654296875"
"17305600","5704.9560546875","5704.9560546875","5704.9560546875","5201.77685546875","5201.77685546875","5201.77685546875","5168.79345703125","5168.79345703125","5168.79345703125"
"17408000","5671.74609375","5671.74609375","5671.74609375","5259.93798828125","5259.93798828125","5259.93798828125","5167.61474609375","5167.61474609375","5167.61474609375"
"17510400","5686.87841796875","5686.87841796875","5686.87841796875","5244.47607421875","5244.47607421875","5244.47607421875","5124.724609375","5124.724609375","5124.724609375"
"17612800","5527.99755859375","5527.99755859375","5527.99755859375","5239.14990234375","5239.14990234375","5239.14990234375","5131.21630859375","5131.21630859375","5131.21630859375"
"17715200","5586.44091796875","5586.44091796875","5586.44091796875","5210.84912109375","5210.84912109375","5210.84912109375","5089.1611328125","5089.1611328125","5089.1611328125"
"17817600","5645.35498046875","5645.35498046875","5645.35498046875","5154.2353515625","5154.2353515625","5154.2353515625","5191.3623046875","5191.3623046875","5191.3623046875"
"17920000","5579.90283203125","5579.90283203125","5579.90283203125","5225.7001953125","5225.7001953125","5225.7001953125","5217.83056640625","5217.83056640625","5217.83056640625"
"18022400","5614.29052734375","5614.29052734375","5614.29052734375","5234.39208984375","5234.39208984375","5234.39208984375","5211.41748046875","5211.41748046875","5211.41748046875"
"18124800","5562.595703125","5562.595703125","5562.595703125","5279.7607421875","5279.7607421875","5279.7607421875","5234.4326171875","5234.4326171875","5234.4326171875"
