Step,TDMPC_AntEnv_4 - train/episode_reward,TDMPC_AntEnv_4 - train/episode_reward__MIN,TDMPC_AntEnv_4 - train/episode_reward__MAX,TDMPC_AntEnv_3 - train/episode_reward,TDMPC_AntEnv_3 - train/episode_reward__MIN,TDMPC_AntEnv_3 - train/episode_reward__MAX,TDMPC_AntEnv_2 - train/episode_reward,TDMPC_AntEnv_2 - train/episode_reward__MIN,TDMPC_AntEnv_2 - train/episode_reward__MAX,TDMPC_AntEnv_1 - train/episode_reward,TDMPC_AntEnv_1 - train/episode_reward__MIN,TDMPC_AntEnv_1 - train/episode_reward__MAX,TDMPC_AntEnv_0 - train/episode_reward,TDMPC_AntEnv_0 - train/episode_reward__MIN,TDMPC_AntEnv_0 - train/episode_reward__MAX
2138,,,,70.62669457723636,70.62669457723636,70.62669457723636,,,,,,,,,
2163,,,,135.85287374856466,135.85287374856466,135.85287374856466,,,,,,,,,
2176,,,,90.61562823727577,90.61562823727577,90.61562823727577,,,,,,,172.1546754784867,172.1546754784867,172.1546754784867
2214,142.8343458607525,142.8343458607525,142.8343458607525,141.54267410782282,141.54267410782282,141.54267410782282,,,,,,,,,
2227,,,,70.2977305374519,70.2977305374519,70.2977305374519,,,,,,,,,
2253,,,,,,,,,,66.31857218436613,66.31857218436613,66.31857218436613,,,
2304,65.24951667551865,65.24951667551865,65.24951667551865,,,,,,,,,,,,
2342,,,,51.29358982878053,51.29358982878053,51.29358982878053,78.3803970797571,78.3803970797571,78.3803970797571,,,,,,
2355,54.62537507921039,54.62537507921039,54.62537507921039,,,,,,,,,,,,
2394,,,,193.43096861821448,193.43096861821448,193.43096861821448,,,,,,,87.84699950200353,87.84699950200353,87.84699950200353
2419,,,,,,,,,,48.516412163322066,48.516412163322066,48.516412163322066,,,
2445,43.385638667414035,43.385638667414035,43.385638667414035,,,,,,,,,,,,
2470,,,,77.03371572692592,77.03371572692592,77.03371572692592,,,,,,,,,
2496,,,,,,,,,,,,,70.88988452227765,70.88988452227765,70.88988452227765
2509,245.94992599829345,245.94992599829345,245.94992599829345,,,,110.5777259860864,110.5777259860864,110.5777259860864,116.05737839087156,116.05737839087156,116.05737839087156,,,
2560,,,,82.87240186151628,82.87240186151628,82.87240186151628,,,,,,,,,
2586,,,,,,,,,,,,,97.65656443128208,97.65656443128208,97.65656443128208
2637,,,,,,,64.4568479116924,64.4568479116924,64.4568479116924,91.37458015046194,91.37458015046194,91.37458015046194,107.6826779898174,107.6826779898174,107.6826779898174
2662,,,,,,,,,,,,,109.73325138721992,109.73325138721992,109.73325138721992
2675,209.73609529243495,209.73609529243495,209.73609529243495,,,,,,,,,,,,
2688,,,,151.00412932216167,151.00412932216167,151.00412932216167,,,,,,,,,
2739,,,,,,,,,,50.35186000716185,50.35186000716185,50.35186000716185,,,
2752,,,,,,,108.5619411560292,108.5619411560292,108.5619411560292,,,,,,
2790,77.18897634542391,77.18897634542391,77.18897634542391,,,,,,,,,,,,
2803,142.42607318032643,142.42607318032643,142.42607318032643,,,,,,,,,,,,
2842,,,,,,,,,,,,,37.30736938656683,37.30736938656683,37.30736938656683
2854,,,,,,,,,,121.63940259231894,121.63940259231894,121.63940259231894,,,
2880,,,,,,,,,,86.449505103491,86.449505103491,86.449505103491,,,
2893,64.78508979239743,64.78508979239743,64.78508979239743,,,,,,,,,,,,
2931,,,,,,,109.27462040415543,109.27462040415543,109.27462040415543,,,,,,
2944,,,,,,,,,,,,,111.92378846708527,111.92378846708527,111.92378846708527
2970,,,,,,,,,,120.97035643235887,120.97035643235887,120.97035643235887,,,
3008,,,,169.53717281071843,169.53717281071843,169.53717281071843,83.82524348942937,83.82524348942937,83.82524348942937,,,,,,
3098,,,,245.00006157677328,245.00006157677328,245.00006157677328,,,,,,,,,
3123,68.33230459087503,68.33230459087503,68.33230459087503,,,,,,,,,,105.15991079204692,105.15991079204692,105.15991079204692
3174,,,,,,,,,,,,,80.26044909423456,80.26044909423456,80.26044909423456
3213,,,,,,,144.37031051653943,144.37031051653943,144.37031051653943,,,,,,
3238,,,,181.51001813025053,181.51001813025053,181.51001813025053,,,,,,,,,
3251,,,,,,,127.25704080743819,127.25704080743819,127.25704080743819,,,,,,
3315,,,,,,,,,,86.14051520581728,86.14051520581728,86.14051520581728,,,
3328,,,,,,,78.46529667206745,78.46529667206745,78.46529667206745,120.03755466767292,120.03755466767292,120.03755466767292,,,
3379,33.041390394177,33.041390394177,33.041390394177,,,,,,,,,,,,
3392,,,,,,,87.98176481697014,87.98176481697014,87.98176481697014,,,,,,
3418,50.373379779314064,50.373379779314064,50.373379779314064,,,,,,,,,,47.896920276140236,47.896920276140236,47.896920276140236
3610,,,,,,,54.295863271931424,54.295863271931424,54.295863271931424,,,,,,
3661,98.83573262880661,98.83573262880661,98.83573262880661,,,,,,,,,,,,
3699,,,,,,,,,,,,,90.03459856771302,90.03459856771302,90.03459856771302
3712,,,,,,,,,,,,,141.6472981247835,141.6472981247835,141.6472981247835
3738,135.4286073009946,135.4286073009946,135.4286073009946,,,,,,,,,,,,
3789,,,,121.01038492202994,121.01038492202994,121.01038492202994,,,,,,,199.56134164810416,199.56134164810416,199.56134164810416
3802,,,,,,,122.74487250400277,122.74487250400277,122.74487250400277,,,,,,
3814,,,,87.47931430960841,87.47931430960841,87.47931430960841,,,,,,,,,
3827,,,,,,,,,,,,,119.22951844431563,119.22951844431563,119.22951844431563
3866,81.58798368742126,81.58798368742126,81.58798368742126,,,,,,,,,,,,
3904,88.34845698716752,88.34845698716752,88.34845698716752,,,,,,,,,,,,
3942,,,,70.32494133427707,70.32494133427707,70.32494133427707,,,,,,,,,
3955,49.48546575096669,49.48546575096669,49.48546575096669,,,,,,,,,,78.98896382835927,78.98896382835927,78.98896382835927
4032,,,,,,,,,,,,,151.00532702068367,151.00532702068367,151.00532702068367
4045,107.79923995666041,107.79923995666041,107.79923995666041,,,,,,,,,,,,
4070,,,,,,,,,,43.873613250303144,43.873613250303144,43.873613250303144,,,
4083,,,,96.13709634619198,96.13709634619198,96.13709634619198,,,,,,,,,
4147,,,,48.457933415469505,48.457933415469505,48.457933415469505,,,,,,,,,
4160,,,,,,,,,,,,,162.1657028577939,162.1657028577939,162.1657028577939
4186,,,,115.15210541779406,115.15210541779406,115.15210541779406,,,,,,,,,
4198,199.2029763615833,199.2029763615833,199.2029763615833,,,,,,,,,,,,
4224,98.64859980781394,98.64859980781394,98.64859980781394,,,,,,,,,,,,
4237,,,,,,,,,,27.467190020402,27.467190020402,27.467190020402,,,
4250,,,,,,,,,,,,,164.4938185630682,164.4938185630682,164.4938185630682
4262,,,,218.31519731935745,218.31519731935745,218.31519731935745,,,,,,,,,
4314,,,,165.6174415541623,165.6174415541623,165.6174415541623,202.76944961080292,202.76944961080292,202.76944961080292,,,,,,
4326,,,,96.3744816263695,96.3744816263695,96.3744816263695,,,,,,,,,
4365,,,,115.5428757635181,115.5428757635181,115.5428757635181,,,,,,,,,
4378,96.84938482986593,96.84938482986593,96.84938482986593,,,,,,,,,,,,
4416,86.93096408664344,86.93096408664344,86.93096408664344,,,,,,,,,,,,
4429,165.3993689049444,165.3993689049444,165.3993689049444,,,,,,,,,,,,
4442,140.81425352060862,140.81425352060862,140.81425352060862,,,,,,,,,,,,
4518,,,,,,,68.87518000639005,68.87518000639005,68.87518000639005,,,,32.26693415678068,32.26693415678068,32.26693415678068
4582,,,,,,,,,,208.736033249984,208.736033249984,208.736033249984,,,
4621,,,,231.22136769474977,231.22136769474977,231.22136769474977,,,,,,,,,
4646,,,,211.11733141197652,211.11733141197652,211.11733141197652,,,,,,,,,
4672,,,,,,,104.00624556865637,104.00624556865637,104.00624556865637,,,,53.201020196341915,53.201020196341915,53.201020196341915
4698,,,,,,,65.99158001342217,65.99158001342217,65.99158001342217,,,,,,
4749,,,,,,,,,,131.4480143117036,131.4480143117036,131.4480143117036,126.25785165301218,126.25785165301218,126.25785165301218
4800,,,,,,,,,,121.0940695816647,121.0940695816647,121.0940695816647,,,
4813,,,,77.12299838678206,77.12299838678206,77.12299838678206,,,,,,,,,
4864,111.07522125928223,111.07522125928223,111.07522125928223,,,,,,,,,,,,
4890,521.1549160556106,521.1549160556106,521.1549160556106,,,,,,,,,,,,
4902,,,,,,,,,,213.66139918201694,213.66139918201694,213.66139918201694,,,
4915,,,,,,,,,,31.26747451728567,31.26747451728567,31.26747451728567,,,
4941,160.93869343775947,160.93869343775947,160.93869343775947,,,,,,,,,,,,
5005,58.2117781266659,58.2117781266659,58.2117781266659,,,,46.0761694535702,46.0761694535702,46.0761694535702,,,,,,
5018,,,,,,,,,,142.44456435365825,142.44456435365825,142.44456435365825,,,
5043,,,,116.60249096151,116.60249096151,116.60249096151,,,,,,,,,
5082,,,,,,,,,,,,,77.88376962014297,77.88376962014297,77.88376962014297
5120,,,,,,,,,,119.21286932369784,119.21286932369784,119.21286932369784,,,
5171,,,,,,,85.97003909561207,85.97003909561207,85.97003909561207,,,,,,
5197,,,,133.28761841342475,133.28761841342475,133.28761841342475,,,,,,,,,
5222,138.6186254656124,138.6186254656124,138.6186254656124,,,,,,,,,,,,
5274,,,,,,,,,,,,,93.40625178049538,93.40625178049538,93.40625178049538
5299,,,,,,,84.9988402535815,84.9988402535815,84.9988402535815,,,,,,
5312,,,,105.18337818955823,105.18337818955823,105.18337818955823,,,,,,,,,
5363,,,,37.71384431767365,37.71384431767365,37.71384431767365,,,,,,,,,
5389,82.43939406395312,82.43939406395312,82.43939406395312,,,,,,,,,,,,
5402,,,,,,,,,,,,,71.21698009563298,71.21698009563298,71.21698009563298
5453,245.53920571471517,245.53920571471517,245.53920571471517,,,,,,,,,,,,
5478,,,,,,,,,,258.9085123274497,258.9085123274497,258.9085123274497,91.41133520342629,91.41133520342629,91.41133520342629
5606,,,,,,,,,,,,,69.46884372045771,69.46884372045771,69.46884372045771
5658,,,,,,,,,,122.69448120477429,122.69448120477429,122.69448120477429,,,
5670,,,,,,,92.37126767590728,92.37126767590728,92.37126767590728,,,,,,
5683,,,,102.44228022125901,102.44228022125901,102.44228022125901,,,,,,,,,
5696,247.82352683643495,247.82352683643495,247.82352683643495,,,,,,,227.89606711963808,227.89606711963808,227.89606711963808,102.02228019336856,102.02228019336856,102.02228019336856
5747,,,,,,,,,,,,,51.06027271918904,51.06027271918904,51.06027271918904
5811,,,,,,,,,,246.18102128748995,246.18102128748995,246.18102128748995,130.8044648910056,130.8044648910056,130.8044648910056
5888,,,,,,,,,,113.38890517073234,113.38890517073234,113.38890517073234,,,
5990,,,,310.4980341711622,310.4980341711622,310.4980341711622,63.76338069826183,63.76338069826183,63.76338069826183,,,,98.17911022096689,98.17911022096689,98.17911022096689
6003,,,,,,,32.87078545552762,32.87078545552762,32.87078545552762,,,,,,
6016,,,,,,,59.09115484292037,59.09115484292037,59.09115484292037,,,,,,
6054,,,,147.19103701717836,147.19103701717836,147.19103701717836,,,,,,,,,
6144,117.62732971389727,117.62732971389727,117.62732971389727,,,,,,,,,,,,
6182,,,,56.35635846408299,56.35635846408299,56.35635846408299,,,,,,,,,
6272,,,,384.3711004100696,384.3711004100696,384.3711004100696,,,,,,,,,
6285,121.31870749887827,121.31870749887827,121.31870749887827,,,,,,,149.8083849280775,149.8083849280775,149.8083849280775,,,
6323,,,,,,,,,,,,,45.61579426297999,45.61579426297999,45.61579426297999
6349,,,,24.685443054059263,24.685443054059263,24.685443054059263,,,,,,,,,
6362,193.78131025944518,193.78131025944518,193.78131025944518,,,,,,,,,,,,
6374,,,,,,,,,,138.360394704211,138.360394704211,138.360394704211,,,
6426,,,,81.49108437358615,81.49108437358615,81.49108437358615,,,,,,,,,
6451,80.07959112059804,80.07959112059804,80.07959112059804,,,,,,,,,,,,
6541,,,,82.62306918108649,82.62306918108649,82.62306918108649,,,,,,,,,
6566,,,,,,,,,,48.70848220861596,48.70848220861596,48.70848220861596,,,
6592,,,,,,,84.26071499932902,84.26071499932902,84.26071499932902,,,,,,
6605,,,,,,,110.00415949048156,110.00415949048156,110.00415949048156,,,,,,
6643,111.25666007294265,111.25666007294265,111.25666007294265,,,,,,,,,,,,
6707,,,,,,,,,,77.0029198106772,77.0029198106772,77.0029198106772,,,
6720,,,,,,,,,,,,,78.00954789557971,78.00954789557971,78.00954789557971
6758,,,,,,,,,,,,,78.88963484278692,78.88963484278692,78.88963484278692
6822,,,,,,,147.96115855757225,147.96115855757225,147.96115855757225,,,,,,
6861,,,,,,,,,,,,,148.3976801361271,148.3976801361271,148.3976801361271
7014,,,,,,,,,,,,,122.63445653645931,122.63445653645931,122.63445653645931
7066,,,,,,,,,,137.56189150612744,137.56189150612744,137.56189150612744,,,
7091,85.43538665645964,85.43538665645964,85.43538665645964,115.61911010616669,115.61911010616669,115.61911010616669,,,,,,,,,
7194,,,,,,,,,,,,,50.557302522123884,50.557302522123884,50.557302522123884
7219,,,,66.68495569247561,66.68495569247561,66.68495569247561,,,,,,,,,
7296,95.15439810843282,95.15439810843282,95.15439810843282,,,,,,,,,,73.75943961233907,73.75943961233907,73.75943961233907
7334,,,,,,,,,,69.82364673776893,69.82364673776893,69.82364673776893,,,
7373,,,,,,,,,,,,,50.94041657682183,50.94041657682183,50.94041657682183
7424,,,,132.72050886460522,132.72050886460522,132.72050886460522,,,,,,,,,
7475,,,,,,,,,,41.0129951038046,41.0129951038046,41.0129951038046,,,
7578,,,,,,,,,,,,,103.75483742210557,103.75483742210557,103.75483742210557
7667,,,,77.47096105144166,77.47096105144166,77.47096105144166,,,,,,,,,
7731,,,,90.54358339903949,90.54358339903949,90.54358339903949,,,,,,,,,
7859,,,,85.49576812456701,85.49576812456701,85.49576812456701,,,,,,,,,
7872,65.92295513891288,65.92295513891288,65.92295513891288,,,,35.29288922094413,35.29288922094413,35.29288922094413,,,,,,
7910,,,,58.021689089293915,58.021689089293915,58.021689089293915,,,,,,,,,
7949,,,,,,,83.82157584118862,83.82157584118862,83.82157584118862,,,,,,
8013,,,,,,,,,,84.71162677765363,84.71162677765363,84.71162677765363,,,
8038,,,,,,,178.92823868823973,178.92823868823973,178.92823868823973,,,,,,
8064,35.74316679145281,35.74316679145281,35.74316679145281,,,,,,,,,,,,
8077,,,,,,,,,,52.70416728236118,52.70416728236118,52.70416728236118,,,
8090,,,,,,,,,,209.99041267683398,209.99041267683398,209.99041267683398,,,
8115,69.29397679689278,69.29397679689278,69.29397679689278,,,,,,,,,,,,
8128,127.16307741597498,127.16307741597498,127.16307741597498,,,,,,,,,,,,
8166,62.40034972695171,62.40034972695171,62.40034972695171,,,,,,,,,,,,
8192,,,,79.38946835140501,79.38946835140501,79.38946835140501,,,,,,,,,
8243,,,,,,,,,,,,,72.17490503005753,72.17490503005753,72.17490503005753
8282,,,,115.19055868869049,115.19055868869049,115.19055868869049,,,,,,,,,
8307,,,,,,,91.83161670523364,91.83161670523364,91.83161670523364,,,,,,
8320,,,,,,,49.815654152929135,49.815654152929135,49.815654152929135,,,,,,
8333,,,,,,,,,,120.26085798246055,120.26085798246055,120.26085798246055,,,
8358,,,,,,,,,,,,,219.4450297074998,219.4450297074998,219.4450297074998
8397,33.74346687443356,33.74346687443356,33.74346687443356,,,,,,,112.18402626164058,112.18402626164058,112.18402626164058,56.54372551090817,56.54372551090817,56.54372551090817
8499,61.355903217392715,61.355903217392715,61.355903217392715,,,,,,,,,,,,
8525,57.176957724414365,57.176957724414365,57.176957724414365,,,,,,,,,,,,
8563,129.08976714476609,129.08976714476609,129.08976714476609,,,,,,,,,,,,
8589,,,,117.87529537615299,117.87529537615299,117.87529537615299,,,,,,,,,
8666,71.37094476232504,71.37094476232504,71.37094476232504,,,,,,,,,,,,
8704,66.21730978570412,66.21730978570412,66.21730978570412,,,,,,,,,,,,
8768,,,,,,,73.26267230664179,73.26267230664179,73.26267230664179,,,,,,
8794,,,,,,,,,,,,,99.53272049652477,99.53272049652477,99.53272049652477
8858,109.91248700916167,109.91248700916167,109.91248700916167,,,,,,,191.9573554783999,191.9573554783999,191.9573554783999,,,
8870,74.80951121222824,74.80951121222824,74.80951121222824,,,,,,,,,,,,
8883,,,,,,,57.08781822169131,57.08781822169131,57.08781822169131,,,,,,
8909,,,,60.74195683515828,60.74195683515828,60.74195683515828,,,,,,,,,
8947,,,,,,,132.60241335023656,132.60241335023656,132.60241335023656,,,,,,
8998,34.313295585529715,34.313295585529715,34.313295585529715,,,,,,,,,,,,
9062,,,,70.70900753273692,70.70900753273692,70.70900753273692,,,,,,,,,
9139,,,,,,,,,,65.68370278682889,65.68370278682889,65.68370278682889,,,
9190,,,,,,,,,,,,,117.89337576308883,117.89337576308883,117.89337576308883
9203,,,,89.02854388705384,89.02854388705384,89.02854388705384,,,,119.8475288724054,119.8475288724054,119.8475288724054,,,
9216,,,,,,,,,,118.58077286306965,118.58077286306965,118.58077286306965,,,
9344,,,,41.95328763620457,41.95328763620457,41.95328763620457,,,,,,,,,
9382,,,,,,,,,,33.02232989041861,33.02232989041861,33.02232989041861,182.70417460172231,182.70417460172231,182.70417460172231
9408,36.93682349961312,36.93682349961312,36.93682349961312,,,,,,,,,,106.57643379014046,106.57643379014046,106.57643379014046
9485,,,,81.60185307377344,81.60185307377344,81.60185307377344,,,,,,,,,
9626,,,,,,,101.74194978660564,101.74194978660564,101.74194978660564,,,,,,
9638,120.3012740995355,120.3012740995355,120.3012740995355,,,,,,,,,,,,
9664,,,,111.12025722594193,111.12025722594193,111.12025722594193,,,,,,,,,
9702,,,,,,,,,,,,,72.4613961140671,72.4613961140671,72.4613961140671
9766,82.26196951146962,82.26196951146962,82.26196951146962,,,,,,,,,,,,
9856,,,,,,,,,,92.65757464715338,92.65757464715338,92.65757464715338,,,
9933,,,,85.11115555188012,85.11115555188012,85.11115555188012,,,,,,,,,
9997,,,,56.54736051056193,56.54736051056193,56.54736051056193,,,,,,,,,
10061,,,,,,,128.77062143848204,128.77062143848204,128.77062143848204,,,,,,
10086,,,,,,,,,,65.41550178168532,65.41550178168532,65.41550178168532,,,
10099,,,,,,,128.84908604334566,128.84908604334566,128.84908604334566,,,,,,
10176,,,,,,,62.39865617536731,62.39865617536731,62.39865617536731,,,,,,
10202,,,,,,,,,,127.68757567262334,127.68757567262334,127.68757567262334,,,
10240,,,,,,,177.0789312355532,177.0789312355532,177.0789312355532,,,,,,
10266,,,,,,,,,,,,,40.182429742819,40.182429742819,40.182429742819
10291,208.2618803985223,208.2618803985223,208.2618803985223,,,,,,,,,,,,
10317,,,,134.87634997512401,134.87634997512401,134.87634997512401,,,,,,,,,
10342,,,,,,,100.36618576266326,100.36618576266326,100.36618576266326,,,,,,
10368,,,,234.90935101797592,234.90935101797592,234.90935101797592,,,,,,,,,
10381,,,,,,,,,,,,,159.26979227426517,159.26979227426517,159.26979227426517
10406,128.67285895780049,128.67285895780049,128.67285895780049,,,,,,,,,,,,
10458,,,,,,,,,,,,,156.3548257878202,156.3548257878202,156.3548257878202
10483,103.98147950748834,103.98147950748834,103.98147950748834,,,,,,,,,,,,
10509,,,,30.355873019026596,30.355873019026596,30.355873019026596,,,,,,,,,
10573,,,,,,,36.215557057908605,36.215557057908605,36.215557057908605,252.68680568461758,252.68680568461758,252.68680568461758,,,
10598,86.0996837695201,86.0996837695201,86.0996837695201,115.80672264891463,115.80672264891463,115.80672264891463,,,,,,,,,
10624,,,,,,,,,,,,,169.53656392961793,169.53656392961793,169.53656392961793
10662,,,,,,,159.4603901956728,159.4603901956728,159.4603901956728,,,,,,
10726,142.70091262871983,142.70091262871983,142.70091262871983,,,,,,,,,,,,
10739,,,,,,,,,,76.6712476838372,76.6712476838372,76.6712476838372,,,
10752,,,,,,,,,,162.36498666961862,162.36498666961862,162.36498666961862,,,
10765,,,,,,,,,,,,,75.01129370959926,75.01129370959926,75.01129370959926
10829,,,,,,,46.40668140753888,46.40668140753888,46.40668140753888,,,,,,
10867,,,,,,,,,,161.4101928847754,161.4101928847754,161.4101928847754,,,
10931,279.9113659525881,279.9113659525881,279.9113659525881,,,,,,,,,,113.47953459272478,113.47953459272478,113.47953459272478
10957,,,,,,,,,,110.40793849549839,110.40793849549839,110.40793849549839,,,
10982,139.04605156575246,139.04605156575246,139.04605156575246,,,,,,,,,,,,
10995,,,,57.723608605733105,57.723608605733105,57.723608605733105,,,,,,,,,
11008,,,,,,,,,,72.48981921016687,72.48981921016687,72.48981921016687,,,
11021,,,,,,,54.920191496729544,54.920191496729544,54.920191496729544,,,,,,
11059,,,,,,,59.064476747159404,59.064476747159404,59.064476747159404,,,,,,
11072,,,,,,,66.68035013235489,66.68035013235489,66.68035013235489,,,,,,
11085,57.0283325873746,57.0283325873746,57.0283325873746,,,,,,,,,,,,
11136,,,,,,,,,,64.1556233614861,64.1556233614861,64.1556233614861,,,
11162,,,,108.83985230698431,108.83985230698431,108.83985230698431,,,,,,,,,
11200,,,,,,,138.25785734501181,138.25785734501181,138.25785734501181,,,,,,
11213,,,,,,,,,,,,,112.64602382102761,112.64602382102761,112.64602382102761
11264,,,,196.44311058512935,196.44311058512935,196.44311058512935,,,,,,,,,
11277,,,,,,,,,,,,,87.59084432188735,87.59084432188735,87.59084432188735
11328,,,,,,,,,,,,,103.40169451372344,103.40169451372344,103.40169451372344
11354,,,,,,,,,,,,,73.61795547216111,73.61795547216111,73.61795547216111
11366,,,,,,,34.81047947686344,34.81047947686344,34.81047947686344,,,,,,
11379,,,,183.58119333141929,183.58119333141929,183.58119333141929,,,,,,,,,
11392,,,,,,,57.99210303253273,57.99210303253273,57.99210303253273,,,,,,
11405,88.44070194263055,88.44070194263055,88.44070194263055,,,,,,,,,,,,
11430,65.47257569403698,65.47257569403698,65.47257569403698,,,,,,,,,,,,
11494,,,,,,,,,,171.7783447091153,171.7783447091153,171.7783447091153,,,
11546,,,,,,,,,,146.54590571638107,146.54590571638107,146.54590571638107,,,
11571,,,,78.25398796388124,78.25398796388124,78.25398796388124,,,,,,,,,
11610,197.79472707173298,197.79472707173298,197.79472707173298,,,,77.65526173970173,77.65526173970173,77.65526173970173,,,,,,
11674,,,,,,,,,,52.26490190956518,52.26490190956518,52.26490190956518,,,
11712,100.64391311214348,100.64391311214348,100.64391311214348,,,,,,,,,,127.84499343440909,127.84499343440909,127.84499343440909
11750,118.65351666091318,118.65351666091318,118.65351666091318,,,,,,,,,,,,
