Step,TDMPC_AntEnv_4 - train/episode_reward,TDMPC_AntEnv_4 - train/episode_reward__MIN,TDMPC_AntEnv_4 - train/episode_reward__MAX,TDMPC_AntEnv_3 - train/episode_reward,TDMPC_AntEnv_3 - train/episode_reward__MIN,TDMPC_AntEnv_3 - train/episode_reward__MAX,TDMPC_AntEnv_2 - train/episode_reward,TDMPC_AntEnv_2 - train/episode_reward__MIN,TDMPC_AntEnv_2 - train/episode_reward__MAX,TDMPC_AntEnv_1 - train/episode_reward,TDMPC_AntEnv_1 - train/episode_reward__MIN,TDMPC_AntEnv_1 - train/episode_reward__MAX,TDMPC_AntEnv_0 - train/episode_reward,TDMPC_AntEnv_0 - train/episode_reward__MIN,TDMPC_AntEnv_0 - train/episode_reward__MAX
158400,,,,,,,,,,916.9359758130978,916.9359758130978,916.9359758130978,,,
158502,,,,,,,402.0991819619652,402.0991819619652,402.0991819619652,,,,,,
158694,,,,,,,,,,1148.4496439702075,1148.4496439702075,1148.4496439702075,,,
158810,,,,,,,,,,1040.3440207733718,1040.3440207733718,1040.3440207733718,,,
158848,,,,,,,,,,,,,1266.125116326536,1266.125116326536,1266.125116326536
159014,,,,,,,,,,,,,496.4384689597784,496.4384689597784,496.4384689597784
159066,,,,1323.042165831302,1323.042165831302,1323.042165831302,,,,,,,,,
159360,,,,,,,555.8570138258725,555.8570138258725,555.8570138258725,,,,,,
159411,,,,1232.862047367318,1232.862047367318,1232.862047367318,,,,,,,,,
159578,,,,,,,,,,,,,361.33778403376346,361.33778403376346,361.33778403376346
159629,,,,,,,,,,494.42048481153705,494.42048481153705,494.42048481153705,,,
159936,,,,,,,,,,,,,146.69836838960364,146.69836838960364,146.69836838960364
160026,,,,,,,,,,,,,523.6676734764593,523.6676734764593,523.6676734764593
160077,789.5316242542328,789.5316242542328,789.5316242542328,,,,,,,,,,,,
160166,,,,,,,139.36028145290493,139.36028145290493,139.36028145290493,,,,,,
160179,,,,,,,,,,1040.7172894816551,1040.7172894816551,1040.7172894816551,,,
160230,,,,,,,240.35751589419434,240.35751589419434,240.35751589419434,,,,,,
160461,,,,,,,,,,1051.9138189668897,1051.9138189668897,1051.9138189668897,,,
160563,,,,1085.6277148130227,1085.6277148130227,1085.6277148130227,,,,,,,,,
160704,546.610470522437,546.610470522437,546.610470522437,,,,,,,,,,,,
160870,300.4663646595857,300.4663646595857,300.4663646595857,,,,,,,,,,,,
161024,380.5908440018124,380.5908440018124,380.5908440018124,,,,,,,,,,,,
161165,,,,,,,326.44948472099225,326.44948472099225,326.44948472099225,,,,,,
161344,721.6448869147815,721.6448869147815,721.6448869147815,,,,,,,,,,,,
161523,,,,,,,168.47560404997697,168.47560404997697,168.47560404997697,,,,,,
161549,247.38032631212553,247.38032631212553,247.38032631212553,,,,,,,,,,,,
161638,,,,,,,,,,,,,870.0446310938054,870.0446310938054,870.0446310938054
161715,,,,,,,,,,,,,482.59714998681346,482.59714998681346,482.59714998681346
162086,,,,822.0424301102902,822.0424301102902,822.0424301102902,,,,,,,,,
162138,,,,751.0213406048606,751.0213406048606,751.0213406048606,,,,,,,,,
162240,,,,,,,292.40335778888425,292.40335778888425,292.40335778888425,,,,,,
162304,,,,499.0684255100172,499.0684255100172,499.0684255100172,,,,,,,,,
162394,,,,,,,734.6914094909158,734.6914094909158,734.6914094909158,,,,,,
162624,902.3344435206426,902.3344435206426,902.3344435206426,,,,,,,,,,,,
162778,,,,,,,380.65435743318176,380.65435743318176,380.65435743318176,,,,,,
163072,306.0111976152523,306.0111976152523,306.0111976152523,,,,,,,,,,,,
163226,,,,,,,391.52608833443213,391.52608833443213,391.52608833443213,,,,,,
163264,,,,752.004357959862,752.004357959862,752.004357959862,,,,,,,,,
163405,,,,,,,233.06186647689344,233.06186647689344,233.06186647689344,,,,,,
163494,,,,722.780538324003,722.780538324003,722.780538324003,,,,,,,,,
163507,,,,,,,,,,,,,835.192676357636,835.192676357636,835.192676357636
163674,634.2977465201752,634.2977465201752,634.2977465201752,,,,,,,,,,,,
163994,,,,,,,,,,,,,486.93540945615194,486.93540945615194,486.93540945615194
164544,,,,,,,,,,,,,174.9202708784568,174.9202708784568,174.9202708784568
164992,,,,,,,,,,392.82825852146476,392.82825852146476,392.82825852146476,,,
165107,,,,,,,,,,,,,408.681375559004,408.681375559004,408.681375559004
165286,,,,401.7499772156839,401.7499772156839,401.7499772156839,,,,,,,,,
165338,,,,996.4213315579105,996.4213315579105,996.4213315579105,,,,,,,,,
165555,,,,,,,,,,1118.8658792595124,1118.8658792595124,1118.8658792595124,,,
165581,,,,,,,207.9501822101375,207.9501822101375,207.9501822101375,,,,,,
165645,,,,1123.7310488814658,1123.7310488814658,1123.7310488814658,,,,,,,,,
165824,,,,1253.4190658213488,1253.4190658213488,1253.4190658213488,,,,,,,,,
166131,247.63248864502086,247.63248864502086,247.63248864502086,,,,,,,,,,,,
166182,,,,,,,,,,,,,810.7235664979897,810.7235664979897,810.7235664979897
166221,,,,,,,,,,,,,883.5697865628728,883.5697865628728,883.5697865628728
166285,,,,952.2684236199433,952.2684236199433,952.2684236199433,,,,,,,,,
166387,,,,,,,243.33540784498246,243.33540784498246,243.33540784498246,,,,,,
166438,,,,,,,257.2626063034201,257.2626063034201,257.2626063034201,,,,,,
166554,,,,,,,,,,,,,198.2025000743578,198.2025000743578,198.2025000743578
166618,,,,100.16197087166267,100.16197087166267,100.16197087166267,,,,,,,,,
167078,,,,,,,204.52015382717065,204.52015382717065,204.52015382717065,,,,,,
167091,691.7172650053349,691.7172650053349,691.7172650053349,,,,,,,,,,,,
167142,,,,,,,182.090126915921,182.090126915921,182.090126915921,,,,,,
167155,731.0691899983821,731.0691899983821,731.0691899983821,,,,,,,,,,770.0304326741633,770.0304326741633,770.0304326741633
167168,,,,,,,271.479832670687,271.479832670687,271.479832670687,,,,,,
167194,,,,,,,295.54898364377306,295.54898364377306,295.54898364377306,,,,,,
167296,,,,,,,,,,,,,1233.510926364906,1233.510926364906,1233.510926364906
167322,,,,,,,153.59713666416405,153.59713666416405,153.59713666416405,,,,,,
167539,592.2369358306096,592.2369358306096,592.2369358306096,,,,,,,,,,,,
167718,,,,,,,,,,,,,995.3849137079925,995.3849137079925,995.3849137079925
167859,,,,,,,,,,1180.2408993978754,1180.2408993978754,1180.2408993978754,,,
168077,,,,,,,,,,,,,335.7752603318991,335.7752603318991,335.7752603318991
168320,247.25415556768056,247.25415556768056,247.25415556768056,,,,,,,1381.0002340588915,1381.0002340588915,1381.0002340588915,,,
168499,,,,,,,,,,441.00139186791506,441.00139186791506,441.00139186791506,,,
168512,,,,,,,474.6833663273293,474.6833663273293,474.6833663273293,,,,,,
168550,,,,735.3238063629154,735.3238063629154,735.3238063629154,,,,,,,,,
168576,,,,,,,,,,1326.3998848262358,1326.3998848262358,1326.3998848262358,,,
168614,,,,,,,,,,,,,1026.6482655356501,1026.6482655356501,1026.6482655356501
168678,,,,,,,,,,1285.610635502877,1285.610635502877,1285.610635502877,,,
168755,,,,,,,,,,,,,348.6276929701036,348.6276929701036,348.6276929701036
168858,,,,,,,305.0643671365491,305.0643671365491,305.0643671365491,,,,,,
168947,687.8950232365884,687.8950232365884,687.8950232365884,,,,,,,,,,,,
169216,,,,601.941377578815,601.941377578815,601.941377578815,,,,,,,,,
169280,,,,,,,,,,,,,321.88146971401056,321.88146971401056,321.88146971401056
169395,,,,,,,304.97491267928416,304.97491267928416,304.97491267928416,,,,,,
169562,,,,,,,199.5133629687765,199.5133629687765,199.5133629687765,,,,,,
169613,,,,,,,435.4150334731126,435.4150334731126,435.4150334731126,,,,,,
169805,,,,,,,302.57378405557375,302.57378405557375,302.57378405557375,,,,,,
170022,,,,630.9038298040505,630.9038298040505,630.9038298040505,,,,,,,,,
170061,,,,,,,298.6076853669803,298.6076853669803,298.6076853669803,,,,,,
170099,,,,446.94063028537886,446.94063028537886,446.94063028537886,,,,,,,,,
170138,,,,747.8804782799494,747.8804782799494,747.8804782799494,,,,,,,,,
170445,,,,998.1014542042074,998.1014542042074,998.1014542042074,,,,,,,,,
170701,,,,,,,451.71189546049663,451.71189546049663,451.71189546049663,,,,,,
170752,284.22831205858273,284.22831205858273,284.22831205858273,,,,,,,,,,,,
170765,,,,,,,,,,,,,317.2500997504188,317.2500997504188,317.2500997504188
170918,,,,,,,,,,,,,364.14121117272373,364.14121117272373,364.14121117272373
170944,,,,,,,328.8518111204192,328.8518111204192,328.8518111204192,,,,,,
171008,,,,,,,,,,594.0992457849115,594.0992457849115,594.0992457849115,,,
171302,,,,,,,,,,,,,341.9974372853414,341.9974372853414,341.9974372853414
171366,,,,,,,,,,,,,212.35516247717752,212.35516247717752,212.35516247717752
171379,,,,,,,,,,,,,342.76772775690426,342.76772775690426,342.76772775690426
171494,,,,,,,485.54326911084974,485.54326911084974,485.54326911084974,,,,,,
171558,440.0716180819827,440.0716180819827,440.0716180819827,,,,,,,,,,,,
171648,1289.7676306273345,1289.7676306273345,1289.7676306273345,,,,,,,,,,,,
171699,,,,,,,,,,,,,608.5797930750299,608.5797930750299,608.5797930750299
171904,,,,552.8811523000692,552.8811523000692,552.8811523000692,,,,,,,,,
172096,565.5937053727647,565.5937053727647,565.5937053727647,,,,,,,,,,,,
172480,1274.4567101056164,1274.4567101056164,1274.4567101056164,,,,,,,,,,,,
172582,1235.268872553312,1235.268872553312,1235.268872553312,,,,,,,,,,,,
172736,1075.167338711945,1075.167338711945,1075.167338711945,,,,,,,,,,,,
173018,,,,,,,596.4956144408903,596.4956144408903,596.4956144408903,,,,,,
173082,1076.1600718104607,1076.1600718104607,1076.1600718104607,,,,,,,,,,,,
173094,,,,,,,298.6138968558126,298.6138968558126,298.6138968558126,,,,,,
173133,85.9883761980393,85.9883761980393,85.9883761980393,,,,173.92402988456274,173.92402988456274,173.92402988456274,,,,,,
173350,,,,,,,,,,,,,495.199037180891,495.199037180891,495.199037180891
173376,,,,,,,290.2185665719459,290.2185665719459,290.2185665719459,,,,,,
173555,,,,,,,,,,971.427365982532,971.427365982532,971.427365982532,,,
173926,,,,,,,803.0366475708526,803.0366475708526,803.0366475708526,,,,,,
174246,,,,,,,356.2239626064386,356.2239626064386,356.2239626064386,,,,290.13613301659484,290.13613301659484,290.13613301659484
174272,,,,,,,354.9068220756185,354.9068220756185,354.9068220756185,,,,,,
174618,,,,739.6771754412827,739.6771754412827,739.6771754412827,,,,,,,,,
174784,,,,781.0171088850719,781.0171088850719,781.0171088850719,,,,,,,,,
174797,,,,,,,,,,,,,285.81212045386116,285.81212045386116,285.81212045386116
175142,,,,,,,,,,,,,803.9019928624941,803.9019928624941,803.9019928624941
175181,,,,,,,620.7198926148772,620.7198926148772,620.7198926148772,,,,,,
175270,,,,,,,364.1881219571039,364.1881219571039,364.1881219571039,,,,499.20090882233825,499.20090882233825,499.20090882233825
175411,904.1351110649556,904.1351110649556,904.1351110649556,,,,,,,,,,,,
175552,,,,53.91914012031711,53.91914012031711,53.91914012031711,,,,,,,,,
175667,,,,918.2447264876903,918.2447264876903,918.2447264876903,,,,,,,,,
175706,1163.8497966502296,1163.8497966502296,1163.8497966502296,,,,,,,,,,,,
175731,,,,,,,277.8704246740969,277.8704246740969,277.8704246740969,,,,,,
175795,,,,,,,,,,,,,723.6303715456205,723.6303715456205,723.6303715456205
175859,,,,309.4791245694879,309.4791245694879,309.4791245694879,,,,,,,,,
176000,,,,,,,201.80256326230054,201.80256326230054,201.80256326230054,,,,,,
176115,,,,48.92067968948823,48.92067968948823,48.92067968948823,,,,,,,,,
176486,700.533440281715,700.533440281715,700.533440281715,,,,,,,,,,,,
176563,1185.6615206981605,1185.6615206981605,1185.6615206981605,,,,,,,,,,,,
176755,,,,429.25102689585594,429.25102689585594,429.25102689585594,,,,,,,,,
176781,565.075030163864,565.075030163864,565.075030163864,,,,,,,,,,,,
176858,,,,,,,,,,,,,288.7358254240594,288.7358254240594,288.7358254240594
176896,,,,,,,,,,,,,253.32533162175488,253.32533162175488,253.32533162175488
177242,,,,1099.287030202263,1099.287030202263,1099.287030202263,,,,,,,,,
177280,,,,,,,460.92423537456773,460.92423537456773,460.92423537456773,,,,,,
177600,,,,,,,,,,,,,393.5933619335913,393.5933619335913,393.5933619335913
177626,,,,,,,,,,,,,632.0374823890993,632.0374823890993,632.0374823890993
177651,,,,,,,,,,,,,562.8009998172636,562.8009998172636,562.8009998172636
177664,,,,,,,,,,880.8096954680841,880.8096954680841,880.8096954680841,,,
177690,577.5160839899983,577.5160839899983,577.5160839899983,,,,,,,,,,,,
177754,,,,981.1628411642563,981.1628411642563,981.1628411642563,,,,,,,,,
177766,329.426480662733,329.426480662733,329.426480662733,,,,,,,,,,,,
177933,,,,,,,,,,,,,676.0829424268347,676.0829424268347,676.0829424268347
177958,,,,,,,357.14879750148333,357.14879750148333,357.14879750148333,,,,,,
178048,,,,,,,,,,668.3521647831632,668.3521647831632,668.3521647831632,,,
178176,,,,,,,863.5363365082025,863.5363365082025,863.5363365082025,,,,,,
178227,,,,,,,,,,,,,664.0535160457416,664.0535160457416,664.0535160457416
178752,,,,1121.8817917746871,1121.8817917746871,1121.8817917746871,,,,,,,,,
178790,,,,,,,,,,,,,821.8163297106639,821.8163297106639,821.8163297106639
178931,,,,611.2284677442968,611.2284677442968,611.2284677442968,,,,,,,,,
178970,915.8617361490236,915.8617361490236,915.8617361490236,,,,,,,,,,,,
179085,,,,,,,400.0772494267972,400.0772494267972,400.0772494267972,,,,,,
179110,,,,,,,,,,,,,450.22971338816455,450.22971338816455,450.22971338816455
179149,,,,,,,239.80025291105537,239.80025291105537,239.80025291105537,,,,,,
179315,,,,,,,,,,605.7598000023055,605.7598000023055,605.7598000023055,,,
179328,,,,,,,644.7225361804698,644.7225361804698,644.7225361804698,,,,,,
179392,,,,,,,,,,1078.945282124259,1078.945282124259,1078.945282124259,,,
179789,,,,,,,,,,,,,228.97550792644668,228.97550792644668,228.97550792644668
179840,,,,,,,252.73482918761874,252.73482918761874,252.73482918761874,,,,,,
180160,,,,,,,,,,1312.3239081392205,1312.3239081392205,1312.3239081392205,,,
180186,,,,,,,185.61411318945503,185.61411318945503,185.61411318945503,,,,,,
180224,310.7094940209396,310.7094940209396,310.7094940209396,,,,,,,,,,,,
180275,419.8261303455882,419.8261303455882,419.8261303455882,,,,,,,,,,,,
180288,906.4075188675024,906.4075188675024,906.4075188675024,,,,,,,,,,292.25999689484615,292.25999689484615,292.25999689484615
180467,665.3763585612917,665.3763585612917,665.3763585612917,,,,,,,,,,,,
180659,,,,,,,,,,,,,234.62710438301056,234.62710438301056,234.62710438301056
180800,314.68601670863575,314.68601670863575,314.68601670863575,,,,,,,,,,,,
180902,631.979349810628,631.979349810628,631.979349810628,,,,,,,,,,,,
181107,,,,,,,,,,,,,371.4769980981673,371.4769980981673,371.4769980981673
181146,,,,,,,472.11472206930034,472.11472206930034,472.11472206930034,,,,,,
181210,,,,,,,361.41837011269894,361.41837011269894,361.41837011269894,,,,,,
181402,1391.9781827068787,1391.9781827068787,1391.9781827068787,,,,,,,,,,,,
181414,,,,786.0663461311368,786.0663461311368,786.0663461311368,,,,,,,,,
181453,,,,1087.1585378757072,1087.1585378757072,1087.1585378757072,,,,507.2804861178947,507.2804861178947,507.2804861178947,,,
181530,,,,513.0256319640278,513.0256319640278,513.0256319640278,,,,,,,346.9258700011371,346.9258700011371,346.9258700011371
181619,,,,,,,270.6095534449263,270.6095534449263,270.6095534449263,,,,,,
181709,,,,,,,,,,,,,207.53841511137182,207.53841511137182,207.53841511137182
181747,,,,,,,567.4427101274267,567.4427101274267,567.4427101274267,,,,206.1569435258642,206.1569435258642,206.1569435258642
181760,,,,,,,,,,,,,257.4518177655519,257.4518177655519,257.4518177655519
181786,,,,,,,399.1145508919583,399.1145508919583,399.1145508919583,,,,,,
181875,,,,,,,,,,,,,277.01298653301313,277.01298653301313,277.01298653301313
181990,311.7075952697711,311.7075952697711,311.7075952697711,,,,,,,,,,,,
182003,858.1454901393416,858.1454901393416,858.1454901393416,,,,,,,,,,,,
182042,,,,939.4760241690683,939.4760241690683,939.4760241690683,,,,,,,,,
182106,,,,,,,,,,,,,298.2748809527013,298.2748809527013,298.2748809527013
182157,,,,,,,,,,,,,348.00485956250617,348.00485956250617,348.00485956250617
182310,1058.4345452035611,1058.4345452035611,1058.4345452035611,,,,,,,,,,,,
182618,582.4489171239128,582.4489171239128,582.4489171239128,,,,,,,,,,,,
182707,,,,,,,254.76942612922542,254.76942612922542,254.76942612922542,,,,,,
182758,,,,,,,,,,770.2539060818037,770.2539060818037,770.2539060818037,,,
182797,121.7999476188547,121.7999476188547,121.7999476188547,,,,,,,,,,,,
183014,930.2006797076634,930.2006797076634,930.2006797076634,,,,,,,,,,,,
183078,,,,,,,,,,903.9671268233277,903.9671268233277,903.9671268233277,765.7436160811402,765.7436160811402,765.7436160811402
183194,,,,,,,,,,,,,420.9064865366482,420.9064865366482,420.9064865366482
183834,,,,,,,,,,526.548574521453,526.548574521453,526.548574521453,,,
184026,717.1268197328204,717.1268197328204,717.1268197328204,,,,,,,,,,,,
184243,,,,,,,,,,,,,298.0177480496565,298.0177480496565,298.0177480496565
184346,,,,,,,,,,,,,709.8504488274301,709.8504488274301,709.8504488274301
184384,,,,,,,495.01548603098496,495.01548603098496,495.01548603098496,,,,,,
184422,,,,623.2103083907898,623.2103083907898,623.2103083907898,,,,,,,,,
184563,,,,998.514536268173,998.514536268173,998.514536268173,,,,,,,,,
184678,,,,,,,256.06378978032143,256.06378978032143,256.06378978032143,,,,,,
184781,,,,,,,,,,,,,394.0438294252826,394.0438294252826,394.0438294252826
184794,,,,,,,,,,771.2704205839156,771.2704205839156,771.2704205839156,,,
184819,,,,,,,390.9236169671579,390.9236169671579,390.9236169671579,,,,,,
184883,407.9864508015721,407.9864508015721,407.9864508015721,,,,,,,,,,,,
184896,1156.9198595871583,1156.9198595871583,1156.9198595871583,,,,,,,,,,,,
185037,,,,,,,250.6480376598537,250.6480376598537,250.6480376598537,,,,,,
185126,204.28388479993203,204.28388479993203,204.28388479993203,,,,,,,,,,,,
185139,,,,748.4500969302447,748.4500969302447,748.4500969302447,,,,,,,,,
185408,,,,,,,,,,1162.4451207060652,1162.4451207060652,1162.4451207060652,364.1996678252058,364.1996678252058,364.1996678252058
185498,,,,756.8932084467294,756.8932084467294,756.8932084467294,,,,,,,,,
185510,,,,,,,355.767168990128,355.767168990128,355.767168990128,,,,,,
185536,,,,1348.6334391038392,1348.6334391038392,1348.6334391038392,,,,,,,,,
185600,798.3733359265347,798.3733359265347,798.3733359265347,,,,,,,,,,,,
185690,,,,,,,,,,1012.1270266945425,1012.1270266945425,1012.1270266945425,,,
185907,,,,1281.454081720363,1281.454081720363,1281.454081720363,,,,,,,,,
185997,,,,477.57358669735544,477.57358669735544,477.57358669735544,,,,,,,,,
186035,,,,,,,,,,,,,404.85929040481653,404.85929040481653,404.85929040481653
186086,,,,,,,,,,,,,423.35464987399644,423.35464987399644,423.35464987399644
186368,,,,,,,649.69321002677,649.69321002677,649.69321002677,,,,,,
186432,,,,,,,,,,1176.781861732278,1176.781861732278,1176.781861732278,,,
186547,,,,,,,,,,1323.033355234661,1323.033355234661,1323.033355234661,610.5457453713798,610.5457453713798,610.5457453713798
186701,920.1910377018877,920.1910377018877,920.1910377018877,,,,,,,,,,,,
186714,,,,,,,,,,,,,256.1706958771223,256.1706958771223,256.1706958771223
186880,,,,,,,415.17003789024744,415.17003789024744,415.17003789024744,,,,,,
186893,,,,323.69759340434916,323.69759340434916,323.69759340434916,,,,,,,,,
187021,1335.9120385668884,1335.9120385668884,1335.9120385668884,,,,,,,,,,,,
187059,646.1092107802089,646.1092107802089,646.1092107802089,,,,,,,,,,484.3780706434902,484.3780706434902,484.3780706434902
187162,414.97245965368563,414.97245965368563,414.97245965368563,,,,,,,,,,,,
187226,706.6599272771624,706.6599272771624,706.6599272771624,,,,,,,,,,,,
187264,,,,,,,659.1370677522016,659.1370677522016,659.1370677522016,,,,,,
187328,395.3553276120065,395.3553276120065,395.3553276120065,,,,,,,,,,,,
187354,,,,,,,,,,1135.4844761436864,1135.4844761436864,1135.4844761436864,,,
187392,174.62201700935054,174.62201700935054,174.62201700935054,,,,,,,,,,,,
187494,,,,,,,,,,1253.6035520156397,1253.6035520156397,1253.6035520156397,,,
187533,,,,,,,371.53763218794467,371.53763218794467,371.53763218794467,,,,,,
187546,,,,,,,451.90179658876514,451.90179658876514,451.90179658876514,,,,,,
187558,204.46133452474186,204.46133452474186,204.46133452474186,,,,,,,,,,,,
187597,,,,,,,356.89776455056233,356.89776455056233,356.89776455056233,,,,,,
187661,683.4305385705235,683.4305385705235,683.4305385705235,,,,,,,,,,,,
187699,,,,,,,,,,972.7685799244689,972.7685799244689,972.7685799244689,,,
187712,316.5753102432582,316.5753102432582,316.5753102432582,,,,,,,,,,,,
187725,,,,,,,348.90151077689114,348.90151077689114,348.90151077689114,,,,,,
187827,400.8167005683366,400.8167005683366,400.8167005683366,,,,,,,,,,,,
187968,246.15144602384464,246.15144602384464,246.15144602384464,,,,,,,,,,,,
187994,,,,,,,,,,,,,433.0952918211495,433.0952918211495,433.0952918211495
188006,,,,,,,,,,,,,144.11657597294652,144.11657597294652,144.11657597294652
188083,404.95414430443105,404.95414430443105,404.95414430443105,,,,,,,,,,,,
188326,,,,,,,299.27674376384533,299.27674376384533,299.27674376384533,,,,,,
188390,,,,,,,,,,,,,288.6727990338064,288.6727990338064,288.6727990338064
188403,,,,1308.458380670955,1308.458380670955,1308.458380670955,,,,,,,,,
188698,,,,,,,,,,,,,190.97365285986146,190.97365285986146,190.97365285986146
188851,145.91089160150227,145.91089160150227,145.91089160150227,,,,,,,,,,,,
188915,,,,1307.431855318729,1307.431855318729,1307.431855318729,,,,,,,,,
189018,,,,,,,,,,,,,300.4074088797057,300.4074088797057,300.4074088797057
189210,542.1299717180262,542.1299717180262,542.1299717180262,,,,,,,,,,292.72942850513556,292.72942850513556,292.72942850513556
189248,792.8128006696279,792.8128006696279,792.8128006696279,,,,307.5644486188467,307.5644486188467,307.5644486188467,,,,,,
189274,202.07749302455,202.07749302455,202.07749302455,,,,,,,,,,,,
189286,813.3329385533002,813.3329385533002,813.3329385533002,,,,,,,1074.6516031040815,1074.6516031040815,1074.6516031040815,,,
189312,,,,,,,,,,1092.592915942402,1092.592915942402,1092.592915942402,,,
189350,548.7388186244724,548.7388186244724,548.7388186244724,,,,,,,,,,275.30321071431615,275.30321071431615,275.30321071431615
189453,,,,,,,,,,,,,334.7616744315429,334.7616744315429,334.7616744315429
189517,,,,,,,144.3431392474024,144.3431392474024,144.3431392474024,,,,,,
189594,,,,,,,404.5551887800588,404.5551887800588,404.5551887800588,,,,,,
189632,,,,948.9172779855669,948.9172779855669,948.9172779855669,,,,,,,,,
189658,286.3589265172467,286.3589265172467,286.3589265172467,,,,,,,,,,,,
189747,,,,,,,274.14162424326247,274.14162424326247,274.14162424326247,,,,,,
189862,653.8106134731845,653.8106134731845,653.8106134731845,,,,,,,,,,,,
189888,,,,1079.9879492607238,1079.9879492607238,1079.9879492607238,,,,,,,,,
189914,678.839601454513,678.839601454513,678.839601454513,,,,,,,,,,,,
190016,,,,,,,300.01904295494285,300.01904295494285,300.01904295494285,,,,,,
190259,997.8167705881852,997.8167705881852,997.8167705881852,,,,,,,,,,,,
190464,,,,919.1222802038494,919.1222802038494,919.1222802038494,,,,,,,,,
190566,,,,492.4720097902168,492.4720097902168,492.4720097902168,,,,,,,,,
190656,,,,,,,210.53437060217013,210.53437060217013,210.53437060217013,,,,,,
190694,348.2407743828734,348.2407743828734,348.2407743828734,,,,,,,,,,,,
190707,,,,,,,,,,,,,418.58330182080323,418.58330182080323,418.58330182080323
190771,,,,,,,,,,819.5803092392018,819.5803092392018,819.5803092392018,,,
190810,155.4923862376786,155.4923862376786,155.4923862376786,,,,,,,,,,,,
190822,,,,,,,245.61978000861626,245.61978000861626,245.61978000861626,,,,,,
190874,1386.0155148440072,1386.0155148440072,1386.0155148440072,,,,,,,,,,,,
191014,,,,,,,,,,,,,365.07096342451507,365.07096342451507,365.07096342451507
191053,,,,1030.3940511651792,1030.3940511651792,1030.3940511651792,,,,,,,,,
191104,,,,,,,,,,,,,403.74161400349976,403.74161400349976,403.74161400349976
191181,,,,,,,,,,,,,296.51218099221086,296.51218099221086,296.51218099221086
191219,311.2514674633439,311.2514674633439,311.2514674633439,,,,,,,,,,,,
191309,,,,,,,202.7535102821331,202.7535102821331,202.7535102821331,,,,,,
191373,,,,1347.3376148685004,1347.3376148685004,1347.3376148685004,239.1086414798286,239.1086414798286,239.1086414798286,,,,,,
191386,268.8453797331881,268.8453797331881,268.8453797331881,,,,,,,,,,,,
191578,,,,,,,,,,,,,982.9070081232663,982.9070081232663,982.9070081232663
191629,,,,,,,243.44068241178223,243.44068241178223,243.44068241178223,1335.509453774087,1335.509453774087,1335.509453774087,,,
191642,,,,,,,368.51784424912614,368.51784424912614,368.51784424912614,,,,,,
191680,385.65388975346224,385.65388975346224,385.65388975346224,,,,,,,,,,,,
191706,105.4599410561382,105.4599410561382,105.4599410561382,,,,,,,,,,,,
192026,166.22076530803292,166.22076530803292,166.22076530803292,,,,,,,,,,,,
192166,320.56553578795496,320.56553578795496,320.56553578795496,,,,,,,,,,,,
192678,,,,,,,,,,1299.585797600885,1299.585797600885,1299.585797600885,524.8771794368223,524.8771794368223,524.8771794368223
192781,1228.1375840720177,1228.1375840720177,1228.1375840720177,,,,,,,,,,,,
193446,,,,582.5638822619007,582.5638822619007,582.5638822619007,,,,,,,,,
193613,,,,,,,141.46400399914705,141.46400399914705,141.46400399914705,,,,,,
194086,,,,162.97339392486987,162.97339392486987,162.97339392486987,135.2916083413738,135.2916083413738,135.2916083413738,,,,,,
194099,,,,,,,318.8091769780341,318.8091769780341,318.8091769780341,,,,,,
194342,,,,275.5128646942843,275.5128646942843,275.5128646942843,,,,,,,,,
194406,,,,253.58557096522196,253.58557096522196,253.58557096522196,,,,,,,,,
194509,,,,,,,258.90720912092524,258.90720912092524,258.90720912092524,,,,,,
194522,,,,,,,337.6566732043629,337.6566732043629,337.6566732043629,,,,,,
194586,,,,,,,,,,790.2929933669021,790.2929933669021,790.2929933669021,,,
194624,,,,,,,230.95513140053515,230.95513140053515,230.95513140053515,,,,,,
194803,,,,,,,,,,,,,483.2140711919806,483.2140711919806,483.2140711919806
194854,,,,,,,,,,,,,340.06840893264484,340.06840893264484,340.06840893264484
194918,397.3986988217466,397.3986988217466,397.3986988217466,,,,,,,,,,,,
195008,380.85926825186397,380.85926825186397,380.85926825186397,,,,,,,,,,,,
195187,,,,219.7701550647938,219.7701550647938,219.7701550647938,,,,,,,,,
195443,,,,,,,,,,982.5700494460832,982.5700494460832,982.5700494460832,155.9853936843643,155.9853936843643,155.9853936843643
195584,,,,,,,,,,,,,887.575449198466,887.575449198466,887.575449198466
195904,,,,807.2325213141303,807.2325213141303,807.2325213141303,,,,,,,,,
195955,,,,,,,235.51242668174763,235.51242668174763,235.51242668174763,,,,,,
196032,,,,420.0990947446775,420.0990947446775,420.0990947446775,,,,,,,,,
196147,526.9368309228418,526.9368309228418,526.9368309228418,,,,,,,,,,,,
196173,423.0280155873341,423.0280155873341,423.0280155873341,,,,,,,,,,,,
196224,504.82134868932644,504.82134868932644,504.82134868932644,,,,,,,,,,,,
196493,383.3268399944438,383.3268399944438,383.3268399944438,,,,,,,,,,,,
196582,431.74862158276426,431.74862158276426,431.74862158276426,,,,,,,,,,,,
196621,1348.4337393527253,1348.4337393527253,1348.4337393527253,,,,,,,,,,,,
196736,,,,,,,,,,639.3743197691708,639.3743197691708,639.3743197691708,,,
196966,,,,,,,,,,,,,401.5451858301476,401.5451858301476,401.5451858301476
