Relative Time (Process),FOWM_AntEnv_sweep_2 - _step,FOWM_AntEnv_sweep_2 - _step__MIN,FOWM_AntEnv_sweep_2 - _step__MAX,FOWM_AntEnv_sweep_2 - rewards,FOWM_AntEnv_sweep_2 - rewards__MIN,FOWM_AntEnv_sweep_2 - rewards__MAX,FOWM_AntEnv_sweep_1 - _step,FOWM_AntEnv_sweep_1 - _step__MIN,FOWM_AntEnv_sweep_1 - _step__MAX,FOWM_AntEnv_sweep_1 - rewards,FOWM_AntEnv_sweep_1 - rewards__MIN,FOWM_AntEnv_sweep_1 - rewards__MAX,FOWM_AntEnv_sweep_0 - _step,FOWM_AntEnv_sweep_0 - _step__MIN,FOWM_AntEnv_sweep_0 - _step__MAX,FOWM_AntEnv_sweep_0 - rewards,FOWM_AntEnv_sweep_0 - rewards__MIN,FOWM_AntEnv_sweep_0 - rewards__MAX
22,27136.0,27136.0,27136.0,107.9443817138672,107.9443817138672,107.9443817138672,,,,,,,,,,,,
25,,,,,,,,,,,,,26624.0,26624.0,26624.0,130.26663208007812,130.26663208007812,130.26663208007812
26,,,,,,,26624.0,26624.0,26624.0,29.54146194458008,29.54146194458008,29.54146194458008,,,,,,
36,52736.0,52736.0,52736.0,97.10651397705078,97.10651397705078,97.10651397705078,,,,,,,,,,,,
40,,,,,,,,,,,,,52224.0,52224.0,52224.0,28.146818161010746,28.146818161010746,28.146818161010746
41,,,,,,,52224.0,52224.0,52224.0,40.216453552246094,40.216453552246094,40.216453552246094,,,,,,
50,78336.0,78336.0,78336.0,329.22998046875,329.22998046875,329.22998046875,,,,,,,,,,,,
55,,,,,,,,,,,,,77824.0,77824.0,77824.0,30.374502182006836,30.374502182006836,30.374502182006836
56,,,,,,,77824.0,77824.0,77824.0,31.09569549560547,31.09569549560547,31.09569549560547,,,,,,
65,103936.0,103936.0,103936.0,27.67559242248535,27.67559242248535,27.67559242248535,,,,,,,,,,,,
69,,,,,,,,,,,,,103424.0,103424.0,103424.0,30.389450073242188,30.389450073242188,30.389450073242188
71,,,,,,,103424.0,103424.0,103424.0,29.924388885498047,29.924388885498047,29.924388885498047,,,,,,
80,129536.0,129536.0,129536.0,31.231651306152344,31.231651306152344,31.231651306152344,,,,,,,,,,,,
84,,,,,,,,,,,,,129024.0,129024.0,129024.0,31.569345474243164,31.569345474243164,31.569345474243164
87,,,,,,,129024.0,129024.0,129024.0,30.141435623168945,30.141435623168945,30.141435623168945,,,,,,
94,155136.0,155136.0,155136.0,30.982112884521484,30.982112884521484,30.982112884521484,,,,,,,,,,,,
99,,,,,,,,,,,,,154624.0,154624.0,154624.0,30.105113983154297,30.105113983154297,30.105113983154297
102,,,,,,,154624.0,154624.0,154624.0,73.91951751708984,73.91951751708984,73.91951751708984,,,,,,
109,180736.0,180736.0,180736.0,29.4987735748291,29.4987735748291,29.4987735748291,,,,,,,,,,,,
113,,,,,,,,,,,,,180224.0,180224.0,180224.0,32.95347213745117,32.95347213745117,32.95347213745117
116,,,,,,,180224.0,180224.0,180224.0,28.63884925842285,28.63884925842285,28.63884925842285,,,,,,
124,206336.0,206336.0,206336.0,30.4089298248291,30.4089298248291,30.4089298248291,,,,,,,,,,,,
128,,,,,,,,,,,,,205824.0,205824.0,205824.0,29.59133529663086,29.59133529663086,29.59133529663086
131,,,,,,,205824.0,205824.0,205824.0,30.47945022583008,30.47945022583008,30.47945022583008,,,,,,
138,231936.0,231936.0,231936.0,30.31201171875,30.31201171875,30.31201171875,,,,,,,,,,,,
143,,,,,,,,,,,,,231424.0,231424.0,231424.0,29.912015914916992,29.912015914916992,29.912015914916992
147,,,,,,,231424.0,231424.0,231424.0,30.170711517333984,30.170711517333984,30.170711517333984,,,,,,
153,257536.0,257536.0,257536.0,30.389137268066406,30.389137268066406,30.389137268066406,,,,,,,,,,,,
157,,,,,,,,,,,,,257024.0,257024.0,257024.0,37.43691635131836,37.43691635131836,37.43691635131836
162,,,,,,,257024.0,257024.0,257024.0,31.963666915893555,31.963666915893555,31.963666915893555,,,,,,
168,283136.0,283136.0,283136.0,30.97161293029785,30.97161293029785,30.97161293029785,,,,,,,,,,,,
172,,,,,,,,,,,,,282624.0,282624.0,282624.0,41.05491256713867,41.05491256713867,41.05491256713867
177,,,,,,,282624.0,282624.0,282624.0,30.19983291625977,30.19983291625977,30.19983291625977,,,,,,
183,308736.0,308736.0,308736.0,32.01884460449219,32.01884460449219,32.01884460449219,,,,,,,,,,,,
187,,,,,,,,,,,,,308224.0,308224.0,308224.0,30.028072357177734,30.028072357177734,30.028072357177734
193,,,,,,,308224.0,308224.0,308224.0,32.69441223144531,32.69441223144531,32.69441223144531,,,,,,
197,334336.0,334336.0,334336.0,31.96379280090332,31.96379280090332,31.96379280090332,,,,,,,,,,,,
201,,,,,,,,,,,,,333824.0,333824.0,333824.0,31.128009796142575,31.128009796142575,31.128009796142575
210,,,,,,,333824.0,333824.0,333824.0,30.869657516479492,30.869657516479492,30.869657516479492,,,,,,
212,359936.0,359936.0,359936.0,38.959999084472656,38.959999084472656,38.959999084472656,,,,,,,,,,,,
216,,,,,,,,,,,,,359424.0,359424.0,359424.0,30.499921798706055,30.499921798706055,30.499921798706055
225,,,,,,,359424.0,359424.0,359424.0,35.64749526977539,35.64749526977539,35.64749526977539,,,,,,
227,385536.0,385536.0,385536.0,35.25994873046875,35.25994873046875,35.25994873046875,,,,,,,,,,,,
231,,,,,,,,,,,,,385024.0,385024.0,385024.0,28.844539642333984,28.844539642333984,28.844539642333984
240,,,,,,,385024.0,385024.0,385024.0,45.24312973022461,45.24312973022461,45.24312973022461,,,,,,
241,411136.0,411136.0,411136.0,38.57708358764648,38.57708358764648,38.57708358764648,,,,,,,,,,,,
245,,,,,,,,,,,,,410624.0,410624.0,410624.0,29.14570426940918,29.14570426940918,29.14570426940918
254,,,,,,,410624.0,410624.0,410624.0,34.87155532836914,34.87155532836914,34.87155532836914,,,,,,
256,436736.0,436736.0,436736.0,50.244754791259766,50.244754791259766,50.244754791259766,,,,,,,,,,,,
260,,,,,,,,,,,,,436224.0,436224.0,436224.0,30.2936954498291,30.2936954498291,30.2936954498291
269,,,,,,,436224.0,436224.0,436224.0,55.62643814086914,55.62643814086914,55.62643814086914,,,,,,
271,462336.0,462336.0,462336.0,37.20069122314453,37.20069122314453,37.20069122314453,,,,,,,,,,,,
275,,,,,,,,,,,,,461824.0,461824.0,461824.0,32.073570251464844,32.073570251464844,32.073570251464844
284,,,,,,,461824.0,461824.0,461824.0,54.23654556274414,54.23654556274414,54.23654556274414,,,,,,
285,487936.0,487936.0,487936.0,34.856727600097656,34.856727600097656,34.856727600097656,,,,,,,,,,,,
289,,,,,,,,,,,,,487424.0,487424.0,487424.0,33.50537109375,33.50537109375,33.50537109375
298,,,,,,,487424.0,487424.0,487424.0,55.03109359741211,55.03109359741211,55.03109359741211,,,,,,
300,513536.0,513536.0,513536.0,37.960350036621094,37.960350036621094,37.960350036621094,,,,,,,,,,,,
304,,,,,,,,,,,,,513024.0,513024.0,513024.0,33.62158966064453,33.62158966064453,33.62158966064453
313,,,,,,,513024.0,513024.0,513024.0,63.18996047973633,63.18996047973633,63.18996047973633,,,,,,
314,539136.0,539136.0,539136.0,37.145076751708984,37.145076751708984,37.145076751708984,,,,,,,,,,,,
319,,,,,,,,,,,,,538624.0,538624.0,538624.0,31.225379943847656,31.225379943847656,31.225379943847656
327,,,,,,,538624.0,538624.0,538624.0,62.48108673095703,62.48108673095703,62.48108673095703,,,,,,
329,564736.0,564736.0,564736.0,36.9358024597168,36.9358024597168,36.9358024597168,,,,,,,,,,,,
333,,,,,,,,,,,,,564224.0,564224.0,564224.0,32.0640754699707,32.0640754699707,32.0640754699707
343,,,,,,,564224.0,564224.0,564224.0,63.095951080322266,63.095951080322266,63.095951080322266,,,,,,
344,590336.0,590336.0,590336.0,38.42488861083984,38.42488861083984,38.42488861083984,,,,,,,,,,,,
348,,,,,,,,,,,,,589824.0,589824.0,589824.0,31.556241989135746,31.556241989135746,31.556241989135746
358,615936.0,615936.0,615936.0,36.39176940917969,36.39176940917969,36.39176940917969,589824.0,589824.0,589824.0,68.84505462646484,68.84505462646484,68.84505462646484,,,,,,
