,Unnamed: 0,iteration,total_time,actor_loss,value_loss,actor_grad_norm,critic_grad_norm,episode_reward,episode_success,_timestamp,_runtime,episode_reward_planning,episode_success_planning,task
1000,1000,99999,13352.17280125618,-0.9870715141296388,6.443030834197998,0.0145459827035665,103.31748962402344,1080.7015380859375,0.5,1716323040,13525,1180.6776123046875,0.0,mw-faucet-close
1000,1000,99999,12806.676387310028,-20.447725296020508,0.001914084656164,0.0192763097584247,0.4952552020549774,984.7662963867188,0.0,1716338073,13131,714.6258544921875,0.0,walker-walk-backwards
1000,1000,99999,12736.305613040924,-1.6629844903945925,12.28086757659912,0.2773181796073913,16.697216033935547,1053.819580078125,0.6,1716322626,12902,497.2384338378906,0.2,mw-peg-insert-side
1000,1000,99999,13217.98385810852,-2.542224168777466,3.045604705810547,0.0769909471273422,24.258638381958008,927.4224853515624,0.8,1716323202,13404,3.340586423873902,0.0,mw-pick-out-of-hole
1000,1000,99999,12818.025146007538,-6.620464324951172,2.195467233657837,0.1241355389356613,36.43703079223633,1235.3626708984375,0.8,1716323104,13007,1090.3973388671875,0.2,mw-reach
1000,1000,99999,12837.097695589066,-0.2113829106092453,7256.630859375,0.1624685972929,40214.87890625,1818.8111572265625,1.0,1716323300,13017,1752.7708740234375,1.0,mw-sweep-into
1000,1000,99999,12715.914741039276,-0.7123870849609375,2.206019401550293,0.088316835463047,13.716683387756348,1307.5626220703125,0.9,1716322169,12898,400.51019287109375,0.1,mw-coffee-push
1000,1000,99999,13268.036776542664,-7.88958740234375,0.0042106425389647,0.0043222368694841,1.4239728450775146,1669.417724609375,0.5,1716323367,13449,1463.8167724609375,0.8,mw-plate-slide-side
1000,1000,99999,13500.058789014816,-3.607774257659912,0.2010553777217865,0.0130607048049569,4.76413106918335,1351.681640625,1.0,1716347272,13668,1475.3798828125,0.9,mw-door-unlock
1000,1000,99999,12643.398161172869,1.6405620574951172,82.06029510498047,0.1258880048990249,255.01817321777344,1293.6412353515625,0.9,1716322280,12824,312.56414794921875,0.0,mw-drawer-open
1000,1000,99999,12780.889645814896,-6.2352399826049805,0.0005012102192267,0.0034096771851181,0.1195121929049491,302.1000061035156,0.0,1716337681,13101,80.0999984741211,0.0,pendulum-swingup
1000,1000,99999,12768.867358922958,-5.351823329925537,0.7663887739181519,0.079750157892704,6.218544006347656,1584.8548583984375,1.0,1716322620,12951,755.7893676757812,0.1,mw-handle-pull
1000,1000,99999,12949.054263591766,-46.721134185791016,0.000105809791421,0.0069316225126385,0.0829154625535011,843.8006591796875,0.0,1716338517,13293,737.576171875,0.0,cup-spin
1000,1000,99999,12841.870877981186,-9.420024871826172,0.0003923041222151,0.0017443256219848,0.3647207915782928,1689.8707275390625,1.0,1716324006,13027,1583.28076171875,0.9,mw-door-lock
1000,1000,99999,12734.588292121887,-0.6458570957183838,416372.5625,0.0333270654082298,891059.375,1196.98876953125,1.0,1716322401,12916,498.700927734375,0.0,mw-faucet-open
1000,1000,99999,13003.066765785215,-0.4803363382816314,690.4241333007812,0.0805020555853843,2120.360107421875,1814.7144775390625,1.0,1716322763,13184,1117.3721923828125,0.6,mw-handle-press-side
1000,1000,99999,12738.851910114288,-1.9327387809753416,0.2887381613254547,0.0077182166278362,6.354257106781006,1342.3037109375,0.3,1716323046,12916,1739.8079833984375,0.0,mw-reach-wall
1000,1000,99999,12721.385195493698,-18.208179473876953,0.0008739695185795,0.0080364756286144,0.4990757703781128,993.6397705078124,0.0,1716337501,13102,982.2687377929688,0.0,walker-stand
1000,1000,99999,13009.006189584732,-8.516063690185547,0.0004633240459952,0.0011732055572792,0.2634772658348083,985.7999877929688,0.0,1716337905,13376,979.0999755859376,0.0,reacher-hard
