task,seed,episode_reward,episode_success
cartpole-balance,9,989.0196533203125,0.0
cartpole-balance-sparse,0,1000.0,0.0
cartpole-balance-sparse,1,1000.0,0.0
cartpole-balance-sparse,2,1000.0,0.0
cartpole-balance-sparse,3,1000.0,0.0
cartpole-balance-sparse,4,1000.0,0.0
cartpole-balance-sparse,5,1000.0,0.0
cartpole-balance-sparse,6,1000.0,0.0
cartpole-balance-sparse,7,1000.0,0.0
cartpole-balance-sparse,8,1000.0,0.0
cartpole-balance-sparse,9,1000.0,0.0
cartpole-swingup,0,0.5276985168457031,0.0
cartpole-swingup,1,0.531719446182251,0.0
cartpole-swingup,2,0.6373588442802429,0.0
cartpole-swingup,3,0.5494534969329834,0.0
cartpole-swingup,4,0.7072709202766418,0.0
cartpole-swingup,5,0.5862641930580139,0.0
cartpole-swingup,6,0.5360936522483826,0.0
cartpole-swingup,7,0.5329772233963013,0.0
cartpole-swingup,8,0.4713512361049652,0.0
cartpole-swingup,9,0.3435189425945282,0.0
cartpole-swingup-sparse,0,0.0,0.0
cartpole-swingup-sparse,1,0.0,0.0
cartpole-swingup-sparse,2,0.0,0.0
cartpole-swingup-sparse,3,0.0,0.0
cartpole-swingup-sparse,4,0.0,0.0
cartpole-swingup-sparse,5,0.0,0.0
cartpole-swingup-sparse,6,0.0,0.0
cartpole-swingup-sparse,7,0.0,0.0
cartpole-swingup-sparse,8,0.0,0.0
cartpole-swingup-sparse,9,0.0,0.0
cup-catch,0,908.0,0.0
cup-catch,1,956.0,0.0
cup-catch,2,970.0,0.0
cup-catch,3,995.0,0.0
cup-catch,4,990.0,0.0
cup-catch,5,919.0,0.0
cup-catch,6,995.0,0.0
cup-catch,7,993.0,0.0
cup-catch,8,923.0,0.0
cup-catch,9,994.0,0.0
finger-spin,0,943.0,0.0
finger-spin,1,919.0,0.0
finger-spin,2,946.0,0.0
finger-spin,3,919.0,0.0
finger-spin,4,931.0,0.0
finger-spin,5,928.0,0.0
finger-spin,6,919.0,0.0
finger-spin,7,923.0,0.0
finger-spin,8,923.0,0.0
finger-spin,9,931.0,0.0
finger-turn-easy,0,987.0,0.0
finger-turn-easy,1,972.0,0.0
finger-turn-easy,2,969.0,0.0
finger-turn-easy,3,984.0,0.0
finger-turn-easy,4,979.0,0.0
finger-turn-easy,5,976.0,0.0
finger-turn-easy,6,995.0,0.0
finger-turn-easy,7,991.0,0.0
finger-turn-easy,8,982.0,0.0
finger-turn-easy,9,999.0,0.0
finger-turn-hard,0,987.0,0.0
finger-turn-hard,1,971.0,0.0
finger-turn-hard,2,971.0,0.0
finger-turn-hard,3,980.0,0.0
finger-turn-hard,4,972.0,0.0
finger-turn-hard,5,978.0,0.0
finger-turn-hard,6,993.0,0.0
finger-turn-hard,7,985.0,0.0
finger-turn-hard,8,974.0,0.0
finger-turn-hard,9,1000.0,0.0
fish-swim,0,811.740234375,0.0
fish-swim,1,77.30170440673828,0.0
fish-swim,2,794.8787841796875,0.0
fish-swim,3,630.6085205078125,0.0
fish-swim,4,451.7893371582031,0.0
fish-swim,5,664.6665649414062,0.0
fish-swim,6,779.9851684570312,0.0
fish-swim,7,38.9081916809082,0.0
fish-swim,8,618.7183227539062,0.0
fish-swim,9,7.619866847991943,0.0
hopper-stand,0,553.172607421875,0.0
hopper-stand,1,486.3415832519531,0.0
hopper-stand,2,489.4251708984375,0.0
hopper-stand,3,753.1778564453125,0.0
hopper-stand,4,345.81451416015625,0.0
hopper-stand,5,0.0,0.0
hopper-stand,6,519.1016845703125,0.0
hopper-stand,7,422.6746520996094,0.0
hopper-stand,8,940.4015502929688,0.0
hopper-stand,9,421.1838073730469,0.0
hopper-hop,0,62.79408645629883,0.0
hopper-hop,1,24.283445358276367,0.0
hopper-hop,2,73.06181335449219,0.0
hopper-hop,3,87.2857437133789,0.0
hopper-hop,4,103.29781341552734,0.0
hopper-hop,5,0.0,0.0
hopper-hop,6,114.19388580322266,0.0
hopper-hop,7,72.21443939208984,0.0
hopper-hop,8,87.70769500732422,0.0
hopper-hop,9,71.21390533447266,0.0
walker-walk-backwards,0,980.3599243164062,0.0
walker-walk-backwards,1,946.412841796875,0.0
walker-walk-backwards,2,942.2503662109375,0.0
walker-walk-backwards,3,962.2182006835938,0.0
walker-walk-backwards,4,942.6527099609375,0.0
walker-walk-backwards,5,948.3317260742188,0.0
walker-walk-backwards,6,957.0180053710938,0.0
walker-walk-backwards,7,960.3849487304688,0.0
walker-walk-backwards,8,978.3660278320312,0.0
walker-walk-backwards,9,981.2628784179688,0.0
walker-run-backwards,0,227.63555908203125,0.0
walker-run-backwards,1,182.4361572265625,0.0
walker-run-backwards,2,163.02857971191406,0.0
walker-run-backwards,3,167.40554809570312,0.0
walker-run-backwards,4,180.2542724609375,0.0
walker-run-backwards,5,268.5998229980469,0.0
walker-run-backwards,6,163.69973754882812,0.0
walker-run-backwards,7,163.70721435546875,0.0
walker-run-backwards,8,165.49856567382812,0.0
walker-run-backwards,9,185.0921173095703,0.0
cheetah-run-backwards,0,517.2386474609375,0.0
cheetah-run-backwards,1,504.8602600097656,0.0
cheetah-run-backwards,2,473.9079284667969,0.0
cheetah-run-backwards,3,510.4754638671875,0.0
cheetah-run-backwards,4,32.56279754638672,0.0
cheetah-run-backwards,5,33.35133743286133,0.0
cheetah-run-backwards,6,131.80491638183594,0.0
cheetah-run-backwards,7,520.9963989257812,0.0
cheetah-run-backwards,8,486.68426513671875,0.0
cheetah-run-backwards,9,33.63137435913086,0.0
cheetah-run-front,0,142.9545440673828,0.0
cheetah-run-front,1,103.76604461669922,0.0
cheetah-run-front,2,143.22518920898438,0.0
cheetah-run-front,3,106.64934539794922,0.0
cheetah-run-front,4,107.29265594482422,0.0
cheetah-run-front,5,40.54365539550781,0.0
cheetah-run-front,6,141.9075164794922,0.0
cheetah-run-front,7,131.84056091308594,0.0
cheetah-run-front,8,225.25711059570312,0.0
cheetah-run-front,9,84.77132415771484,0.0
cheetah-run-back,0,155.2375030517578,0.0
cheetah-run-back,1,300.2837829589844,0.0
cheetah-run-back,2,159.92884826660156,0.0
cheetah-run-back,3,61.25115203857422,0.0
cheetah-run-back,4,133.6454620361328,0.0
cheetah-run-back,5,180.5960693359375,0.0
cheetah-run-back,6,254.1728057861328,0.0
cheetah-run-back,7,117.22636413574219,0.0
cheetah-run-back,8,60.67841720581055,0.0
cheetah-run-back,9,144.60829162597656,0.0
cheetah-jump,0,292.84051513671875,0.0
cheetah-jump,1,390.2105712890625,0.0
cheetah-jump,2,254.39187622070312,0.0
cheetah-jump,3,244.98684692382812,0.0
cheetah-jump,4,278.49481201171875,0.0
cheetah-jump,5,331.1900634765625,0.0
cheetah-jump,6,371.6507873535156,0.0
cheetah-jump,7,334.8155822753906,0.0
cheetah-jump,8,229.9795684814453,0.0
cheetah-jump,9,289.8548889160156,0.0
hopper-hop-backwards,0,400.7560729980469,0.0
hopper-hop-backwards,1,310.79266357421875,0.0
hopper-hop-backwards,2,396.2559814453125,0.0
hopper-hop-backwards,3,19.291231155395508,0.0
hopper-hop-backwards,4,18.349811553955078,0.0
hopper-hop-backwards,5,0.0,0.0
hopper-hop-backwards,6,354.7113037109375,0.0
hopper-hop-backwards,7,343.0869140625,0.0
hopper-hop-backwards,8,439.50799560546875,0.0
hopper-hop-backwards,9,447.5670166015625,0.0
reacher-three-easy,0,980.0,0.0
reacher-three-easy,1,968.0,0.0
reacher-three-easy,2,974.0,0.0
reacher-three-easy,3,985.0,0.0
reacher-three-easy,4,991.0,0.0
reacher-three-easy,5,986.0,0.0
reacher-three-easy,6,995.0,0.0
reacher-three-easy,7,983.0,0.0
reacher-three-easy,8,964.0,0.0
reacher-three-easy,9,965.0,0.0
reacher-three-hard,0,868.0,0.0
reacher-three-hard,1,0.0,0.0
reacher-three-hard,2,0.0,0.0
reacher-three-hard,3,976.0,0.0
reacher-three-hard,4,989.0,0.0
reacher-three-hard,5,989.0,0.0
reacher-three-hard,6,992.0,0.0
reacher-three-hard,7,980.0,0.0
reacher-three-hard,8,0.0,0.0
reacher-three-hard,9,14.0,0.0
cup-spin,0,831.9946899414062,0.0
cup-spin,1,831.5198974609375,0.0
cup-spin,2,818.587158203125,0.0
cup-spin,3,830.5490112304688,0.0
cup-spin,4,830.3186645507812,0.0
cup-spin,5,821.7730712890625,0.0
cup-spin,6,831.49853515625,0.0
cup-spin,7,830.9597778320312,0.0
cup-spin,8,830.172607421875,0.0
cup-spin,9,831.0830688476562,0.0
pendulum-spin,0,894.5105590820312,0.0
pendulum-spin,1,827.3522338867188,0.0
pendulum-spin,2,702.3612670898438,0.0
pendulum-spin,3,844.6911010742188,0.0
pendulum-spin,4,783.4006958007812,0.0
pendulum-spin,5,755.4097290039062,0.0
pendulum-spin,6,802.7523193359375,0.0
pendulum-spin,7,848.0885009765625,0.0
pendulum-spin,8,894.0365600585938,0.0
pendulum-spin,9,852.7353515625,0.0
