"Step","PWM_HumanoidEnv_sweep_2 - rewards","PWM_HumanoidEnv_sweep_2 - rewards__MIN","PWM_HumanoidEnv_sweep_2 - rewards__MAX","PWM_HumanoidEnv_sweep_1 - rewards","PWM_HumanoidEnv_sweep_1 - rewards__MIN","PWM_HumanoidEnv_sweep_1 - rewards__MAX","PWM_HumanoidEnv_sweep_0 - rewards","PWM_HumanoidEnv_sweep_0 - rewards__MIN","PWM_HumanoidEnv_sweep_0 - rewards__MAX"
"2048000","96.9498519897461","96.9498519897461","96.9498519897461","111.05879974365234","111.05879974365234","111.05879974365234","73.48111724853516","73.48111724853516","73.48111724853516"
"2099200","92.5336685180664","92.5336685180664","92.5336685180664","92.25328826904297","92.25328826904297","92.25328826904297","95.02117156982422","95.02117156982422","95.02117156982422"
"2150400","137.7962646484375","137.7962646484375","137.7962646484375","96.59920501708984","96.59920501708984","96.59920501708984","88.83543395996094","88.83543395996094","88.83543395996094"
"2201600","113.47357940673828","113.47357940673828","113.47357940673828","87.27779388427734","87.27779388427734","87.27779388427734","91.75899505615234","91.75899505615234","91.75899505615234"
"2252800","75.66917419433594","75.66917419433594","75.66917419433594","98.5242691040039","98.5242691040039","98.5242691040039","107.64588928222656","107.64588928222656","107.64588928222656"
"2304000","85.48974609375","85.48974609375","85.48974609375","82.99459838867188","82.99459838867188","82.99459838867188","106.05445098876953","106.05445098876953","106.05445098876953"
"2355200","76.6885757446289","76.6885757446289","76.6885757446289","107.81592559814453","107.81592559814453","107.81592559814453","124.86561584472656","124.86561584472656","124.86561584472656"
"2406400","98.858154296875","98.858154296875","98.858154296875","109.55770111083984","109.55770111083984","109.55770111083984","83.59733581542969","83.59733581542969","83.59733581542969"
"2457600","132.347900390625","132.347900390625","132.347900390625","93.3743896484375","93.3743896484375","93.3743896484375","95.76590728759766","95.76590728759766","95.76590728759766"
"2508800","117.1202392578125","117.1202392578125","117.1202392578125","85.26929473876953","85.26929473876953","85.26929473876953","70.73724365234375","70.73724365234375","70.73724365234375"
"2560000","106.69670867919922","106.69670867919922","106.69670867919922","71.39899444580078","71.39899444580078","71.39899444580078","100.9725112915039","100.9725112915039","100.9725112915039"
"2611200","98.07649230957031","98.07649230957031","98.07649230957031","99.18360900878906","99.18360900878906","99.18360900878906","101.52725219726562","101.52725219726562","101.52725219726562"
"2662400","107.4342269897461","107.4342269897461","107.4342269897461","95.33501434326172","95.33501434326172","95.33501434326172","104.99050903320312","104.99050903320312","104.99050903320312"
"2713600","117.16488647460938","117.16488647460938","117.16488647460938","106.69400024414062","106.69400024414062","106.69400024414062","130.90614318847656","130.90614318847656","130.90614318847656"
"2764800","103.56472778320312","103.56472778320312","103.56472778320312","106.14115142822266","106.14115142822266","106.14115142822266","102.92426300048828","102.92426300048828","102.92426300048828"
"2816000","114.53299713134766","114.53299713134766","114.53299713134766","118.05131530761719","118.05131530761719","118.05131530761719","83.99053192138672","83.99053192138672","83.99053192138672"
"2867200","106.16242980957031","106.16242980957031","106.16242980957031","108.85604858398438","108.85604858398438","108.85604858398438","71.244873046875","71.244873046875","71.244873046875"
"2918400","69.76303100585938","69.76303100585938","69.76303100585938","88.8341064453125","88.8341064453125","88.8341064453125","60.43952178955078","60.43952178955078","60.43952178955078"
"2969600","86.04126739501953","86.04126739501953","86.04126739501953","104.5245361328125","104.5245361328125","104.5245361328125","104.71147918701172","104.71147918701172","104.71147918701172"
"3020800","106.16000366210938","106.16000366210938","106.16000366210938","114.59190368652344","114.59190368652344","114.59190368652344","123.21367645263672","123.21367645263672","123.21367645263672"
"3072000","86.01524353027344","86.01524353027344","86.01524353027344","117.50987243652344","117.50987243652344","117.50987243652344","146.5113983154297","146.5113983154297","146.5113983154297"
"3123200","87.57240295410156","87.57240295410156","87.57240295410156","86.81383514404297","86.81383514404297","86.81383514404297","85.6834716796875","85.6834716796875","85.6834716796875"
"3174400","97.1180648803711","97.1180648803711","97.1180648803711","99.5158462524414","99.5158462524414","99.5158462524414","114.92809295654297","114.92809295654297","114.92809295654297"
"3225600","95.23245239257812","95.23245239257812","95.23245239257812","77.89022827148438","77.89022827148438","77.89022827148438","116.4217529296875","116.4217529296875","116.4217529296875"
"3276800","112.17848205566406","112.17848205566406","112.17848205566406","72.23932647705078","72.23932647705078","72.23932647705078","117.69074249267578","117.69074249267578","117.69074249267578"
"3328000","102.91913604736328","102.91913604736328","102.91913604736328","96.10842895507812","96.10842895507812","96.10842895507812","97.62442016601562","97.62442016601562","97.62442016601562"
"3379200","113.8292465209961","113.8292465209961","113.8292465209961","89.45852661132812","89.45852661132812","89.45852661132812","118.966064453125","118.966064453125","118.966064453125"
"3430400","95.32188415527344","95.32188415527344","95.32188415527344","150.15261840820312","150.15261840820312","150.15261840820312","119.43133544921875","119.43133544921875","119.43133544921875"
"3481600","139.9188995361328","139.9188995361328","139.9188995361328","129.0390625","129.0390625","129.0390625","122.85680389404297","122.85680389404297","122.85680389404297"
"3532800","124.97035217285156","124.97035217285156","124.97035217285156","140.35748291015625","140.35748291015625","140.35748291015625","115.28091430664062","115.28091430664062","115.28091430664062"
"3584000","145.75282287597656","145.75282287597656","145.75282287597656","132.78347778320312","132.78347778320312","132.78347778320312","88.06118774414062","88.06118774414062","88.06118774414062"
"3635200","120.42172241210938","120.42172241210938","120.42172241210938","88.21381378173828","88.21381378173828","88.21381378173828","120.66802215576172","120.66802215576172","120.66802215576172"
"3686400","132.0165252685547","132.0165252685547","132.0165252685547","110.86478424072266","110.86478424072266","110.86478424072266","127.0917739868164","127.0917739868164","127.0917739868164"
"3737600","126.02628326416016","126.02628326416016","126.02628326416016","107.91773223876953","107.91773223876953","107.91773223876953","123.01970672607422","123.01970672607422","123.01970672607422"
"3788800","108.40616607666016","108.40616607666016","108.40616607666016","103.24542999267578","103.24542999267578","103.24542999267578","147.86570739746094","147.86570739746094","147.86570739746094"
"3840000","140.2509002685547","140.2509002685547","140.2509002685547","116.90681457519531","116.90681457519531","116.90681457519531","137.588134765625","137.588134765625","137.588134765625"
"3891200","157.95391845703125","157.95391845703125","157.95391845703125","164.69467163085938","164.69467163085938","164.69467163085938","158.3817901611328","158.3817901611328","158.3817901611328"
"3942400","125.93641662597656","125.93641662597656","125.93641662597656","179.8336639404297","179.8336639404297","179.8336639404297","183.090576171875","183.090576171875","183.090576171875"
"3993600","110.80071258544922","110.80071258544922","110.80071258544922","195.8543701171875","195.8543701171875","195.8543701171875","76.23922729492188","76.23922729492188","76.23922729492188"
"4044800","133.27293395996094","133.27293395996094","133.27293395996094","163.15554809570312","163.15554809570312","163.15554809570312","153.5626678466797","153.5626678466797","153.5626678466797"
"4096000","147.4507598876953","147.4507598876953","147.4507598876953","146.05615234375","146.05615234375","146.05615234375","123.12711334228516","123.12711334228516","123.12711334228516"
"4147200","142.26675415039062","142.26675415039062","142.26675415039062","180.7644500732422","180.7644500732422","180.7644500732422","120.39056396484375","120.39056396484375","120.39056396484375"
"4198400","119.98069763183594","119.98069763183594","119.98069763183594","113.44584655761719","113.44584655761719","113.44584655761719","123.89952850341797","123.89952850341797","123.89952850341797"
"4249600","113.0487289428711","113.0487289428711","113.0487289428711","113.90166473388672","113.90166473388672","113.90166473388672","135.57444763183594","135.57444763183594","135.57444763183594"
"4300800","141.30499267578125","141.30499267578125","141.30499267578125","157.12730407714844","157.12730407714844","157.12730407714844","134.09681701660156","134.09681701660156","134.09681701660156"
"4352000","163.74867248535156","163.74867248535156","163.74867248535156","147.9146728515625","147.9146728515625","147.9146728515625","137.2139892578125","137.2139892578125","137.2139892578125"
"4403200","193.71835327148438","193.71835327148438","193.71835327148438","178.77671813964844","178.77671813964844","178.77671813964844","134.3681182861328","134.3681182861328","134.3681182861328"
"4454400","183.46690368652344","183.46690368652344","183.46690368652344","261.5857238769531","261.5857238769531","261.5857238769531","165.09359741210938","165.09359741210938","165.09359741210938"
"4505600","205.1126708984375","205.1126708984375","205.1126708984375","163.02247619628906","163.02247619628906","163.02247619628906","186.17630004882812","186.17630004882812","186.17630004882812"
"4556800","181.423828125","181.423828125","181.423828125","186.48167419433594","186.48167419433594","186.48167419433594","160.8569793701172","160.8569793701172","160.8569793701172"
"4608000","219.50848388671875","219.50848388671875","219.50848388671875","226.49932861328125","226.49932861328125","226.49932861328125","186.83316040039062","186.83316040039062","186.83316040039062"
"4659200","241.3114776611328","241.3114776611328","241.3114776611328","294.1138000488281","294.1138000488281","294.1138000488281","177.52980041503906","177.52980041503906","177.52980041503906"
"4710400","200.00613403320312","200.00613403320312","200.00613403320312","294.1528625488281","294.1528625488281","294.1528625488281","139.21995544433594","139.21995544433594","139.21995544433594"
"4761600","200.37200927734375","200.37200927734375","200.37200927734375","256.03472900390625","256.03472900390625","256.03472900390625","143.46853637695312","143.46853637695312","143.46853637695312"
"4812800","178.14859008789062","178.14859008789062","178.14859008789062","323.28106689453125","323.28106689453125","323.28106689453125","142.38429260253906","142.38429260253906","142.38429260253906"
"4864000","177.53614807128906","177.53614807128906","177.53614807128906","377.3846435546875","377.3846435546875","377.3846435546875","123.156494140625","123.156494140625","123.156494140625"
"4915200","226.222412109375","226.222412109375","226.222412109375","324.61370849609375","324.61370849609375","324.61370849609375","175.93344116210938","175.93344116210938","175.93344116210938"
"4966400","239.1018524169922","239.1018524169922","239.1018524169922","356.8772277832031","356.8772277832031","356.8772277832031","180.76611328125","180.76611328125","180.76611328125"
"5017600","195.7008514404297","195.7008514404297","195.7008514404297","321.9743347167969","321.9743347167969","321.9743347167969","188.29913330078125","188.29913330078125","188.29913330078125"
"5068800","238.88577270507812","238.88577270507812","238.88577270507812","349.8708190917969","349.8708190917969","349.8708190917969","202.9603729248047","202.9603729248047","202.9603729248047"
"5120000","228.5834197998047","228.5834197998047","228.5834197998047","370.46142578125","370.46142578125","370.46142578125","153.94363403320312","153.94363403320312","153.94363403320312"
"5171200","220.0133514404297","220.0133514404297","220.0133514404297","258.7912292480469","258.7912292480469","258.7912292480469","180.8737030029297","180.8737030029297","180.8737030029297"
"5222400","244.66567993164062","244.66567993164062","244.66567993164062","271.8199157714844","271.8199157714844","271.8199157714844","200.01885986328125","200.01885986328125","200.01885986328125"
"5273600","268.60791015625","268.60791015625","268.60791015625","314.9060363769531","314.9060363769531","314.9060363769531","193.79884338378906","193.79884338378906","193.79884338378906"
"5324800","288.6280517578125","288.6280517578125","288.6280517578125","333.9054870605469","333.9054870605469","333.9054870605469","186.30953979492188","186.30953979492188","186.30953979492188"
"5376000","352.4640808105469","352.4640808105469","352.4640808105469","340.7452392578125","340.7452392578125","340.7452392578125","223.99549865722656","223.99549865722656","223.99549865722656"
"5427200","346.01531982421875","346.01531982421875","346.01531982421875","317.25189208984375","317.25189208984375","317.25189208984375","272.791748046875","272.791748046875","272.791748046875"
"5478400","366.556640625","366.556640625","366.556640625","349.9720153808594","349.9720153808594","349.9720153808594","221.87640380859375","221.87640380859375","221.87640380859375"
"5529600","377.9607238769531","377.9607238769531","377.9607238769531","400.5379638671875","400.5379638671875","400.5379638671875","267.304443359375","267.304443359375","267.304443359375"
"5580800","422.84588623046875","422.84588623046875","422.84588623046875","618.4439086914062","618.4439086914062","618.4439086914062","198.5867462158203","198.5867462158203","198.5867462158203"
"5632000","542.264892578125","542.264892578125","542.264892578125","491.3702697753906","491.3702697753906","491.3702697753906","231.06398010253906","231.06398010253906","231.06398010253906"
"5683200","479.6910400390625","479.6910400390625","479.6910400390625","561.8516235351562","561.8516235351562","561.8516235351562","235.8029022216797","235.8029022216797","235.8029022216797"
"5734400","361.8381042480469","361.8381042480469","361.8381042480469","594.8300170898438","594.8300170898438","594.8300170898438","203.58843994140625","203.58843994140625","203.58843994140625"
"5785600","353.33941650390625","353.33941650390625","353.33941650390625","526.113037109375","526.113037109375","526.113037109375","196.57183837890625","196.57183837890625","196.57183837890625"
"5836800","503.0898742675781","503.0898742675781","503.0898742675781","544.6957397460938","544.6957397460938","544.6957397460938","246.45166015625","246.45166015625","246.45166015625"
"5888000","486.34716796875","486.34716796875","486.34716796875","508.2232971191406","508.2232971191406","508.2232971191406","205.2366180419922","205.2366180419922","205.2366180419922"
"5939200","392.4061584472656","392.4061584472656","392.4061584472656","646.1580810546875","646.1580810546875","646.1580810546875","230.92169189453125","230.92169189453125","230.92169189453125"
"5990400","513.11328125","513.11328125","513.11328125","787.8837890625","787.8837890625","787.8837890625","218.1842498779297","218.1842498779297","218.1842498779297"
"6041600","548.3206176757812","548.3206176757812","548.3206176757812","850.11865234375","850.11865234375","850.11865234375","249.549560546875","249.549560546875","249.549560546875"
"6092800","457.42132568359375","457.42132568359375","457.42132568359375","822.0234985351562","822.0234985351562","822.0234985351562","269.2130126953125","269.2130126953125","269.2130126953125"
"6144000","455.6080627441406","455.6080627441406","455.6080627441406","694.1575927734375","694.1575927734375","694.1575927734375","306.531494140625","306.531494140625","306.531494140625"
"6195200","399.47808837890625","399.47808837890625","399.47808837890625","704.4677124023438","704.4677124023438","704.4677124023438","265.9228820800781","265.9228820800781","265.9228820800781"
"6246400","439.8322448730469","439.8322448730469","439.8322448730469","607.3587646484375","607.3587646484375","607.3587646484375","322.24700927734375","322.24700927734375","322.24700927734375"
"6297600","480.3006591796875","480.3006591796875","480.3006591796875","624.1216430664062","624.1216430664062","624.1216430664062","348.72882080078125","348.72882080078125","348.72882080078125"
"6348800","552.4376220703125","552.4376220703125","552.4376220703125","647.7029418945312","647.7029418945312","647.7029418945312","326.13153076171875","326.13153076171875","326.13153076171875"
"6400000","587.4776611328125","587.4776611328125","587.4776611328125","844.143798828125","844.143798828125","844.143798828125","371.1526794433594","371.1526794433594","371.1526794433594"
"6451200","461.358154296875","461.358154296875","461.358154296875","557.7927856445312","557.7927856445312","557.7927856445312","356.65435791015625","356.65435791015625","356.65435791015625"
"6502400","379.9641418457031","379.9641418457031","379.9641418457031","558.6557006835938","558.6557006835938","558.6557006835938","343.8033142089844","343.8033142089844","343.8033142089844"
"6553600","420.0130310058594","420.0130310058594","420.0130310058594","641.2247314453125","641.2247314453125","641.2247314453125","226.1751251220703","226.1751251220703","226.1751251220703"
"6604800","269.7762451171875","269.7762451171875","269.7762451171875","559.1878051757812","559.1878051757812","559.1878051757812","248.91136169433594","248.91136169433594","248.91136169433594"
"6656000","345.2273864746094","345.2273864746094","345.2273864746094","477.45648193359375","477.45648193359375","477.45648193359375","360.7380065917969","360.7380065917969","360.7380065917969"
"6707200","391.9456481933594","391.9456481933594","391.9456481933594","653.2938842773438","653.2938842773438","653.2938842773438","359.9978942871094","359.9978942871094","359.9978942871094"
"6758400","434.630859375","434.630859375","434.630859375","864.409423828125","864.409423828125","864.409423828125","432.15423583984375","432.15423583984375","432.15423583984375"
"6809600","703.1727905273438","703.1727905273438","703.1727905273438","610.8861083984375","610.8861083984375","610.8861083984375","456.2134704589844","456.2134704589844","456.2134704589844"
"6860800","685.8216552734375","685.8216552734375","685.8216552734375","484.5158386230469","484.5158386230469","484.5158386230469","440.4533996582031","440.4533996582031","440.4533996582031"
"6912000","445.8638610839844","445.8638610839844","445.8638610839844","275.14703369140625","275.14703369140625","275.14703369140625","474.8073425292969","474.8073425292969","474.8073425292969"
"6963200","630.3046875","630.3046875","630.3046875","479.8757629394531","479.8757629394531","479.8757629394531","471.19091796875","471.19091796875","471.19091796875"
"7014400","673.6624755859375","673.6624755859375","673.6624755859375","445.4158020019531","445.4158020019531","445.4158020019531","378.9651794433594","378.9651794433594","378.9651794433594"
"7065600","638.6148071289062","638.6148071289062","638.6148071289062","411.0075988769531","411.0075988769531","411.0075988769531","382.3296813964844","382.3296813964844","382.3296813964844"
"7116800","677.0279541015625","677.0279541015625","677.0279541015625","594.3374633789062","594.3374633789062","594.3374633789062","372.6314392089844","372.6314392089844","372.6314392089844"
"7168000","929.3955078125","929.3955078125","929.3955078125","771.754150390625","771.754150390625","771.754150390625","344.16033935546875","344.16033935546875","344.16033935546875"
"7219200","767.0446166992188","767.0446166992188","767.0446166992188","600.1190795898438","600.1190795898438","600.1190795898438","553.6132202148438","553.6132202148438","553.6132202148438"
"7270400","703.9749145507812","703.9749145507812","703.9749145507812","471.1261901855469","471.1261901855469","471.1261901855469","432.01605224609375","432.01605224609375","432.01605224609375"
"7321600","821.6499633789062","821.6499633789062","821.6499633789062","482.0777282714844","482.0777282714844","482.0777282714844","443.02886962890625","443.02886962890625","443.02886962890625"
"7372800","917.325439453125","917.325439453125","917.325439453125","901.4356689453125","901.4356689453125","901.4356689453125","624.4349975585938","624.4349975585938","624.4349975585938"
"7424000","854.4561767578125","854.4561767578125","854.4561767578125","738.0418090820312","738.0418090820312","738.0418090820312","496.4040222167969","496.4040222167969","496.4040222167969"
"7475200","1023.3780517578125","1023.3780517578125","1023.3780517578125","876.474853515625","876.474853515625","876.474853515625","536.1214599609375","536.1214599609375","536.1214599609375"
"7526400","1021.677001953125","1021.677001953125","1021.677001953125","868.704345703125","868.704345703125","868.704345703125","514.601806640625","514.601806640625","514.601806640625"
"7577600","876.602783203125","876.602783203125","876.602783203125","689.4766235351562","689.4766235351562","689.4766235351562","363.9012756347656","363.9012756347656","363.9012756347656"
"7628800","1009.4478149414062","1009.4478149414062","1009.4478149414062","675.0497436523438","675.0497436523438","675.0497436523438","408.9759216308594","408.9759216308594","408.9759216308594"
"7680000","792.903564453125","792.903564453125","792.903564453125","804.0452270507812","804.0452270507812","804.0452270507812","469.4403076171875","469.4403076171875","469.4403076171875"
"7731200","982.6268310546875","982.6268310546875","982.6268310546875","632.6558227539062","632.6558227539062","632.6558227539062","455.0535583496094","455.0535583496094","455.0535583496094"
"7782400","879.2610473632812","879.2610473632812","879.2610473632812","721.1270141601562","721.1270141601562","721.1270141601562","433.5504150390625","433.5504150390625","433.5504150390625"
"7833600","1142.7906494140625","1142.7906494140625","1142.7906494140625","706.4892578125","706.4892578125","706.4892578125","428.07342529296875","428.07342529296875","428.07342529296875"
"7884800","1029.8746337890625","1029.8746337890625","1029.8746337890625","691.5281372070312","691.5281372070312","691.5281372070312","397.8631286621094","397.8631286621094","397.8631286621094"
"7936000","991.3486328125","991.3486328125","991.3486328125","842.9984130859375","842.9984130859375","842.9984130859375","513.7744140625","513.7744140625","513.7744140625"
"7987200","1060.390625","1060.390625","1060.390625","899.0242919921875","899.0242919921875","899.0242919921875","590.0345458984375","590.0345458984375","590.0345458984375"
"8038400","1053.685791015625","1053.685791015625","1053.685791015625","560.6439208984375","560.6439208984375","560.6439208984375","626.9561157226562","626.9561157226562","626.9561157226562"
"8089600","1109.20458984375","1109.20458984375","1109.20458984375","588.6508178710938","588.6508178710938","588.6508178710938","735.5300903320312","735.5300903320312","735.5300903320312"
"8140800","1110.119140625","1110.119140625","1110.119140625","624.420166015625","624.420166015625","624.420166015625","652.1539916992188","652.1539916992188","652.1539916992188"
"8192000","1216.2327880859375","1216.2327880859375","1216.2327880859375","668.1885986328125","668.1885986328125","668.1885986328125","639.4734497070312","639.4734497070312","639.4734497070312"
"8243200","988.5020751953125","988.5020751953125","988.5020751953125","744.8409423828125","744.8409423828125","744.8409423828125","722.2634887695312","722.2634887695312","722.2634887695312"
"8294400","1088.1114501953125","1088.1114501953125","1088.1114501953125","870.9262084960938","870.9262084960938","870.9262084960938","808.5551147460938","808.5551147460938","808.5551147460938"
"8345600","1477.1893310546875","1477.1893310546875","1477.1893310546875","1038.966796875","1038.966796875","1038.966796875","721.79443359375","721.79443359375","721.79443359375"
"8396800","1419.7078857421875","1419.7078857421875","1419.7078857421875","810.2031860351562","810.2031860351562","810.2031860351562","750.8239135742188","750.8239135742188","750.8239135742188"
"8448000","1147.1644287109375","1147.1644287109375","1147.1644287109375","844.5966186523438","844.5966186523438","844.5966186523438","842.5106201171875","842.5106201171875","842.5106201171875"
"8499200","879.2903442382812","879.2903442382812","879.2903442382812","940.4586791992188","940.4586791992188","940.4586791992188","960.67919921875","960.67919921875","960.67919921875"
"8550400","965.982177734375","965.982177734375","965.982177734375","1136.73291015625","1136.73291015625","1136.73291015625","777.7622680664062","777.7622680664062","777.7622680664062"
"8601600","1349.1732177734375","1349.1732177734375","1349.1732177734375","955.9387817382812","955.9387817382812","955.9387817382812","568.0247802734375","568.0247802734375","568.0247802734375"
"8652800","996.0838623046875","996.0838623046875","996.0838623046875","862.62841796875","862.62841796875","862.62841796875","532.2097778320312","532.2097778320312","532.2097778320312"
"8704000","938.849365234375","938.849365234375","938.849365234375","791.7439575195312","791.7439575195312","791.7439575195312","743.42529296875","743.42529296875","743.42529296875"
"8755200","809.6284790039062","809.6284790039062","809.6284790039062","945.6800537109375","945.6800537109375","945.6800537109375","601.1198120117188","601.1198120117188","601.1198120117188"
"8806400","733.309814453125","733.309814453125","733.309814453125","1029.5421142578125","1029.5421142578125","1029.5421142578125","592.4436645507812","592.4436645507812","592.4436645507812"
"8857600","958.8497314453125","958.8497314453125","958.8497314453125","809.2498779296875","809.2498779296875","809.2498779296875","788.1087036132812","788.1087036132812","788.1087036132812"
"8908800","855.134765625","855.134765625","855.134765625","750.2688598632812","750.2688598632812","750.2688598632812","750.1172485351562","750.1172485351562","750.1172485351562"
"8960000","415.3255615234375","415.3255615234375","415.3255615234375","718.9421997070312","718.9421997070312","718.9421997070312","680.9457397460938","680.9457397460938","680.9457397460938"
"9011200","982.4722290039062","982.4722290039062","982.4722290039062","812.5195922851562","812.5195922851562","812.5195922851562","865.504150390625","865.504150390625","865.504150390625"
"9062400","498.613037109375","498.613037109375","498.613037109375","1278.4609375","1278.4609375","1278.4609375","804.4847412109375","804.4847412109375","804.4847412109375"
"9113600","434.1209716796875","434.1209716796875","434.1209716796875","1749.1005859375","1749.1005859375","1749.1005859375","815.9523315429688","815.9523315429688","815.9523315429688"
