global_step,scarlet-sweep-12 - _step,scarlet-sweep-12 - _step__MIN,scarlet-sweep-12 - _step__MAX,scarlet-sweep-12 - rewards/step,scarlet-sweep-12 - rewards/step__MIN,scarlet-sweep-12 - rewards/step__MAX,rose-sweep-11 - _step,rose-sweep-11 - _step__MIN,rose-sweep-11 - _step__MAX,rose-sweep-11 - rewards/step,rose-sweep-11 - rewards/step__MIN,rose-sweep-11 - rewards/step__MAX,silver-sweep-10 - _step,silver-sweep-10 - _step__MIN,silver-sweep-10 - _step__MAX,silver-sweep-10 - rewards/step,silver-sweep-10 - rewards/step__MIN,silver-sweep-10 - rewards/step__MAX,polished-sweep-12 - _step,polished-sweep-12 - _step__MIN,polished-sweep-12 - _step__MAX,polished-sweep-12 - rewards/step,polished-sweep-12 - rewards/step__MIN,polished-sweep-12 - rewards/step__MAX,visionary-sweep-11 - _step,visionary-sweep-11 - _step__MIN,visionary-sweep-11 - _step__MAX,visionary-sweep-11 - rewards/step,visionary-sweep-11 - rewards/step__MIN,visionary-sweep-11 - rewards/step__MAX
1617920.0,157.0,157.0,157.0,1000.9666748046875,1000.9666748046875,1000.9666748046875,157,157,157,519.8449096679688,519.8449096679688,519.8449096679688,157,157,157,190.35861206054688,190.35861206054688,190.35861206054688,157.0,157.0,157.0,742.1918334960938,742.1918334960938,742.1918334960938,157,157,157,880.6173095703125,880.6173095703125,880.6173095703125
1638400.0,159.0,159.0,159.0,1011.7525634765625,1011.7525634765625,1011.7525634765625,159,159,159,521.2930908203125,521.2930908203125,521.2930908203125,159,159,159,199.24932861328125,199.24932861328125,199.24932861328125,159.0,159.0,159.0,763.5994262695312,763.5994262695312,763.5994262695312,159,159,159,873.3511352539062,873.3511352539062,873.3511352539062
1658880.0,161.0,161.0,161.0,1031.559326171875,1031.559326171875,1031.559326171875,161,161,161,494.8710021972656,494.8710021972656,494.8710021972656,161,161,161,200.7813262939453,200.7813262939453,200.7813262939453,161.0,161.0,161.0,773.7633666992188,773.7633666992188,773.7633666992188,161,161,161,863.9208984375,863.9208984375,863.9208984375
1679360.0,163.0,163.0,163.0,1146.21142578125,1146.21142578125,1146.21142578125,163,163,163,493.8899841308594,493.8899841308594,493.8899841308594,163,163,163,217.73329162597656,217.73329162597656,217.73329162597656,163.0,163.0,163.0,787.2361450195312,787.2361450195312,787.2361450195312,163,163,163,862.9923095703125,862.9923095703125,862.9923095703125
1699840.0,165.0,165.0,165.0,1191.6827392578125,1191.6827392578125,1191.6827392578125,165,165,165,495.607421875,495.607421875,495.607421875,165,165,165,219.48321533203125,219.48321533203125,219.48321533203125,165.0,165.0,165.0,799.4852294921875,799.4852294921875,799.4852294921875,165,165,165,837.1033935546875,837.1033935546875,837.1033935546875
1720320.0,167.0,167.0,167.0,1231.8492431640625,1231.8492431640625,1231.8492431640625,167,167,167,504.3655090332031,504.3655090332031,504.3655090332031,167,167,167,234.85214233398435,234.85214233398435,234.85214233398435,167.0,167.0,167.0,800.6771850585938,800.6771850585938,800.6771850585938,167,167,167,827.9408569335938,827.9408569335938,827.9408569335938
1740800.0,169.0,169.0,169.0,1225.8580322265625,1225.8580322265625,1225.8580322265625,169,169,169,512.1314086914062,512.1314086914062,512.1314086914062,169,169,169,248.59034729003906,248.59034729003906,248.59034729003906,169.0,169.0,169.0,806.5987548828125,806.5987548828125,806.5987548828125,169,169,169,837.7283325195312,837.7283325195312,837.7283325195312
1761280.0,171.0,171.0,171.0,1204.538818359375,1204.538818359375,1204.538818359375,171,171,171,512.1314086914062,512.1314086914062,512.1314086914062,171,171,171,259.2132873535156,259.2132873535156,259.2132873535156,171.0,171.0,171.0,815.970947265625,815.970947265625,815.970947265625,171,171,171,842.7369384765625,842.7369384765625,842.7369384765625
1781760.0,173.0,173.0,173.0,1223.6788330078125,1223.6788330078125,1223.6788330078125,173,173,173,522.546875,522.546875,522.546875,173,173,173,260.8730773925781,260.8730773925781,260.8730773925781,173.0,173.0,173.0,818.1728515625,818.1728515625,818.1728515625,173,173,173,853.108642578125,853.108642578125,853.108642578125
1802240.0,175.0,175.0,175.0,1259.1478271484375,1259.1478271484375,1259.1478271484375,175,175,175,522.546875,522.546875,522.546875,175,175,175,265.1349792480469,265.1349792480469,265.1349792480469,175.0,175.0,175.0,826.374755859375,826.374755859375,826.374755859375,175,175,175,888.4874267578125,888.4874267578125,888.4874267578125
1822720.0,177.0,177.0,177.0,1286.905517578125,1286.905517578125,1286.905517578125,177,177,177,522.296142578125,522.296142578125,522.296142578125,177,177,177,264.51715087890625,264.51715087890625,264.51715087890625,177.0,177.0,177.0,828.4913330078125,828.4913330078125,828.4913330078125,177,177,177,927.4520874023438,927.4520874023438,927.4520874023438
1843200.0,179.0,179.0,179.0,1299.7523193359375,1299.7523193359375,1299.7523193359375,179,179,179,521.3792114257812,521.3792114257812,521.3792114257812,179,179,179,264.80938720703125,264.80938720703125,264.80938720703125,179.0,179.0,179.0,844.464111328125,844.464111328125,844.464111328125,179,179,179,938.6273803710938,938.6273803710938,938.6273803710938
1863680.0,181.0,181.0,181.0,1268.26025390625,1268.26025390625,1268.26025390625,181,181,181,535.065185546875,535.065185546875,535.065185546875,181,181,181,268.2147216796875,268.2147216796875,268.2147216796875,181.0,181.0,181.0,848.0067138671875,848.0067138671875,848.0067138671875,181,181,181,963.2828979492188,963.2828979492188,963.2828979492188
1884160.0,183.0,183.0,183.0,1254.491943359375,1254.491943359375,1254.491943359375,183,183,183,558.3933715820312,558.3933715820312,558.3933715820312,183,183,183,275.2939453125,275.2939453125,275.2939453125,183.0,183.0,183.0,875.5430908203125,875.5430908203125,875.5430908203125,183,183,183,976.8786010742188,976.8786010742188,976.8786010742188
1904640.0,185.0,185.0,185.0,1263.1126708984375,1263.1126708984375,1263.1126708984375,185,185,185,548.989501953125,548.989501953125,548.989501953125,185,185,185,281.4773254394531,281.4773254394531,281.4773254394531,185.0,185.0,185.0,891.1849975585938,891.1849975585938,891.1849975585938,185,185,185,984.2163696289062,984.2163696289062,984.2163696289062
1925120.0,187.0,187.0,187.0,1292.04248046875,1292.04248046875,1292.04248046875,187,187,187,533.907470703125,533.907470703125,533.907470703125,187,187,187,289.1817626953125,289.1817626953125,289.1817626953125,187.0,187.0,187.0,891.7601928710938,891.7601928710938,891.7601928710938,187,187,187,993.9111328125,993.9111328125,993.9111328125
1945600.0,189.0,189.0,189.0,1310.6822509765625,1310.6822509765625,1310.6822509765625,189,189,189,550.4039306640625,550.4039306640625,550.4039306640625,189,189,189,301.8114013671875,301.8114013671875,301.8114013671875,189.0,189.0,189.0,895.4772338867188,895.4772338867188,895.4772338867188,189,189,189,995.7735595703125,995.7735595703125,995.7735595703125
1966080.0,191.0,191.0,191.0,1307.3350830078125,1307.3350830078125,1307.3350830078125,191,191,191,558.2494506835938,558.2494506835938,558.2494506835938,191,191,191,336.91326904296875,336.91326904296875,336.91326904296875,191.0,191.0,191.0,928.4860229492188,928.4860229492188,928.4860229492188,191,191,191,996.5787963867188,996.5787963867188,996.5787963867188
1986560.0,193.0,193.0,193.0,1308.03662109375,1308.03662109375,1308.03662109375,193,193,193,565.800048828125,565.800048828125,565.800048828125,193,193,193,368.52105712890625,368.52105712890625,368.52105712890625,193.0,193.0,193.0,960.0145874023438,960.0145874023438,960.0145874023438,193,193,193,999.230224609375,999.230224609375,999.230224609375
2007040.0,195.0,195.0,195.0,1328.1815185546875,1328.1815185546875,1328.1815185546875,195,195,195,576.218994140625,576.218994140625,576.218994140625,195,195,195,407.5367736816406,407.5367736816406,407.5367736816406,195.0,195.0,195.0,977.1392211914062,977.1392211914062,977.1392211914062,195,195,195,999.230224609375,999.230224609375,999.230224609375
2027520.0,197.0,197.0,197.0,1331.8624267578125,1331.8624267578125,1331.8624267578125,197,197,197,591.9190673828125,591.9190673828125,591.9190673828125,197,197,197,429.3275146484375,429.3275146484375,429.3275146484375,197.0,197.0,197.0,962.0938720703125,962.0938720703125,962.0938720703125,197,197,197,999.230224609375,999.230224609375,999.230224609375
2048000.0,199.0,199.0,199.0,1346.2022705078125,1346.2022705078125,1346.2022705078125,199,199,199,600.622314453125,600.622314453125,600.622314453125,199,199,199,471.6129455566406,471.6129455566406,471.6129455566406,199.0,199.0,199.0,940.0188598632812,940.0188598632812,940.0188598632812,199,199,199,1000.31787109375,1000.31787109375,1000.31787109375
2068480.0,201.0,201.0,201.0,1353.096435546875,1353.096435546875,1353.096435546875,201,201,201,603.7935180664062,603.7935180664062,603.7935180664062,201,201,201,483.3640441894531,483.3640441894531,483.3640441894531,201.0,201.0,201.0,937.9252319335938,937.9252319335938,937.9252319335938,201,201,201,1000.1710815429688,1000.1710815429688,1000.1710815429688
2088960.0,203.0,203.0,203.0,1344.4913330078125,1344.4913330078125,1344.4913330078125,203,203,203,611.7801513671875,611.7801513671875,611.7801513671875,203,203,203,493.6832580566406,493.6832580566406,493.6832580566406,203.0,203.0,203.0,925.225341796875,925.225341796875,925.225341796875,203,203,203,1006.1715698242188,1006.1715698242188,1006.1715698242188
2109440.0,205.0,205.0,205.0,1350.6417236328125,1350.6417236328125,1350.6417236328125,205,205,205,619.7601928710938,619.7601928710938,619.7601928710938,205,205,205,525.3189086914062,525.3189086914062,525.3189086914062,205.0,205.0,205.0,924.5531616210938,924.5531616210938,924.5531616210938,205,205,205,1005.284423828125,1005.284423828125,1005.284423828125
2129920.0,207.0,207.0,207.0,1333.911376953125,1333.911376953125,1333.911376953125,207,207,207,628.1354370117188,628.1354370117188,628.1354370117188,207,207,207,540.3103637695312,540.3103637695312,540.3103637695312,207.0,207.0,207.0,929.4405517578125,929.4405517578125,929.4405517578125,207,207,207,986.830078125,986.830078125,986.830078125
2150400.0,209.0,209.0,209.0,1353.423828125,1353.423828125,1353.423828125,209,209,209,635.787353515625,635.787353515625,635.787353515625,209,209,209,548.0064086914062,548.0064086914062,548.0064086914062,209.0,209.0,209.0,926.9224243164062,926.9224243164062,926.9224243164062,209,209,209,998.2984008789062,998.2984008789062,998.2984008789062
2170880.0,211.0,211.0,211.0,1352.478515625,1352.478515625,1352.478515625,211,211,211,625.519287109375,625.519287109375,625.519287109375,211,211,211,553.9197387695312,553.9197387695312,553.9197387695312,211.0,211.0,211.0,933.0646362304688,933.0646362304688,933.0646362304688,211,211,211,1016.6294555664062,1016.6294555664062,1016.6294555664062
2191360.0,213.0,213.0,213.0,1342.470458984375,1342.470458984375,1342.470458984375,213,213,213,608.4373779296875,608.4373779296875,608.4373779296875,213,213,213,539.1485595703125,539.1485595703125,539.1485595703125,213.0,213.0,213.0,939.6251831054688,939.6251831054688,939.6251831054688,213,213,213,1016.6294555664062,1016.6294555664062,1016.6294555664062
2211840.0,215.0,215.0,215.0,1343.79248046875,1343.79248046875,1343.79248046875,215,215,215,582.2714233398438,582.2714233398438,582.2714233398438,215,215,215,520.6812133789062,520.6812133789062,520.6812133789062,215.0,215.0,215.0,958.6490478515625,958.6490478515625,958.6490478515625,215,215,215,1018.1124267578125,1018.1124267578125,1018.1124267578125
2232320.0,217.0,217.0,217.0,1331.606689453125,1331.606689453125,1331.606689453125,217,217,217,563.0067749023438,563.0067749023438,563.0067749023438,217,217,217,505.8677368164062,505.8677368164062,505.8677368164062,217.0,217.0,217.0,956.0287475585938,956.0287475585938,956.0287475585938,217,217,217,1018.1124267578125,1018.1124267578125,1018.1124267578125
2252800.0,219.0,219.0,219.0,1301.2496337890625,1301.2496337890625,1301.2496337890625,219,219,219,554.2339477539062,554.2339477539062,554.2339477539062,219,219,219,504.0389099121094,504.0389099121094,504.0389099121094,219.0,219.0,219.0,942.4611206054688,942.4611206054688,942.4611206054688,219,219,219,1018.1124267578125,1018.1124267578125,1018.1124267578125
2273280.0,221.0,221.0,221.0,1301.2664794921875,1301.2664794921875,1301.2664794921875,221,221,221,555.3828125,555.3828125,555.3828125,221,221,221,499.6421508789062,499.6421508789062,499.6421508789062,221.0,221.0,221.0,949.5711669921875,949.5711669921875,949.5711669921875,221,221,221,1018.6660766601562,1018.6660766601562,1018.6660766601562
2293760.0,223.0,223.0,223.0,1308.458740234375,1308.458740234375,1308.458740234375,223,223,223,564.733154296875,564.733154296875,564.733154296875,223,223,223,466.8019409179688,466.8019409179688,466.8019409179688,223.0,223.0,223.0,935.5838623046875,935.5838623046875,935.5838623046875,223,223,223,1022.5260620117188,1022.5260620117188,1022.5260620117188
2314240.0,225.0,225.0,225.0,1359.571044921875,1359.571044921875,1359.571044921875,225,225,225,545.530517578125,545.530517578125,545.530517578125,225,225,225,434.60174560546875,434.60174560546875,434.60174560546875,225.0,225.0,225.0,916.9501953125,916.9501953125,916.9501953125,225,225,225,1026.1944580078125,1026.1944580078125,1026.1944580078125
2334720.0,227.0,227.0,227.0,1376.7640380859375,1376.7640380859375,1376.7640380859375,227,227,227,516.0034790039062,516.0034790039062,516.0034790039062,227,227,227,406.01763916015625,406.01763916015625,406.01763916015625,227.0,227.0,227.0,914.4093017578125,914.4093017578125,914.4093017578125,227,227,227,1032.9112548828125,1032.9112548828125,1032.9112548828125
2355200.0,229.0,229.0,229.0,1374.7254638671875,1374.7254638671875,1374.7254638671875,229,229,229,530.7767333984375,530.7767333984375,530.7767333984375,229,229,229,384.2395935058594,384.2395935058594,384.2395935058594,229.0,229.0,229.0,901.3688354492188,901.3688354492188,901.3688354492188,229,229,229,1037.92724609375,1037.92724609375,1037.92724609375
2375680.0,231.0,231.0,231.0,1388.97119140625,1388.97119140625,1388.97119140625,231,231,231,528.772705078125,528.772705078125,528.772705078125,231,231,231,372.26812744140625,372.26812744140625,372.26812744140625,231.0,231.0,231.0,928.6557006835938,928.6557006835938,928.6557006835938,231,231,231,1040.0889892578125,1040.0889892578125,1040.0889892578125
2396160.0,233.0,233.0,233.0,1410.35400390625,1410.35400390625,1410.35400390625,233,233,233,536.176513671875,536.176513671875,536.176513671875,233,233,233,375.6335144042969,375.6335144042969,375.6335144042969,233.0,233.0,233.0,944.8948974609375,944.8948974609375,944.8948974609375,233,233,233,1041.6871337890625,1041.6871337890625,1041.6871337890625
2416640.0,235.0,235.0,235.0,1421.5926513671875,1421.5926513671875,1421.5926513671875,235,235,235,532.5567626953125,532.5567626953125,532.5567626953125,235,235,235,369.3086242675781,369.3086242675781,369.3086242675781,235.0,235.0,235.0,950.6997680664062,950.6997680664062,950.6997680664062,235,235,235,1043.9285888671875,1043.9285888671875,1043.9285888671875
2437120.0,237.0,237.0,237.0,1435.9986572265625,1435.9986572265625,1435.9986572265625,237,237,237,525.9974365234375,525.9974365234375,525.9974365234375,237,237,237,358.74835205078125,358.74835205078125,358.74835205078125,237.0,237.0,237.0,950.6923828125,950.6923828125,950.6923828125,237,237,237,1052.4443359375,1052.4443359375,1052.4443359375
2457600.0,239.0,239.0,239.0,1452.166259765625,1452.166259765625,1452.166259765625,239,239,239,543.6203002929688,543.6203002929688,543.6203002929688,239,239,239,338.7557067871094,338.7557067871094,338.7557067871094,239.0,239.0,239.0,945.598388671875,945.598388671875,945.598388671875,239,239,239,1069.4879150390625,1069.4879150390625,1069.4879150390625
2478080.0,241.0,241.0,241.0,1448.191650390625,1448.191650390625,1448.191650390625,241,241,241,523.552978515625,523.552978515625,523.552978515625,241,241,241,330.4977722167969,330.4977722167969,330.4977722167969,241.0,241.0,241.0,947.495849609375,947.495849609375,947.495849609375,241,241,241,1059.294921875,1059.294921875,1059.294921875
2498560.0,243.0,243.0,243.0,1436.3255615234375,1436.3255615234375,1436.3255615234375,243,243,243,500.6961975097656,500.6961975097656,500.6961975097656,243,243,243,344.3787841796875,344.3787841796875,344.3787841796875,243.0,243.0,243.0,966.5980834960938,966.5980834960938,966.5980834960938,243,243,243,1079.3807373046875,1079.3807373046875,1079.3807373046875
2519040.0,245.0,245.0,245.0,1439.49462890625,1439.49462890625,1439.49462890625,245,245,245,510.4940185546875,510.4940185546875,510.4940185546875,245,245,245,343.2159423828125,343.2159423828125,343.2159423828125,245.0,245.0,245.0,998.8423461914062,998.8423461914062,998.8423461914062,245,245,245,1087.563232421875,1087.563232421875,1087.563232421875
2539520.0,247.0,247.0,247.0,1427.1197509765625,1427.1197509765625,1427.1197509765625,247,247,247,511.2675170898438,511.2675170898438,511.2675170898438,247,247,247,320.21356201171875,320.21356201171875,320.21356201171875,247.0,247.0,247.0,1013.2452392578125,1013.2452392578125,1013.2452392578125,247,247,247,1097.11083984375,1097.11083984375,1097.11083984375
2560000.0,249.0,249.0,249.0,1437.5616455078125,1437.5616455078125,1437.5616455078125,249,249,249,526.5274047851562,526.5274047851562,526.5274047851562,249,249,249,299.2964782714844,299.2964782714844,299.2964782714844,249.0,249.0,249.0,964.8204956054688,964.8204956054688,964.8204956054688,249,249,249,1101.24755859375,1101.24755859375,1101.24755859375
2580480.0,251.0,251.0,251.0,1440.3739013671875,1440.3739013671875,1440.3739013671875,251,251,251,557.3081665039062,557.3081665039062,557.3081665039062,251,251,251,277.0719909667969,277.0719909667969,277.0719909667969,251.0,251.0,251.0,969.21630859375,969.21630859375,969.21630859375,251,251,251,1102.967041015625,1102.967041015625,1102.967041015625
2600960.0,253.0,253.0,253.0,1437.23876953125,1437.23876953125,1437.23876953125,253,253,253,585.9442138671875,585.9442138671875,585.9442138671875,253,253,253,286.5439147949219,286.5439147949219,286.5439147949219,253.0,253.0,253.0,977.2617797851562,977.2617797851562,977.2617797851562,253,253,253,1100.6619873046875,1100.6619873046875,1100.6619873046875
2621440.0,255.0,255.0,255.0,1448.2628173828125,1448.2628173828125,1448.2628173828125,255,255,255,592.9679565429688,592.9679565429688,592.9679565429688,255,255,255,299.8837890625,299.8837890625,299.8837890625,255.0,255.0,255.0,995.76953125,995.76953125,995.76953125,255,255,255,1084.6285400390625,1084.6285400390625,1084.6285400390625
2641920.0,257.0,257.0,257.0,1457.001708984375,1457.001708984375,1457.001708984375,257,257,257,600.1542358398438,600.1542358398438,600.1542358398438,257,257,257,310.2507629394531,310.2507629394531,310.2507629394531,257.0,257.0,257.0,1046.329345703125,1046.329345703125,1046.329345703125,257,257,257,1082.6209716796875,1082.6209716796875,1082.6209716796875
2662400.0,259.0,259.0,259.0,1436.7747802734375,1436.7747802734375,1436.7747802734375,259,259,259,606.18212890625,606.18212890625,606.18212890625,259,259,259,307.8345642089844,307.8345642089844,307.8345642089844,259.0,259.0,259.0,1070.3919677734375,1070.3919677734375,1070.3919677734375,259,259,259,1082.6209716796875,1082.6209716796875,1082.6209716796875
2682880.0,261.0,261.0,261.0,1415.321533203125,1415.321533203125,1415.321533203125,261,261,261,595.2854614257812,595.2854614257812,595.2854614257812,261,261,261,324.02166748046875,324.02166748046875,324.02166748046875,261.0,261.0,261.0,1091.439208984375,1091.439208984375,1091.439208984375,261,261,261,1082.6209716796875,1082.6209716796875,1082.6209716796875
2703360.0,263.0,263.0,263.0,1376.2266845703125,1376.2266845703125,1376.2266845703125,263,263,263,607.3199462890625,607.3199462890625,607.3199462890625,263,263,263,327.906982421875,327.906982421875,327.906982421875,263.0,263.0,263.0,1097.06689453125,1097.06689453125,1097.06689453125,263,263,263,1086.63134765625,1086.63134765625,1086.63134765625
2723840.0,265.0,265.0,265.0,1378.520263671875,1378.520263671875,1378.520263671875,265,265,265,606.663330078125,606.663330078125,606.663330078125,265,265,265,327.9838562011719,327.9838562011719,327.9838562011719,265.0,265.0,265.0,1060.740234375,1060.740234375,1060.740234375,265,265,265,1094.9578857421875,1094.9578857421875,1094.9578857421875
2744320.0,267.0,267.0,267.0,1393.8995361328125,1393.8995361328125,1393.8995361328125,267,267,267,609.0723266601562,609.0723266601562,609.0723266601562,267,267,267,333.66015625,333.66015625,333.66015625,267.0,267.0,267.0,1016.4503784179688,1016.4503784179688,1016.4503784179688,267,267,267,1104.07177734375,1104.07177734375,1104.07177734375
2764800.0,269.0,269.0,269.0,1405.3175048828125,1405.3175048828125,1405.3175048828125,269,269,269,599.1201782226562,599.1201782226562,599.1201782226562,269,269,269,350.0012512207031,350.0012512207031,350.0012512207031,269.0,269.0,269.0,1027.1834716796875,1027.1834716796875,1027.1834716796875,269,269,269,1117.9141845703125,1117.9141845703125,1117.9141845703125
2785280.0,271.0,271.0,271.0,1414.5535888671875,1414.5535888671875,1414.5535888671875,271,271,271,592.9754028320312,592.9754028320312,592.9754028320312,271,271,271,368.2275390625,368.2275390625,368.2275390625,271.0,271.0,271.0,1036.256103515625,1036.256103515625,1036.256103515625,271,271,271,1103.223388671875,1103.223388671875,1103.223388671875
2805760.0,273.0,273.0,273.0,1422.1129150390625,1422.1129150390625,1422.1129150390625,273,273,273,596.5165405273438,596.5165405273438,596.5165405273438,273,273,273,408.2781066894531,408.2781066894531,408.2781066894531,273.0,273.0,273.0,1034.6240234375,1034.6240234375,1034.6240234375,273,273,273,1114.62548828125,1114.62548828125,1114.62548828125
2826240.0,275.0,275.0,275.0,1428.6324462890625,1428.6324462890625,1428.6324462890625,275,275,275,605.5362548828125,605.5362548828125,605.5362548828125,275,275,275,476.4837646484375,476.4837646484375,476.4837646484375,275.0,275.0,275.0,1038.033447265625,1038.033447265625,1038.033447265625,275,275,275,1112.19091796875,1112.19091796875,1112.19091796875
2846720.0,277.0,277.0,277.0,1437.447509765625,1437.447509765625,1437.447509765625,277,277,277,614.9066772460938,614.9066772460938,614.9066772460938,277,277,277,536.2806396484375,536.2806396484375,536.2806396484375,277.0,277.0,277.0,1054.388671875,1054.388671875,1054.388671875,277,277,277,1105.77783203125,1105.77783203125,1105.77783203125
2867200.0,279.0,279.0,279.0,1442.427978515625,1442.427978515625,1442.427978515625,279,279,279,613.2055053710938,613.2055053710938,613.2055053710938,279,279,279,552.2550659179688,552.2550659179688,552.2550659179688,279.0,279.0,279.0,1082.5185546875,1082.5185546875,1082.5185546875,279,279,279,1101.9176025390625,1101.9176025390625,1101.9176025390625
2887680.0,281.0,281.0,281.0,1451.48486328125,1451.48486328125,1451.48486328125,281,281,281,625.7416381835938,625.7416381835938,625.7416381835938,281,281,281,556.19677734375,556.19677734375,556.19677734375,281.0,281.0,281.0,1095.0516357421875,1095.0516357421875,1095.0516357421875,281,281,281,1101.9176025390625,1101.9176025390625,1101.9176025390625
2908160.0,283.0,283.0,283.0,1454.69921875,1454.69921875,1454.69921875,283,283,283,617.6466064453125,617.6466064453125,617.6466064453125,283,283,283,586.9188232421875,586.9188232421875,586.9188232421875,283.0,283.0,283.0,1110.3590087890625,1110.3590087890625,1110.3590087890625,283,283,283,1103.0909423828125,1103.0909423828125,1103.0909423828125
2928640.0,285.0,285.0,285.0,1456.3707275390625,1456.3707275390625,1456.3707275390625,285,285,285,601.09326171875,601.09326171875,601.09326171875,285,285,285,587.1048583984375,587.1048583984375,587.1048583984375,285.0,285.0,285.0,1081.535888671875,1081.535888671875,1081.535888671875,285,285,285,1108.7371826171875,1108.7371826171875,1108.7371826171875
2949120.0,287.0,287.0,287.0,1482.0462646484375,1482.0462646484375,1482.0462646484375,287,287,287,584.4300537109375,584.4300537109375,584.4300537109375,287,287,287,602.5148315429688,602.5148315429688,602.5148315429688,287.0,287.0,287.0,1088.16845703125,1088.16845703125,1088.16845703125,287,287,287,1112.306884765625,1112.306884765625,1112.306884765625
2969600.0,289.0,289.0,289.0,1507.0404052734375,1507.0404052734375,1507.0404052734375,289,289,289,551.6417236328125,551.6417236328125,551.6417236328125,289,289,289,609.2073364257812,609.2073364257812,609.2073364257812,289.0,289.0,289.0,1074.2861328125,1074.2861328125,1074.2861328125,289,289,289,1118.3900146484375,1118.3900146484375,1118.3900146484375
2990080.0,291.0,291.0,291.0,1521.2139892578125,1521.2139892578125,1521.2139892578125,291,291,291,533.5968017578125,533.5968017578125,533.5968017578125,291,291,291,606.6575317382812,606.6575317382812,606.6575317382812,291.0,291.0,291.0,1078.0074462890625,1078.0074462890625,1078.0074462890625,291,291,291,1125.881591796875,1125.881591796875,1125.881591796875
3010560.0,293.0,293.0,293.0,1530.3404541015625,1530.3404541015625,1530.3404541015625,293,293,293,520.6549682617188,520.6549682617188,520.6549682617188,293,293,293,593.9013671875,593.9013671875,593.9013671875,293.0,293.0,293.0,1077.1839599609375,1077.1839599609375,1077.1839599609375,293,293,293,1131.8760986328125,1131.8760986328125,1131.8760986328125
3031040.0,295.0,295.0,295.0,1522.6624755859375,1522.6624755859375,1522.6624755859375,295,295,295,500.4319458007812,500.4319458007812,500.4319458007812,295,295,295,588.103271484375,588.103271484375,588.103271484375,295.0,295.0,295.0,1050.3282470703125,1050.3282470703125,1050.3282470703125,295,295,295,1133.29248046875,1133.29248046875,1133.29248046875
3051520.0,297.0,297.0,297.0,1526.4815673828125,1526.4815673828125,1526.4815673828125,297,297,297,499.5071105957031,499.5071105957031,499.5071105957031,297,297,297,571.6005249023438,571.6005249023438,571.6005249023438,297.0,297.0,297.0,1026.19384765625,1026.19384765625,1026.19384765625,297,297,297,1135.81494140625,1135.81494140625,1135.81494140625
3072000.0,299.0,299.0,299.0,1532.736572265625,1532.736572265625,1532.736572265625,299,299,299,491.2995300292969,491.2995300292969,491.2995300292969,299,299,299,567.0818481445312,567.0818481445312,567.0818481445312,299.0,299.0,299.0,990.5922241210938,990.5922241210938,990.5922241210938,299,299,299,1139.7232666015625,1139.7232666015625,1139.7232666015625
3092480.0,301.0,301.0,301.0,1541.181640625,1541.181640625,1541.181640625,301,301,301,486.9747009277344,486.9747009277344,486.9747009277344,301,301,301,611.9241943359375,611.9241943359375,611.9241943359375,301.0,301.0,301.0,985.2116088867188,985.2116088867188,985.2116088867188,301,301,301,1151.8741455078125,1151.8741455078125,1151.8741455078125
3112960.0,303.0,303.0,303.0,1547.092041015625,1547.092041015625,1547.092041015625,303,303,303,480.2731018066406,480.2731018066406,480.2731018066406,303,303,303,670.3995971679688,670.3995971679688,670.3995971679688,303.0,303.0,303.0,987.7235717773438,987.7235717773438,987.7235717773438,303,303,303,1159.31982421875,1159.31982421875,1159.31982421875
3133440.0,305.0,305.0,305.0,1554.881103515625,1554.881103515625,1554.881103515625,305,305,305,485.6899108886719,485.6899108886719,485.6899108886719,305,305,305,677.379150390625,677.379150390625,677.379150390625,305.0,305.0,305.0,1021.7833862304688,1021.7833862304688,1021.7833862304688,305,305,305,1166.4156494140625,1166.4156494140625,1166.4156494140625
3153920.0,307.0,307.0,307.0,1558.220703125,1558.220703125,1558.220703125,307,307,307,472.57763671875,472.57763671875,472.57763671875,307,307,307,697.6199340820312,697.6199340820312,697.6199340820312,307.0,307.0,307.0,1022.653564453125,1022.653564453125,1022.653564453125,307,307,307,1170.501953125,1170.501953125,1170.501953125
3174400.0,309.0,309.0,309.0,1561.2525634765625,1561.2525634765625,1561.2525634765625,309,309,309,476.2203369140625,476.2203369140625,476.2203369140625,309,309,309,706.896484375,706.896484375,706.896484375,309.0,309.0,309.0,1032.3680419921875,1032.3680419921875,1032.3680419921875,309,309,309,1174.2945556640625,1174.2945556640625,1174.2945556640625
3194880.0,311.0,311.0,311.0,1569.5633544921875,1569.5633544921875,1569.5633544921875,311,311,311,468.953857421875,468.953857421875,468.953857421875,311,311,311,695.0951538085938,695.0951538085938,695.0951538085938,311.0,311.0,311.0,1068.34326171875,1068.34326171875,1068.34326171875,311,311,311,1176.103515625,1176.103515625,1176.103515625
3215360.0,313.0,313.0,313.0,1575.8516845703125,1575.8516845703125,1575.8516845703125,313,313,313,460.4753723144531,460.4753723144531,460.4753723144531,313,313,313,703.2269287109375,703.2269287109375,703.2269287109375,313.0,313.0,313.0,1102.1136474609375,1102.1136474609375,1102.1136474609375,313,313,313,1176.6932373046875,1176.6932373046875,1176.6932373046875
