Step,TDMPC_HopperEnv_3 - train/episode_reward,TDMPC_HopperEnv_3 - train/episode_reward__MIN,TDMPC_HopperEnv_3 - train/episode_reward__MAX,TDMPC_HopperEnv_4 - train/episode_reward,TDMPC_HopperEnv_4 - train/episode_reward__MIN,TDMPC_HopperEnv_4 - train/episode_reward__MAX,TDMPC_HopperEnv_2 - train/episode_reward,TDMPC_HopperEnv_2 - train/episode_reward__MIN,TDMPC_HopperEnv_2 - train/episode_reward__MAX,TDMPC_HopperEnv_1 - train/episode_reward,TDMPC_HopperEnv_1 - train/episode_reward__MIN,TDMPC_HopperEnv_1 - train/episode_reward__MAX,TDMPC_HopperEnv_0 - train/episode_reward,TDMPC_HopperEnv_0 - train/episode_reward__MIN,TDMPC_HopperEnv_0 - train/episode_reward__MAX
23347,17.275218963623047,17.275218963623047,17.275218963623047,,,,19.151273727416992,19.151273727416992,19.151273727416992,,,,,,
23757,6.489011764526367,6.489011764526367,6.489011764526367,,,,,,,,,,,,
24166,,,,20.14678382873535,20.14678382873535,20.14678382873535,,,,21.364604949951172,21.364604949951172,21.364604949951172,,,
24576,,,,16.704143524169922,16.704143524169922,16.704143524169922,,,,24.106536865234375,24.106536865234375,24.106536865234375,,,
24986,,,,12.424739837646484,12.424739837646484,12.424739837646484,,,,26.34856414794922,26.34856414794922,26.34856414794922,,,
25395,4.30837869644165,4.30837869644165,4.30837869644165,,,,,,,-5.523201942443848,-5.523201942443848,-5.523201942443848,5.42061710357666,5.42061710357666,5.42061710357666
25805,,,,,,,71.17201232910156,71.17201232910156,71.17201232910156,,,,20.549480438232425,20.549480438232425,20.549480438232425
26214,,,,5.944764614105225,5.944764614105225,5.944764614105225,10.881823539733888,10.881823539733888,10.881823539733888,5.8771514892578125,5.8771514892578125,5.8771514892578125,,,
26624,,,,,,,14.21672534942627,14.21672534942627,14.21672534942627,,,,-2.8242781162261963,-2.8242781162261963,-2.8242781162261963
27034,49.37747573852539,49.37747573852539,49.37747573852539,-6.65714168548584,-6.65714168548584,-6.65714168548584,-11.574300765991213,-11.574300765991213,-11.574300765991213,,,,,,
27443,,,,,,,,,,10.30685043334961,10.30685043334961,10.30685043334961,5.958451747894287,5.958451747894287,5.958451747894287
27853,-28.475181579589844,-28.475181579589844,-28.475181579589844,,,,36.58637619018555,36.58637619018555,36.58637619018555,12.646605491638184,12.646605491638184,12.646605491638184,,,
28262,25.018226623535156,25.018226623535156,25.018226623535156,-38.723182678222656,-38.723182678222656,-38.723182678222656,,,,16.706146240234375,16.706146240234375,16.706146240234375,-12.020269393920898,-12.020269393920898,-12.020269393920898
28672,,,,0.3379800021648407,0.3379800021648407,0.3379800021648407,38.4429817199707,38.4429817199707,38.4429817199707,,,,14.059846878051758,14.059846878051758,14.059846878051758
29082,,,,-16.997419357299805,-16.997419357299805,-16.997419357299805,,,,-5.228018760681152,-5.228018760681152,-5.228018760681152,,,
29491,-22.5087947845459,-22.5087947845459,-22.5087947845459,,,,,,,,,,9.066676139831545,9.066676139831545,9.066676139831545
29901,18.069690704345703,18.069690704345703,18.069690704345703,,,,,,,,,,,,
30310,-19.39302635192871,-19.39302635192871,-19.39302635192871,,,,,,,,,,,,
30720,,,,,,,,,,,,,11.376582145690918,11.376582145690918,11.376582145690918
31130,2.108579158782959,2.108579158782959,2.108579158782959,,,,,,,,,,,,
31949,,,,8.23550033569336,8.23550033569336,8.23550033569336,-8.130345344543457,-8.130345344543457,-8.130345344543457,,,,38.28032684326172,38.28032684326172,38.28032684326172
32358,,,,-62.01471710205078,-62.01471710205078,-62.01471710205078,-50.0310173034668,-50.0310173034668,-50.0310173034668,,,,,,
32768,,,,12.743257522583008,12.743257522583008,12.743257522583008,,,,12.764872550964355,12.764872550964355,12.764872550964355,,,
33178,-14.28151512145996,-14.28151512145996,-14.28151512145996,,,,,,,-15.80151653289795,-15.80151653289795,-15.80151653289795,,,
33587,3.255173444747925,3.255173444747925,3.255173444747925,-24.69860458374023,-24.69860458374023,-24.69860458374023,-34.76353073120117,-34.76353073120117,-34.76353073120117,29.270984649658203,29.270984649658203,29.270984649658203,,,
33997,-23.880611419677734,-23.880611419677734,-23.880611419677734,-47.4619026184082,-47.4619026184082,-47.4619026184082,,,,-45.42873001098633,-45.42873001098633,-45.42873001098633,,,
34406,,,,,,,,,,13.453877449035645,13.453877449035645,13.453877449035645,,,
34816,23.53466033935547,23.53466033935547,23.53466033935547,,,,27.8599910736084,27.8599910736084,27.8599910736084,12.886792182922363,12.886792182922363,12.886792182922363,,,
35226,11.356229782104492,11.356229782104492,11.356229782104492,-30.28830909729004,-30.28830909729004,-30.28830909729004,,,,,,,-99.20599365234376,-99.20599365234376,-99.20599365234376
35635,,,,,,,-10.520556449890137,-10.520556449890137,-10.520556449890137,,,,-6.778471946716309,-6.778471946716309,-6.778471946716309
36045,,,,,,,,,,-11.289300918579102,-11.289300918579102,-11.289300918579102,,,
36454,,,,13.904769897460938,13.904769897460938,13.904769897460938,-54.223506927490234,-54.223506927490234,-54.223506927490234,-71.7529525756836,-71.7529525756836,-71.7529525756836,,,
36864,,,,,,,-69.80754852294922,-69.80754852294922,-69.80754852294922,33.43905258178711,33.43905258178711,33.43905258178711,69.04949951171875,69.04949951171875,69.04949951171875
37274,34.812313079833984,34.812313079833984,34.812313079833984,,,,,,,,,,,,
37683,25.35884666442871,25.35884666442871,25.35884666442871,11.910212516784668,11.910212516784668,11.910212516784668,-93.33651733398438,-93.33651733398438,-93.33651733398438,,,,93.2394027709961,93.2394027709961,93.2394027709961
38093,,,,-7.390178203582764,-7.390178203582764,-7.390178203582764,6.878369331359863,6.878369331359863,6.878369331359863,,,,-47.59785079956055,-47.59785079956055,-47.59785079956055
38502,-31.50882911682129,-31.50882911682129,-31.50882911682129,14.247944831848145,14.247944831848145,14.247944831848145,,,,,,,,,
38912,,,,-30.8106632232666,-30.8106632232666,-30.8106632232666,,,,-111.13623046875,-111.13623046875,-111.13623046875,,,
39731,,,,-29.12950897216797,-29.12950897216797,-29.12950897216797,,,,-11.528324127197266,-11.528324127197266,-11.528324127197266,10.04150676727295,10.04150676727295,10.04150676727295
40141,-87.12235260009766,-87.12235260009766,-87.12235260009766,,,,,,,,,,,,
40550,4.431666374206543,4.431666374206543,4.431666374206543,,,,,,,,,,-34.160133361816406,-34.160133361816406,-34.160133361816406
40960,48.91266632080078,48.91266632080078,48.91266632080078,,,,,,,,,,,,
41370,,,,,,,,,,31.428607940673828,31.428607940673828,31.428607940673828,,,
41779,,,,,,,-100.3759307861328,-100.3759307861328,-100.3759307861328,-7.347987651824951,-7.347987651824951,-7.347987651824951,,,
42189,-14.10257339477539,-14.10257339477539,-14.10257339477539,,,,,,,-116.83094024658205,-116.83094024658205,-116.83094024658205,,,
42598,15.02593231201172,15.02593231201172,15.02593231201172,,,,,,,,,,,,
43008,,,,,,,-7.436111450195312,-7.436111450195312,-7.436111450195312,11.993507385253906,11.993507385253906,11.993507385253906,-109.3678207397461,-109.3678207397461,-109.3678207397461
43418,-12.767189979553224,-12.767189979553224,-12.767189979553224,,,,,,,,,,24.67518424987793,24.67518424987793,24.67518424987793
43827,,,,,,,-0.520058810710907,-0.520058810710907,-0.520058810710907,-25.73939514160156,-25.73939514160156,-25.73939514160156,-49.19076156616211,-49.19076156616211,-49.19076156616211
44237,,,,,,,13.332849502563477,13.332849502563477,13.332849502563477,,,,-29.306665420532227,-29.306665420532227,-29.306665420532227
44646,-30.923917770385746,-30.923917770385746,-30.923917770385746,-24.252521514892575,-24.252521514892575,-24.252521514892575,,,,,,,21.289701461791992,21.289701461791992,21.289701461791992
45056,,,,-51.99777603149414,-51.99777603149414,-51.99777603149414,,,,,,,,,
45466,-1.7481147050857544,-1.7481147050857544,-1.7481147050857544,,,,,,,,,,-37.19520950317383,-37.19520950317383,-37.19520950317383
45875,,,,-77.26081848144531,-77.26081848144531,-77.26081848144531,,,,,,,-55.53050231933594,-55.53050231933594,-55.53050231933594
46285,-107.27320861816406,-107.27320861816406,-107.27320861816406,62.36323928833008,62.36323928833008,62.36323928833008,,,,-97.30056762695312,-97.30056762695312,-97.30056762695312,3.620269775390625,3.620269775390625,3.620269775390625
46694,-107.83210754394533,-107.83210754394533,-107.83210754394533,54.804222106933594,54.804222106933594,54.804222106933594,,,,,,,,,
47104,,,,,,,,,,-45.08927917480469,-45.08927917480469,-45.08927917480469,,,
47514,,,,,,,,,,14.342554092407228,14.342554092407228,14.342554092407228,,,
47923,-3.112710237503052,-3.112710237503052,-3.112710237503052,,,,-45.06157302856445,-45.06157302856445,-45.06157302856445,,,,-41.75147247314453,-41.75147247314453,-41.75147247314453
48333,,,,,,,,,,,,,29.905014038085938,29.905014038085938,29.905014038085938
49152,7.948123455047607,7.948123455047607,7.948123455047607,-30.05141830444336,-30.05141830444336,-30.05141830444336,,,,,,,,,
49562,,,,,,,,,,,,,-49.98850631713867,-49.98850631713867,-49.98850631713867
49971,,,,68.40702056884766,68.40702056884766,68.40702056884766,-5.873022556304932,-5.873022556304932,-5.873022556304932,,,,,,
50381,,,,28.160627365112305,28.160627365112305,28.160627365112305,,,,,,,,,
50790,,,,,,,-19.860591888427734,-19.860591888427734,-19.860591888427734,13.88768482208252,13.88768482208252,13.88768482208252,-57.203102111816406,-57.203102111816406,-57.203102111816406
51200,17.926570892333984,17.926570892333984,17.926570892333984,-42.4636344909668,-42.4636344909668,-42.4636344909668,,,,17.43397331237793,17.43397331237793,17.43397331237793,-66.15107727050781,-66.15107727050781,-66.15107727050781
51610,,,,,,,,,,,,,4.8618621826171875,4.8618621826171875,4.8618621826171875
52019,,,,,,,,,,,,,-14.116419792175291,-14.116419792175291,-14.116419792175291
52429,-5.136106491088867,-5.136106491088867,-5.136106491088867,-93.56858825683594,-93.56858825683594,-93.56858825683594,-81.74178314208984,-81.74178314208984,-81.74178314208984,41.201778411865234,41.201778411865234,41.201778411865234,,,
52838,,,,,,,,,,,,,38.098506927490234,38.098506927490234,38.098506927490234
53248,66.86221313476562,66.86221313476562,66.86221313476562,-39.69350051879883,-39.69350051879883,-39.69350051879883,,,,,,,47.63694381713867,47.63694381713867,47.63694381713867
53658,11.837246894836426,11.837246894836426,11.837246894836426,,,,,,,,,,,,
54067,1.222622990608215,1.222622990608215,1.222622990608215,21.64295196533203,21.64295196533203,21.64295196533203,,,,,,,,,
54477,,,,,,,,,,,,,-78.86851501464844,-78.86851501464844,-78.86851501464844
54886,,,,-10.468658447265623,-10.468658447265623,-10.468658447265623,,,,,,,52.67512130737305,52.67512130737305,52.67512130737305
55296,-54.66560363769531,-54.66560363769531,-54.66560363769531,,,,-13.319384574890137,-13.319384574890137,-13.319384574890137,36.86689376831055,36.86689376831055,36.86689376831055,,,
55706,,,,,,,2.333493947982788,2.333493947982788,2.333493947982788,,,,-167.5087890625,-167.5087890625,-167.5087890625
56115,,,,,,,-35.73836898803711,-35.73836898803711,-35.73836898803711,,,,6.7338457107543945,6.7338457107543945,6.7338457107543945
56525,,,,,,,,,,-55.816619873046875,-55.816619873046875,-55.816619873046875,,,
57344,-40.19923400878906,-40.19923400878906,-40.19923400878906,-26.630950927734375,-26.630950927734375,-26.630950927734375,-39.2739143371582,-39.2739143371582,-39.2739143371582,-21.54599952697754,-21.54599952697754,-21.54599952697754,,,
58573,,,,,,,,,,4.858816146850586,4.858816146850586,4.858816146850586,17.95411491394043,17.95411491394043,17.95411491394043
58982,,,,-37.93612289428711,-37.93612289428711,-37.93612289428711,,,,,,,,,
59802,36.75582504272461,36.75582504272461,36.75582504272461,,,,,,,22.66190528869629,22.66190528869629,22.66190528869629,-38.25179290771485,-38.25179290771485,-38.25179290771485
60211,,,,-38.0634880065918,-38.0634880065918,-38.0634880065918,-15.205801963806152,-15.205801963806152,-15.205801963806152,,,,,,
60621,-40.678035736083984,-40.678035736083984,-40.678035736083984,,,,,,,22.15084457397461,22.15084457397461,22.15084457397461,,,
61030,,,,5.827014446258545,5.827014446258545,5.827014446258545,,,,-74.79132843017578,-74.79132843017578,-74.79132843017578,57.78287887573242,57.78287887573242,57.78287887573242
61440,,,,-46.37246322631836,-46.37246322631836,-46.37246322631836,,,,,,,,,
61850,,,,,,,-49.4725341796875,-49.4725341796875,-49.4725341796875,,,,-23.85039520263672,-23.85039520263672,-23.85039520263672
62259,,,,,,,,,,-35.2242431640625,-35.2242431640625,-35.2242431640625,,,
62669,,,,10.235756874084473,10.235756874084473,10.235756874084473,,,,16.949493408203125,16.949493408203125,16.949493408203125,,,
63078,-37.44969940185547,-37.44969940185547,-37.44969940185547,,,,36.82383346557617,36.82383346557617,36.82383346557617,,,,,,
63488,-8.70100212097168,-8.70100212097168,-8.70100212097168,,,,,,,,,,71.95967102050781,71.95967102050781,71.95967102050781
63898,-38.03810119628906,-38.03810119628906,-38.03810119628906,,,,22.39660263061523,22.39660263061523,22.39660263061523,-5.50652551651001,-5.50652551651001,-5.50652551651001,,,
64307,-10.639986991882324,-10.639986991882324,-10.639986991882324,,,,50.63590621948242,50.63590621948242,50.63590621948242,,,,-7.802833557128906,-7.802833557128906,-7.802833557128906
64717,-58.12921905517578,-58.12921905517578,-58.12921905517578,,,,,,,22.770830154418945,22.770830154418945,22.770830154418945,,,
65126,,,,,,,0.8212158679962158,0.8212158679962158,0.8212158679962158,,,,,,
66355,37.309226989746094,37.309226989746094,37.309226989746094,,,,,,,,,,-1.3981252908706665,-1.3981252908706665,-1.3981252908706665
66765,43.22077941894531,43.22077941894531,43.22077941894531,22.636436462402344,22.636436462402344,22.636436462402344,,,,-63.36817169189453,-63.36817169189453,-63.36817169189453,,,
67174,86.47573852539062,86.47573852539062,86.47573852539062,,,,14.118698120117188,14.118698120117188,14.118698120117188,,,,,,
67584,,,,14.30479907989502,14.30479907989502,14.30479907989502,,,,,,,,,
67994,-26.365137100219727,-26.365137100219727,-26.365137100219727,,,,14.707658767700195,14.707658767700195,14.707658767700195,,,,,,
68403,,,,,,,-10.73212718963623,-10.73212718963623,-10.73212718963623,,,,-17.070480346679688,-17.070480346679688,-17.070480346679688
68813,-14.299269676208496,-14.299269676208496,-14.299269676208496,32.582576751708984,32.582576751708984,32.582576751708984,,,,-106.8227767944336,-106.8227767944336,-106.8227767944336,11.765127182006836,11.765127182006836,11.765127182006836
69222,,,,,,,-7.958856105804443,-7.958856105804443,-7.958856105804443,,,,,,
69632,-0.7729726433753967,-0.7729726433753967,-0.7729726433753967,-32.06250762939453,-32.06250762939453,-32.06250762939453,-55.09358215332031,-55.09358215332031,-55.09358215332031,-19.07196617126465,-19.07196617126465,-19.07196617126465,,,
70042,15.410799980163574,15.410799980163574,15.410799980163574,,,,-33.26457214355469,-33.26457214355469,-33.26457214355469,,,,,,
70451,,,,-57.233642578125,-57.233642578125,-57.233642578125,21.982608795166016,21.982608795166016,21.982608795166016,,,,,,
70861,,,,,,,,,,,,,-32.86648941040039,-32.86648941040039,-32.86648941040039
71270,0.7255107164382935,0.7255107164382935,0.7255107164382935,1.929121732711792,1.929121732711792,1.929121732711792,25.996843338012695,25.996843338012695,25.996843338012695,,,,-135.666259765625,-135.666259765625,-135.666259765625
71680,,,,81.04082489013672,81.04082489013672,81.04082489013672,,,,,,,,,
72090,,,,,,,,,,-21.018020629882812,-21.018020629882812,-21.018020629882812,,,
72499,9.908501625061035,9.908501625061035,9.908501625061035,-17.424091339111328,-17.424091339111328,-17.424091339111328,,,,,,,,,
72909,,,,17.86107635498047,17.86107635498047,17.86107635498047,,,,-83.2815170288086,-83.2815170288086,-83.2815170288086,47.36320877075195,47.36320877075195,47.36320877075195
73318,,,,,,,39.05226516723633,39.05226516723633,39.05226516723633,-70.66364288330078,-70.66364288330078,-70.66364288330078,,,
73728,-40.91051483154297,-40.91051483154297,-40.91051483154297,,,,-6.213799476623535,-6.213799476623535,-6.213799476623535,,,,,,
74138,,,,,,,22.876115798950195,22.876115798950195,22.876115798950195,55.12664031982422,55.12664031982422,55.12664031982422,,,
74547,49.878509521484375,49.878509521484375,49.878509521484375,,,,,,,3.743798017501831,3.743798017501831,3.743798017501831,,,
74957,-106.33892059326172,-106.33892059326172,-106.33892059326172,-86.6731948852539,-86.6731948852539,-86.6731948852539,,,,,,,,,
75366,-7.589218139648437,-7.589218139648437,-7.589218139648437,-52.76264190673828,-52.76264190673828,-52.76264190673828,-52.42107772827149,-52.42107772827149,-52.42107772827149,,,,,,
75776,,,,,,,,,,34.88368606567383,34.88368606567383,34.88368606567383,,,
76186,,,,,,,3.0221164226531982,3.0221164226531982,3.0221164226531982,-40.74309158325195,-40.74309158325195,-40.74309158325195,,,
76595,,,,-9.89775562286377,-9.89775562286377,-9.89775562286377,,,,20.548898696899418,20.548898696899418,20.548898696899418,-53.275115966796875,-53.275115966796875,-53.275115966796875
77005,,,,,,,,,,13.84943962097168,13.84943962097168,13.84943962097168,39.663909912109375,39.663909912109375,39.663909912109375
77414,-22.26846694946289,-22.26846694946289,-22.26846694946289,,,,,,,,,,,,
77824,18.73282241821289,18.73282241821289,18.73282241821289,,,,,,,-52.17121124267578,-52.17121124267578,-52.17121124267578,11.616605758666992,11.616605758666992,11.616605758666992
78234,,,,,,,-51.15179061889648,-51.15179061889648,-51.15179061889648,,,,-182.6433258056641,-182.6433258056641,-182.6433258056641
78643,-31.764249801635746,-31.764249801635746,-31.764249801635746,-2.4480557441711426,-2.4480557441711426,-2.4480557441711426,-5.567263126373291,-5.567263126373291,-5.567263126373291,-19.137470245361328,-19.137470245361328,-19.137470245361328,,,
79053,,,,-14.884566307067873,-14.884566307067873,-14.884566307067873,,,,-57.80976867675781,-57.80976867675781,-57.80976867675781,-79.66189575195312,-79.66189575195312,-79.66189575195312
79462,,,,24.340742111206055,24.340742111206055,24.340742111206055,,,,,,,,,
79872,,,,,,,,,,-56.96498489379883,-56.96498489379883,-56.96498489379883,-56.874267578125,-56.874267578125,-56.874267578125
80282,15.650325775146484,15.650325775146484,15.650325775146484,,,,,,,51.79869842529297,51.79869842529297,51.79869842529297,-46.65398788452149,-46.65398788452149,-46.65398788452149
80691,,,,,,,,,,14.300369262695312,14.300369262695312,14.300369262695312,-37.85110855102539,-37.85110855102539,-37.85110855102539
81101,7.406895160675049,7.406895160675049,7.406895160675049,-18.481037139892575,-18.481037139892575,-18.481037139892575,,,,5.834836959838867,5.834836959838867,5.834836959838867,,,
81510,,,,,,,-9.402442932128906,-9.402442932128906,-9.402442932128906,-19.544696807861328,-19.544696807861328,-19.544696807861328,,,
81920,-7.997799873352051,-7.997799873352051,-7.997799873352051,-77.75198364257812,-77.75198364257812,-77.75198364257812,,,,-37.19677734375,-37.19677734375,-37.19677734375,,,
82330,-24.183225631713867,-24.183225631713867,-24.183225631713867,,,,-41.99472427368164,-41.99472427368164,-41.99472427368164,-2.786895751953125,-2.786895751953125,-2.786895751953125,,,
82739,-57.68081283569336,-57.68081283569336,-57.68081283569336,0.435380071401596,0.435380071401596,0.435380071401596,40.12379837036133,40.12379837036133,40.12379837036133,,,,-110.77910614013672,-110.77910614013672,-110.77910614013672
83149,-41.170257568359375,-41.170257568359375,-41.170257568359375,,,,6.733915328979492,6.733915328979492,6.733915328979492,-76.90328216552734,-76.90328216552734,-76.90328216552734,,,
83558,,,,,,,34.69397735595703,34.69397735595703,34.69397735595703,,,,-29.837556838989254,-29.837556838989254,-29.837556838989254
83968,70.9156265258789,70.9156265258789,70.9156265258789,,,,22.54125213623047,22.54125213623047,22.54125213623047,-110.06553649902344,-110.06553649902344,-110.06553649902344,29.717941284179688,29.717941284179688,29.717941284179688
84378,,,,,,,60.866722106933594,60.866722106933594,60.866722106933594,52.89057159423828,52.89057159423828,52.89057159423828,,,
84787,-155.41123962402344,-155.41123962402344,-155.41123962402344,,,,-49.802459716796875,-49.802459716796875,-49.802459716796875,,,,-113.3359603881836,-113.3359603881836,-113.3359603881836
85197,-109.80913543701172,-109.80913543701172,-109.80913543701172,,,,,,,,,,,,
86016,-14.70801830291748,-14.70801830291748,-14.70801830291748,11.36567497253418,11.36567497253418,11.36567497253418,-11.47744846343994,-11.47744846343994,-11.47744846343994,,,,,,
86426,-42.011722564697266,-42.011722564697266,-42.011722564697266,,,,,,,-66.98896789550781,-66.98896789550781,-66.98896789550781,21.99454689025879,21.99454689025879,21.99454689025879
86835,-83.2081527709961,-83.2081527709961,-83.2081527709961,-9.84823226928711,-9.84823226928711,-9.84823226928711,,,,,,,,,
87245,,,,,,,-11.22324275970459,-11.22324275970459,-11.22324275970459,,,,8.710057258605957,8.710057258605957,8.710057258605957
87654,11.684755325317385,11.684755325317385,11.684755325317385,,,,,,,,,,,,
88064,,,,,,,,,,-126.25927734375,-126.25927734375,-126.25927734375,,,
88474,,,,,,,,,,14.652533531188965,14.652533531188965,14.652533531188965,3.175093173980713,3.175093173980713,3.175093173980713
88883,,,,75.65462493896484,75.65462493896484,75.65462493896484,,,,-16.68202018737793,-16.68202018737793,-16.68202018737793,,,
89293,-9.429348945617676,-9.429348945617676,-9.429348945617676,,,,,,,,,,,,
89702,,,,,,,,,,,,,-14.766467094421388,-14.766467094421388,-14.766467094421388
90112,-3.4656524658203125,-3.4656524658203125,-3.4656524658203125,,,,-56.01669692993164,-56.01669692993164,-56.01669692993164,8.297616958618164,8.297616958618164,8.297616958618164,,,
90522,,,,,,,-16.496776580810547,-16.496776580810547,-16.496776580810547,,,,,,
90931,,,,,,,49.13542556762695,49.13542556762695,49.13542556762695,,,,-8.871411323547363,-8.871411323547363,-8.871411323547363
91341,28.726591110229492,28.726591110229492,28.726591110229492,,,,,,,-26.268875122070312,-26.268875122070312,-26.268875122070312,9.681121826171877,9.681121826171877,9.681121826171877
92570,,,,14.206106185913086,14.206106185913086,14.206106185913086,,,,-146.64218139648438,-146.64218139648438,-146.64218139648438,,,
92979,,,,,,,-72.11956024169922,-72.11956024169922,-72.11956024169922,,,,20.333724975585938,20.333724975585938,20.333724975585938
93389,,,,,,,,,,-114.6668930053711,-114.6668930053711,-114.6668930053711,-56.36159896850586,-56.36159896850586,-56.36159896850586
93798,,,,,,,-2.972970962524414,-2.972970962524414,-2.972970962524414,,,,,,
94208,-81.25376892089844,-81.25376892089844,-81.25376892089844,,,,,,,,,,,,
94618,-25.071582794189453,-25.071582794189453,-25.071582794189453,,,,,,,,,,-37.9783821105957,-37.9783821105957,-37.9783821105957
95027,,,,-13.108224868774414,-13.108224868774414,-13.108224868774414,29.722747802734375,29.722747802734375,29.722747802734375,,,,,,
95437,7.516323566436768,7.516323566436768,7.516323566436768,-34.49794387817383,-34.49794387817383,-34.49794387817383,,,,,,,32.20481491088867,32.20481491088867,32.20481491088867
95846,,,,-0.6768422722816467,-0.6768422722816467,-0.6768422722816467,,,,,,,27.24598693847656,27.24598693847656,27.24598693847656
96256,,,,-18.023860931396484,-18.023860931396484,-18.023860931396484,7.71046781539917,7.71046781539917,7.71046781539917,13.97401237487793,13.97401237487793,13.97401237487793,41.608680725097656,41.608680725097656,41.608680725097656
96666,,,,-30.739362716674805,-30.739362716674805,-30.739362716674805,,,,,,,-90.84114074707033,-90.84114074707033,-90.84114074707033
97075,,,,-179.0863037109375,-179.0863037109375,-179.0863037109375,3.756147623062134,3.756147623062134,3.756147623062134,,,,-24.517507553100582,-24.517507553100582,-24.517507553100582
97894,,,,-62.938533782958984,-62.938533782958984,-62.938533782958984,,,,13.85364055633545,13.85364055633545,13.85364055633545,,,
98304,38.19759368896485,38.19759368896485,38.19759368896485,,,,,,,23.660011291503903,23.660011291503903,23.660011291503903,,,
98714,-41.08452606201172,-41.08452606201172,-41.08452606201172,,,,,,,,,,15.06873607635498,15.06873607635498,15.06873607635498
99123,,,,-74.01260375976562,-74.01260375976562,-74.01260375976562,,,,,,,,,
99533,11.437618255615234,11.437618255615234,11.437618255615234,-33.405364990234375,-33.405364990234375,-33.405364990234375,,,,,,,,,
99942,-44.51152420043945,-44.51152420043945,-44.51152420043945,,,,2.6529417037963867,2.6529417037963867,2.6529417037963867,-7.226073265075684,-7.226073265075684,-7.226073265075684,,,
100352,,,,,,,-45.87802505493164,-45.87802505493164,-45.87802505493164,,,,,,
100762,,,,,,,-38.30897521972656,-38.30897521972656,-38.30897521972656,3.3679451942443848,3.3679451942443848,3.3679451942443848,,,
101171,,,,,,,-2.0014071464538574,-2.0014071464538574,-2.0014071464538574,,,,,,
101581,,,,,,,,,,36.97623443603515,36.97623443603515,36.97623443603515,,,
