Step,FOWM_AntEnv_sweep_4 - rewards,FOWM_AntEnv_sweep_4 - rewards__MIN,FOWM_AntEnv_sweep_4 - rewards__MAX,FOWM_AntEnv_sweep_3 - rewards,FOWM_AntEnv_sweep_3 - rewards__MIN,FOWM_AntEnv_sweep_3 - rewards__MAX,FOWM_AntEnv_sweep_2 - rewards,FOWM_AntEnv_sweep_2 - rewards__MIN,FOWM_AntEnv_sweep_2 - rewards__MAX,FOWM_AntEnv_sweep_1 - rewards,FOWM_AntEnv_sweep_1 - rewards__MIN,FOWM_AntEnv_sweep_1 - rewards__MAX,FOWM_AntEnv_sweep_0 - rewards,FOWM_AntEnv_sweep_0 - rewards__MIN,FOWM_AntEnv_sweep_0 - rewards__MAX
1152000,2158.115959197312,2207.027587890625,2207.027587890625,2244.599454073678,2234.82373046875,2234.82373046875,2468.88165809826,2450.3056640625,2450.3056640625,2775.201961156028,2800.421142578125,2800.421142578125,2084.5372618350634,2058.857666015625,2058.857666015625
1228800,1364.5948056131915,1417.0001220703125,1417.0001220703125,2948.0330716079584,2937.55908203125,2937.55908203125,1625.7468448932248,1605.843994140625,1605.843994140625,2835.9252492575747,2862.94580078125,2862.94580078125,1573.884458132434,1546.37060546875,1546.37060546875
1305600,1800.843671560321,1856.74267578125,1856.74267578125,3212.563857110989,3201.3916015625,3201.3916015625,1576.1602494616272,1554.9305419921875,1554.9305419921875,2514.8348166559963,2543.65673828125,2543.65673828125,2029.1451065782421,1999.7969970703125,1999.7969970703125
1382400,1172.1617513746378,1231.554443359375,1231.554443359375,3073.5775527702694,3061.70703125,3061.70703125,793.9398039323736,771.3832397460938,771.3832397460938,1853.253417257543,1883.876708984375,1883.876708984375,1737.2598810006127,1706.0775146484375,1706.0775146484375
1459200,1993.656100720205,2056.54248046875,2056.54248046875,3426.036805070175,3413.468017578125,3413.468017578125,1288.0861796921822,1264.2027587890625,1264.2027587890625,1724.3198450075272,1756.7445068359375,1756.7445068359375,1514.7668673370458,1481.750244140625,1481.750244140625
1536000,2329.4326766282716,2395.812744140625,2395.812744140625,3768.6828249482055,3755.415771484375,3755.415771484375,790.7077751785536,765.4974975585938,765.4974975585938,1783.0173762731363,1817.243408203125,1817.243408203125,1517.2834972281664,1482.4326171875,1482.4326171875
1612800,1826.9820796847762,1896.8558349609375,1896.8558349609375,3927.900866310611,3913.935546875,3913.935546875,1166.5687505477374,1140.0316162109375,1140.0316162109375,1750.704287421558,1786.731689453125,1786.731689453125,2352.706865400537,2316.021728515625,2316.021728515625
1689600,2285.498767897531,2358.8662109375,2358.8662109375,2674.4050404855166,2659.741455078125,2659.741455078125,949.2143328505148,921.350341796875,921.350341796875,1879.9949583356047,1917.82373046875,1917.82373046875,2302.248641776033,2263.729248046875,2263.729248046875
1766400,2189.7995137274725,2266.66064453125,2266.66064453125,2889.989292785422,2874.62744140625,2874.62744140625,2090.4074005048546,2061.216552734375,2061.216552734375,1821.9001312027763,1861.5302734375,1861.5302734375,2172.0406622921532,2131.68701171875,2131.68701171875
1843200,2224.2582185417896,2304.613037109375,2304.613037109375,1786.9418312181404,1770.8817138671875,1770.8817138671875,1659.4373822216949,1628.919677734375,1628.919677734375,2349.869757194948,2391.30126953125,2391.30126953125,2444.277751167649,2402.08984375,2402.08984375
1920000,2373.0035444498562,2456.85205078125,2456.85205078125,2559.4168305883586,2542.658447265625,2542.658447265625,2552.7158990947846,2520.871337890625,2520.871337890625,2083.4900179527444,2126.722900390625,2126.722900390625,2899.7426232462694,2855.720458984375,2855.720458984375
1996800,1299.0536799282359,1386.3958740234375,1386.3958740234375,3076.654647341389,3059.197998046875,3059.197998046875,2598.131134717875,2564.959716796875,2564.959716796875,2322.7145267574165,2367.748779296875,2367.748779296875,2254.6452394655153,2208.788818359375,2208.788818359375
2073600,1952.9578193128652,2043.793701171875,2043.793701171875,2742.2435383131697,2724.088623046875,2724.088623046875,2476.7990558878396,2442.30078125,2442.30078125,2148.429269937088,2195.264892578125,2195.264892578125,2812.4523967003856,2764.76171875,2764.76171875
2150400,2557.145283892807,2651.474853515625,2651.474853515625,2706.075837488075,2687.22265625,2687.22265625,2398.721859870305,2362.896728515625,2362.896728515625,2402.6296088198847,2451.2666015625,2451.2666015625,1954.1736164352562,1904.648681640625,1904.648681640625
2227200,2919.6442719102492,3017.467529296875,3017.467529296875,3096.5429022879807,3076.991455078125,3076.991455078125,2084.576426548082,2047.4244384765625,2047.4244384765625,2365.5455238745562,2415.98388671875,2415.98388671875,2484.321838123252,2432.962646484375,2432.962646484375
2304000,3202.010447427691,3303.327392578125,3303.327392578125,3442.2865784160113,3422.036865234375,3422.036865234375,2469.2891475227348,2430.810302734375,2430.810302734375,2302.754651819853,2354.994384765625,2354.994384765625,3193.7461828581227,3140.552734375,3140.552734375
2380800,2345.945714742008,2450.75634765625,2450.75634765625,3679.134258450292,3658.186279296875,3658.186279296875,2306.5896370520745,2266.783935546875,2266.783935546875,2258.9711039838994,2313.01220703125,2313.01220703125,2727.764277592993,2672.736572265625,2672.736572265625
2457600,1815.6776129157,1923.98193359375,1923.98193359375,3909.4287158283223,3887.782470703125,3887.782470703125,1900.2053121282897,1859.07275390625,1859.07275390625,3266.890925288571,3322.7333984375,3322.7333984375,2898.348534437239,2841.486572265625,2841.486572265625
2534400,2497.888759136267,2609.686767578125,2609.686767578125,4046.020780628228,4023.67626953125,4023.67626953125,2771.5719637670045,2729.112548828125,2729.112548828125,2063.502152843243,2121.14599609375,2121.14599609375,3157.2787385471092,3098.58251953125,3098.58251953125
2611200,2842.613821372459,2957.905517578125,2957.905517578125,3409.1126012875084,3386.06982421875,3386.06982421875,2034.3772140385322,1990.5909423828125,1990.5909423828125,2619.9576186791646,2679.40283203125,2679.40283203125,3190.39009500073,3129.859619140625,3129.859619140625
2688000,3459.4995281399006,3578.284912109375,3578.284912109375,3311.688796946789,3287.94775390625,3287.94775390625,1603.7492367709972,1558.6361083984375,1558.6361083984375,3170.599363811961,3231.845947265625,3231.845947265625,2548.9164905168504,2486.5517578125,2486.5517578125
2764800,3391.8349419385927,3514.114013671875,3514.114013671875,3503.1876000279444,3478.748291015625,3478.748291015625,2894.6455514956497,2848.20556640625,2848.20556640625,2565.276753476008,2628.32470703125,2628.32470703125,2392.6889797829713,2328.489990234375,2328.489990234375
2841600,3779.695258081035,3905.468017578125,3905.468017578125,3840.742799593475,3815.605224609375,3815.605224609375,2257.1435507906144,2209.376708984375,2209.376708984375,3510.9436450931794,3575.79296875,3575.79296875,2878.5854924865916,2812.55224609375,2812.55224609375
2918400,3968.4391191453515,4097.70556640625,4097.70556640625,3642.9522960340055,3617.116455078125,3617.116455078125,2666.3827610230796,2617.2890625,2617.2890625,2826.257997647851,2892.90869140625,2892.90869140625,3066.9070540183375,2999.03955078125,2999.03955078125
2995200,2888.2855192721686,3021.045654296875,3021.045654296875,3756.1261479432865,3729.592041015625,3729.592041015625,1579.8398667633571,1529.4193115234375,1529.4193115234375,3069.4041373118976,3137.856201171875,3137.856201171875,2472.598488596958,2402.896728515625,2402.896728515625
3072000,3093.2442240864857,3229.498046875,3229.498046875,3713.145947118192,3685.91357421875,3685.91357421875,2398.9114744567596,2347.1640625,2347.1640625,3256.8495933821946,3327.10302734375,3327.10302734375,3617.6861634099537,3546.150146484375,3546.150146484375
3148800,2099.4751456976774,2239.22265625,2239.22265625,4011.1996818399725,3983.26904296875,3983.26904296875,2617.6406749236,2564.56640625,2564.56640625,2230.792363905616,2302.84716796875,2302.84716796875,2942.995273769824,2869.625,2869.625
3225600,2703.9787723869945,2847.219970703125,2847.219970703125,4005.868895077378,3977.239990234375,3977.239990234375,1963.159304101377,1908.7581787109375,1908.7581787109375,1911.4066432181003,1985.2628173828125,1985.2628173828125,2154.74749936407,2079.54296875,2079.54296875
3302400,2896.144508451311,3042.87939453125,3042.87939453125,4146.029807533533,4116.70263671875,4116.70263671875,2904.20796257603,2848.47998046875,2848.47998046875,2793.2345455774594,2868.89208984375,2868.89208984375,3105.1938167551903,3028.155029296875,3028.155029296875
3379200,2230.2511624843783,2380.479736328125,2380.479736328125,4024.391647724064,3994.3662109375,3994.3662109375,2549.0418993709945,2491.987060546875,2491.987060546875,3855.532296569631,3932.9912109375,3932.9912109375,3387.572751333811,3308.69970703125,3308.69970703125
3456000,3485.44643956432,3639.168701171875,3639.168701171875,3985.9688199458446,3955.2451171875,3955.2451171875,2273.8477599940848,2215.466064453125,2215.466064453125,2785.0319518586775,2864.292236328125,2864.292236328125,3228.8506116936815,3148.143310546875,3148.143310546875
3532800,3909.073113128637,4066.2890625,4066.2890625,3888.992281230125,3857.5703125,3857.5703125,2611.8508862421745,2552.142333984375,2552.142333984375,3335.366812225849,3416.428466796875,3416.428466796875,4113.304985725427,4030.763427734375,4030.763427734375
3609600,3800.180255442954,3960.889892578125,3960.889892578125,4194.161250326906,4162.041015625,4162.041015625,2020.5734949121395,1959.5380859375,1959.5380859375,3999.825940171146,4082.68896484375,4082.68896484375,3491.6101898352977,3407.234375,3407.234375
3686400,4379.390425101021,4543.59375,4543.59375,4264.371723329937,4231.55322265625,4231.55322265625,2986.3727637383545,2924.010498046875,2924.010498046875,4024.3653903820677,4109.02978515625,4109.02978515625,3445.4503060545435,3359.240234375,3359.240234375
3763200,4072.581307649713,4240.2783203125,4240.2783203125,4453.680829145467,4420.1640625,4420.1640625,2824.0240833458197,2760.3349609375,2760.3349609375,4033.6616765304893,4120.12744140625,4120.12744140625,3662.509660555039,3574.46533203125,3574.46533203125
3840000,3630.447971448405,3801.638671875,3801.638671875,4110.098577539123,4075.883544921875,4075.883544921875,3265.3912232657844,3200.375244140625,3200.375244140625,2800.380081819536,2888.647216796875,2888.647216796875,3127.2037806805347,3037.3251953125,3037.3251953125
3916800,3835.5260610283467,4010.21044921875,4010.21044921875,4054.863249760903,4019.949951171875,4019.949951171875,3915.4170545919997,3849.07421875,3849.07421875,3674.2569343742075,3764.325439453125,3764.325439453125,3203.42329143103,3111.71044921875,3111.71044921875
3993600,2844.162256077039,3022.34033203125,3022.34033203125,4203.253166123309,4167.6416015625,4167.6416015625,4398.766372246339,4331.0966796875,4331.0966796875,3098.224851382004,3190.0947265625,3190.0947265625,2775.322245540901,2681.775146484375,2681.775146484375
4070400,2957.1265761257305,3138.79833984375,3138.79833984375,4393.628678188839,4357.31884765625,4357.31884765625,3507.9931313069296,3438.99658203125,3438.99658203125,3526.9940379210507,3620.665283203125,3620.665283203125,3863.1682211351463,3767.786865234375,3767.786865234375
4147200,3414.8670192212976,3600.032470703125,3600.032470703125,4393.05692462937,4356.048828125,4356.048828125,2447.1085622425194,2376.78515625,2376.78515625,3913.7366131319727,4009.209228515625,4009.209228515625,3384.321813916892,3287.106201171875,3287.106201171875
4224000,2844.7363685668643,3033.3955078125,3033.3955078125,4244.8601710699,4207.15380859375,4207.15380859375,2940.7987002093596,2869.1484375,2869.1484375,3922.9096082647693,4020.18359375,4020.18359375,3516.4932289642625,3417.443359375,3417.443359375
4300800,3590.3791554124314,3782.531982421875,3782.531982421875,4423.369960479181,4384.96533203125,4384.96533203125,3152.5720901293244,3079.594970703125,3079.594970703125,4249.69808191319,4348.7734375,4348.7734375,3779.4131791678833,3678.529052734375,3678.529052734375
4377600,2645.4494324923735,2841.095947265625,2841.095947265625,4535.488148325961,4496.38525390625,4496.38525390625,2770.0376187211646,2695.733642578125,2695.733642578125,3765.5969071241125,3866.4736328125,3866.4736328125,3195.5501703871287,3092.831787109375,3092.831787109375
4454400,3766.400080666065,3965.540283203125,3965.540283203125,4545.443738516492,4505.642578125,4505.642578125,3211.7370340317543,3136.106201171875,3136.106201171875,3698.732060460034,3801.41015625,3801.41015625,2715.2013217626245,2610.648681640625,2610.648681640625
4531200,3709.7135218085073,3912.347412109375,3912.347412109375,4637.7430787070225,4597.24365234375,4597.24365234375,2508.9086173110945,2431.950927734375,2431.950927734375,3856.4724384053306,3960.951904296875,3960.951904296875,2723.68694579437,2617.300048828125,2617.300048828125
4608000,4156.951523497824,4363.0791015625,4363.0791015625,4557.792907178803,4516.59521484375,4516.59521484375,3289.5089115279343,3211.224365234375,3211.224365234375,4109.918871038128,4216.19970703125,4216.19970703125,1768.494713380803,1660.2735595703125,1660.2735595703125
4684800,4403.031566202766,4612.65283203125,4612.65283203125,4442.781212213084,4400.88525390625,4400.88525390625,3491.1150651197745,3411.503662109375,3411.503662109375,2780.682930624049,2888.76513671875,2888.76513671875,2670.086660654736,2560.03125,2560.03125
4761600,4339.331335470208,4552.4462890625,4552.4462890625,4124.931626622364,4082.33740234375,4082.33740234375,3760.4753691022393,3679.537109375,3679.537109375,2242.212126928721,2352.095703125,2352.095703125,2693.878437030232,2581.98876953125,2581.98876953125
4838400,4610.22290161265,4826.83154296875,4826.83154296875,4127.015634781645,4083.72314453125,4083.72314453125,2815.2587687878295,2732.99365234375,2732.99365234375,3328.5330712802674,3440.218017578125,3440.218017578125,2645.6636216088523,2531.939697265625,2531.939697265625
4915200,3709.335659161342,3929.43798828125,3929.43798828125,3778.6452972378,3734.654541015625,3734.654541015625,3317.127129410919,3233.53515625,3233.53515625,3146.104015631814,3259.59033203125,3259.59033203125,2634.091628453098,2518.533447265625,2518.533447265625
4992000,3593.0345983506586,3816.630615234375,3816.630615234375,3686.4526940689557,3641.763671875,3641.763671875,3190.3043279246344,3105.385498046875,3105.385498046875,2527.0968349833606,2642.384521484375,2642.384521484375,2570.0306216254685,2452.63818359375,2452.63818359375
5068800,3849.5533617587257,4076.64306640625,4076.64306640625,2911.822102618861,2866.434814453125,2866.434814453125,3316.340901438349,3230.09521484375,3230.09521484375,2484.139703163032,2601.228759765625,2601.228759765625,3742.7735698759643,3623.546875,3623.546875
5145600,3208.591412276168,3439.1748046875,3439.1748046875,1852.515974059392,1806.430419921875,1806.430419921875,4015.8533050301894,3928.28076171875,3928.28076171875,2306.738967827079,2425.62939453125,2425.62939453125,3487.3902974233347,3366.329345703125,3366.329345703125
5222400,3467.9155956061095,3701.99267578125,3701.99267578125,2228.3658513592973,2181.58203125,2181.58203125,3538.285142215779,3449.3857421875,3449.3857421875,2612.2295899130004,2732.92138671875,2732.92138671875,2477.3634702832055,2354.46826171875,2354.46826171875
5299200,3683.6897301079266,3921.260498046875,3921.260498046875,2846.3106993623283,2798.82861328125,2798.82861328125,3833.0219110419944,3742.795654296875,3742.795654296875,3270.9565401239224,3393.44970703125,3393.44970703125,3638.457248611826,3513.727783203125,3513.727783203125
5376000,4271.060544297244,4512.125,4512.125,3272.225273927859,3224.044921875,3224.044921875,4042.690808774459,3951.1376953125,3951.1376953125,3831.416400491094,3955.7109375,3955.7109375,3181.7058120966967,3055.14208984375,3055.14208984375
5452800,3723.5907823146854,3968.14892578125,3968.14892578125,2940.9279344308893,2892.04931640625,2892.04931640625,3697.6294818975493,3604.74951171875,3604.74951171875,2989.3171788270156,3115.4130859375,3115.4130859375,1833.144561128442,1704.74658203125,1704.74658203125
5529600,3966.6044187696275,4214.65625,4214.65625,3523.053690637045,3473.476806640625,3473.476806640625,2725.317178458139,2631.1103515625,2631.1103515625,2498.168640756687,2626.06591796875,2626.06591796875,2155.0834322305004,2024.8511962890625,2024.8511962890625
5606400,1814.2301157714444,2065.775634765625,2065.775634765625,3477.5043980150754,3427.229248046875,3427.229248046875,3058.1611250187293,2962.62744140625,2962.62744140625,3218.9956886238588,3348.6943359375,3348.6943359375,3206.0723521606833,3074.005859375,3074.005859375
5683200,2857.6805198045113,3112.7197265625,3112.7197265625,2654.977322189981,2604.00390625,2604.00390625,2482.6520442355695,2385.79150390625,2385.79150390625,2362.5451486004054,2494.045166015625,2494.045166015625,3312.739860958054,3178.839111328125,3178.839111328125
5760000,3438.024722665703,3696.5576171875,3696.5576171875,2087.308034450824,2035.6363525390625,2035.6363525390625,2585.1561470461593,2486.96875,2486.96875,2249.836063655077,2383.137451171875,2383.137451171875,3747.7552701460495,3612.020263671875,3612.020263671875
5836800,2986.172636464395,3248.19921875,3248.19921875,2328.055983039792,2275.68603515625,2275.68603515625,3128.2488729036245,3028.734619140625,3028.734619140625,3538.611597850374,3673.71435546875,3673.71435546875,3587.9359625371703,3450.36669921875,3450.36669921875
5913600,3394.381097138087,3659.9013671875,3659.9013671875,2799.0848154178225,2746.0166015625,2746.0166015625,3127.9338839173392,3027.0927734375,3027.0927734375,3730.9645246237956,3867.86865234375,3867.86865234375,3056.5766158657907,2917.173095703125,2917.173095703125
5990400,4115.144245311779,4384.158203125,4384.158203125,3040.310425139603,2986.5439453125,2986.5439453125,3677.4926742279295,3575.32470703125,3575.32470703125,3540.253486553467,3678.958984375,3678.958984375,3728.3857262256615,3587.14794921875,3587.14794921875
6067200,3718.335127860471,3990.8427734375,3990.8427734375,3250.8937008770085,3196.428955078125,3196.428955078125,3452.658886413519,3349.1640625,3349.1640625,3074.6371750456387,3215.14404296875,3215.14404296875,3461.116711585532,3318.044677734375,3318.044677734375
6144000,4271.372690096663,4547.3740234375,4547.3740234375,3737.092210989414,3681.92919921875,3681.92919921875,3983.8204599272344,3878.998779296875,3878.998779296875,3595.5037736940603,3737.81201171875,3737.81201171875,4377.211954757902,4232.3056640625,4232.3056640625
6220800,4388.027928114105,4667.52294921875,4667.52294921875,4304.563914461195,4248.70263671875,4248.70263671875,3624.540627190949,3518.39208984375,3518.39208984375,3239.769298123732,3383.87890625,3383.87890625,4555.689278008398,4408.94873046875,4408.94873046875
6297600,4490.496642694046,4773.4853515625,4773.4853515625,4370.964328870476,4314.40478515625,4314.40478515625,3470.3420932827894,3362.86669921875,3362.86669921875,3750.8436604440285,3896.754638671875,3896.754638671875,4820.081640321394,4671.5068359375,4671.5068359375
6374400,4720.236353367739,5006.71875,5006.71875,4354.829098748506,4297.5712890625,4297.5712890625,4340.336918749629,4231.53466796875,4231.53466796875,3986.2935110455755,4134.005859375,4134.005859375,4810.57165888439,4660.16259765625,4660.16259765625
6451200,3972.1308491976806,4262.10693359375,4262.10693359375,4650.084005345287,4592.1279296875,4592.1279296875,3543.5578184352194,3433.4287109375,3433.4287109375,3553.401808912747,3702.91552734375,3702.91552734375,4888.273591509885,4736.0302734375,4736.0302734375
6528000,4256.353958308872,4549.82373046875,4549.82373046875,4657.961958817067,4599.3076171875,4599.3076171875,3783.630768902059,3672.1748046875,3672.1748046875,3893.2176263111687,4044.53271484375,4044.53271484375,4582.9276725728805,4428.85009765625,4428.85009765625
6604800,3852.5638838263144,4149.52734375,4149.52734375,4947.118232601348,4887.765625,4887.765625,4112.152205697024,3999.369384765625,3999.369384765625,4358.459224959591,4511.57568359375,4511.57568359375,4435.304409885876,4279.392578125,4279.392578125
6681600,4227.5902155937565,4528.04736328125,4528.04736328125,4429.954682166878,4369.90380859375,4369.90380859375,4438.710263585739,4324.6005859375,4324.6005859375,4315.889788451762,4470.8076171875,4470.8076171875,3471.6425729801217,3313.896484375,3313.896484375
6758400,4549.392426267448,4853.34326171875,4853.34326171875,3729.3734071230338,3668.624267578125,3668.624267578125,4575.840342958829,4460.40380859375,4460.40380859375,4482.331094131434,4639.05029296875,4639.05029296875,4093.9326403712425,3934.352294921875,3934.352294921875
6835200,4513.47442209739,4820.9189453125,4820.9189453125,3889.8385187979393,3828.39111328125,3828.39111328125,4953.1437621756695,4836.38037109375,4836.38037109375,4757.858825592355,4916.37939453125,4916.37939453125,4380.106496824863,4218.69189453125,4218.69189453125
6912000,4585.252218708582,4896.1904296875,4896.1904296875,4375.26969492597,4313.1240234375,4313.1240234375,4246.316810298759,4128.2265625,4128.2265625,4621.552084397027,4781.8740234375,4781.8740234375,3838.9810368722337,3675.732177734375,3675.732177734375
6988800,4206.065659851024,4520.49755859375,4520.49755859375,4873.1530194915,4810.30908203125,4810.30908203125,3692.511098656224,3573.093994140625,3573.093994140625,4682.388897889198,4844.51220703125,4844.51220703125,3695.715928482104,3530.6328125,3530.6328125
7065600,4443.012401774716,4760.93798828125,4760.93798828125,4599.807340150781,4536.26513671875,4536.26513671875,3747.2857092793142,3626.541748046875,3626.541748046875,4158.05237153762,4321.97705078125,4321.97705078125,3128.18006813885,2961.2626953125,2961.2626953125
7142400,4692.210120260908,5013.62939453125,5013.62939453125,4811.330801435061,4747.09033203125,4747.09033203125,4554.292985918029,4432.22216796875,4432.22216796875,4160.960474092292,4326.6865234375,4326.6865234375,3565.5443542799703,3396.792724609375,3396.792724609375
7219200,4718.8248309346,5043.73779296875,5043.73779296875,3945.566665063092,3880.6279296875,3880.6279296875,4757.655975447369,4634.25830078125,4634.25830078125,4526.850998521963,4694.37841796875,4694.37841796875,4253.983103311716,4083.397216796875,4083.397216796875
7296000,4088.729092389542,4417.1357421875,4417.1357421875,3350.4065325973725,3284.76953125,3284.76953125,5124.047773570459,4999.3232421875,4999.3232421875,3945.268378420385,4114.59716796875,4114.59716796875,4834.798073046587,4662.3779296875,4662.3779296875
7372800,3699.4663616569837,4031.36669921875,4031.36669921875,3518.132386459778,3451.797119140625,3451.797119140625,3874.775020912299,3748.7236328125,3748.7236328125,3793.9906899594316,3965.120849609375,3965.120849609375,2857.6821345783324,2683.427734375,2683.427734375
7449600,4350.121111393176,4685.51513671875,4685.51513671875,3470.0430547753085,3403.009521484375,3403.009521484375,3845.925852238514,3718.547607421875,3718.547607421875,4046.5650522797287,4219.49658203125,4219.49658203125,3659.2966648600777,3483.2080078125,3483.2080078125
7526400,4266.6684392543675,4605.55615234375,4605.55615234375,4214.434435981464,4146.70263671875,4146.70263671875,4258.804222627229,4130.09912109375,4130.09912109375,3786.9948833500252,3961.727783203125,3961.727783203125,4037.2632459230736,3859.34033203125,3859.34033203125
7603200,4433.85248586556,4776.23388671875,4776.23388671875,3997.090709765745,3928.66064453125,3928.66064453125,4821.001684812819,4690.9697265625,4690.9697265625,4432.508698795322,4609.04296875,4609.04296875,2709.200041829819,2529.44287109375,2529.44287109375
7680000,3881.0267668517517,4226.90185546875,4226.90185546875,4481.651768706275,4412.5234375,4412.5234375,4572.170826685909,4440.81201171875,4440.81201171875,4513.718070881244,4692.0537109375,4692.0537109375,3717.6934783615648,3536.10205078125,3536.10205078125
7756800,3392.9810771348184,3742.349853515625,3742.349853515625,4725.601987803056,4655.775390625,4655.775390625,3727.741824027749,3595.05615234375,3595.05615234375,4575.536817967165,4755.673828125,4755.673828125,4384.01113364331,4200.58544921875,4200.58544921875
7833600,3690.3335807772605,4043.196044921875,4043.196044921875,4985.393027212336,4914.8681640625,4914.8681640625,4429.078934650839,4295.06640625,4295.06640625,4695.145604115587,4877.083984375,4877.083984375,4043.751640487556,3858.49169921875,3858.49169921875
7910400,4073.521289497827,4429.87744140625,4429.87744140625,4953.370101777867,4882.14697265625,4882.14697265625,4904.478545273929,4769.13916015625,4769.13916015625,4701.870112920258,4885.60986328125,4885.60986328125,4205.559041863052,4018.46484375,4018.46484375
7987200,3912.1511368902693,4272.0009765625,4272.0009765625,4826.622566968397,4754.701171875,4754.701171875,4934.778546522019,4798.1123046875,4798.1123046875,4751.45106703743,4936.9921875,4936.9921875,4593.896716676047,4404.96826171875,4404.96826171875
8064000,4446.257546782711,4809.60107421875,4809.60107421875,4794.695344658928,4722.07568359375,4722.07568359375,4171.193293863859,4033.2001953125,4033.2001953125,4701.437294592101,4888.77978515625,4888.77978515625,5120.4580243015425,4929.6953125,4929.6953125
