Relative Time (Process),FOWM_AntEnv_sweep_2 - _step,FOWM_AntEnv_sweep_2 - _step__MIN,FOWM_AntEnv_sweep_2 - _step__MAX,FOWM_AntEnv_sweep_2 - rewards,FOWM_AntEnv_sweep_2 - rewards__MIN,FOWM_AntEnv_sweep_2 - rewards__MAX,FOWM_AntEnv_sweep_1 - _step,FOWM_AntEnv_sweep_1 - _step__MIN,FOWM_AntEnv_sweep_1 - _step__MAX,FOWM_AntEnv_sweep_1 - rewards,FOWM_AntEnv_sweep_1 - rewards__MIN,FOWM_AntEnv_sweep_1 - rewards__MAX,FOWM_AntEnv_sweep_0 - _step,FOWM_AntEnv_sweep_0 - _step__MIN,FOWM_AntEnv_sweep_0 - _step__MAX,FOWM_AntEnv_sweep_0 - rewards,FOWM_AntEnv_sweep_0 - rewards__MIN,FOWM_AntEnv_sweep_0 - rewards__MAX
243,2891776.0,2891776.0,2891776.0,31.809959411621097,31.809959411621097,31.809959411621097,,,,,,,,,,,,
259,,,,,,,,,,,,,2883584.0,2883584.0,2883584.0,51.95942687988281,51.95942687988281,51.95942687988281
267,,,,,,,2883584.0,2883584.0,2883584.0,33.711273193359375,33.711273193359375,33.711273193359375,,,,,,
280,3301376.0,3301376.0,3301376.0,31.481258392333984,31.481258392333984,31.481258392333984,,,,,,,,,,,,
295,,,,,,,,,,,,,3293184.0,3293184.0,3293184.0,34.842716217041016,34.842716217041016,34.842716217041016
305,,,,,,,3293184.0,3293184.0,3293184.0,34.950923919677734,34.950923919677734,34.950923919677734,,,,,,
317,3710976.0,3710976.0,3710976.0,32.626705169677734,32.626705169677734,32.626705169677734,,,,,,,,,,,,
332,,,,,,,,,,,,,3702784.0,3702784.0,3702784.0,32.26584243774414,32.26584243774414,32.26584243774414
343,,,,,,,3702784.0,3702784.0,3702784.0,34.70291519165039,34.70291519165039,34.70291519165039,,,,,,
354,4120576.0,4120576.0,4120576.0,35.4239616394043,35.4239616394043,35.4239616394043,,,,,,,,,,,,
367,,,,,,,,,,,,,4112384.0,4112384.0,4112384.0,111.4625244140625,111.4625244140625,111.4625244140625
380,,,,,,,4112384.0,4112384.0,4112384.0,37.120418548583984,37.120418548583984,37.120418548583984,,,,,,
392,4530176.0,4530176.0,4530176.0,33.80537033081055,33.80537033081055,33.80537033081055,,,,,,,,,,,,
399,,,,,,,,,,,,,4521984.0,4521984.0,4521984.0,36.58512878417969,36.58512878417969,36.58512878417969
417,,,,,,,4521984.0,4521984.0,4521984.0,37.97336959838867,37.97336959838867,37.97336959838867,,,,,,
429,4939776.0,4939776.0,4939776.0,38.72086334228515,38.72086334228515,38.72086334228515,,,,,,,,,,,,
436,,,,,,,,,,,,,4931584.0,4931584.0,4931584.0,29.946380615234375,29.946380615234375,29.946380615234375
454,,,,,,,4931584.0,4931584.0,4931584.0,34.638267517089844,34.638267517089844,34.638267517089844,,,,,,
466,5349376.0,5349376.0,5349376.0,43.88639068603515,43.88639068603515,43.88639068603515,,,,,,,,,,,,
473,,,,,,,,,,,,,5341184.0,5341184.0,5341184.0,30.279924392700195,30.279924392700195,30.279924392700195
491,,,,,,,5341184.0,5341184.0,5341184.0,35.15716552734375,35.15716552734375,35.15716552734375,,,,,,
502,5758976.0,5758976.0,5758976.0,77.89503479003906,77.89503479003906,77.89503479003906,,,,,,,,,,,,
510,,,,,,,,,,,,,5750784.0,5750784.0,5750784.0,34.26833724975586,34.26833724975586,34.26833724975586
528,,,,,,,5750784.0,5750784.0,5750784.0,33.35736083984375,33.35736083984375,33.35736083984375,,,,,,
539,6168576.0,6168576.0,6168576.0,35.73896408081055,35.73896408081055,35.73896408081055,,,,,,,,,,,,
546,,,,,,,,,,,,,6160384.0,6160384.0,6160384.0,31.91143798828125,31.91143798828125,31.91143798828125
565,,,,,,,6160384.0,6160384.0,6160384.0,32.68058395385742,32.68058395385742,32.68058395385742,,,,,,
576,6578176.0,6578176.0,6578176.0,39.32982635498047,39.32982635498047,39.32982635498047,,,,,,,,,,,,
583,,,,,,,,,,,,,6569984.0,6569984.0,6569984.0,33.070106506347656,33.070106506347656,33.070106506347656
603,,,,,,,6569984.0,6569984.0,6569984.0,33.11893081665039,33.11893081665039,33.11893081665039,,,,,,
612,6987776.0,6987776.0,6987776.0,37.31817626953125,37.31817626953125,37.31817626953125,,,,,,,,,,,,
621,,,,,,,,,,,,,6979584.0,6979584.0,6979584.0,34.08529281616211,34.08529281616211,34.08529281616211
640,,,,,,,6979584.0,6979584.0,6979584.0,33.4516487121582,33.4516487121582,33.4516487121582,,,,,,
648,7397376.0,7397376.0,7397376.0,34.992454528808594,34.992454528808594,34.992454528808594,,,,,,,,,,,,
658,,,,,,,,,,,,,7389184.0,7389184.0,7389184.0,36.0059700012207,36.0059700012207,36.0059700012207
678,,,,,,,7389184.0,7389184.0,7389184.0,34.10784912109375,34.10784912109375,34.10784912109375,,,,,,
684,7806976.0,7806976.0,7806976.0,40.98512649536133,40.98512649536133,40.98512649536133,,,,,,,,,,,,
696,,,,,,,,,,,,,7798784.0,7798784.0,7798784.0,34.66915512084961,34.66915512084961,34.66915512084961
715,,,,,,,7798784.0,7798784.0,7798784.0,34.91223907470703,34.91223907470703,34.91223907470703,,,,,,
721,8216576.0,8216576.0,8216576.0,38.89189529418945,38.89189529418945,38.89189529418945,,,,,,,,,,,,
732,,,,,,,,,,,,,8208384.0,8208384.0,8208384.0,37.24667739868164,37.24667739868164,37.24667739868164
752,,,,,,,8208384.0,8208384.0,8208384.0,34.47459411621094,34.47459411621094,34.47459411621094,,,,,,
757,8626176.0,8626176.0,8626176.0,37.34829330444336,37.34829330444336,37.34829330444336,,,,,,,,,,,,
769,,,,,,,,,,,,,8617984.0,8617984.0,8617984.0,37.836647033691406,37.836647033691406,37.836647033691406
789,,,,,,,8617984.0,8617984.0,8617984.0,35.731529235839844,35.731529235839844,35.731529235839844,,,,,,
792,9035776.0,9035776.0,9035776.0,52.39620590209961,52.39620590209961,52.39620590209961,,,,,,,,,,,,
806,,,,,,,,,,,,,9027584.0,9027584.0,9027584.0,35.95509338378906,35.95509338378906,35.95509338378906
826,,,,,,,9027584.0,9027584.0,9027584.0,35.19877243041992,35.19877243041992,35.19877243041992,,,,,,
828,9445376.0,9445376.0,9445376.0,58.56432342529297,58.56432342529297,58.56432342529297,,,,,,,,,,,,
843,,,,,,,,,,,,,9437184.0,9437184.0,9437184.0,35.325531005859375,35.325531005859375,35.325531005859375
863,9854976.0,9854976.0,9854976.0,48.077117919921875,48.077117919921875,48.077117919921875,9437184.0,9437184.0,9437184.0,35.63846969604492,35.63846969604492,35.63846969604492,,,,,,
879,,,,,,,,,,,,,9846784.0,9846784.0,9846784.0,38.34788513183594,38.34788513183594,38.34788513183594
898,10264576.0,10264576.0,10264576.0,34.052330017089844,34.052330017089844,34.052330017089844,,,,,,,,,,,,
900,,,,,,,9846784.0,9846784.0,9846784.0,36.717041015625,36.717041015625,36.717041015625,,,,,,
916,,,,,,,,,,,,,10256384.0,10256384.0,10256384.0,37.685935974121094,37.685935974121094,37.685935974121094
934,10674176.0,10674176.0,10674176.0,36.65671920776367,36.65671920776367,36.65671920776367,,,,,,,,,,,,
938,,,,,,,10256384.0,10256384.0,10256384.0,35.5012321472168,35.5012321472168,35.5012321472168,,,,,,
952,,,,,,,,,,,,,10665984.0,10665984.0,10665984.0,39.32777404785156,39.32777404785156,39.32777404785156
970,11083776.0,11083776.0,11083776.0,38.36152267456055,38.36152267456055,38.36152267456055,,,,,,,,,,,,
975,,,,,,,10665984.0,10665984.0,10665984.0,35.08298873901367,35.08298873901367,35.08298873901367,,,,,,
988,,,,,,,,,,,,,11075584.0,11075584.0,11075584.0,35.85688018798828,35.85688018798828,35.85688018798828
1006,11493376.0,11493376.0,11493376.0,46.95163345336914,46.95163345336914,46.95163345336914,,,,,,,,,,,,
1012,,,,,,,11075584.0,11075584.0,11075584.0,35.32634353637695,35.32634353637695,35.32634353637695,,,,,,
1024,,,,,,,,,,,,,11485184.0,11485184.0,11485184.0,35.49671173095703,35.49671173095703,35.49671173095703
1041,11902976.0,11902976.0,11902976.0,50.68864822387695,50.68864822387695,50.68864822387695,,,,,,,,,,,,
1049,,,,,,,11485184.0,11485184.0,11485184.0,37.23356628417969,37.23356628417969,37.23356628417969,,,,,,
1060,,,,,,,,,,,,,11894784.0,11894784.0,11894784.0,40.09105682373047,40.09105682373047,40.09105682373047
1076,12312576.0,12312576.0,12312576.0,54.10755920410156,54.10755920410156,54.10755920410156,,,,,,,,,,,,
1086,,,,,,,11894784.0,11894784.0,11894784.0,36.12061309814453,36.12061309814453,36.12061309814453,,,,,,
1096,,,,,,,,,,,,,12304384.0,12304384.0,12304384.0,40.055198669433594,40.055198669433594,40.055198669433594
1111,12722176.0,12722176.0,12722176.0,43.0168342590332,43.0168342590332,43.0168342590332,,,,,,,,,,,,
1123,,,,,,,12304384.0,12304384.0,12304384.0,36.38900375366211,36.38900375366211,36.38900375366211,,,,,,
1132,,,,,,,,,,,,,12713984.0,12713984.0,12713984.0,39.29160690307617,39.29160690307617,39.29160690307617
1146,13131776.0,13131776.0,13131776.0,47.29544448852539,47.29544448852539,47.29544448852539,,,,,,,,,,,,
1160,,,,,,,12713984.0,12713984.0,12713984.0,56.37843704223633,56.37843704223633,56.37843704223633,,,,,,
1167,,,,,,,,,,,,,13123584.0,13123584.0,13123584.0,39.63410949707031,39.63410949707031,39.63410949707031
1183,13541376.0,13541376.0,13541376.0,55.95516586303711,55.95516586303711,55.95516586303711,,,,,,,,,,,,
1195,,,,,,,13123584.0,13123584.0,13123584.0,37.39410400390625,37.39410400390625,37.39410400390625,,,,,,
1205,,,,,,,,,,,,,13533184.0,13533184.0,13533184.0,38.35588073730469,38.35588073730469,38.35588073730469
1217,13950976.0,13950976.0,13950976.0,51.237274169921875,51.237274169921875,51.237274169921875,,,,,,,,,,,,
1232,,,,,,,13533184.0,13533184.0,13533184.0,41.84408187866211,41.84408187866211,41.84408187866211,,,,,,
1240,,,,,,,,,,,,,13942784.0,13942784.0,13942784.0,39.15731048583984,39.15731048583984,39.15731048583984
1252,14360576.0,14360576.0,14360576.0,52.09636688232422,52.09636688232422,52.09636688232422,,,,,,,,,,,,
1268,,,,,,,13942784.0,13942784.0,13942784.0,38.41353988647461,38.41353988647461,38.41353988647461,,,,,,
1275,,,,,,,,,,,,,14352384.0,14352384.0,14352384.0,41.66571044921875,41.66571044921875,41.66571044921875
1286,14770176.0,14770176.0,14770176.0,55.732723236083984,55.732723236083984,55.732723236083984,,,,,,,,,,,,
1304,,,,,,,14352384.0,14352384.0,14352384.0,44.613338470458984,44.613338470458984,44.613338470458984,,,,,,
1310,,,,,,,,,,,,,14761984.0,14761984.0,14761984.0,40.07167053222656,40.07167053222656,40.07167053222656
1320,15179776.0,15179776.0,15179776.0,54.69356918334961,54.69356918334961,54.69356918334961,,,,,,,,,,,,
1340,,,,,,,14761984.0,14761984.0,14761984.0,43.40249252319336,43.40249252319336,43.40249252319336,,,,,,
1345,,,,,,,,,,,,,15171584.0,15171584.0,15171584.0,40.42421340942383,40.42421340942383,40.42421340942383
1354,15589376.0,15589376.0,15589376.0,46.55714416503906,46.55714416503906,46.55714416503906,,,,,,,,,,,,
1375,,,,,,,15171584.0,15171584.0,15171584.0,55.438377380371094,55.438377380371094,55.438377380371094,,,,,,
1381,,,,,,,,,,,,,15581184.0,15581184.0,15581184.0,37.868656158447266,37.868656158447266,37.868656158447266
1388,15998976.0,15998976.0,15998976.0,52.09501266479492,52.09501266479492,52.09501266479492,,,,,,,,,,,,
1411,,,,,,,15581184.0,15581184.0,15581184.0,41.01145553588867,41.01145553588867,41.01145553588867,,,,,,
1416,,,,,,,,,,,,,15990784.0,15990784.0,15990784.0,40.743370056152344,40.743370056152344,40.743370056152344
1422,16408576.0,16408576.0,16408576.0,51.57144546508789,51.57144546508789,51.57144546508789,,,,,,,,,,,,
1446,,,,,,,15990784.0,15990784.0,15990784.0,46.10801315307617,46.10801315307617,46.10801315307617,,,,,,
1451,,,,,,,,,,,,,16400384.0,16400384.0,16400384.0,41.16590881347656,41.16590881347656,41.16590881347656
1456,16818176.0,16818176.0,16818176.0,51.26942443847656,51.26942443847656,51.26942443847656,,,,,,,,,,,,
1481,,,,,,,16400384.0,16400384.0,16400384.0,37.26063537597656,37.26063537597656,37.26063537597656,,,,,,
1486,,,,,,,,,,,,,16809984.0,16809984.0,16809984.0,39.39706039428711,39.39706039428711,39.39706039428711
1490,17227776.0,17227776.0,17227776.0,54.209529876708984,54.209529876708984,54.209529876708984,,,,,,,,,,,,
1516,,,,,,,16809984.0,16809984.0,16809984.0,44.07793426513672,44.07793426513672,44.07793426513672,,,,,,
1522,,,,,,,,,,,,,17219584.0,17219584.0,17219584.0,39.42868423461914,39.42868423461914,39.42868423461914
1525,17637376.0,17637376.0,17637376.0,51.611141204833984,51.611141204833984,51.611141204833984,,,,,,,,,,,,
1551,,,,,,,17219584.0,17219584.0,17219584.0,43.22490310668945,43.22490310668945,43.22490310668945,,,,,,
1557,,,,,,,,,,,,,17629184.0,17629184.0,17629184.0,39.4018440246582,39.4018440246582,39.4018440246582
1558,18046976.0,18046976.0,18046976.0,57.90991973876953,57.90991973876953,57.90991973876953,,,,,,,,,,,,
1585,,,,,,,17629184.0,17629184.0,17629184.0,62.96038055419922,62.96038055419922,62.96038055419922,,,,,,
1592,18456576.0,18456576.0,18456576.0,58.595947265625,58.595947265625,58.595947265625,,,,,,,18038784.0,18038784.0,18038784.0,36.76328659057617,36.76328659057617,36.76328659057617
1619,,,,,,,18038784.0,18038784.0,18038784.0,53.94036865234375,53.94036865234375,53.94036865234375,,,,,,
1626,18866176.0,18866176.0,18866176.0,55.74308395385742,55.74308395385742,55.74308395385742,,,,,,,,,,,,
1628,,,,,,,,,,,,,18448384.0,18448384.0,18448384.0,37.85143280029297,37.85143280029297,37.85143280029297
1653,,,,,,,18448384.0,18448384.0,18448384.0,50.662113189697266,50.662113189697266,50.662113189697266,,,,,,
1660,19275776.0,19275776.0,19275776.0,52.55388641357422,52.55388641357422,52.55388641357422,,,,,,,,,,,,
1661,,,,,,,,,,,,,18857984.0,18857984.0,18857984.0,74.6527099609375,74.6527099609375,74.6527099609375
1687,,,,,,,18857984.0,18857984.0,18857984.0,47.297000885009766,47.297000885009766,47.297000885009766,,,,,,
1694,19685376.0,19685376.0,19685376.0,54.469696044921875,54.469696044921875,54.469696044921875,,,,,,,,,,,,
1696,,,,,,,,,,,,,19267584.0,19267584.0,19267584.0,41.335540771484375,41.335540771484375,41.335540771484375
1721,,,,,,,19267584.0,19267584.0,19267584.0,51.72573471069336,51.72573471069336,51.72573471069336,,,,,,
1728,20094976.0,20094976.0,20094976.0,57.93611145019531,57.93611145019531,57.93611145019531,,,,,,,,,,,,
1732,,,,,,,,,,,,,19677184.0,19677184.0,19677184.0,39.5667610168457,39.5667610168457,39.5667610168457
1754,,,,,,,19677184.0,19677184.0,19677184.0,47.833621978759766,47.833621978759766,47.833621978759766,,,,,,
1762,20504576.0,20504576.0,20504576.0,59.96397399902344,59.96397399902344,59.96397399902344,,,,,,,,,,,,
1767,,,,,,,,,,,,,20086784.0,20086784.0,20086784.0,37.71653366088867,37.71653366088867,37.71653366088867
1788,,,,,,,20086784.0,20086784.0,20086784.0,57.05170822143555,57.05170822143555,57.05170822143555,,,,,,
1796,20914176.0,20914176.0,20914176.0,57.37860107421875,57.37860107421875,57.37860107421875,,,,,,,,,,,,
1803,,,,,,,,,,,,,20496384.0,20496384.0,20496384.0,38.249961853027344,38.249961853027344,38.249961853027344
1822,,,,,,,20496384.0,20496384.0,20496384.0,53.98127746582031,53.98127746582031,53.98127746582031,,,,,,
1830,21323776.0,21323776.0,21323776.0,54.24919891357422,54.24919891357422,54.24919891357422,,,,,,,,,,,,
1838,,,,,,,,,,,,,20905984.0,20905984.0,20905984.0,39.09645462036133,39.09645462036133,39.09645462036133
1856,,,,,,,20905984.0,20905984.0,20905984.0,56.51704406738281,56.51704406738281,56.51704406738281,,,,,,
1864,21733376.0,21733376.0,21733376.0,58.41621780395508,58.41621780395508,58.41621780395508,,,,,,,,,,,,
1874,,,,,,,,,,,,,21315584.0,21315584.0,21315584.0,39.29436874389648,39.29436874389648,39.29436874389648
1889,,,,,,,21315584.0,21315584.0,21315584.0,54.47908020019531,54.47908020019531,54.47908020019531,,,,,,
1897,22142976.0,22142976.0,22142976.0,61.448299407958984,61.448299407958984,61.448299407958984,,,,,,,,,,,,
1909,,,,,,,,,,,,,21725184.0,21725184.0,21725184.0,40.36082077026367,40.36082077026367,40.36082077026367
1923,,,,,,,21725184.0,21725184.0,21725184.0,57.6696662902832,57.6696662902832,57.6696662902832,,,,,,
1931,22552576.0,22552576.0,22552576.0,65.8208999633789,65.8208999633789,65.8208999633789,,,,,,,,,,,,
1945,,,,,,,,,,,,,22134784.0,22134784.0,22134784.0,39.23110580444336,39.23110580444336,39.23110580444336
1957,,,,,,,22134784.0,22134784.0,22134784.0,62.57331848144531,62.57331848144531,62.57331848144531,,,,,,
1965,22962176.0,22962176.0,22962176.0,63.22016525268555,63.22016525268555,63.22016525268555,,,,,,,,,,,,
1980,,,,,,,,,,,,,22544384.0,22544384.0,22544384.0,39.58366775512695,39.58366775512695,39.58366775512695
1990,,,,,,,22544384.0,22544384.0,22544384.0,66.58250427246094,66.58250427246094,66.58250427246094,,,,,,
1998,23371776.0,23371776.0,23371776.0,59.59713363647461,59.59713363647461,59.59713363647461,,,,,,,,,,,,
2016,,,,,,,,,,,,,22953984.0,22953984.0,22953984.0,38.57878494262695,38.57878494262695,38.57878494262695
2024,,,,,,,22953984.0,22953984.0,22953984.0,65.56300354003906,65.56300354003906,65.56300354003906,,,,,,
2032,23781376.0,23781376.0,23781376.0,52.75406265258789,52.75406265258789,52.75406265258789,,,,,,,,,,,,
2051,,,,,,,,,,,,,23363584.0,23363584.0,23363584.0,36.88887405395508,36.88887405395508,36.88887405395508
2057,,,,,,,23363584.0,23363584.0,23363584.0,73.36968231201172,73.36968231201172,73.36968231201172,,,,,,
2066,24190976.0,24190976.0,24190976.0,56.3022346496582,56.3022346496582,56.3022346496582,,,,,,,,,,,,
2087,,,,,,,,,,,,,23773184.0,23773184.0,23773184.0,37.6296272277832,37.6296272277832,37.6296272277832
2091,,,,,,,23773184.0,23773184.0,23773184.0,50.842079162597656,50.842079162597656,50.842079162597656,,,,,,
2099,24600576.0,24600576.0,24600576.0,75.80044555664062,75.80044555664062,75.80044555664062,,,,,,,,,,,,
2122,,,,,,,,,,,,,24182784.0,24182784.0,24182784.0,38.41936111450195,38.41936111450195,38.41936111450195
2124,,,,,,,24182784.0,24182784.0,24182784.0,56.93911361694336,56.93911361694336,56.93911361694336,,,,,,
2133,25010176.0,25010176.0,25010176.0,57.7684326171875,57.7684326171875,57.7684326171875,,,,,,,,,,,,
2157,,,,,,,,,,,,,24592384.0,24592384.0,24592384.0,38.48764419555664,38.48764419555664,38.48764419555664
2158,,,,,,,24592384.0,24592384.0,24592384.0,60.010154724121094,60.010154724121094,60.010154724121094,,,,,,
2166,25419776.0,25419776.0,25419776.0,64.02140808105469,64.02140808105469,64.02140808105469,,,,,,,,,,,,
2191,,,,,,,25001984.0,25001984.0,25001984.0,60.67226791381836,60.67226791381836,60.67226791381836,,,,,,
2193,,,,,,,,,,,,,25001984.0,25001984.0,25001984.0,38.30260467529297,38.30260467529297,38.30260467529297
2200,25829376.0,25829376.0,25829376.0,67.23188781738281,67.23188781738281,67.23188781738281,,,,,,,,,,,,
2224,,,,,,,25411584.0,25411584.0,25411584.0,58.03547286987305,58.03547286987305,58.03547286987305,,,,,,
2229,,,,,,,,,,,,,25411584.0,25411584.0,25411584.0,35.3951301574707,35.3951301574707,35.3951301574707
2233,26238976.0,26238976.0,26238976.0,71.40274047851562,71.40274047851562,71.40274047851562,,,,,,,,,,,,
2257,,,,,,,25821184.0,25821184.0,25821184.0,60.11867141723633,60.11867141723633,60.11867141723633,,,,,,
2264,,,,,,,,,,,,,25821184.0,25821184.0,25821184.0,38.21129608154297,38.21129608154297,38.21129608154297
2266,26648576.0,26648576.0,26648576.0,70.29644012451172,70.29644012451172,70.29644012451172,,,,,,,,,,,,
2291,,,,,,,26230784.0,26230784.0,26230784.0,68.94756317138672,68.94756317138672,68.94756317138672,,,,,,
2299,27058176.0,27058176.0,27058176.0,76.40330505371094,76.40330505371094,76.40330505371094,,,,,,,26230784.0,26230784.0,26230784.0,39.925682067871094,39.925682067871094,39.925682067871094
2324,,,,,,,26640384.0,26640384.0,26640384.0,66.65040588378906,66.65040588378906,66.65040588378906,,,,,,
2332,27467776.0,27467776.0,27467776.0,77.42899322509766,77.42899322509766,77.42899322509766,,,,,,,,,,,,
2335,,,,,,,,,,,,,26640384.0,26640384.0,26640384.0,38.843544006347656,38.843544006347656,38.843544006347656
2356,,,,,,,27049984.0,27049984.0,27049984.0,71.64667510986328,71.64667510986328,71.64667510986328,,,,,,
2365,27877376.0,27877376.0,27877376.0,81.67343139648438,81.67343139648438,81.67343139648438,,,,,,,,,,,,
2370,,,,,,,,,,,,,27049984.0,27049984.0,27049984.0,39.33731460571289,39.33731460571289,39.33731460571289
2389,,,,,,,27459584.0,27459584.0,27459584.0,66.27828216552734,66.27828216552734,66.27828216552734,,,,,,
2397,28286976.0,28286976.0,28286976.0,121.46009826660156,121.46009826660156,121.46009826660156,,,,,,,,,,,,
2406,,,,,,,,,,,,,27459584.0,27459584.0,27459584.0,39.570457458496094,39.570457458496094,39.570457458496094
2421,,,,,,,27869184.0,27869184.0,27869184.0,97.84664916992188,97.84664916992188,97.84664916992188,,,,,,
2429,28696576.0,28696576.0,28696576.0,123.94620513916016,123.94620513916016,123.94620513916016,,,,,,,,,,,,
2441,,,,,,,,,,,,,27869184.0,27869184.0,27869184.0,39.85257339477539,39.85257339477539,39.85257339477539
2453,,,,,,,28278784.0,28278784.0,28278784.0,104.30824279785156,104.30824279785156,104.30824279785156,,,,,,
2460,29106176.0,29106176.0,29106176.0,133.58787536621094,133.58787536621094,133.58787536621094,,,,,,,,,,,,
2477,,,,,,,,,,,,,28278784.0,28278784.0,28278784.0,38.746734619140625,38.746734619140625,38.746734619140625
2484,,,,,,,28688384.0,28688384.0,28688384.0,143.96424865722656,143.96424865722656,143.96424865722656,,,,,,
2491,29515776.0,29515776.0,29515776.0,184.62106323242188,184.62106323242188,184.62106323242188,,,,,,,,,,,,
2512,,,,,,,,,,,,,28688384.0,28688384.0,28688384.0,39.11774063110352,39.11774063110352,39.11774063110352
2515,,,,,,,29097984.0,29097984.0,29097984.0,201.8419952392578,201.8419952392578,201.8419952392578,,,,,,
2522,29925376.0,29925376.0,29925376.0,326.9067077636719,326.9067077636719,326.9067077636719,,,,,,,,,,,,
2546,,,,,,,29507584.0,29507584.0,29507584.0,200.1626739501953,200.1626739501953,200.1626739501953,,,,,,
2548,,,,,,,,,,,,,29097984.0,29097984.0,29097984.0,40.15113830566406,40.15113830566406,40.15113830566406
2552,30334976.0,30334976.0,30334976.0,440.5560302734375,440.5560302734375,440.5560302734375,,,,,,,,,,,,
2576,,,,,,,29917184.0,29917184.0,29917184.0,321.9056091308594,321.9056091308594,321.9056091308594,,,,,,
2582,30744576.0,30744576.0,30744576.0,820.7793579101562,820.7793579101562,820.7793579101562,,,,,,,,,,,,
2583,,,,,,,,,,,,,29507584.0,29507584.0,29507584.0,39.64730072021485,39.64730072021485,39.64730072021485
2606,,,,,,,30326784.0,30326784.0,30326784.0,393.2950439453125,393.2950439453125,393.2950439453125,,,,,,
2613,31154176.0,31154176.0,31154176.0,1022.0764770507812,1022.0764770507812,1022.0764770507812,,,,,,,,,,,,
2619,,,,,,,,,,,,,29917184.0,29917184.0,29917184.0,39.140079498291016,39.140079498291016,39.140079498291016
2637,,,,,,,30736384.0,30736384.0,30736384.0,515.693359375,515.693359375,515.693359375,,,,,,
2644,31563776.0,31563776.0,31563776.0,956.937255859375,956.937255859375,956.937255859375,,,,,,,,,,,,
2655,,,,,,,,,,,,,30326784.0,30326784.0,30326784.0,37.98752975463867,37.98752975463867,37.98752975463867
2667,,,,,,,31145984.0,31145984.0,31145984.0,480.4689025878906,480.4689025878906,480.4689025878906,,,,,,
2676,31973376.0,31973376.0,31973376.0,726.390380859375,726.390380859375,726.390380859375,,,,,,,,,,,,
2690,,,,,,,,,,,,,30736384.0,30736384.0,30736384.0,38.16036605834961,38.16036605834961,38.16036605834961
2698,,,,,,,31555584.0,31555584.0,31555584.0,500.4266662597656,500.4266662597656,500.4266662597656,,,,,,
2706,32382976.0,32382976.0,32382976.0,1017.8636474609376,1017.8636474609376,1017.8636474609376,,,,,,,,,,,,
2726,,,,,,,,,,,,,31145984.0,31145984.0,31145984.0,39.163719177246094,39.163719177246094,39.163719177246094
2728,,,,,,,31965184.0,31965184.0,31965184.0,883.1769409179688,883.1769409179688,883.1769409179688,,,,,,
