"Step","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/100000.pt - pretrain/episode_reward","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/100000.pt - pretrain/episode_reward__MIN","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/100000.pt - pretrain/episode_reward__MAX","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/250000.pt - pretrain/episode_reward","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/250000.pt - pretrain/episode_reward__MIN","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/250000.pt - pretrain/episode_reward__MAX","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/50000.pt - pretrain/episode_reward","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/50000.pt - pretrain/episode_reward__MIN","supervised_model_dir: /storage/home/hcoda1/6/vgiridhar6/FoWM-vanilla/wmlab/logs/walker-run/11/default/models/50000.pt - pretrain/episode_reward__MAX"
"25000","83.80591286749889","53.76991302424576","119.88853257759475","113.20838202048714","108.91234540937003","118.52190563133918","79.10593231201638","75.43035459623206","81.27488548567052"
"27500","80.13526330815317","66.90992009046022","90.90925880242139","105.94838430078234","84.2465850284556","119.83845805134624","55.54707706503104","44.005699599022044","61.72146617223043"
"30000","105.51233778107756","64.59829549361021","153.21274873886722","113.1252618470462","105.2005331430817","127.72695681462065","74.53051741094485","37.00729968440719","94.36292008839082"
"32500","105.27670942347031","73.90627568869385","129.46950885709376","121.7263870595023","104.24227714494336","139.39877422628925","110.55767553550345","77.90512018180452","133.5049176490633"
"35000","102.46072908497881","74.78459542437922","136.39280222004746","131.30445716418328","118.63772661886178","141.58147514460143","111.35225972951544","97.85267527117394","124.83688951414078"
"37500","125.64555046785001","44.586931732692754","171.02376158924307","160.67617280466948","149.7338946013944","167.71781495744364","149.84010766196684","119.42397629250772","166.91490114843472"
"40000","160.41891906242816","125.72440568991006","199.03520182059145","149.65888823629356","133.87681453670376","167.02083836004604","136.1660224001777","107.75143879384268","162.1850987583166"
"42500","150.514624714409","117.56747849043458","203.09260553787462","160.88856269186365","143.52228118777276","178.47149002014194","138.5291596900982","122.3198063286487","162.60394018101505"
"45000","154.01307057702604","138.3422028809553","165.2681595457252","151.8382518587401","120.0910509841051","185.70441219115165","118.20879998179153","59.582900775480084","180.44589136987923"
"47500","161.12366659281156","134.78423508957493","192.32233855521773","186.39230495875233","158.81867853829172","207.48876228223088","155.11301447174822","143.6870500372257","168.78421795535832"
"50000","191.39459648464495","136.77062975598966","254.85528587892185","192.5716088119118","176.75977712315506","207.44373221376446","176.7879752628428","159.8617974460125","193.91594167838338"
"52500","200.92278886321","185.87468980238773","212.1237807994941","233.32464369271574","192.31334188149776","265.0037182204193","178.67973586858716","171.32797478598076","185.66465117034969"
"55000","220.63542795247244","175.0906457888428","260.1723166086711","241.94967857396696","205.9627701438265","275.0871512966696","131.7544263083255","96.05937042089644","202.93048046729527"
"57500","212.65906495104232","193.75631612979342","225.25008129004854","277.32970609987","231.39156132594218","328.3098003829829","186.20201924461094","168.69046863499096","218.24572154630442"
"60000","223.2638472497541","205.27167839531322","238.1375628291862","311.40226203146545","259.1362906256225","372.5210191899911","170.32569142448872","148.40970801580698","184.48402988482266"
"62500","217.5349283906243","150.3088570711203","257.00611117428633","304.65884806822675","226.26712292856536","372.75019061772616","196.99258853222707","171.4628250486916","235.21376795333344"
"65000","250.10008134543122","186.30466360896827","291.593580552144","340.73405519146473","292.1238170266617","391.06959979021923","199.57234561509298","193.51941996873356","203.31294175011573"
"67500","251.03517331971477","227.67004358407576","295.23525819170754","319.783989259624","284.8531197164208","380.8376385647105","225.06210442903296","192.70027405994477","288.3671569979051"
"70000","241.87644482711326","222.2475139908027","254.48486960497684","357.3684495816706","304.3577569719171","394.7504472871777","219.62843895504093","196.24328944366425","253.2125694330316"
"72500","276.2797415819407","239.91852404805832","321.02288952914535","393.1209965908434","372.9691000148887","411.64364702072925","193.3723705669089","111.79926863750443","244.26178023873362"
"75000","319.496371763867","296.4326648378745","344.7219910689397","375.8866349585044","344.44663435579275","402.08815266378224","224.00601428639297","184.03780452131758","297.24622930502517"
"77500","292.02612139714574","246.57844015297013","351.39842537890655","379.47653864246485","351.45239214692265","410.5121671736706","237.93211215100408","224.94080900326372","248.237350937468"
"80000","298.8059803655759","250.77635690371972","323.51127847938335","394.37597141830867","346.71875084862114","434.8051934946561","216.00028434210301","173.84297804301605","243.55132933803833"
"82500","322.07957606661756","289.81384477738754","373.507982140081","392.99510477141786","352.0968036317965","438.83578807741867","267.8466269487748","226.25901142312213","303.2887887612218"
"85000","331.56893003767664","313.6334175671218","359.3000014146557","410.74066217587483","386.0394880916923","429.25805945913305","245.08720391539387","214.74362826799043","299.58520916695704"
"87500","290.53925975025635","190.21250561529305","346.42231064774097","394.43188222198904","318.5505558709614","463.8970172929112","280.3597156866686","254.13832976322155","300.58617298938333"
"90000","314.7191748643061","285.74487390066497","334.92021942655555","401.22013066087385","391.6080776604358","418.37526125381703","261.74330836591156","233.75441911777017","301.7754539998481"
"92500","314.50371536547317","261.01387656661683","367.0679302935954","391.32943959369635","348.8752136415336","464.80527011081574","319.365371342989","292.34541577403434","348.39235418869646"
"95000","366.0492724260859","300.6370620778296","429.1921492288355","433.3270406194652","410.09252620255575","460.96984307472593","305.33453422565947","273.50786123210565","355.84936412246896"
"97500","332.3585300975324","307.6600842094049","352.0213785539381","381.1261262271708","356.80275021879936","404.9108984807739","293.2436174805509","262.61522162447216","325.35282522086055"
"100000","357.0436630299858","340.7479550269665","383.20759622831827","422.06622393342354","401.76879524420946","441.7185745502822","303.53346775756216","260.7543930910062","364.08735579536295"
"102500","326.150839293492","290.77978538949975","366.3165895317914","421.2728100794368","378.017348169256","464.88616365874185","311.6142377148305","274.4043006925378","357.19398209257054"
"105000","343.6040008491216","332.3444408885669","351.8599128429778","422.62279444858433","394.5752877287799","457.6863411094062","294.6270660685686","240.6320650641108","365.0442863828968"
"107500","361.6386220914467","339.40884045541753","373.62318570308855","446.0003094777465","426.5364869389916","469.1079058396863","314.97710080161534","299.5882694267668","345.11032604032664"
"110000","361.7881911631286","274.869508997025","409.77704085141886","452.9658048885564","412.0076124848332","499.5373002721928","328.0687461908829","278.41673752125354","357.0094899627613"
"112500","398.55642817427093","377.3614807607373","416.468971142103","472.0720254399348","461.5130056969589","486.65639741432386","317.18733588541704","296.8143653792795","356.0174976467388"
"115000","385.2931160471712","360.76952241726684","399.046128459624","437.8684862533196","418.6765736516565","454.6500358608784","308.48628813755545","283.27845587914345","355.07333397823385"
"117500","416.72756676202016","390.86650923546404","452.30144230788574","445.554634193494","417.2836506917607","469.17536086563484","348.2967693269796","318.5381989722606","405.0625272798352"
"120000","385.2450990769857","352.4133251760853","435.5441636657808","426.95009393139435","384.7914893064415","463.16774106035007","319.0694354376911","283.2570832001744","341.7387340799207"
"122500","377.58185871521323","339.8817498913966","449.947023857804","432.76073638605885","374.82773985939565","476.32144139693116","322.7704553239591","292.0991687818663","351.5998545708135"
"125000","368.08265287380976","306.17711522441823","426.90587265575306","437.72081469099504","406.1552242733072","486.24085331717504","324.3375421411824","265.1112669787602","388.51922326839997"
"127500","391.00181398983887","366.75640365115834","403.5159077787306","426.63094301635084","416.359923815215","436.6037884549936","373.0620456539172","342.918664063327","424.25814214691053"
"130000","387.9973509003098","360.41893767572475","418.9241983911954","457.56554869730024","448.5776885528583","470.83947713836096","343.0557021920957","318.48191299512985","368.2943528396543"
"132500","422.33305169908954","407.9488948577549","445.41239478280767","518.9703512546762","469.26502645527944","564.7707479835487","331.3940246668023","188.95271325353534","413.1452758676372"
"135000","434.62676766540386","425.79923779782837","451.4378395467065","463.5912755298816","448.5808333262568","474.8969602907775","359.0678525646527","331.193124406226","392.50014546278396"
"137500","386.60175514811027","345.4908991742879","431.611989575834","483.0115343239702","466.651899720123","504.8679081628099","358.9882862877101","328.9351971252821","392.9606265577022"
"140000","405.1579648861894","392.07773484881034","415.05174415782096","489.7384641628014","475.8821087989956","500.1047075700015","376.11944974888274","359.6615775251063","403.79628663274923"
"142500","379.3214710007034","353.2057260531001","414.84821970895865","469.6551510239874","431.42951550495343","500.4487480496755","323.81939075014867","297.331925398577","338.8307329333387"
"145000","440.0011624591037","434.1004665904678","446.8078712173272","478.8207886798618","470.27507375981656","492.7245242159814","334.1221679881758","294.21536795173307","363.79302969784476"
"147500","426.7046501295331","402.6812974959845","445.6762336069252","508.9384917907029","469.4852619203739","533.8848234050441","350.7445471032135","341.1790024996735","366.86468224064447"
"150000","407.311948642189","392.9575370971579","415.1635445088847","491.8302776103529","455.5990947904065","538.7938596611377","326.5511107106538","301.8100802276516","352.2859002954792"
"152500","412.9473727538871","402.2522220286075","429.8582121898653","497.26457325130855","466.17129895379765","521.6529386418872","353.6300844064992","284.24726527163295","392.3877629937371"
"155000","432.37128876637047","397.34560080857483","459.87683556864505","504.7390315510643","488.815233158879","518.5496098525124","325.0066270882497","243.51057495158165","380.44240210345015"
"157500","440.17775439275425","386.3541191276163","491.4518490016693","490.4518016711654","483.74374583687165","502.8855640992057","378.2861842458292","334.8091068085283","459.28966580927374"
"160000","433.7038037045548","416.9353483314393","455.7416750556789","510.4847295028546","497.1065202334663","526.0606070872396","405.9981035172552","370.93634053657297","437.98878689871634"
"162500","428.22246785731994","379.897078377218","464.34012463802935","491.13729579219745","433.4833009634167","546.5826667970745","374.74715808905506","335.6450460965745","410.69877606891095"
"165000","439.91103109683996","401.07728534925263","461.5900444927858","505.0678943652039","478.0461965882685","541.3354621378472","370.20228837400214","341.1562062085606","387.51239893832246"
"167500","416.12560661089765","394.93522015009074","437.72390764970334","520.1707248978162","497.78137229927813","558.6971270852257","410.68302028001443","386.4327204406727","440.69093570865226"
"170000","422.20514772194434","416.7244850519113","431.78814784644635","516.1195385965053","497.93613096252085","535.6961564950179","344.14778044862516","301.8434982508421","408.414917002758"
"172500","433.12836237954133","374.18562334526797","487.1196566703031","539.2725344989061","510.80339401434173","574.0033564770129","377.57492565986075","302.072353988979","423.49631097465755"
"175000","441.52648962850213","415.91865246272647","466.65709727625364","536.4536888310763","525.114773259242","545.8048438526923","373.0453000707475","328.1133545930963","451.0904212384019"
"177500","425.78498424365335","388.85031268480236","456.2060655762674","539.5026373425964","526.9610937186983","555.8389725743327","369.8348874589894","344.7328444583807","405.2199227462523"
"180000","432.3540807339518","422.42961389590056","439.7997236001305","531.374709548351","486.6308834192576","564.1473728454672","343.7860636047476","242.28353550308384","459.02919814842755"
"182500","467.74073040588604","451.8836891779676","475.8099571786588","563.7665853438045","535.9391397130676","591.5466759290314","409.70893413718636","352.15382289625705","469.63464702786877"
"185000","475.68014076349795","465.440506282961","480.9017964891158","561.324617812705","534.1001052322332","576.7614927111426","422.32446833274633","408.41399633726104","436.88319513211025"
"187500","468.8044834652217","458.1074692911934","474.8963243536185","573.7528005362955","550.3233228796628","606.2479244954884","416.8362918605019","407.0821733395802","430.95118409320713"
"190000","459.3214324629943","444.39868491997476","474.85311247766947","584.814429169738","569.6153053323039","596.6671941902023","412.1209653721191","398.6947005935246","435.51598667670044"
"192500","450.9225365514479","432.5358984087361","472.1229921820574","576.769569965646","557.8419683312998","587.3720297479304","411.63303241441804","350.4931495197117","448.2057783685159"
"195000","476.66636766477023","449.816907103057","521.4948975291336","595.7368441881224","550.1096746763448","640.0503462002613","417.97726867880357","408.7637958487729","423.1340629070299"
"197500","466.41265213929586","446.6427279025782","498.35487990125546","577.1371981873875","554.8366877501364","596.4064745818265","400.02888314860564","368.0611437919084","449.34530336551836"
"200000","487.2945051250281","448.9533599999733","525.5825513424585","600.1007826487223","583.3944689796772","612.9180371815571","475.74907284877264","451.47739492899274","493.9787824216066"
"202500","470.5823846151975","461.3040915242862","481.8112514378969","605.168747930446","591.685726330243","613.3044885403942","457.73496961152796","418.79459222177974","489.86077964734284"
"205000","490.99300290185494","467.76943560719957","530.8400376725942","598.8237119728311","585.1547125314595","614.5282355591655","433.6754749912613","401.48154842548536","475.4137224599719"
"207500","484.738414278479","453.3506717805285","519.7319912158185","609.2538757412927","601.3877026487608","623.6645871563117","448.5393152338996","335.77879951617217","523.368128533801"
"210000","487.4603326411064","460.17451172401195","503.94525447683407","602.4584459497438","582.821054828004","628.2926290974253","411.40405002457555","397.57598921454047","418.4785620266572"
"212500","498.9575977873212","490.8710088503314","515.1172223191941","592.4870799833521","558.694093972561","613.25717221112","414.46060608385596","349.1182776628528","450.88959682181013"
"215000","470.86348760457867","413.90374273373743","506.3572159663774","600.8104388494045","569.9204945537261","618.9401804429478","463.646834223764","386.58270543208346","541.6411635919242"
"217500","493.49670456959865","453.9075883993413","543.2395426258212","610.7340300636521","546.3580656694015","649.6046603980242","442.3955641299021","323.0070969814202","540.7103552396642"
"220000","505.9980095194187","493.8184708840214","520.7982819262892","637.1606909140556","613.1984380694106","661.3325765038608","476.0348095916832","409.0205410546623","510.2944043361582"
"222500","510.1456743237407","485.990676394105","528.1550919822417","632.5601741203573","622.364121557679","644.5501824104692","462.54721108712255","445.67211193065157","488.468342378363"
"225000","470.973082897556","468.9317139515653","472.39884944788645","628.9110857147724","606.156008259952","649.6161883431487","414.6344467125911","362.960009519849","481.37149746438956"
"227500","475.0188466062381","427.02007224366537","503.08723076705354","626.9684435257145","616.6772817813093","638.6199644238222","450.287977585375","399.49402075884865","498.08353787797967"
"230000","481.7726550286636","470.6102245236281","496.24536193571987","637.8566357953783","619.6035414434504","668.5129344818182","454.2806576062382","381.3776600742014","530.5804581979289"
"232500","517.0118623949433","483.8847081282409","553.5635733716423","640.7924939628302","621.9001755199861","672.6762319747359","438.5201666580203","379.58566306575665","505.4562513043405"
"235000","530.6175144451128","475.5404902550625","564.5663272944745","635.032904024818","621.7074083148967","650.8336102826521","465.6662643254502","426.156589492294","491.6000654458534"
"237500","477.74192176139906","443.9098555383738","498.12918264330364","579.6568021730287","560.4804097530432","597.0423514715628","425.8426040893964","416.57353743268175","437.8340347562218"
"240000","484.8136454912524","469.7146922418848","505.58191732019185","669.6425856506607","643.0417116139084","687.6446696601809","426.3922604558524","366.3035474747885","516.1573254573625"
"242500","502.31825964089177","462.5939572891686","549.5090463283007","636.6737402013658","613.5358644713648","666.4318807802629","459.3344451367234","365.59055937849917","542.7390674810158"
"245000","498.48644139364677","479.73298840005884","524.5419756450923","662.8235243034627","640.943722022837","688.8302408893593","423.53761613593286","396.2546033665305","459.58255747167857"
"247500","517.7250881911566","463.4569754196564","546.9123037772254","662.7984117444915","634.3191797620617","699.2140883873217","467.7498463095476","421.83999897125176","504.4458732008934"
"250000","535.7301220864989","501.1569007511251","562.5821828451474","639.1535133051685","592.2841374089942","668.9461162265856","490.6471044833306","436.2061677847523","570.8299207725097"
"252500","521.2874422834333","514.8039862692822","529.3531884459313","639.3137481332601","635.8707824332174","643.3823443783913","465.9848576423712","407.21285650054926","498.5392894687364"
"255000","534.3828764174988","517.6174446625868","554.7429521344136","657.7659432421593","632.6603338669986","680.8202730795368","506.54591270892416","489.74135097251275","515.012078340794"
"257500","509.1261168997424","459.6226176088676","547.3896187019069","621.3741522451552","543.5035799090052","664.6559855855303","462.10813010303923","413.72065541923513","496.09735112576743"
"260000","531.1073562982492","510.47674493165687","562.9118671789299","689.6785909692059","662.461449246551","719.7556716037914","492.50351417989776","406.72340185181235","593.7575816639699"
"262500","539.963006999949","513.1386785542127","588.8365534405224","690.6101943176085","669.3408461433835","713.7648083277978","501.71370977950284","469.5145946505712","555.7703416988952"
"265000","500.27173919475945","453.55253010806626","524.9877361366059","681.5380408192751","672.6404194486328","694.618394759181","484.7219650319855","477.97241430797146","494.90550685878844"
"267500","553.8363706951262","496.11862741091755","595.0538699616678","673.5803793228232","640.6773132308386","695.2166480551474","518.4701464877929","444.03151476257483","573.1107512742747"
"270000","543.4492034435738","518.7513336977223","577.2612746766769","645.782776271288","618.7474193682428","668.5135997261386","484.85614110664466","432.569628070714","548.6694757300895"
"272500","531.2185830235326","504.0520000754623","554.0303122018231","663.306699633963","644.9800141804386","673.3944249757799","493.53874903515293","460.8591449388303","520.2562019866891"
"275000","584.9857257768512","548.437040566327","610.0543521586806","661.2400415014941","646.9832235658541","673.7694677455817","521.7686791541831","442.9059617462102","579.4033622792689"
"277500","540.5541996701387","525.5180781526724","566.4451263473835","683.1176726626232","674.1008892633021","689.1148016996216","507.3295844905156","467.3836071667727","539.7235900742933"
"280000","561.7220654075035","552.9640203628223","570.767484661052","667.2459977405766","653.5159749491606","674.165584728308","502.96958498447975","430.87510156815404","578.3477624401916"
"282500","555.7702817066805","539.0631905608112","572.825181923504","686.8132547999421","675.5373228412121","699.8852182116359","490.77395454427074","430.98423492310104","556.4140408911277"
"285000","588.7481249127227","574.9297230215976","600.6169100557221","669.6605334135859","664.8617939240299","673.412699736515","493.85253183906894","412.0858385267202","585.487069505034"
"287500","550.8385601510216","535.257561638439","570.6281450475101","647.0439647437538","630.9089553450234","665.1076810052152","523.3458816030296","472.63749209842643","606.2370891830651"
"290000","558.6329484581404","548.2120403067208","575.402571945265","670.6873654749555","654.0827160644578","697.253054958838","513.653888342607","476.4864283954492","554.3224933919962"
"292500","590.6859249989036","587.190373612009","593.7797257420141","699.6016708298431","679.697770008305","724.6462152395397","510.6840336219252","472.6769505322212","584.6850658179959"
"295000","577.7287571414685","541.4526332144626","601.4120291293599","685.9847981006684","662.310851461161","723.7338697271887","505.84138393156854","466.94390704936814","557.5869968543993"
"297500","600.1467063591739","555.0517749057384","648.475293677859","690.921705759115","621.65023998525","751.4161416068207","546.0829366777946","529.5064595055999","563.5494699243457"
"300000","582.3661789829144","541.1655442253686","605.5641000398434","705.6940530668479","672.675837282883","727.1929859561845","530.7556636730675","506.92679831387943","566.4482329014456"
"302500","576.1140504944527","533.6019963274478","608.7347587329801","669.0508623368883","629.2409101465252","708.1113358746749","507.06782410863474","470.82809413007925","535.9297883960884"
"305000","559.1130183379477","535.6329379976727","597.2116711577867","680.5448711836556","669.5184174993541","692.4144130791537","491.99505418795934","461.6106238461565","516.4141953945858"
"307500","557.4060609985221","526.903531553573","589.4699838022236","629.226034349498","563.6753459508997","679.7002209343016","500.01276023295554","470.28050126351883","518.1816920279525"
"310000","583.0191538420894","562.1197642455576","621.0989185504616","672.4813720156826","649.3995046122","685.3515544170281","554.8790189250683","511.2872978959698","585.6020976145752"
"312500","578.9877736542606","557.1180303890724","602.7708733566338","670.527887871194","654.5715328142047","697.303328980552","545.730862276062","508.0840828980552","565.2280891290866"
"315000","614.2802976339823","584.391649598186","631.9046706916764","687.7483660746675","677.556051068427","706.2853031157981","527.9560637241385","485.32632452924736","553.0783169263741"
"317500","573.2002242919601","545.4051379973768","614.9591968779453","654.3964008319036","638.8053283615038","663.378195049474","533.400455195255","504.8976877287729","556.6108774429886"
"320000","597.8041346919723","578.3476788030705","610.4697340787155","708.7532540416656","685.6547234179918","735.6527963497676","536.6142460927135","519.9057540443494","554.0599923057947"
"322500","595.2496571128102","563.7041538707447","612.7169285307871","668.594447158665","616.0483872845768","702.1273492775392","500.27149598570537","426.3910439710133","547.0632517206017"
"325000","605.2776259385205","594.5614321425091","619.2658329280559","688.325989269341","676.6355151142925","694.7709240024909","545.9763817172652","497.4065127187408","592.1762258011847"
"327500","577.8325444426232","556.1504226269666","619.7297612885944","663.2628393672873","647.0802228162065","685.1863674690482","507.60489704096693","493.95231105494315","534.5774811500218"
"330000","580.7156516601952","575.4601305310149","584.0907929461915","680.2344933515104","658.016910142824","711.6772435555234","514.6523273926695","474.8415384097956","544.5715535187628"
"332500","638.5783787393399","621.7595110450405","656.1664131182246","718.2752340896676","707.8320358655881","730.1303391977679","575.1586104964915","537.262839434715","621.0635232755449"
"335000","616.6974158115685","597.4726216564886","646.8751657953486","700.9860779712443","675.1231386707165","714.4859026762657","519.7133161611001","475.2688768113032","574.3809976917692"
"337500","600.799561968213","530.7567273764405","655.8445929759648","686.653901320269","676.8876311264933","702.8266031028004","486.8048268150771","457.83371469320264","508.1705975922756"
"340000","611.9555892183057","601.8380251429277","623.534399396414","714.4834765845444","676.0165994507261","755.400406989688","551.5654212884682","537.2301724859979","572.861146178795"
"342500","602.01075926458","543.6702625802718","640.4116133445408","697.96302225121","673.4481091407127","744.0755696479231","554.4092896119847","513.8432657306315","611.2444804302883"
"345000","618.2823399918542","588.6060239214218","650.7667229522485","695.5926849867916","679.3008950342657","718.3847857957705","546.9568148043783","491.524043892161","591.2448529583169"
"347500","610.5870878091936","605.6099273591302","614.4634795696941","725.6291419288764","718.6622917256318","734.679925558716","530.0736911898401","494.9257563521154","562.0629714079666"
"350000","617.8466916076994","601.1892374412622","639.6848832671297","723.2793463856682","707.8948465844617","731.8798992676195","523.2991630209222","506.09008551174776","549.2305023544468"
"352500","592.2614561306779","542.4203795890323","617.926461207401","715.42914211355","700.9593196639792","729.0456990590319","511.36991957365535","456.6399655408226","589.5256903645117"
"355000","567.0935130243345","542.8646425375482","607.2145313431043","708.4069443955551","699.8790835047606","722.7345553767867","482.64764582297454","421.268168728007","572.0966457726201"
"357500","622.9282025836409","598.0287965507247","650.8572922163178","702.2036165633472","683.739044396719","734.7095491469838","480.35414171637194","379.28115671211856","553.35353680423"
"360000","618.8555166306672","582.7566434955457","656.361927314545","724.5947875008918","700.4547448610887","766.1823925962206","519.5532534879866","497.37559214215725","558.3174907501786"
"362500","595.9681515509106","567.1648470824584","614.6802340801339","723.7387484124552","708.0088167428505","732.6840007194784","499.7933259756149","428.4186978213955","586.0746570126852"
"365000","615.7060134434918","591.6944783572574","646.5639607165009","723.383815564999","718.6878882481018","728.0663181681186","516.2945955148044","473.32556834744753","581.0170766327064"
"367500","609.6656601867871","572.5296932070981","656.3355922965799","689.3574018625542","667.5883172908798","721.624299151497","529.9626024262049","468.29355725408533","582.6713163698092"
"370000","647.5557594273162","640.3464803846553","654.7899638646747","729.8462304223561","682.400351080019","756.2561063689878","561.8424809853392","528.5483294008766","603.122535635531"
"372500","612.1696830727936","559.9084300699644","645.9140678484924","714.3456303176781","695.5099739008583","732.2821674720384","510.8760807572941","457.65165618187746","550.430433428823"
"375000","603.3279970668334","519.5877130776644","682.7006472836249","712.9858511800257","703.445208848361","723.1069608355872","514.2613917668428","493.59385240804403","541.4861034731148"
"377500","609.7609299574823","588.5006787696387","623.1398410028312","735.8284458462149","721.9766811733134","749.3528785368428","575.551686147942","546.0044395719655","606.1911059631035"
"380000","656.1190199425288","625.7620775139891","692.6489426924381","705.0170576658098","689.0141085891053","729.1388470240869","554.5884702672173","509.35740883690306","608.2356884318637"
"382500","634.6109098881716","618.654089338379","645.9654876962304","746.1861059814227","710.2465187570081","776.7038306066767","577.957797614066","554.7389208370354","609.8124746492598"
"385000","657.6691849689776","633.2415192940738","687.5473588959314","720.2420157426814","704.6538023063913","750.8036132141948","594.9227046216605","557.0835770118516","644.4787584161386"
"387500","661.3466627571421","646.5271174626425","689.6761257169768","730.3576514284437","716.8922130114399","750.2753167246468","590.0249768396375","587.4836553778034","594.64876352516"
"390000","666.258961308732","657.6444878962357","677.9779290428385","728.5278088668671","709.0341356809251","761.0210392541252","576.6135990860639","561.4511650739703","586.4080345613183"
"392500","637.2099279849557","616.9334748645081","672.826668422483","725.1540604052601","722.0968147840351","729.2242927630898","568.0113299298022","557.8979069498134","574.3745519993361"
"395000","627.1569976888596","589.1454909536988","687.5983928488101","733.5553733264873","712.1750418250915","762.4100859305821","569.204502932347","495.544047257374","617.5706757167354"
"397500","660.5866095846363","630.5705496753566","701.3089043882676","722.4175444348406","709.3967353563755","740.1426832126454","529.2803422080276","521.734971690597","539.5052835701965"
"400000","628.7315078899653","608.0102873374941","648.3081856195815","724.8661048106384","703.1037361641414","759.2260315766558","549.5124291909625","499.6566147443373","584.3445324779954"
"402500","653.5341074197786","633.9861231126822","667.932739281794","723.8425340928449","691.1470317982137","745.7924255273771","582.325314800418","569.8474586634431","599.6024485221133"
"405000","666.373144757872","655.335828768881","674.3696248588618","711.3149183428847","696.5207383219152","722.4734998390544","576.3916764963574","563.0898363436572","586.2185535231605"
"407500","646.8379540246445","632.6567892440595","670.2307555634528","740.2089981966807","703.0080576462672","776.6135362516623","567.1868179951484","550.5459822311066","594.6078113661381"
