Step,FOWM_AntEnv_sweep_4 - rewards,FOWM_AntEnv_sweep_4 - rewards__MIN,FOWM_AntEnv_sweep_4 - rewards__MAX,FOWM_AntEnv_sweep_3 - rewards,FOWM_AntEnv_sweep_3 - rewards__MIN,FOWM_AntEnv_sweep_3 - rewards__MAX,FOWM_AntEnv_sweep_2 - rewards,FOWM_AntEnv_sweep_2 - rewards__MIN,FOWM_AntEnv_sweep_2 - rewards__MAX,FOWM_AntEnv_sweep_1 - rewards,FOWM_AntEnv_sweep_1 - rewards__MIN,FOWM_AntEnv_sweep_1 - rewards__MAX,FOWM_AntEnv_sweep_0 - rewards,FOWM_AntEnv_sweep_0 - rewards__MIN,FOWM_AntEnv_sweep_0 - rewards__MAX
452969,197.95800368290085,197.95800368290085,197.95800368290085,200.91212050418994,200.91212050418994,200.91212050418994,,,,156.00646559696338,156.00646559696338,156.00646559696338,180.95513503055713,180.95513503055713,180.95513503055713
453572,,,,,,,201.8390498305812,201.8390498305812,201.8390498305812,,,,,,
483087,144.6278260808006,144.6278260808006,144.6278260808006,236.4724305729881,236.4724305729881,236.4724305729881,,,,143.4283937077537,143.4283937077537,143.4283937077537,239.19127212572246,239.19127212572246,239.19127212572246
483689,,,,,,,219.31220169625436,219.31220169625436,219.31220169625436,,,,,,
513205,166.3649244796769,166.3649244796769,166.3649244796769,195.0619459640519,195.0619459640519,195.0619459640519,,,,122.02433304901284,122.02433304901284,122.02433304901284,293.0201979171769,293.0201979171769,293.0201979171769
513807,,,,,,,191.86852922110722,191.86852922110722,191.86852922110722,,,,,,
543322,177.76155351820162,177.76155351820162,177.76155351820162,184.7868678492563,184.7868678492563,184.7868678492563,,,,120.22972368421725,120.22972368421725,120.22972368421725,547.6022975367563,547.6022975367563,547.6022975367563
543925,,,,,,,173.33653887486633,173.33653887486633,173.33653887486633,,,,,,
573440,181.4719490362185,181.4719490362185,181.4719490362185,231.15088885555446,231.15088885555446,231.15088885555446,,,,140.2854713750857,140.2854713750857,140.2854713750857,577.6587013555545,577.6587013555545,577.6587013555545
574042,,,,,,,219.64195087237542,219.64195087237542,219.64195087237542,,,,,,
603558,160.42106830911825,160.42106830911825,160.42106830911825,234.418565867712,234.418565867712,234.418565867712,,,,186.34373676614953,186.34373676614953,186.34373676614953,691.1003590806026,691.1003590806026,691.1003590806026
604160,,,,,,,280.66206929078294,280.66206929078294,280.66206929078294,,,,,,
633675,180.64872151756487,180.64872151756487,180.64872151756487,193.6727541103383,193.6727541103383,193.6727541103383,,,,176.15667134666643,176.15667134666643,176.15667134666643,854.5829713954945,854.5829713954945,854.5829713954945
634278,,,,,,,374.1224037736436,374.1224037736436,374.1224037736436,,,,,,
663793,186.4524092719099,186.4524092719099,186.4524092719099,234.60774374456614,234.60774374456614,234.60774374456614,,,,122.44008779974193,122.44008779974193,122.44008779974193,927.8632521674177,927.8632521674177,927.8632521674177
664395,,,,,,,352.2358449459574,352.2358449459574,352.2358449459574,,,,,,
693911,167.61710471668462,167.61710471668462,167.61710471668462,275.3485195116065,275.3485195116065,275.3485195116065,,,,171.7782833055518,171.7782833055518,171.7782833055518,991.8250514940283,991.8250514940283,991.8250514940283
694513,,,,,,,296.70249656748996,296.70249656748996,296.70249656748996,,,,,,
724028,180.46238793001405,180.46238793001405,180.46238793001405,283.65092552767027,283.65092552767027,283.65092552767027,,,,274.94679344759214,274.94679344759214,274.94679344759214,960.9820412503266,960.9820412503266,960.9820412503266
724631,,,,,,,334.2987563433194,334.2987563433194,334.2987563433194,,,,,,
754146,196.88709314041378,196.88709314041378,196.88709314041378,302.86150415115594,302.86150415115594,302.86150415115594,,,,284.95992334060907,284.95992334060907,284.95992334060907,876.4945607917809,876.4945607917809,876.4945607917809
754748,,,,,,,261.6378139707113,261.6378139707113,261.6378139707113,,,,,,
784264,336.853180186751,336.853180186751,336.853180186751,364.19345118284474,364.19345118284474,364.19345118284474,,,,548.3699953722979,548.3699953722979,548.3699953722979,701.7227785754229,701.7227785754229,701.7227785754229
784866,,,,,,,236.79080592427508,236.79080592427508,236.79080592427508,,,,,,
814381,401.19974513836166,401.19974513836166,401.19974513836166,346.95850368328354,346.95850368328354,346.95850368328354,,,,580.2141799528148,580.2141799528148,580.2141799528148,126.12110896892807,126.12110896892807,126.12110896892807
814984,,,,,,,302.5809133563545,302.5809133563545,302.5809133563545,,,,,,
844499,465.85856594934734,465.85856594934734,465.85856594934734,262.2365871895817,262.2365871895817,262.2365871895817,,,,508.1406094063786,508.1406094063786,508.1406094063786,113.79142727747232,113.79142727747232,113.79142727747232
845101,,,,,,,240.51362943101202,240.51362943101202,240.51362943101202,,,,,,
874616,387.67702421150494,387.67702421150494,387.67702421150494,286.4634011646299,286.4634011646299,286.4634011646299,,,,489.13268217048926,489.13268217048926,489.13268217048926,119.38634427986425,119.38634427986425,119.38634427986425
875219,,,,,,,289.00396269316957,289.00396269316957,289.00396269316957,,,,,,
904734,347.593291311553,347.593291311553,347.593291311553,320.9735098174124,320.9735098174124,320.9735098174124,,,,493.90731719045925,493.90731719045925,493.90731719045925,161.89041045217803,161.89041045217803,161.89041045217803
905336,,,,,,,275.85641753735837,275.85641753735837,275.85641753735837,,,,,,
934852,355.5107791147262,355.5107791147262,355.5107791147262,348.3264834604293,348.3264834604293,348.3264834604293,,,,503.5779788217574,503.5779788217574,503.5779788217574,95.45661041355432,95.45661041355432,95.45661041355432
935454,,,,,,,251.30547577510185,251.30547577510185,251.30547577510185,,,,,,
964969,319.5413955800087,319.5413955800087,319.5413955800087,427.8783096425087,427.8783096425087,427.8783096425087,,,,320.9505752675087,320.9505752675087,320.9505752675087,125.7301315419228,125.7301315419228,125.7301315419228
965572,,,,,,,295.8073599405797,295.8073599405797,295.8073599405797,,,,,,
995087,400.8459988616975,400.8459988616975,400.8459988616975,389.20256624450997,389.20256624450997,389.20256624450997,,,,427.86076936950997,427.86076936950997,427.86076936950997,200.38194856872877,200.38194856872877,200.38194856872877
995689,,,,,,,344.98037142539346,344.98037142539346,344.98037142539346,,,,,,
1025205,334.9504068308863,334.9504068308863,334.9504068308863,494.1727579051051,494.1727579051051,494.1727579051051,,,,642.1950052195582,642.1950052195582,642.1950052195582,333.5788247996363,333.5788247996363,333.5788247996363
1025807,,,,,,,371.4028030762229,371.4028030762229,371.4028030762229,,,,,,
1055322,357.59991978054387,357.59991978054387,357.59991978054387,502.21417759304387,502.21417759304387,502.21417759304387,,,,868.6505789602313,868.6505789602313,868.6505789602313,301.2353262746845,301.2353262746845,301.2353262746845
1055925,,,,,,,350.0699857036148,350.0699857036148,350.0699857036148,,,,,,
1085440,440.2830020661389,440.2830020661389,440.2830020661389,500.39109532785767,500.39109532785767,500.39109532785767,,,,875.2067996735608,875.2067996735608,875.2067996735608,286.08002965402954,286.08002965402954,286.08002965402954
1086042,,,,,,,404.084397334913,404.084397334913,404.084397334913,,,,,,
1115558,484.7099808361089,484.7099808361089,484.7099808361089,622.1635941173589,622.1635941173589,622.1635941173589,,,,759.8283280040777,759.8283280040777,759.8283280040777,241.82494055290582,241.82494055290582,241.82494055290582
1116160,,,,,,,475.83586951308615,475.83586951308615,475.83586951308615,,,,,,
1145675,451.3476834830321,451.3476834830321,451.3476834830321,498.3397794302977,498.3397794302977,498.3397794302977,,,,900.4765897330321,900.4765897330321,900.4765897330321,289.2099881705321,289.2099881705321,289.2099881705321
1146278,,,,,,,434.9035648357906,434.9035648357906,434.9035648357906,,,,,,
1175793,503.33511757526776,503.33511757526776,503.33511757526776,552.9252054658928,552.9252054658928,552.9252054658928,,,,883.9635355440178,883.9635355440178,883.9635355440178,158.58755898151776,158.58755898151776,158.58755898151776
1176395,,,,,,,510.2094498557606,510.2094498557606,510.2094498557606,,,,,,
1205911,426.83317178469093,426.83317178469093,426.83317178469093,479.99567788820656,479.99567788820656,479.99567788820656,,,,795.0433158276596,795.0433158276596,795.0433158276596,152.88430398683937,152.88430398683937,152.88430398683937
1206513,,,,,,,527.8478544069807,527.8478544069807,527.8478544069807,,,,,,
1236028,431.42720377731723,431.42720377731723,431.42720377731723,529.6658207206766,529.6658207206766,529.6658207206766,,,,1096.656909587864,1096.656909587864,1096.656909587864,240.286029460911,240.286029460911,240.286029460911
1236631,,,,,,,556.0943827374975,556.0943827374975,556.0943827374975,,,,,,
1266146,517.3065751254122,517.3065751254122,517.3065751254122,681.052119559006,681.052119559006,681.052119559006,,,,1030.262812918381,1030.262812918381,1030.262812918381,166.47503215666225,166.47503215666225,166.47503215666225
1266748,,,,,,,520.044158138327,520.044158138327,520.044158138327,,,,,,
1296264,547.484438905148,547.484438905148,547.484438905148,741.841372498898,741.841372498898,741.841372498898,,,,728.1416044324917,728.1416044324917,728.1416044324917,199.75249005260886,199.75249005260886,199.75249005260886
1296866,,,,,,,563.7848881290001,563.7848881290001,563.7848881290001,,,,,,
1326381,498.1445414544148,498.1445414544148,498.1445414544148,675.4528300286336,675.4528300286336,675.4528300286336,,,,668.3246562005086,668.3246562005086,668.3246562005086,237.25998945246172,237.25998945246172,237.25998945246172
1326984,,,,,,,611.2901444868608,611.2901444868608,611.2901444868608,,,,,,
1356499,457.96235884743174,457.96235884743174,457.96235884743174,745.7997611911818,745.7997611911818,745.7997611911818,,,,793.8084892185256,793.8084892185256,793.8084892185256,344.930437460713,344.930437460713,344.930437460713
1357101,,,,,,,664.2195341455027,664.2195341455027,664.2195341455027,,,,,,
1386616,495.77575119162054,495.77575119162054,495.77575119162054,914.2892094435737,914.2892094435737,914.2892094435737,,,,895.6796513381049,895.6796513381049,895.6796513381049,352.84948166037054,352.84948166037054,352.84948166037054
1387219,,,,,,,696.2100199955509,696.2100199955509,696.2100199955509,,,,,,
1416734,531.6804521295593,531.6804521295593,531.6804521295593,1082.5641801569031,1082.5641801569031,1082.5641801569031,,,,729.2088945123718,729.2088945123718,729.2088945123718,252.9576127740906,252.9576127740906,252.9576127740906
1417336,,,,,,,664.7595268416928,664.7595268416928,664.7595268416928,,,,,,
1446852,558.428628409295,558.428628409295,558.428628409295,832.1088652257013,832.1088652257013,832.1088652257013,,,,764.8844999913263,764.8844999913263,764.8844999913263,224.7434019688653,224.7434019688653,224.7434019688653
1447454,,,,,,,631.2653325159597,631.2653325159597,631.2653325159597,,,,,,
1476969,625.0571757827806,625.0571757827806,625.0571757827806,851.3878642593431,851.3878642593431,851.3878642593431,,,,1106.1247417007494,1106.1247417007494,1106.1247417007494,237.42962756500722,237.42962756500722,237.42962756500722
1477572,,,,,,,623.4652910222578,623.4652910222578,623.4652910222578,,,,,,
1507087,732.2283867304851,732.2283867304851,732.2283867304851,930.0056084101726,930.0056084101726,930.0056084101726,,,,1172.3409965937662,1172.3409965937662,1172.3409965937662,317.9839409297038,317.9839409297038,317.9839409297038
1507689,,,,,,,516.6858794113685,516.6858794113685,516.6858794113685,,,,,,
1537205,888.320129904752,888.320129904752,888.320129904752,933.257141623502,933.257141623502,933.257141623502,,,,1356.8259282445958,1356.8259282445958,1356.8259282445958,385.3005071020176,385.3005071020176,385.3005071020176
1537807,,,,,,,362.30029714618234,362.30029714618234,362.30029714618234,,,,,,
1567322,705.836189485269,705.836189485269,705.836189485269,990.2257158524565,990.2257158524565,990.2257158524565,,,,1199.3098833329252,1199.3098833329252,1199.3098833329252,394.4668047196439,394.4668047196439,394.4668047196439
1567925,,,,,,,593.9446831427149,593.9446831427149,593.9446831427149,,,,,,
1597440,730.1057280696921,730.1057280696921,730.1057280696921,1079.0157622493796,1079.0157622493796,1079.0157622493796,,,,1162.504653850942,1162.504653850942,1162.504653850942,276.9720000423483,276.9720000423483,276.9720000423483
1598042,,,,,,,648.3378179185443,648.3378179185443,648.3378179185443,,,,,,
1627558,683.304648978334,683.304648978334,683.304648978334,1047.560752493959,1047.560752493959,1047.560752493959,,,,1119.221885306459,1119.221885306459,1119.221885306459,254.24568901739647,254.24568901739647,254.24568901739647
1628160,,,,,,,484.7655291103893,484.7655291103893,484.7655291103893,,,,,,
1657675,771.7656548479134,771.7656548479134,771.7656548479134,1048.7391655901008,1048.7391655901008,1048.7391655901008,,,,1204.7566216447883,1204.7566216447883,1204.7566216447883,295.7820733049447,295.7820733049447,295.7820733049447
1658278,,,,,,,614.0797149116094,614.0797149116094,614.0797149116094,,,,,,
1687793,626.7383794674928,626.7383794674928,626.7383794674928,1133.2756109128054,1133.2756109128054,1133.2756109128054,,,,1392.6105718503054,1392.6105718503054,1392.6105718503054,319.7216558346803,319.7216558346803,319.7216558346803
1688395,,,,,,,668.7430523241575,668.7430523241575,668.7430523241575,,,,,,
1717911,775.7438799659785,775.7438799659785,775.7438799659785,999.203474692541,999.203474692541,999.203474692541,,,,1387.1494585792598,1387.1494585792598,1387.1494585792598,426.03193538590034,426.03193538590034,426.03193538590034
1718513,,,,,,,623.0013604398307,623.0013604398307,623.0013604398307,,,,,,
1748028,670.1159576129016,670.1159576129016,670.1159576129016,951.3298248004016,951.3298248004016,951.3298248004016,,,,1601.3615630816516,1601.3615630816516,1601.3615630816516,391.42833554258914,391.42833554258914,391.42833554258914
1748631,,,,,,,837.9180547859726,837.9180547859726,837.9180547859726,,,,,,
1778146,803.194395123106,803.194395123106,803.194395123106,1037.0624371152935,1037.0624371152935,1037.0624371152935,,,,1738.3414898496685,1738.3414898496685,1738.3414898496685,500.7499981504498,500.7499981504498,500.7499981504498
1778748,,,,,,,854.1629351672708,854.1629351672708,854.1629351672708,,,,,,
1808264,943.6482598794042,943.6482598794042,943.6482598794042,1154.5546929848729,1154.5546929848729,1154.5546929848729,,,,1752.4782769692479,1752.4782769692479,1752.4782769692479,490.58225035791986,490.58225035791986,490.58225035791986
1808866,,,,,,,876.0753570524752,876.0753570524752,876.0753570524752,,,,,,
1838381,861.8831304950774,861.8831304950774,861.8831304950774,1126.65376037789,1126.65376037789,1126.65376037789,,,,1776.171094362265,1776.171094362265,1776.171094362265,516.9156622333586,516.9156622333586,516.9156622333586
1838984,,,,,,,912.3647320626796,912.3647320626796,912.3647320626796,,,,,,
1868499,838.3539630248131,838.3539630248131,838.3539630248131,1099.8936969115318,1099.8936969115318,1099.8936969115318,,,,1770.2186480834068,1770.2186480834068,1770.2186480834068,559.2126056029381,559.2126056029381,559.2126056029381
1869101,,,,,,,973.6793145924153,973.6793145924153,973.6793145924153,,,,,,
1898616,923.2763336404861,923.2763336404861,923.2763336404861,1019.2019317850175,1019.2019317850175,1019.2019317850175,,,,1711.1707428201737,1711.1707428201737,1711.1707428201737,639.2063873514237,639.2063873514237,639.2063873514237
1899219,,,,,,,950.5473028838696,950.5473028838696,950.5473028838696,,,,,,
1928734,909.1459088460032,909.1459088460032,909.1459088460032,1050.1926617756906,1050.1926617756906,1050.1926617756906,,,,1562.2392926350656,1562.2392926350656,1562.2392926350656,737.3193097249094,737.3193097249094,737.3193097249094
1929336,,,,,,,846.3417438120429,846.3417438120429,846.3417438120429,,,,,,
1958852,877.0163385437075,877.0163385437075,877.0163385437075,1033.5051080749577,1033.5051080749577,1033.5051080749577,,,,2126.0158502624577,2126.0158502624577,2126.0158502624577,710.1639825866763,710.1639825866763,710.1639825866763
1959454,,,,,,,840.3948517324035,840.3948517324035,840.3948517324035,,,,,,
1988969,892.6663092570369,892.6663092570369,892.6663092570369,936.1583746867243,936.1583746867243,936.1583746867243,,,,2316.248828788287,2316.248828788287,2316.248828788287,633.6391486125057,633.6391486125057,633.6391486125057
1989572,,,,,,,991.1519391449517,991.1519391449517,991.1519391449517,,,,,,
2019087,920.0782428609914,920.0782428609914,920.0782428609914,1026.515864931304,1026.515864931304,1026.515864931304,,,,2280.7889362203664,2280.7889362203664,2280.7889362203664,474.1151386129445,474.1151386129445,474.1151386129445
2019689,,,,,,,969.0631403270311,969.0631403270311,969.0631403270311,,,,,,
2049205,824.044925000102,824.044925000102,824.044925000102,1099.1177399415083,1099.1177399415083,1099.1177399415083,,,,2129.2523834961958,2129.2523834961958,2129.2523834961958,599.306155468852,599.306155468852,599.306155468852
2049807,,,,,,,833.324561235673,833.324561235673,833.324561235673,,,,,,
2079322,957.2136335064002,957.2136335064002,957.2136335064002,1215.4942731548376,1215.4942731548376,1215.4942731548376,,,,2066.32349678765,2066.32349678765,2066.32349678765,664.8930768657752,664.8930768657752,664.8930768657752
2079925,,,,,,,828.8212726716587,828.8212726716587,828.8212726716587,,,,,,
2109440,1091.6143366416047,1091.6143366416047,1091.6143366416047,1159.1183649619172,1159.1183649619172,1159.1183649619172,,,,2087.5760065634795,2087.5760065634795,2087.5760065634795,912.0179621298859,912.0179621298859,912.0179621298859
2110042,,,,,,,902.3177399670193,902.3177399670193,902.3177399670193,,,,,,
2139558,1025.624658917434,1025.624658917434,1025.624658917434,1215.679102276809,1215.679102276809,1215.679102276809,,,,2022.9975837221216,2022.9975837221216,2022.9975837221216,931.4559577455591,931.4559577455591,931.4559577455591
2140160,,,,,,,973.5256940787864,973.5256940787864,973.5256940787864,,,,,,
2169675,1065.393404044826,1065.393404044826,1065.393404044826,1347.3757038495135,1347.3757038495135,1347.3757038495135,,,,2141.9123249432632,2141.9123249432632,2141.9123249432632,939.7444782635761,939.7444782635761,939.7444782635761
2170278,,,,,,,1260.6196345186781,1260.6196345186781,1260.6196345186781,,,,,,
2199793,1023.6435944847178,1023.6435944847178,1023.6435944847178,1376.9997956565928,1376.9997956565928,1376.9997956565928,,,,1966.7842194847178,1966.7842194847178,1966.7842194847178,934.1699006370616,934.1699006370616,934.1699006370616
2200395,,,,,,,1062.893994880445,1062.893994880445,1062.893994880445,,,,,,
2229911,1026.3365339480472,1026.3365339480472,1026.3365339480472,1663.3303083621097,1663.3303083621097,1663.3303083621097,,,,2060.5972761355474,2060.5972761355474,2060.5972761355474,925.3486189089849,925.3486189089849,925.3486189089849
2230513,,,,,,,1124.7190144218996,1124.7190144218996,1124.7190144218996,,,,,,
2260028,1016.1667414777829,1016.1667414777829,1016.1667414777829,1638.5808650129393,1638.5808650129393,1638.5808650129393,,,,1743.2192927473143,1743.2192927473143,1743.2192927473143,924.9099665754391,924.9099665754391,924.9099665754391
2260631,,,,,,,1176.3468904086665,1176.3468904086665,1176.3468904086665,,,,,,
2290146,1143.3922126793937,1143.3922126793937,1143.3922126793937,1601.9233406090812,1601.9233406090812,1601.9233406090812,,,,1663.6070564293937,1663.6070564293937,1663.6070564293937,875.8296516442374,875.8296516442374,875.8296516442374
2290748,,,,,,,1023.3270002821521,1023.3270002821521,1023.3270002821521,,,,,,
2320264,1225.9129109317855,1225.9129109317855,1225.9129109317855,1672.3865437442855,1672.3865437442855,1672.3865437442855,,,,996.9475789005355,996.9475789005355,996.9475789005355,832.4915852481918,832.4915852481918,832.4915852481918
2320866,,,,,,,1300.5894587884502,1300.5894587884502,1300.5894587884502,,,,,,
2350381,1160.9808503951149,1160.9808503951149,1160.9808503951149,1718.3313142623024,1718.3313142623024,1718.3313142623024,,,,1049.5973054732399,1049.5973054732399,1049.5973054732399,950.96888750449,950.96888750449,950.96888750449
2350984,,,,,,,1450.209033993967,1450.209033993967,1450.209033993967,,,,,,
2380499,1314.1101912256318,1314.1101912256318,1314.1101912256318,1721.1646345850068,1721.1646345850068,1721.1646345850068,,,,998.3394392725068,998.3394392725068,998.3394392725068,863.7849959131319,863.7849959131319,863.7849959131319
2381101,,,,,,,1688.0681111526092,1688.0681111526092,1688.0681111526092,,,,,,
2410616,1366.0549617436488,1366.0549617436488,1366.0549617436488,1422.5184627202113,1422.5184627202113,1422.5184627202113,,,,1054.2075496342738,1054.2075496342738,1054.2075496342738,835.3996272709925,835.3996272709925,835.3996272709925
2411219,,,,,,,1563.152041826876,1563.152041826876,1563.152041826876,,,,,,
2440734,1499.6824715194782,1499.6824715194782,1499.6824715194782,1500.6741707382282,1500.6741707382282,1500.6741707382282,,,,1281.9020760116657,1281.9020760116657,1281.9020760116657,855.2803719101032,855.2803719101032,855.2803719101032
2441336,,,,,,,1406.057261563643,1406.057261563643,1406.057261563643,,,,,,
2470852,1634.3990926234326,1634.3990926234326,1634.3990926234326,1465.6800984828076,1465.6800984828076,1465.6800984828076,,,,1536.9535359828076,1536.9535359828076,1536.9535359828076,883.9756307093701,883.9756307093701,883.9756307093701
2471454,,,,,,,1680.1431453629098,1680.1431453629098,1680.1431453629098,,,,,,
2500969,1750.763174664887,1750.763174664887,1750.763174664887,1479.9334627508244,1479.9334627508244,1479.9334627508244,,,,1574.189688336762,1574.189688336762,1574.189688336762,768.1577059148871,768.1577059148871,768.1577059148871
2501572,,,,,,,1934.1271004512391,1934.1271004512391,1934.1271004512391,,,,,,
2531087,1593.2019637375915,1593.2019637375915,1593.2019637375915,1533.865904167279,1533.865904167279,1533.865904167279,,,,2065.1970809250915,2065.1970809250915,2065.1970809250915,870.5882552414977,870.5882552414977,870.5882552414977
2531689,,,,,,,1916.6779500708187,1916.6779500708187,1916.6779500708187,,,,,,
2561205,1659.033575075921,1659.033575075921,1659.033575075921,1460.502569216546,1460.502569216546,1460.502569216546,,,,2025.2529354274834,2025.2529354274834,2025.2529354274834,972.901556032952,972.901556032952,972.901556032952
2561807,,,,,,,1847.2994784013356,1847.2994784013356,1847.2994784013356,,,,,,
2591322,1531.6795174689378,1531.6795174689378,1531.6795174689378,1670.9269539923753,1670.9269539923753,1670.9269539923753,,,,2304.1784188361253,2304.1784188361253,2304.1784188361253,1091.2907235236253,1091.2907235236253,1091.2907235236253
2591925,,,,,,,2004.4266219662275,2004.4266219662275,2004.4266219662275,,,,,,
2621440,1635.5226034166421,1635.5226034166421,1635.5226034166421,1941.7271932603921,1941.7271932603921,1941.7271932603921,,,,2254.4521688463296,2254.4521688463296,2254.4521688463296,1245.7821249010171,1245.7821249010171,1245.7821249010171
2622042,,,,,,,1961.3772518592443,1961.3772518592443,1961.3772518592443,,,,,,
2651558,1801.4430819424715,1801.4430819424715,1801.4430819424715,1909.7419100674715,1909.7419100674715,1909.7419100674715,,,,2064.816739169034,2064.816739169034,2064.816739169034,1319.778897372159,1319.778897372159,1319.778897372159
2652160,,,,,,,2010.2366952288237,2010.2366952288237,2010.2366952288237,,,,,,
2681675,2010.6835067573636,2010.6835067573636,2010.6835067573636,1784.2633407417386,1784.2633407417386,1784.2633407417386,,,,1898.260288983926,1898.260288983926,1898.260288983926,1389.4537704292386,1389.4537704292386,1389.4537704292386
2682278,,,,,,,2341.0883260984033,2341.0883260984033,2341.0883260984033,,,,,,
2711793,1781.730938408193,1781.730938408193,1781.730938408193,1944.2549862597555,1944.2549862597555,1944.2549862597555,,,,2019.0032772753805,2019.0032772753805,2019.0032772753805,1287.1248593066305,1287.1248593066305,1287.1248593066305
2712395,,,,,,,2381.2129061867327,2381.2129061867327,2381.2129061867327,,,,,,
2741911,1850.3113290433973,1850.3113290433973,1850.3113290433973,1948.3571054105848,1948.3571054105848,1948.3571054105848,,,,2006.0541268949598,2006.0541268949598,2006.0541268949598,1403.1342050199598,1403.1342050199598,1403.1342050199598
2742513,,,,,,,2429.216636665687,2429.216636665687,2429.216636665687,,,,,,
