"Step","dflex_hopper_4 - train_return","dflex_hopper_4 - train_return__MIN","dflex_hopper_4 - train_return__MAX","dflex_hopper_3 - train_return","dflex_hopper_3 - train_return__MIN","dflex_hopper_3 - train_return__MAX","dflex_hopper_2 - train_return","dflex_hopper_2 - train_return__MIN","dflex_hopper_2 - train_return__MAX","dflex_hopper_1 - train_return","dflex_hopper_1 - train_return__MIN","dflex_hopper_1 - train_return__MAX","dflex_hopper_0 - train_return","dflex_hopper_0 - train_return__MIN","dflex_hopper_0 - train_return__MAX"
"17416","28.038808822631836","28.038808822631836","28.038808822631836","","","","-61.29412078857422","-61.29412078857422","-61.29412078857422","18.811737060546875","18.811737060546875","18.811737060546875","11.027231216430664","11.027231216430664","11.027231216430664"
"17544","26.836265563964844","26.836265563964844","26.836265563964844","","","","","","","19.25340461730957","19.25340461730957","19.25340461730957","","",""
"17672","28.12672233581543","28.12672233581543","28.12672233581543","","","","","","","19.59358787536621","19.59358787536621","19.59358787536621","10.78079605102539","10.78079605102539","10.78079605102539"
"17800","","","","-112.33670043945312","-112.33670043945312","-112.33670043945312","","","","20.60487937927246","20.60487937927246","20.60487937927246","10.298781394958496","10.298781394958496","10.298781394958496"
"17928","29.954328536987305","29.954328536987305","29.954328536987305","-114.63324737548828","-114.63324737548828","-114.63324737548828","","","","20.77899169921875","20.77899169921875","20.77899169921875","9.839221954345703","9.839221954345703","9.839221954345703"
"18056","31.445589065551758","31.445589065551758","31.445589065551758","-114.14680480957031","-114.14680480957031","-114.14680480957031","","","","21.14886474609375","21.14886474609375","21.14886474609375","8.905800819396973","8.905800819396973","8.905800819396973"
"18184","","","","","","","","","","21.77271270751953","21.77271270751953","21.77271270751953","8.318136215209961","8.318136215209961","8.318136215209961"
"18312","33.112117767333984","33.112117767333984","33.112117767333984","-116.09729766845703","-116.09729766845703","-116.09729766845703","","","","22.572425842285156","22.572425842285156","22.572425842285156","7.74852991104126","7.74852991104126","7.74852991104126"
"18440","34.94129943847656","34.94129943847656","34.94129943847656","-118.42992401123047","-118.42992401123047","-118.42992401123047","","","","22.7663516998291","22.7663516998291","22.7663516998291","7.037745952606201","7.037745952606201","7.037745952606201"
"18568","36.03297805786133","36.03297805786133","36.03297805786133","","","","","","","23.017467498779297","23.017467498779297","23.017467498779297","6.997631072998047","6.997631072998047","6.997631072998047"
"18696","","","","-120.46275329589844","-120.46275329589844","-120.46275329589844","","","","23.191190719604492","23.191190719604492","23.191190719604492","6.802419185638428","6.802419185638428","6.802419185638428"
"18824","","","","-120.37158203125","-120.37158203125","-120.37158203125","","","","23.148168563842773","23.148168563842773","23.148168563842773","6.148623466491699","6.148623466491699","6.148623466491699"
"18952","34.95315170288086","34.95315170288086","34.95315170288086","-120.27113342285156","-120.27113342285156","-120.27113342285156","","","","23.348947525024414","23.348947525024414","23.348947525024414","4.840823173522949","4.840823173522949","4.840823173522949"
"19080","34.450225830078125","34.450225830078125","34.450225830078125","","","","-61.31458282470703","-61.31458282470703","-61.31458282470703","","","","3.6739933490753174","3.6739933490753174","3.6739933490753174"
"19208","35.20685958862305","35.20685958862305","35.20685958862305","","","","","","","23.31148338317871","23.31148338317871","23.31148338317871","3.544185161590576","3.544185161590576","3.544185161590576"
"19336","34.2052001953125","34.2052001953125","34.2052001953125","-124.58240509033203","-124.58240509033203","-124.58240509033203","","","","","","","3.684433698654175","3.684433698654175","3.684433698654175"
"19464","33.927188873291016","33.927188873291016","33.927188873291016","","","","","","","","","","3.2690980434417725","3.2690980434417725","3.2690980434417725"
"19592","","","","","","","-61.02961730957031","-61.02961730957031","-61.02961730957031","","","","","",""
"19720","35.26839065551758","35.26839065551758","35.26839065551758","","","","","","","23.505104064941406","23.505104064941406","23.505104064941406","3.498723030090332","3.498723030090332","3.498723030090332"
"19848","36.382423400878906","36.382423400878906","36.382423400878906","","","","","","","","","","3.620622158050537","3.620622158050537","3.620622158050537"
"19976","","","","-127.15579986572266","-127.15579986572266","-127.15579986572266","","","","","","","","",""
"20104","36.378360748291016","36.378360748291016","36.378360748291016","-126.80001831054688","-126.80001831054688","-126.80001831054688","-61.58478546142578","-61.58478546142578","-61.58478546142578","","","","3.616126537322998","3.616126537322998","3.616126537322998"
"20232","","","","","","","-59.31848907470703","-59.31848907470703","-59.31848907470703","22.50110626220703","22.50110626220703","22.50110626220703","","",""
"20360","34.4951171875","34.4951171875","34.4951171875","","","","","","","","","","","",""
"20488","33.55714797973633","33.55714797973633","33.55714797973633","-126.35370635986328","-126.35370635986328","-126.35370635986328","-59.12659454345703","-59.12659454345703","-59.12659454345703","22.78767967224121","22.78767967224121","22.78767967224121","4.122036457061768","4.122036457061768","4.122036457061768"
"20616","34.17295837402344","34.17295837402344","34.17295837402344","","","","-58.78852081298828","-58.78852081298828","-58.78852081298828","","","","4.620296001434326","4.620296001434326","4.620296001434326"
"20744","32.80234146118164","32.80234146118164","32.80234146118164","-127.38045501708984","-127.38045501708984","-127.38045501708984","","","","23.015705108642578","23.015705108642578","23.015705108642578","4.958333492279053","4.958333492279053","4.958333492279053"
"20872","","","","","","","","","","","","","5.103851318359375","5.103851318359375","5.103851318359375"
"21000","32.50800704956055","32.50800704956055","32.50800704956055","","","","-58.63106155395508","-58.63106155395508","-58.63106155395508","23.109392166137695","23.109392166137695","23.109392166137695","","",""
"21128","32.152687072753906","32.152687072753906","32.152687072753906","","","","","","","","","","","",""
"21256","","","","-126.62735748291016","-126.62735748291016","-126.62735748291016","-58.96295928955078","-58.96295928955078","-58.96295928955078","23.32681655883789","23.32681655883789","23.32681655883789","","",""
"21384","32.01288986206055","32.01288986206055","32.01288986206055","-124.2475357055664","-124.2475357055664","-124.2475357055664","-57.595550537109375","-57.595550537109375","-57.595550537109375","","","","5.608806610107422","5.608806610107422","5.608806610107422"
"21512","30.57743263244629","30.57743263244629","30.57743263244629","","","","-56.925537109375","-56.925537109375","-56.925537109375","","","","","",""
"21640","30.656627655029297","30.656627655029297","30.656627655029297","-116.31246948242188","-116.31246948242188","-116.31246948242188","-55.94763946533203","-55.94763946533203","-55.94763946533203","23.535585403442383","23.535585403442383","23.535585403442383","6.0582804679870605","6.0582804679870605","6.0582804679870605"
"21768","30.18381690979004","30.18381690979004","30.18381690979004","-114.76421356201172","-114.76421356201172","-114.76421356201172","-54.29780578613281","-54.29780578613281","-54.29780578613281","","","","","",""
"21896","30.910463333129883","30.910463333129883","30.910463333129883","-113.10086059570312","-113.10086059570312","-113.10086059570312","-51.51575469970703","-51.51575469970703","-51.51575469970703","23.80316925048828","23.80316925048828","23.80316925048828","6.361906051635742","6.361906051635742","6.361906051635742"
"22024","30.34056282043457","30.34056282043457","30.34056282043457","-110.49374389648438","-110.49374389648438","-110.49374389648438","","","","","","","","",""
"22152","","","","-110.25428771972656","-110.25428771972656","-110.25428771972656","-50.29707336425781","-50.29707336425781","-50.29707336425781","24.19635009765625","24.19635009765625","24.19635009765625","","",""
"22280","29.597110748291016","29.597110748291016","29.597110748291016","-107.25496673583984","-107.25496673583984","-107.25496673583984","-49.21581268310547","-49.21581268310547","-49.21581268310547","24.464191436767578","24.464191436767578","24.464191436767578","7.261868000030518","7.261868000030518","7.261868000030518"
"22408","29.354530334472656","29.354530334472656","29.354530334472656","-106.24882507324219","-106.24882507324219","-106.24882507324219","-46.53702926635742","-46.53702926635742","-46.53702926635742","24.86610221862793","24.86610221862793","24.86610221862793","8.109832763671875","8.109832763671875","8.109832763671875"
"22536","","","","-104.44491577148438","-104.44491577148438","-104.44491577148438","-44.44655990600586","-44.44655990600586","-44.44655990600586","","","","8.536677360534668","8.536677360534668","8.536677360534668"
"22664","29.175182342529297","29.175182342529297","29.175182342529297","-102.9290771484375","-102.9290771484375","-102.9290771484375","-40.68275451660156","-40.68275451660156","-40.68275451660156","25.198848724365234","25.198848724365234","25.198848724365234","9.022740364074707","9.022740364074707","9.022740364074707"
"22792","","","","-96.8381118774414","-96.8381118774414","-96.8381118774414","-37.52185821533203","-37.52185821533203","-37.52185821533203","25.651947021484375","25.651947021484375","25.651947021484375","","",""
"22920","29.45728874206543","29.45728874206543","29.45728874206543","-94.52229309082031","-94.52229309082031","-94.52229309082031","-37.40127182006836","-37.40127182006836","-37.40127182006836","","","","10.027161598205566","10.027161598205566","10.027161598205566"
"23048","29.474611282348633","29.474611282348633","29.474611282348633","-96.20072174072266","-96.20072174072266","-96.20072174072266","-36.58024597167969","-36.58024597167969","-36.58024597167969","25.87405776977539","25.87405776977539","25.87405776977539","11.409040451049805","11.409040451049805","11.409040451049805"
"23176","29.46930503845215","29.46930503845215","29.46930503845215","-90.32750701904297","-90.32750701904297","-90.32750701904297","-34.13836669921875","-34.13836669921875","-34.13836669921875","26.093273162841797","26.093273162841797","26.093273162841797","12.763833045959473","12.763833045959473","12.763833045959473"
"23304","29.747848510742188","29.747848510742188","29.747848510742188","-87.56563568115234","-87.56563568115234","-87.56563568115234","-33.48153305053711","-33.48153305053711","-33.48153305053711","26.96529197692871","26.96529197692871","26.96529197692871","14.509801864624023","14.509801864624023","14.509801864624023"
"23432","","","","-86.13720703125","-86.13720703125","-86.13720703125","-31.92350196838379","-31.92350196838379","-31.92350196838379","27.266881942749023","27.266881942749023","27.266881942749023","16.60247802734375","16.60247802734375","16.60247802734375"
"23560","29.817970275878906","29.817970275878906","29.817970275878906","-85.58000183105469","-85.58000183105469","-85.58000183105469","-31.440385818481445","-31.440385818481445","-31.440385818481445","27.531635284423828","27.531635284423828","27.531635284423828","16.982696533203125","16.982696533203125","16.982696533203125"
"23688","29.35616111755371","29.35616111755371","29.35616111755371","","","","-31.081125259399414","-31.081125259399414","-31.081125259399414","28.645099639892578","28.645099639892578","28.645099639892578","18.448957443237305","18.448957443237305","18.448957443237305"
"23816","29.711402893066406","29.711402893066406","29.711402893066406","","","","-30.06754493713379","-30.06754493713379","-30.06754493713379","29.6060791015625","29.6060791015625","29.6060791015625","19.31855583190918","19.31855583190918","19.31855583190918"
"23944","31.20903968811035","31.20903968811035","31.20903968811035","","","","","","","30.148481369018555","30.148481369018555","30.148481369018555","21.729692459106445","21.729692459106445","21.729692459106445"
"24072","31.2996883392334","31.2996883392334","31.2996883392334","-84.17987823486328","-84.17987823486328","-84.17987823486328","","","","30.541723251342773","30.541723251342773","30.541723251342773","23.50425148010254","23.50425148010254","23.50425148010254"
"24200","31.22479248046875","31.22479248046875","31.22479248046875","-83.23037719726562","-83.23037719726562","-83.23037719726562","-28.960588455200195","-28.960588455200195","-28.960588455200195","30.996816635131836","30.996816635131836","30.996816635131836","24.205333709716797","24.205333709716797","24.205333709716797"
"24328","30.544700622558594","30.544700622558594","30.544700622558594","-78.50458526611328","-78.50458526611328","-78.50458526611328","-27.10314178466797","-27.10314178466797","-27.10314178466797","31.450626373291016","31.450626373291016","31.450626373291016","24.57274627685547","24.57274627685547","24.57274627685547"
"24456","","","","","","","","","","31.634382247924805","31.634382247924805","31.634382247924805","24.9232120513916","24.9232120513916","24.9232120513916"
"24584","","","","-78.87281799316406","-78.87281799316406","-78.87281799316406","-25.129133224487305","-25.129133224487305","-25.129133224487305","31.868452072143555","31.868452072143555","31.868452072143555","","",""
"24712","30.69710350036621","30.69710350036621","30.69710350036621","","","","","","","32.05683517456055","32.05683517456055","32.05683517456055","25.3030948638916","25.3030948638916","25.3030948638916"
"24840","","","","-77.59212493896484","-77.59212493896484","-77.59212493896484","","","","32.5447998046875","32.5447998046875","32.5447998046875","26.629056930541992","26.629056930541992","26.629056930541992"
"24968","31.216449737548828","31.216449737548828","31.216449737548828","-75.0453872680664","-75.0453872680664","-75.0453872680664","","","","32.64128875732422","32.64128875732422","32.64128875732422","","",""
"25096","32.06003952026367","32.06003952026367","32.06003952026367","","","","-24.082977294921875","-24.082977294921875","-24.082977294921875","","","","27.070234298706055","27.070234298706055","27.070234298706055"
"25224","32.236019134521484","32.236019134521484","32.236019134521484","-76.42283630371094","-76.42283630371094","-76.42283630371094","","","","","","","27.590301513671875","27.590301513671875","27.590301513671875"
"25352","32.755027770996094","32.755027770996094","32.755027770996094","-74.8950424194336","-74.8950424194336","-74.8950424194336","-23.761754989624023","-23.761754989624023","-23.761754989624023","33.086387634277344","33.086387634277344","33.086387634277344","27.997886657714844","27.997886657714844","27.997886657714844"
"25480","","","","","","","","","","","","","28.26185417175293","28.26185417175293","28.26185417175293"
"25608","33.021881103515625","33.021881103515625","33.021881103515625","","","","","","","","","","28.55863380432129","28.55863380432129","28.55863380432129"
"25736","","","","-73.77305603027344","-73.77305603027344","-73.77305603027344","","","","33.502689361572266","33.502689361572266","33.502689361572266","29.20697593688965","29.20697593688965","29.20697593688965"
"25864","31.814584732055664","31.814584732055664","31.814584732055664","-71.3936538696289","-71.3936538696289","-71.3936538696289","","","","33.8897705078125","33.8897705078125","33.8897705078125","","",""
"25992","32.053733825683594","32.053733825683594","32.053733825683594","-70.1462631225586","-70.1462631225586","-70.1462631225586","-23.19125747680664","-23.19125747680664","-23.19125747680664","","","","29.991594314575195","29.991594314575195","29.991594314575195"
"26120","32.22862243652344","32.22862243652344","32.22862243652344","-66.58228302001953","-66.58228302001953","-66.58228302001953","-21.07720375061035","-21.07720375061035","-21.07720375061035","34.4653434753418","34.4653434753418","34.4653434753418","30.49209976196289","30.49209976196289","30.49209976196289"
"26248","32.44792938232422","32.44792938232422","32.44792938232422","-63.15939712524414","-63.15939712524414","-63.15939712524414","-20.504602432250977","-20.504602432250977","-20.504602432250977","34.78679275512695","34.78679275512695","34.78679275512695","","",""
"26376","32.72807693481445","32.72807693481445","32.72807693481445","","","","-19.279279708862305","-19.279279708862305","-19.279279708862305","","","","","",""
"26504","","","","-58.69659423828125","-58.69659423828125","-58.69659423828125","-16.615034103393555","-16.615034103393555","-16.615034103393555","35.00568389892578","35.00568389892578","35.00568389892578","","",""
"26632","","","","-56.49494934082031","-56.49494934082031","-56.49494934082031","-14.808741569519043","-14.808741569519043","-14.808741569519043","35.50725173950195","35.50725173950195","35.50725173950195","","",""
"26760","32.93310546875","32.93310546875","32.93310546875","-60.988407135009766","-60.988407135009766","-60.988407135009766","-12.91359806060791","-12.91359806060791","-12.91359806060791","","","","","",""
"26888","33.17050552368164","33.17050552368164","33.17050552368164","-54.64391326904297","-54.64391326904297","-54.64391326904297","-12.332043647766113","-12.332043647766113","-12.332043647766113","35.68381118774414","35.68381118774414","35.68381118774414","30.9296932220459","30.9296932220459","30.9296932220459"
"27016","34.112518310546875","34.112518310546875","34.112518310546875","-51.86565399169922","-51.86565399169922","-51.86565399169922","-8.300274848937988","-8.300274848937988","-8.300274848937988","","","","31.170772552490234","31.170772552490234","31.170772552490234"
"27144","","","","-49.89463424682617","-49.89463424682617","-49.89463424682617","-6.697168827056885","-6.697168827056885","-6.697168827056885","35.98362350463867","35.98362350463867","35.98362350463867","","",""
"27272","34.47639846801758","34.47639846801758","34.47639846801758","-44.19513702392578","-44.19513702392578","-44.19513702392578","-3.0196752548217773","-3.0196752548217773","-3.0196752548217773","36.7313117980957","36.7313117980957","36.7313117980957","","",""
"27400","34.78367233276367","34.78367233276367","34.78367233276367","-40.165863037109375","-40.165863037109375","-40.165863037109375","-1.1209919452667236","-1.1209919452667236","-1.1209919452667236","37.57383346557617","37.57383346557617","37.57383346557617","31.475934982299805","31.475934982299805","31.475934982299805"
"27528","35.61768341064453","35.61768341064453","35.61768341064453","-38.459205627441406","-38.459205627441406","-38.459205627441406","1.403679609298706","1.403679609298706","1.403679609298706","","","","","",""
"27656","35.833152770996094","35.833152770996094","35.833152770996094","-36.94508743286133","-36.94508743286133","-36.94508743286133","3.05104923248291","3.05104923248291","3.05104923248291","37.982200622558594","37.982200622558594","37.982200622558594","32.08872604370117","32.08872604370117","32.08872604370117"
"27784","36.92352294921875","36.92352294921875","36.92352294921875","-34.008216857910156","-34.008216857910156","-34.008216857910156","4.68779182434082","4.68779182434082","4.68779182434082","38.281742095947266","38.281742095947266","38.281742095947266","33.26029586791992","33.26029586791992","33.26029586791992"
"27912","","","","","","","5.229036808013916","5.229036808013916","5.229036808013916","38.65334701538086","38.65334701538086","38.65334701538086","33.40664291381836","33.40664291381836","33.40664291381836"
"28040","36.71100616455078","36.71100616455078","36.71100616455078","-32.711326599121094","-32.711326599121094","-32.711326599121094","5.3182806968688965","5.3182806968688965","5.3182806968688965","38.94974136352539","38.94974136352539","38.94974136352539","","",""
"28168","37.329280853271484","37.329280853271484","37.329280853271484","","","","5.755489826202393","5.755489826202393","5.755489826202393","","","","33.69192886352539","33.69192886352539","33.69192886352539"
"28296","37.4984016418457","37.4984016418457","37.4984016418457","","","","","","","","","","","",""
"28424","","","","-31.02092170715332","-31.02092170715332","-31.02092170715332","5.5708231925964355","5.5708231925964355","5.5708231925964355","","","","34.666343688964844","34.666343688964844","34.666343688964844"
"28552","38.6326789855957","38.6326789855957","38.6326789855957","-29.16061019897461","-29.16061019897461","-29.16061019897461","","","","38.81494903564453","38.81494903564453","38.81494903564453","","",""
"28680","38.993980407714844","38.993980407714844","38.993980407714844","","","","","","","39.03203201293945","39.03203201293945","39.03203201293945","35.2332649230957","35.2332649230957","35.2332649230957"
"28808","","","","-32.48780059814453","-32.48780059814453","-32.48780059814453","","","","","","","","",""
