"Step","dflex_hopper_4 - train_return","dflex_hopper_4 - train_return__MIN","dflex_hopper_4 - train_return__MAX","dflex_hopper_3 - train_return","dflex_hopper_3 - train_return__MIN","dflex_hopper_3 - train_return__MAX","dflex_hopper_2 - train_return","dflex_hopper_2 - train_return__MIN","dflex_hopper_2 - train_return__MAX","dflex_hopper_1 - train_return","dflex_hopper_1 - train_return__MIN","dflex_hopper_1 - train_return__MAX","dflex_hopper_0 - train_return","dflex_hopper_0 - train_return__MIN","dflex_hopper_0 - train_return__MAX"
"2158856","4393.77685546875","4393.77685546875","4393.77685546875","","","","","","","","","","","",""
"2159368","4385.50634765625","4385.50634765625","4385.50634765625","","","","","","","","","","","",""
"2159496","","","","4246.84375","4246.84375","4246.84375","","","","","","","","",""
"2159880","4378.79541015625","4378.79541015625","4378.79541015625","","","","","","","","","","","",""
"2163592","","","","","","","","","","4226.21044921875","4226.21044921875","4226.21044921875","","",""
"2165768","4375.01953125","4375.01953125","4375.01953125","","","","","","","","","","","",""
"2166408","","","","","","","4707.77685546875","4707.77685546875","4707.77685546875","","","","","",""
"2167688","4370.353515625","4370.353515625","4370.353515625","","","","","","","","","","","",""
"2168968","","","","4244.458984375","4244.458984375","4244.458984375","","","","","","","","",""
"2169224","4364.62646484375","4364.62646484375","4364.62646484375","","","","","","","","","","","",""
"2169480","","","","4242.91162109375","4242.91162109375","4242.91162109375","","","","","","","","",""
"2172680","4362.9736328125","4362.9736328125","4362.9736328125","","","","","","","","","","","",""
"2176264","","","","","","","4708.1962890625","4708.1962890625","4708.1962890625","","","","","",""
"2176904","","","","","","","","","","4206.09326171875","4206.09326171875","4206.09326171875","","",""
"2177672","","","","","","","","","","4207.625","4207.625","4207.625","","",""
"2179080","","","","","","","","","","","","","3843.57080078125","3843.57080078125","3843.57080078125"
"2181000","4464.10546875","4464.10546875","4464.10546875","4479.369140625","4479.369140625","4479.369140625","4908.955078125","4908.955078125","4908.955078125","4376.68701171875","4376.68701171875","4376.68701171875","3995.107421875","3995.107421875","3995.107421875"
"2187016","","","","","","","4860.69384765625","4860.69384765625","4860.69384765625","","","","","",""
"2187400","","","","","","","4862.91650390625","4862.91650390625","4862.91650390625","","","","","",""
"2188168","","","","","","","4865.109375","4865.109375","4865.109375","","","","","",""
"2190088","","","","","","","","","","4334.14404296875","4334.14404296875","4334.14404296875","","",""
"2192776","","","","","","","","","","","","","3995.735595703125","3995.735595703125","3995.735595703125"
"2193160","4421.4677734375","4421.4677734375","4421.4677734375","","","","","","","","","","","",""
"2194184","","","","","","","","","","","","","3996.98095703125","3996.98095703125","3996.98095703125"
"2197384","","","","","","","","","","4294.8076171875","4294.8076171875","4294.8076171875","","",""
"2198792","","","","","","","","","","","","","3998.810302734375","3998.810302734375","3998.810302734375"
"2200584","","","","","","","4867.10498046875","4867.10498046875","4867.10498046875","","","","","",""
"2201608","","","","4438.93603515625","4438.93603515625","4438.93603515625","","","","","","","","",""
"2201736","","","","","","","","","","","","","4000.992431640625","4000.992431640625","4000.992431640625"
"2206728","","","","","","","","","","4283.76806640625","4283.76806640625","4283.76806640625","","",""
"2206984","4424.44873046875","4424.44873046875","4424.44873046875","","","","","","","","","","","",""
"2209288","","","","4406.10107421875","4406.10107421875","4406.10107421875","","","","","","","","",""
"2210056","","","","4369.416015625","4369.416015625","4369.416015625","","","","","","","","",""
"2212232","","","","4334.52197265625","4334.52197265625","4334.52197265625","","","","","","","","",""
"2215304","","","","","","","","","","4250.58056640625","4250.58056640625","4250.58056640625","","",""
"2217608","","","","","","","","","","","","","4002.969970703125","4002.969970703125","4002.969970703125"
"2221448","","","","","","","","","","","","","4004.944091796875","4004.944091796875","4004.944091796875"
"2222088","4401.52978515625","4401.52978515625","4401.52978515625","","","","","","","","","","","",""
"2222344","4370.42431640625","4370.42431640625","4370.42431640625","","","","","","","","","","","",""
"2223624","","","","4304.251953125","4304.251953125","4304.251953125","","","","","","","","",""
"2225032","","","","4275.11376953125","4275.11376953125","4275.11376953125","","","","","","","","",""
"2226824","4351.0498046875","4351.0498046875","4351.0498046875","","","","","","","","","","","",""
"2228232","","","","","","","","","","","","","4006.80712890625","4006.80712890625","4006.80712890625"
"2228616","4322.2001953125","4322.2001953125","4322.2001953125","","","","","","","","","","","",""
"2228744","4294.5537109375","4294.5537109375","4294.5537109375","","","","","","","","","","","",""
"2229640","4271.90380859375","4271.90380859375","4271.90380859375","","","","","","","","","","","",""
"2230408","4244.7822265625","4244.7822265625","4244.7822265625","","","","","","","","","","","",""
"2231816","4218.20751953125","4218.20751953125","4218.20751953125","","","","","","","","","","","",""
"2232840","","","","","","","","","","4255.00048828125","4255.00048828125","4255.00048828125","","",""
"2233992","","","","","","","","","","4259.20068359375","4259.20068359375","4259.20068359375","","",""
"2235528","","","","","","","","","","4263.642578125","4263.642578125","4263.642578125","","",""
"2235784","4192.458984375","4192.458984375","4192.458984375","","","","","","","","","","","",""
"2240136","","","","","","","","","","4268.52001953125","4268.52001953125","4268.52001953125","","",""
"2240264","4154.61279296875","4154.61279296875","4154.61279296875","","","","","","","","","","","",""
"2241928","","","","","","","","","","4271.796875","4271.796875","4271.796875","","",""
"2242440","","","","","","","","","","","","","4008.397705078125","4008.397705078125","4008.397705078125"
"2243208","","","","","","","","","","4275.52685546875","4275.52685546875","4275.52685546875","","",""
"2243848","","","","4252.74609375","4252.74609375","4252.74609375","","","","","","","","",""
"2250376","","","","4256.525390625","4256.525390625","4256.525390625","","","","","","","","",""
"2254344","","","","4238.23193359375","4238.23193359375","4238.23193359375","","","","","","","","",""
"2261256","4159.65185546875","4159.65185546875","4159.65185546875","","","","","","","","","","","",""
"2261384","","","","","","","","","","","","","4009.251708984375","4009.251708984375","4009.251708984375"
"2262280","","","","","","","","","","","","","4010.669921875","4010.669921875","4010.669921875"
"2263816","","","","","","","","","","4278.595703125","4278.595703125","4278.595703125","","",""
"2266504","","","","","","","4868.578125","4868.578125","4868.578125","","","","","",""
"2267784","","","","","","","","","","","","","4011.492919921875","4011.492919921875","4011.492919921875"
"2268424","","","","","","","","","","4282.04345703125","4282.04345703125","4282.04345703125","","",""
"2271240","","","","","","","","","","4285.6484375","4285.6484375","4285.6484375","","",""
"2273544","4164.79345703125","4164.79345703125","4164.79345703125","","","","","","","","","","","",""
"2279944","4174.5009765625","4174.5009765625","4174.5009765625","","","","","","","","","","","",""
"2280328","4178.193359375","4178.193359375","4178.193359375","","","","","","","","","","","",""
"2281096","","","","","","","","","","","","","4012.534912109375","4012.534912109375","4012.534912109375"
"2281992","4153.25390625","4153.25390625","4153.25390625","","","","","","","","","","","",""
"2282632","4158.15283203125","4158.15283203125","4158.15283203125","","","","","","","","","","","",""
"2284040","","","","4231.23876953125","4231.23876953125","4231.23876953125","","","","","","","","",""
"2285960","","","","","","","","","","","","","4013.38623046875","4013.38623046875","4013.38623046875"
"2286856","4162.74951171875","4162.74951171875","4162.74951171875","","","","","","","","","","","",""
"2287496","","","","4235.02294921875","4235.02294921875","4235.02294921875","","","","","","","","",""
"2287880","4167.580078125","4167.580078125","4167.580078125","","","","","","","","","","","",""
"2289032","","","","4231.74658203125","4231.74658203125","4231.74658203125","","","","","","","","",""
"2291592","","","","","","","","","","4289.75927734375","4289.75927734375","4289.75927734375","","",""
"2293768","4172.04345703125","4172.04345703125","4172.04345703125","","","","","","","","","","","",""
"2294408","","","","","","","4870.994140625","4870.994140625","4870.994140625","","","","","",""
"2296072","","","","","","","4866.20556640625","4866.20556640625","4866.20556640625","","","","","",""
"2296840","","","","4230.83447265625","4230.83447265625","4230.83447265625","","","","","","","","",""
"2296968","","","","4234.15283203125","4234.15283203125","4234.15283203125","","","","","","","","",""
"2297224","4176.1181640625","4176.1181640625","4176.1181640625","","","","","","","","","","","",""
"2300680","4180.36181640625","4180.36181640625","4180.36181640625","","","","","","","","","","","",""
"2304264","","","","","","","4868.2099609375","4868.2099609375","4868.2099609375","","","","","",""
"2304904","","","","","","","","","","4293.89892578125","4293.89892578125","4293.89892578125","","",""
"2305672","","","","","","","","","","4297.39794921875","4297.39794921875","4297.39794921875","","",""
"2307080","","","","","","","","","","","","","4012.92431640625","4012.92431640625","4012.92431640625"
"2307720","","","","","","","","","","4301.3603515625","4301.3603515625","4301.3603515625","","",""
"2308744","","","","","","","","","","4281.76171875","4281.76171875","4281.76171875","","",""
"2309000","4307.470703125","4307.470703125","4307.470703125","4421.85986328125","4421.85986328125","4421.85986328125","4987.5029296875","4987.5029296875","4987.5029296875","4494.77734375","4494.77734375","4494.77734375","3993.551513671875","3993.551513671875","3993.551513671875"
"2314376","","","","","","","","","","4473.087890625","4473.087890625","4473.087890625","","",""
"2314504","","","","4408.50341796875","4408.50341796875","4408.50341796875","","","","","","","","",""
"2314888","4265.10693359375","4265.10693359375","4265.10693359375","","","","","","","","","","","",""
"2315016","","","","","","","4988.06005859375","4988.06005859375","4988.06005859375","","","","","",""
"2315272","","","","","","","","","","4464.4541015625","4464.4541015625","4464.4541015625","","",""
"2315400","","","","","","","4989.4130859375","4989.4130859375","4989.4130859375","","","","","",""
"2316168","","","","","","","4990.4814453125","4990.4814453125","4990.4814453125","","","","","",""
"2318088","","","","","","","","","","4468.11376953125","4468.11376953125","4468.11376953125","","",""
"2318856","","","","","","","4941.64501953125","4941.64501953125","4941.64501953125","","","","","",""
"2320776","","","","","","","","","","","","","3992.02392578125","3992.02392578125","3992.02392578125"
"2321160","4268.08544921875","4268.08544921875","4268.08544921875","","","","","","","","","","","",""
"2321416","","","","","","","","","","4426.0576171875","4426.0576171875","4426.0576171875","","",""
"2322184","","","","","","","","","","","","","3991.624267578125","3991.624267578125","3991.624267578125"
"2325384","","","","","","","","","","4430.14599609375","4430.14599609375","4430.14599609375","","",""
"2326792","","","","","","","","","","","","","3990.95654296875","3990.95654296875","3990.95654296875"
"2328584","","","","","","","4943.4599609375","4943.4599609375","4943.4599609375","","","","","",""
"2329608","","","","4410.876953125","4410.876953125","4410.876953125","","","","","","","","",""
"2329736","","","","","","","","","","","","","3990.723388671875","3990.723388671875","3990.723388671875"
"2330504","","","","4372.8251953125","4372.8251953125","4372.8251953125","","","","","","","","",""
"2330888","","","","4335.470703125","4335.470703125","4335.470703125","","","","","","","","",""
"2333704","","","","4307.1298828125","4307.1298828125","4307.1298828125","","","","","","","","",""
"2334728","","","","","","","","","","4431.546875","4431.546875","4431.546875","","",""
"2334984","4271.6572265625","4271.6572265625","4271.6572265625","","","","","","","","","","","",""
"2337288","","","","4310.84375","4310.84375","4310.84375","","","","","","","","",""
"2338056","","","","4315.13916015625","4315.13916015625","4315.13916015625","","","","","","","","",""
"2340232","","","","4318.89697265625","4318.89697265625","4318.89697265625","","","","","","","","",""
"2341768","","","","4286.30712890625","4286.30712890625","4286.30712890625","","","","","","","","",""
"2343432","","","","4252.2041015625","4252.2041015625","4252.2041015625","","","","","","","","",""
"2344328","","","","","","","","","","4397.98486328125","4397.98486328125","4397.98486328125","","",""
"2345608","","","","","","","","","","","","","3989.64404296875","3989.64404296875","3989.64404296875"
"2345736","","","","","","","","","","4365.65234375","4365.65234375","4365.65234375","","",""
"2346376","","","","4221.71484375","4221.71484375","4221.71484375","","","","4333.27978515625","4333.27978515625","4333.27978515625","","",""
"2346632","","","","4191.658203125","4191.658203125","4191.658203125","","","","","","","","",""
"2349448","","","","","","","","","","","","","3988.378662109375","3988.378662109375","3988.378662109375"
"2349832","","","","","","","4907.833984375","4907.833984375","4907.833984375","","","","","",""
"2350344","4274.7958984375","4274.7958984375","4274.7958984375","","","","","","","","","","","",""
"2351368","","","","","","","4871.150390625","4871.150390625","4871.150390625","","","","","",""
"2351624","","","","4197.1962890625","4197.1962890625","4197.1962890625","","","","","","","","",""
"2352136","","","","4169.46826171875","4169.46826171875","4169.46826171875","","","","","","","","",""
"2353416","","","","","","","","","","4303.14697265625","4303.14697265625","4303.14697265625","","",""
"2354312","","","","","","","4843.4755859375","4843.4755859375","4843.4755859375","","","","","",""
"2354696","","","","","","","4811.14501953125","4811.14501953125","4811.14501953125","","","","","",""
"2354824","4278.46923828125","4278.46923828125","4278.46923828125","","","","","","","","","","","",""
"2356232","","","","","","","","","","","","","3988.278076171875","3988.278076171875","3988.278076171875"
"2356488","","","","","","","4748.52734375","4748.52734375","4748.52734375","","","","","",""
"2356616","4281.88916015625","4281.88916015625","4281.88916015625","","","","","","","","","","","",""
"2356744","4285.46630859375","4285.46630859375","4285.46630859375","","","","","","","","","","","",""
"2357128","","","","","","","4716.58740234375","4716.58740234375","4716.58740234375","","","","","",""
"2357384","","","","","","","4686.1240234375","4686.1240234375","4686.1240234375","","","","","",""
"2357640","4288.98974609375","4288.98974609375","4288.98974609375","","","","","","","","","","","",""
"2359816","4292.99951171875","4292.99951171875","4292.99951171875","","","","","","","","","","","",""
"2360840","","","","4114.75244140625","4114.75244140625","4114.75244140625","","","","4305.58935546875","4305.58935546875","4305.58935546875","","",""
"2361992","","","","","","","","","","4309.25830078125","4309.25830078125","4309.25830078125","","",""
"2363528","","","","","","","","","","4312.71923828125","4312.71923828125","4312.71923828125","","",""
"2363784","4296.7138671875","4296.7138671875","4296.7138671875","","","","4660.76904296875","4660.76904296875","4660.76904296875","","","","","",""
"2366344","","","","","","","4634.60107421875","4634.60107421875","4634.60107421875","","","","","",""
"2368136","","","","","","","","","","4287.72265625","4287.72265625","4287.72265625","","",""
"2368264","4300.1025390625","4300.1025390625","4300.1025390625","","","","","","","","","","","",""
"2369928","","","","","","","","","","4291.53759765625","4291.53759765625","4291.53759765625","","",""
"2370440","","","","","","","","","","","","","3988.272705078125","3988.272705078125","3988.272705078125"
"2371080","","","","4095.227294921875","4095.227294921875","4095.227294921875","4610.10107421875","4610.10107421875","4610.10107421875","","","","","",""
"2371848","","","","4100.01904296875","4100.01904296875","4100.01904296875","","","","","","","","",""
"2374536","","","","","","","4587.64111328125","4587.64111328125","4587.64111328125","","","","","",""
"2377480","","","","","","","4565.3466796875","4565.3466796875","4565.3466796875","","","","","",""
"2377736","","","","4068.86865234375","4068.86865234375","4068.86865234375","","","","","","","","",""
"2378376","","","","4075.634033203125","4075.634033203125","4075.634033203125","","","","","","","","",""
"2382344","","","","4083.3642578125","4083.3642578125","4083.3642578125","","","","","","","","",""
"2384136","","","","","","","4529.06982421875","4529.06982421875","4529.06982421875","","","","","",""
"2385160","","","","","","","","","","4270.9873046875","4270.9873046875","4270.9873046875","","",""
"2386056","","","","4069.89111328125","4069.89111328125","4069.89111328125","","","","","","","","",""
"2387976","","","","4057.333984375","4057.333984375","4057.333984375","","","","","","","","",""
"2388360","","","","4032.93017578125","4032.93017578125","4032.93017578125","","","","","","","","",""
"2389256","4303.59619140625","4303.59619140625","4303.59619140625","4022.047119140625","4022.047119140625","4022.047119140625","","","","","","","","",""
"2389384","","","","","","","","","","","","","3988.45751953125","3988.45751953125","3988.45751953125"
"2390152","","","","4010.872802734375","4010.872802734375","4010.872802734375","","","","","","","","",""
"2390280","","","","","","","","","","","","","3988.9560546875","3988.9560546875","3988.9560546875"
"2391816","","","","","","","","","","4274.7744140625","4274.7744140625","4274.7744140625","","",""
"2393352","","","","4001.31201171875","4001.31201171875","4001.31201171875","","","","","","","","",""
"2394504","","","","","","","4534.46533203125","4534.46533203125","4534.46533203125","","","","","",""
"2395784","","","","","","","","","","","","","3989.8955078125","3989.8955078125","3989.8955078125"
"2396424","","","","","","","","","","4277.4775390625","4277.4775390625","4277.4775390625","","",""
"2396936","","","","3980.761474609375","3980.761474609375","3980.761474609375","","","","","","","","",""
"2399240","","","","","","","","","","4280.58642578125","4280.58642578125","4280.58642578125","","",""
"2401544","4306.77490234375","4306.77490234375","4306.77490234375","","","","","","","","","","","",""
"2407944","4313.65869140625","4313.65869140625","4313.65869140625","","","","","","","","","","","",""
"2408328","4317.2119140625","4317.2119140625","4317.2119140625","","","","","","","","","","","",""
"2409096","","","","","","","","","","","","","3991.244384765625","3991.244384765625","3991.244384765625"
"2409992","4320.3828125","4320.3828125","4320.3828125","","","","","","","","","","","",""
"2410632","4323.8408203125","4323.8408203125","4323.8408203125","","","","","","","","","","","",""
"2412040","","","","3989.817138671875","3989.817138671875","3989.817138671875","","","","","","","","",""
"2413704","4317.9521484375","4317.9521484375","4317.9521484375","","","","","","","","","","","",""
"2413960","","","","","","","","","","","","","3992.505615234375","3992.505615234375","3992.505615234375"
"2414856","4320.814453125","4320.814453125","4320.814453125","","","","","","","","","","","",""
"2415880","4324.12353515625","4324.12353515625","4324.12353515625","","","","","","","","","","","",""
"2417032","","","","3997.6328125","3997.6328125","3997.6328125","","","","","","","","",""
"2417160","4282.71044921875","4282.71044921875","4282.71044921875","","","","","","","","","","","",""
"2419592","","","","","","","","","","4283.00830078125","4283.00830078125","4283.00830078125","","",""
"2421768","4286.42529296875","4286.42529296875","4286.42529296875","","","","","","","","","","","",""
"2424072","","","","","","","4540.47705078125","4540.47705078125","4540.47705078125","","","","","",""
"2424840","","","","4005.829345703125","4005.829345703125","4005.829345703125","","","","","","","","",""
"2424968","","","","4014.194580078125","4014.194580078125","4014.194580078125","","","","","","","","",""
"2428680","4290.10107421875","4290.10107421875","4290.10107421875","","","","","","","","","","","",""
"2432904","","","","","","","","","","4284.1962890625","4284.1962890625","4284.1962890625","","",""
"2433672","","","","","","","","","","4284.998046875","4284.998046875","4284.998046875","","",""
"2435080","","","","","","","","","","","","","3995.66845703125","3995.66845703125","3995.66845703125"
"2435720","","","","","","","","","","4285.5185546875","4285.5185546875","4285.5185546875","","",""
"2436744","","","","","","","","","","4286.25439453125","4286.25439453125","4286.25439453125","","",""
"2437000","4439.02880859375","4439.02880859375","4439.02880859375","4320.7880859375","4320.7880859375","4320.7880859375","4787.1904296875","4787.1904296875","4787.1904296875","4306.5966796875","4306.5966796875","4306.5966796875","4130.4111328125","4130.4111328125","4130.4111328125"
"2439176","","","","","","","","","","4305.0087890625","4305.0087890625","4305.0087890625","","",""
"2439944","","","","","","","","","","4266.2998046875","4266.2998046875","4266.2998046875","","",""
"2442376","","","","","","","","","","4265.07763671875","4265.07763671875","4265.07763671875","","",""
"2442504","4395.23681640625","4395.23681640625","4395.23681640625","","","","","","","","","","","",""
"2442760","4351.98095703125","4351.98095703125","4351.98095703125","","","","","","","","","","","",""
"2442888","4355.19287109375","4355.19287109375","4355.19287109375","","","","","","","","","","","",""
"2443016","4312.58447265625","4312.58447265625","4312.58447265625","","","","4790.6162109375","4790.6162109375","4790.6162109375","4234.2958984375","4234.2958984375","4234.2958984375","","",""
"2443144","4270.4013671875","4270.4013671875","4270.4013671875","","","","","","","","","","","",""
"2443400","","","","","","","4794.07470703125","4794.07470703125","4794.07470703125","","","","","",""
"2444168","","","","","","","4796.83544921875","4796.83544921875","4796.83544921875","","","","","",""
"2445192","","","","","","","","","","4217.158203125","4217.158203125","4217.158203125","","",""
"2446088","","","","","","","","","","4216.04248046875","4216.04248046875","4216.04248046875","","",""
"2446856","","","","","","","4800.03564453125","4800.03564453125","4800.03564453125","","","","","",""
"2448776","","","","","","","","","","","","","4132.2958984375","4132.2958984375","4132.2958984375"
"2449160","4274.453125","4274.453125","4274.453125","","","","","","","","","","","",""
"2449416","","","","","","","","","","4215.95849609375","4215.95849609375","4215.95849609375","","",""
"2449544","4233.923828125","4233.923828125","4233.923828125","","","","","","","","","","","",""
"2450184","","","","","","","","","","","","","4133.578125","4133.578125","4133.578125"
"2453384","","","","","","","","","","4215.5087890625","4215.5087890625","4215.5087890625","","",""
"2454280","","","","4281.55810546875","4281.55810546875","4281.55810546875","","","","","","","","",""
"2454792","","","","","","","","","","","","","4135.4541015625","4135.4541015625","4135.4541015625"
"2456584","","","","","","","4802.92919921875","4802.92919921875","4802.92919921875","","","","","",""
"2457608","","","","4288.2470703125","4288.2470703125","4288.2470703125","","","","","","","","",""
"2457736","","","","","","","","","","","","","4137.73193359375","4137.73193359375","4137.73193359375"
"2458888","","","","4294.0556640625","4294.0556640625","4294.0556640625","","","","","","","","",""
"2459912","","","","","","","","","","","","","4102.40966796875","4102.40966796875","4102.40966796875"
"2461704","","","","4299.828125","4299.828125","4299.828125","","","","","","","","",""
"2462344","","","","","","","","","","","","","4068.1865234375","4068.1865234375","4068.1865234375"
"2462728","","","","","","","","","","4214.36669921875","4214.36669921875","4214.36669921875","","",""
"2462984","4237.98974609375","4237.98974609375","4237.98974609375","","","","","","","","","","","",""
"2464264","","","","","","","","","","","","","4002.18212890625","4002.18212890625","4002.18212890625"
"2465288","","","","4306.0498046875","4306.0498046875","4306.0498046875","","","","","","","","",""
"2465928","","","","","","","","","","","","","3969.78466796875","3969.78466796875","3969.78466796875"
"2466696","","","","","","","","","","","","","3938.133056640625","3938.133056640625","3938.133056640625"
"2467464","","","","4271.666015625","4271.666015625","4271.666015625","","","","","","","","",""
"2467976","","","","4248.59326171875","4248.59326171875","4248.59326171875","","","","","","","","",""
"2469128","","","","","","","","","","","","","3907.724365234375","3907.724365234375","3907.724365234375"
"2469512","","","","","","","","","","","","","3894.7705078125","3894.7705078125","3894.7705078125"
"2469768","","","","4255.623046875","4255.623046875","4255.623046875","","","","","","","","",""
"2471432","","","","4262.22998046875","4262.22998046875","4262.22998046875","","","","","","","","",""
"2472328","","","","","","","","","","4214.7900390625","4214.7900390625","4214.7900390625","","",""
"2473608","","","","","","","","","","","","","3898.9130859375","3898.9130859375","3898.9130859375"
"2473736","","","","","","","","","","4214.9541015625","4214.9541015625","4214.9541015625","","",""
"2474376","","","","","","","","","","4215.171875","4215.171875","4215.171875","","",""
"2474632","","","","4269.15478515625","4269.15478515625","4269.15478515625","","","","","","","","",""
"2477448","","","","","","","","","","","","","3903.02685546875","3903.02685546875","3903.02685546875"
"2477832","","","","","","","4805.92626953125","4805.92626953125","4805.92626953125","","","","","",""
"2478344","4242.93408203125","4242.93408203125","4242.93408203125","","","","","","","","","","3875.098388671875","3875.098388671875","3875.098388671875"
"2479624","","","","4275.84765625","4275.84765625","4275.84765625","","","","","","","","",""
"2480136","","","","4281.99951171875","4281.99951171875","4281.99951171875","","","","","","","","",""
"2481416","","","","","","","","","","4216.10888671875","4216.10888671875","4216.10888671875","3858.17236328125","3858.17236328125","3858.17236328125"
"2482312","","","","","","","4809.81884765625","4809.81884765625","4809.81884765625","","","","","",""
"2482696","","","","","","","4812.4091796875","4812.4091796875","4812.4091796875","","","","","",""
"2482824","4247.6748046875","4247.6748046875","4247.6748046875","","","","","","","","","","","",""
"2483464","","","","","","","","","","","","","3834.485595703125","3834.485595703125","3834.485595703125"
"2484232","","","","","","","","","","","","","3839.95263671875","3839.95263671875","3839.95263671875"
"2484488","","","","","","","4818.44873046875","4818.44873046875","4818.44873046875","","","","","",""
"2484616","4252.22705078125","4252.22705078125","4252.22705078125","","","","","","","","","","","",""
"2484744","4256.91162109375","4256.91162109375","4256.91162109375","","","","","","","","","","","",""
"2485128","","","","","","","4821.56787109375","4821.56787109375","4821.56787109375","","","","","",""
"2485384","","","","","","","4824.8505859375","4824.8505859375","4824.8505859375","","","","","",""
"2485640","4261.6357421875","4261.6357421875","4261.6357421875","","","","","","","","","","","",""
"2487816","4265.6318359375","4265.6318359375","4265.6318359375","","","","","","","","","","","",""
"2488840","","","","4294.8271484375","4294.8271484375","4294.8271484375","","","","4217.28662109375","4217.28662109375","4217.28662109375","","",""
"2489992","","","","","","","","","","4217.71044921875","4217.71044921875","4217.71044921875","","",""
"2491784","4270.52685546875","4270.52685546875","4270.52685546875","","","","4828.2822265625","4828.2822265625","4828.2822265625","","","","","",""
"2494344","","","","","","","4831.0322265625","4831.0322265625","4831.0322265625","","","","","",""
"2494600","","","","","","","","","","","","","3819.004638671875","3819.004638671875","3819.004638671875"
"2495752","","","","","","","4803.9326171875","4803.9326171875","4803.9326171875","","","","","",""
"2496136","","","","","","","","","","4218.1796875","4218.1796875","4218.1796875","","",""
"2496264","4274.75732421875","4274.75732421875","4274.75732421875","","","","","","","","","","","",""
"2497928","","","","","","","","","","4217.6826171875","4217.6826171875","4217.6826171875","","",""
"2498440","","","","","","","","","","","","","3824.443603515625","3824.443603515625","3824.443603515625"
"2499080","","","","4301.76806640625","4301.76806640625","4301.76806640625","4806.9794921875","4806.9794921875","4806.9794921875","","","","","",""
"2499848","","","","4306.748046875","4306.748046875","4306.748046875","","","","","","","","",""
"2502536","","","","","","","4810.494140625","4810.494140625","4810.494140625","","","","","",""
"2505480","","","","","","","4812.9521484375","4812.9521484375","4812.9521484375","","","","","",""
"2505736","","","","4313.15380859375","4313.15380859375","4313.15380859375","","","","","","","","",""
"2506376","","","","4319.06982421875","4319.06982421875","4319.06982421875","","","","","","","","",""
"2507912","","","","","","","4790.44091796875","4790.44091796875","4790.44091796875","","","","","",""
"2508040","","","","","","","4766.837890625","4766.837890625","4766.837890625","","","","","",""
"2510216","","","","4293.1259765625","4293.1259765625","4293.1259765625","","","","","","","","",""
"2510344","","","","4299.09814453125","4299.09814453125","4299.09814453125","","","","","","","","",""
"2512136","","","","","","","4770.87841796875","4770.87841796875","4770.87841796875","","","","","",""
"2513160","","","","","","","","","","4218.251953125","4218.251953125","4218.251953125","","",""
"2514056","","","","4305.63427734375","4305.63427734375","4305.63427734375","","","","","","","","",""
"2515976","","","","4310.6904296875","4310.6904296875","4310.6904296875","","","","","","","","",""
"2516360","","","","4316.51123046875","4316.51123046875","4316.51123046875","","","","","","","","",""
"2517256","4279.5263671875","4279.5263671875","4279.5263671875","4322.35791015625","4322.35791015625","4322.35791015625","","","","","","","","",""
"2518152","","","","4328.16455078125","4328.16455078125","4328.16455078125","","","","","","","","",""
"2518280","","","","","","","","","","","","","3829.6064453125","3829.6064453125","3829.6064453125"
"2519816","","","","","","","","","","4219.69873046875","4219.69873046875","4219.69873046875","","",""
"2521352","","","","4332.06005859375","4332.06005859375","4332.06005859375","","","","","","","","",""
"2522504","","","","","","","4775.01513671875","4775.01513671875","4775.01513671875","","","","","",""
"2523784","","","","","","","","","","","","","3835.278564453125","3835.278564453125","3835.278564453125"
"2524424","","","","","","","","","","4220.41259765625","4220.41259765625","4220.41259765625","","",""
"2524936","","","","4337.89501953125","4337.89501953125","4337.89501953125","","","","","","","","",""
"2526216","","","","4325.61572265625","4325.61572265625","4325.61572265625","","","","","","","","",""
"2529160","","","","","","","4761.1875","4761.1875","4761.1875","","","","","",""
"2529544","4284.52734375","4284.52734375","4284.52734375","","","","","","","","","","","",""
"2535944","4289.62158203125","4289.62158203125","4289.62158203125","","","","","","","","","","","",""
"2536328","4293.99609375","4293.99609375","4293.99609375","","","","","","","","","","","",""
"2537096","","","","","","","","","","","","","3840.7236328125","3840.7236328125","3840.7236328125"
"2537992","4298.91064453125","4298.91064453125","4298.91064453125","","","","","","","","","","","",""
"2538632","4303.421875","4303.421875","4303.421875","","","","","","","","","","","",""
"2541704","4308.654296875","4308.654296875","4308.654296875","","","","","","","","","","","",""
"2542856","4313.484375","4313.484375","4313.484375","","","","","","","","","","","",""
"2543880","4318.1650390625","4318.1650390625","4318.1650390625","","","","","","","","","","","",""
"2545032","","","","4329.90478515625","4329.90478515625","4329.90478515625","","","","","","","","",""
"2545160","4323.0390625","4323.0390625","4323.0390625","","","","","","","","","","","",""
"2549768","4327.6220703125","4327.6220703125","4327.6220703125","","","","","","","","","","","",""
"2552072","","","","","","","4764.71875","4764.71875","4764.71875","","","","","",""
"2552840","","","","4336.04638671875","4336.04638671875","4336.04638671875","","","","","","","","",""
"2552968","","","","4341.9765625","4341.9765625","4341.9765625","","","","","","","","",""
"2555528","","","","","","","4760.48974609375","4760.48974609375","4760.48974609375","","","","","",""
"2556680","4332.58251953125","4332.58251953125","4332.58251953125","","","","","","","","","","","",""
"2560904","","","","","","","","","","4224.78759765625","4224.78759765625","4224.78759765625","","",""
