"Step","PWM_AnymalEnv_sweep_2 - rewards","PWM_AnymalEnv_sweep_2 - rewards__MIN","PWM_AnymalEnv_sweep_2 - rewards__MAX","PWM_AnymalEnv_sweep_1 - rewards","PWM_AnymalEnv_sweep_1 - rewards__MIN","PWM_AnymalEnv_sweep_1 - rewards__MAX","PWM_AnymalEnv_sweep_0 - rewards","PWM_AnymalEnv_sweep_0 - rewards__MIN","PWM_AnymalEnv_sweep_0 - rewards__MAX"
"3891200","27.925338745117188","27.925338745117188","27.925338745117188","98.43569946289062","98.43569946289062","98.43569946289062","41.64265060424805","41.64265060424805","41.64265060424805"
"3942400","25.19844627380371","25.19844627380371","25.19844627380371","104.60160064697266","104.60160064697266","104.60160064697266","46.7296028137207","46.7296028137207","46.7296028137207"
"3993600","30.866838455200195","30.866838455200195","30.866838455200195","98.64908599853516","98.64908599853516","98.64908599853516","61.71318054199219","61.71318054199219","61.71318054199219"
"4044800","29.622697830200195","29.622697830200195","29.622697830200195","98.51356506347656","98.51356506347656","98.51356506347656","89.64278411865234","89.64278411865234","89.64278411865234"
"4096000","31.31361198425293","31.31361198425293","31.31361198425293","108.04171752929688","108.04171752929688","108.04171752929688","95.35041809082031","95.35041809082031","95.35041809082031"
"4147200","29.94643783569336","29.94643783569336","29.94643783569336","109.78024291992188","109.78024291992188","109.78024291992188","96.97721099853516","96.97721099853516","96.97721099853516"
"4198400","31.898900985717773","31.898900985717773","31.898900985717773","106.99407958984375","106.99407958984375","106.99407958984375","110.81665802001953","110.81665802001953","110.81665802001953"
"4249600","28.426876068115234","28.426876068115234","28.426876068115234","102.48828125","102.48828125","102.48828125","119.2750473022461","119.2750473022461","119.2750473022461"
"4300800","29.02445411682129","29.02445411682129","29.02445411682129","129.02734375","129.02734375","129.02734375","117.50687408447266","117.50687408447266","117.50687408447266"
"4352000","30.112754821777344","30.112754821777344","30.112754821777344","126.68670654296875","126.68670654296875","126.68670654296875","102.58942413330078","102.58942413330078","102.58942413330078"
"4403200","29.335573196411133","29.335573196411133","29.335573196411133","121.43904113769531","121.43904113769531","121.43904113769531","108.6514892578125","108.6514892578125","108.6514892578125"
"4454400","30.4102725982666","30.4102725982666","30.4102725982666","131.81527709960938","131.81527709960938","131.81527709960938","117.13356018066406","117.13356018066406","117.13356018066406"
"4505600","27.15676498413086","27.15676498413086","27.15676498413086","128.11642456054688","128.11642456054688","128.11642456054688","130.85018920898438","130.85018920898438","130.85018920898438"
"4556800","31.62539291381836","31.62539291381836","31.62539291381836","130.03358459472656","130.03358459472656","130.03358459472656","112.53787994384766","112.53787994384766","112.53787994384766"
"4608000","42.48632049560547","42.48632049560547","42.48632049560547","125.76934051513672","125.76934051513672","125.76934051513672","128.59747314453125","128.59747314453125","128.59747314453125"
"4659200","38.7522087097168","38.7522087097168","38.7522087097168","126.91560363769531","126.91560363769531","126.91560363769531","126.7005844116211","126.7005844116211","126.7005844116211"
"4710400","43.31482696533203","43.31482696533203","43.31482696533203","129.6136474609375","129.6136474609375","129.6136474609375","134.04115295410156","134.04115295410156","134.04115295410156"
"4761600","43.827449798583984","43.827449798583984","43.827449798583984","123.95795440673828","123.95795440673828","123.95795440673828","130.54490661621094","130.54490661621094","130.54490661621094"
"4812800","46.22220230102539","46.22220230102539","46.22220230102539","136.79747009277344","136.79747009277344","136.79747009277344","150.10800170898438","150.10800170898438","150.10800170898438"
"4864000","74.68775177001953","74.68775177001953","74.68775177001953","137.21954345703125","137.21954345703125","137.21954345703125","194.80902099609375","194.80902099609375","194.80902099609375"
"4915200","97.63079833984375","97.63079833984375","97.63079833984375","130.6666717529297","130.6666717529297","130.6666717529297","258.2901611328125","258.2901611328125","258.2901611328125"
"4966400","107.39429473876953","107.39429473876953","107.39429473876953","126.12627410888672","126.12627410888672","126.12627410888672","396.68084716796875","396.68084716796875","396.68084716796875"
"5017600","95.3783950805664","95.3783950805664","95.3783950805664","135.44288635253906","135.44288635253906","135.44288635253906","261.7923583984375","261.7923583984375","261.7923583984375"
"5068800","103.40821075439453","103.40821075439453","103.40821075439453","136.50050354003906","136.50050354003906","136.50050354003906","420.17333984375","420.17333984375","420.17333984375"
"5120000","114.76424407958984","114.76424407958984","114.76424407958984","140.64572143554688","140.64572143554688","140.64572143554688","447.08123779296875","447.08123779296875","447.08123779296875"
"5171200","112.32746887207031","112.32746887207031","112.32746887207031","134.52850341796875","134.52850341796875","134.52850341796875","526.5442504882812","526.5442504882812","526.5442504882812"
"5222400","127.46866607666016","127.46866607666016","127.46866607666016","132.44866943359375","132.44866943359375","132.44866943359375","510.7769775390625","510.7769775390625","510.7769775390625"
"5273600","214.05335998535156","214.05335998535156","214.05335998535156","143.74851989746094","143.74851989746094","143.74851989746094","427.1194763183594","427.1194763183594","427.1194763183594"
"5324800","211.99644470214844","211.99644470214844","211.99644470214844","135.52366638183594","135.52366638183594","135.52366638183594","497.7747802734375","497.7747802734375","497.7747802734375"
"5376000","268.3167724609375","268.3167724609375","268.3167724609375","139.85484313964844","139.85484313964844","139.85484313964844","361.3340148925781","361.3340148925781","361.3340148925781"
"5427200","298.9143371582031","298.9143371582031","298.9143371582031","145.18438720703125","145.18438720703125","145.18438720703125","402.75927734375","402.75927734375","402.75927734375"
"5478400","317.92401123046875","317.92401123046875","317.92401123046875","161.0098876953125","161.0098876953125","161.0098876953125","331.7013854980469","331.7013854980469","331.7013854980469"
"5529600","521.3480834960938","521.3480834960938","521.3480834960938","168.6767578125","168.6767578125","168.6767578125","355.0220642089844","355.0220642089844","355.0220642089844"
"5580800","387.42291259765625","387.42291259765625","387.42291259765625","273.44781494140625","273.44781494140625","273.44781494140625","326.5977478027344","326.5977478027344","326.5977478027344"
"5632000","368.11187744140625","368.11187744140625","368.11187744140625","246.07974243164062","246.07974243164062","246.07974243164062","376.4908752441406","376.4908752441406","376.4908752441406"
"5683200","360.2418212890625","360.2418212890625","360.2418212890625","322.9804382324219","322.9804382324219","322.9804382324219","294.7445373535156","294.7445373535156","294.7445373535156"
"5734400","571.1954345703125","571.1954345703125","571.1954345703125","449.85107421875","449.85107421875","449.85107421875","684.5667114257812","684.5667114257812","684.5667114257812"
"5785600","791.26708984375","791.26708984375","791.26708984375","553.4656982421875","553.4656982421875","553.4656982421875","1037.4908447265625","1037.4908447265625","1037.4908447265625"
"5836800","692.8372802734375","692.8372802734375","692.8372802734375","709.8471069335938","709.8471069335938","709.8471069335938","793.8089599609375","793.8089599609375","793.8089599609375"
"5888000","646.1498413085938","646.1498413085938","646.1498413085938","1006.9652099609375","1006.9652099609375","1006.9652099609375","808.4188232421875","808.4188232421875","808.4188232421875"
"5939200","890.1635131835938","890.1635131835938","890.1635131835938","1072.8114013671875","1072.8114013671875","1072.8114013671875","1078.88720703125","1078.88720703125","1078.88720703125"
"5990400","1836.58056640625","1836.58056640625","1836.58056640625","634.815673828125","634.815673828125","634.815673828125","2026.696533203125","2026.696533203125","2026.696533203125"
"6041600","2067.52197265625","2067.52197265625","2067.52197265625","797.1763916015625","797.1763916015625","797.1763916015625","2531.117431640625","2531.117431640625","2531.117431640625"
"6092800","2669.434326171875","2669.434326171875","2669.434326171875","1514.3377685546875","1514.3377685546875","1514.3377685546875","2234.70068359375","2234.70068359375","2234.70068359375"
"6144000","3308.686279296875","3308.686279296875","3308.686279296875","1936.813232421875","1936.813232421875","1936.813232421875","1382.651123046875","1382.651123046875","1382.651123046875"
"6195200","3560.5205078125","3560.5205078125","3560.5205078125","3040.277099609375","3040.277099609375","3040.277099609375","1244.8330078125","1244.8330078125","1244.8330078125"
"6246400","2994.6396484375","2994.6396484375","2994.6396484375","3446.9033203125","3446.9033203125","3446.9033203125","1630.277587890625","1630.277587890625","1630.277587890625"
"6297600","1380.1102294921875","1380.1102294921875","1380.1102294921875","3391.509033203125","3391.509033203125","3391.509033203125","2517.812255859375","2517.812255859375","2517.812255859375"
"6348800","1491.5711669921875","1491.5711669921875","1491.5711669921875","1983.1060791015625","1983.1060791015625","1983.1060791015625","2523.526611328125","2523.526611328125","2523.526611328125"
"6400000","1311.6201171875","1311.6201171875","1311.6201171875","2939.564208984375","2939.564208984375","2939.564208984375","3160.993896484375","3160.993896484375","3160.993896484375"
"6451200","1977.6956787109375","1977.6956787109375","1977.6956787109375","1867.2969970703125","1867.2969970703125","1867.2969970703125","3527.4833984375","3527.4833984375","3527.4833984375"
"6502400","2491.58544921875","2491.58544921875","2491.58544921875","1774.0074462890625","1774.0074462890625","1774.0074462890625","3760.6982421875","3760.6982421875","3760.6982421875"
"6553600","3303.033447265625","3303.033447265625","3303.033447265625","2666.173095703125","2666.173095703125","2666.173095703125","4652.6875","4652.6875","4652.6875"
"6604800","3836.075439453125","3836.075439453125","3836.075439453125","3216.26611328125","3216.26611328125","3216.26611328125","5225.7373046875","5225.7373046875","5225.7373046875"
"6656000","4341.12060546875","4341.12060546875","4341.12060546875","4512.7626953125","4512.7626953125","4512.7626953125","5290.8896484375","5290.8896484375","5290.8896484375"
"6707200","4188.48779296875","4188.48779296875","4188.48779296875","4686.7373046875","4686.7373046875","4686.7373046875","6117.12939453125","6117.12939453125","6117.12939453125"
"6758400","4461.0517578125","4461.0517578125","4461.0517578125","4281.19091796875","4281.19091796875","4281.19091796875","6100.35107421875","6100.35107421875","6100.35107421875"
"6809600","4064.0908203125","4064.0908203125","4064.0908203125","5158.19970703125","5158.19970703125","5158.19970703125","6667.20654296875","6667.20654296875","6667.20654296875"
"6860800","2758.257080078125","2758.257080078125","2758.257080078125","2449.112548828125","2449.112548828125","2449.112548828125","6325.84228515625","6325.84228515625","6325.84228515625"
"6912000","3193.97265625","3193.97265625","3193.97265625","1770.551025390625","1770.551025390625","1770.551025390625","6556.74169921875","6556.74169921875","6556.74169921875"
"6963200","3940.647705078125","3940.647705078125","3940.647705078125","1981.8714599609375","1981.8714599609375","1981.8714599609375","6611.19921875","6611.19921875","6611.19921875"
"7014400","3996.621826171875","3996.621826171875","3996.621826171875","4735.208984375","4735.208984375","4735.208984375","5805.1884765625","5805.1884765625","5805.1884765625"
"7065600","3752.85400390625","3752.85400390625","3752.85400390625","5052.38134765625","5052.38134765625","5052.38134765625","6399.24658203125","6399.24658203125","6399.24658203125"
"7116800","3886.48779296875","3886.48779296875","3886.48779296875","4742.45751953125","4742.45751953125","4742.45751953125","6727.56787109375","6727.56787109375","6727.56787109375"
"7168000","4428.3603515625","4428.3603515625","4428.3603515625","5605.86181640625","5605.86181640625","5605.86181640625","6984.10546875","6984.10546875","6984.10546875"
"7219200","4924.7158203125","4924.7158203125","4924.7158203125","5680.38671875","5680.38671875","5680.38671875","7587.48291015625","7587.48291015625","7587.48291015625"
"7270400","5097.52099609375","5097.52099609375","5097.52099609375","6535.47216796875","6535.47216796875","6535.47216796875","7975.87158203125","7975.87158203125","7975.87158203125"
"7321600","5745.00537109375","5745.00537109375","5745.00537109375","6624.37548828125","6624.37548828125","6624.37548828125","8143.16064453125","8143.16064453125","8143.16064453125"
"7372800","6121.640625","6121.640625","6121.640625","7228.0029296875","7228.0029296875","7228.0029296875","7476.509765625","7476.509765625","7476.509765625"
"7424000","6516.22314453125","6516.22314453125","6516.22314453125","7973.3466796875","7973.3466796875","7973.3466796875","7734.6259765625","7734.6259765625","7734.6259765625"
"7475200","6378.6904296875","6378.6904296875","6378.6904296875","7635.03125","7635.03125","7635.03125","7508.55859375","7508.55859375","7508.55859375"
"7526400","6540.11865234375","6540.11865234375","6540.11865234375","8708.4814453125","8708.4814453125","8708.4814453125","7872.70166015625","7872.70166015625","7872.70166015625"
"7577600","7241.31591796875","7241.31591796875","7241.31591796875","9336.302734375","9336.302734375","9336.302734375","6245.4892578125","6245.4892578125","6245.4892578125"
"7628800","7414.0771484375","7414.0771484375","7414.0771484375","9455.6728515625","9455.6728515625","9455.6728515625","5986.87744140625","5986.87744140625","5986.87744140625"
"7680000","7264.54736328125","7264.54736328125","7264.54736328125","9264.9990234375","9264.9990234375","9264.9990234375","6874.806640625","6874.806640625","6874.806640625"
"7731200","7116.93603515625","7116.93603515625","7116.93603515625","9276.09375","9276.09375","9276.09375","7723.68603515625","7723.68603515625","7723.68603515625"
"7782400","7391.71923828125","7391.71923828125","7391.71923828125","7736.93408203125","7736.93408203125","7736.93408203125","8540.564453125","8540.564453125","8540.564453125"
"7833600","7164.13525390625","7164.13525390625","7164.13525390625","7730.31005859375","7730.31005859375","7730.31005859375","9144.5576171875","9144.5576171875","9144.5576171875"
"7884800","7467.875","7467.875","7467.875","7774.26318359375","7774.26318359375","7774.26318359375","6782.05810546875","6782.05810546875","6782.05810546875"
"7936000","7490.919921875","7490.919921875","7490.919921875","8090.77490234375","8090.77490234375","8090.77490234375","6958.97314453125","6958.97314453125","6958.97314453125"
"7987200","6323.8291015625","6323.8291015625","6323.8291015625","8416.337890625","8416.337890625","8416.337890625","7266.208984375","7266.208984375","7266.208984375"
"8038400","5445.29736328125","5445.29736328125","5445.29736328125","9034.955078125","9034.955078125","9034.955078125","8225.533203125","8225.533203125","8225.533203125"
"8089600","5700.080078125","5700.080078125","5700.080078125","8952.28125","8952.28125","8952.28125","9230.25390625","9230.25390625","9230.25390625"
"8140800","6855.53125","6855.53125","6855.53125","8560.3876953125","8560.3876953125","8560.3876953125","9453.1083984375","9453.1083984375","9453.1083984375"
"8192000","6401.58154296875","6401.58154296875","6401.58154296875","8953.013671875","8953.013671875","8953.013671875","9603.83984375","9603.83984375","9603.83984375"
"8243200","6520.5029296875","6520.5029296875","6520.5029296875","8591.4384765625","8591.4384765625","8591.4384765625","9699.865234375","9699.865234375","9699.865234375"
"8294400","6866.083984375","6866.083984375","6866.083984375","9543.1826171875","9543.1826171875","9543.1826171875","9779.048828125","9779.048828125","9779.048828125"
"8345600","7421.20849609375","7421.20849609375","7421.20849609375","10085.736328125","10085.736328125","10085.736328125","9891.8623046875","9891.8623046875","9891.8623046875"
"8396800","7989.35107421875","7989.35107421875","7989.35107421875","9122.8916015625","9122.8916015625","9122.8916015625","9355.14453125","9355.14453125","9355.14453125"
"8448000","8106.994140625","8106.994140625","8106.994140625","6915.9833984375","6915.9833984375","6915.9833984375","9106.6669921875","9106.6669921875","9106.6669921875"
"8499200","7870.8583984375","7870.8583984375","7870.8583984375","8723.021484375","8723.021484375","8723.021484375","9575.400390625","9575.400390625","9575.400390625"
"8550400","7643.3369140625","7643.3369140625","7643.3369140625","8910.5439453125","8910.5439453125","8910.5439453125","10219.3056640625","10219.3056640625","10219.3056640625"
"8601600","6701.919921875","6701.919921875","6701.919921875","8855.5625","8855.5625","8855.5625","10581.0986328125","10581.0986328125","10581.0986328125"
"8652800","6821.056640625","6821.056640625","6821.056640625","7880.48193359375","7880.48193359375","7880.48193359375","10534.8486328125","10534.8486328125","10534.8486328125"
"8704000","7627.97021484375","7627.97021484375","7627.97021484375","9068.0712890625","9068.0712890625","9068.0712890625","9940.7099609375","9940.7099609375","9940.7099609375"
"8755200","8597.4404296875","8597.4404296875","8597.4404296875","10010.8525390625","10010.8525390625","10010.8525390625","9493.9228515625","9493.9228515625","9493.9228515625"
"8806400","8883.4169921875","8883.4169921875","8883.4169921875","10395.4375","10395.4375","10395.4375","10480.9501953125","10480.9501953125","10480.9501953125"
"8857600","9433.0009765625","9433.0009765625","9433.0009765625","10477.1201171875","10477.1201171875","10477.1201171875","10521.7568359375","10521.7568359375","10521.7568359375"
"8908800","9972.890625","9972.890625","9972.890625","10678.162109375","10678.162109375","10678.162109375","9557.2802734375","9557.2802734375","9557.2802734375"
"8960000","10104.4638671875","10104.4638671875","10104.4638671875","9714.677734375","9714.677734375","9714.677734375","10249.703125","10249.703125","10249.703125"
"9011200","9817.3271484375","9817.3271484375","9817.3271484375","8144.162109375","8144.162109375","8144.162109375","10424.30078125","10424.30078125","10424.30078125"
