Step,TDMPC_AnymalEnv_sweep_4 - _step,TDMPC_AnymalEnv_sweep_4 - _step__MIN,TDMPC_AnymalEnv_sweep_4 - _step__MAX,TDMPC_AnymalEnv_sweep_4 - train/episode_reward,TDMPC_AnymalEnv_sweep_4 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_4 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_3 - _step,TDMPC_AnymalEnv_sweep_3 - _step__MIN,TDMPC_AnymalEnv_sweep_3 - _step__MAX,TDMPC_AnymalEnv_sweep_3 - train/episode_reward,TDMPC_AnymalEnv_sweep_3 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_3 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_0 - _step,TDMPC_AnymalEnv_sweep_0 - _step__MIN,TDMPC_AnymalEnv_sweep_0 - _step__MAX,TDMPC_AnymalEnv_sweep_0 - train/episode_reward,TDMPC_AnymalEnv_sweep_0 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_0 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_2 - _step,TDMPC_AnymalEnv_sweep_2 - _step__MIN,TDMPC_AnymalEnv_sweep_2 - _step__MAX,TDMPC_AnymalEnv_sweep_2 - train/episode_reward,TDMPC_AnymalEnv_sweep_2 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_2 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_1 - _step,TDMPC_AnymalEnv_sweep_1 - _step__MIN,TDMPC_AnymalEnv_sweep_1 - _step__MAX,TDMPC_AnymalEnv_sweep_1 - train/episode_reward,TDMPC_AnymalEnv_sweep_1 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_1 - train/episode_reward__MAX
21504000,3149.0,3149.0,3149.0,11823.9501953125,11823.9501953125,11823.9501953125,3149.0,3149.0,3149.0,12104.9189453125,12104.9189453125,12104.9189453125,3149.0,3149.0,3149.0,10865.9033203125,10865.9033203125,10865.9033203125,3149.0,3149.0,3149.0,11063.4658203125,11063.4658203125,11063.4658203125,3149,3149,3149,12127.662109375,12127.662109375,12127.662109375
21510827,3150.0,3150.0,3150.0,11857.982421875,11857.982421875,11857.982421875,3150.0,3150.0,3150.0,12107.2919921875,12107.2919921875,12107.2919921875,3150.0,3150.0,3150.0,10862.4013671875,10862.4013671875,10862.4013671875,3150.0,3150.0,3150.0,11044.5126953125,11044.5126953125,11044.5126953125,3150,3150,3150,12136.130859375,12136.130859375,12136.130859375
21517653,3151.0,3151.0,3151.0,11885.21484375,11885.21484375,11885.21484375,3151.0,3151.0,3151.0,12113.12890625,12113.12890625,12113.12890625,3151.0,3151.0,3151.0,10850.328125,10850.328125,10850.328125,3151.0,3151.0,3151.0,11038.205078125,11038.205078125,11038.205078125,3151,3151,3151,12137.7001953125,12137.7001953125,12137.7001953125
21524480,3152.0,3152.0,3152.0,11930.638671875,11930.638671875,11930.638671875,3152.0,3152.0,3152.0,12112.8876953125,12112.8876953125,12112.8876953125,3152.0,3152.0,3152.0,10840.6044921875,10840.6044921875,10840.6044921875,3152.0,3152.0,3152.0,11033.51953125,11033.51953125,11033.51953125,3152,3152,3152,12139.6669921875,12139.6669921875,12139.6669921875
21531307,3153.0,3153.0,3153.0,11835.419921875,11835.419921875,11835.419921875,3153.0,3153.0,3153.0,12112.6455078125,12112.6455078125,12112.6455078125,3153.0,3153.0,3153.0,10828.3662109375,10828.3662109375,10828.3662109375,3153.0,3153.0,3153.0,11027.2822265625,11027.2822265625,11027.2822265625,3153,3153,3153,12128.24609375,12128.24609375,12128.24609375
21538133,3154.0,3154.0,3154.0,11861.92578125,11861.92578125,11861.92578125,3154.0,3154.0,3154.0,12110.9658203125,12110.9658203125,12110.9658203125,3154.0,3154.0,3154.0,10820.0068359375,10820.0068359375,10820.0068359375,3154.0,3154.0,3154.0,11026.771484375,11026.771484375,11026.771484375,3154,3154,3154,12119.154296875,12119.154296875,12119.154296875
21544960,3155.0,3155.0,3155.0,11885.1875,11885.1875,11885.1875,3155.0,3155.0,3155.0,12110.6826171875,12110.6826171875,12110.6826171875,3155.0,3155.0,3155.0,10817.6962890625,10817.6962890625,10817.6962890625,3155.0,3155.0,3155.0,11028.6484375,11028.6484375,11028.6484375,3155,3155,3155,12117.71484375,12117.71484375,12117.71484375
21551787,3156.0,3156.0,3156.0,11783.52734375,11783.52734375,11783.52734375,3156.0,3156.0,3156.0,12107.7236328125,12107.7236328125,12107.7236328125,3156.0,3156.0,3156.0,10817.6962890625,10817.6962890625,10817.6962890625,3156.0,3156.0,3156.0,11031.6171875,11031.6171875,11031.6171875,3156,3156,3156,12115.8076171875,12115.8076171875,12115.8076171875
21558613,3157.0,3157.0,3157.0,11805.220703125,11805.220703125,11805.220703125,3157.0,3157.0,3157.0,12096.376953125,12096.376953125,12096.376953125,3157.0,3157.0,3157.0,10814.7373046875,10814.7373046875,10814.7373046875,3157.0,3157.0,3157.0,11039.759765625,11039.759765625,11039.759765625,3157,3157,3157,12003.0087890625,12003.0087890625,12003.0087890625
21565440,3158.0,3158.0,3158.0,11719.3486328125,11719.3486328125,11719.3486328125,3158.0,3158.0,3158.0,12085.2119140625,12085.2119140625,12085.2119140625,3158.0,3158.0,3158.0,10814.5224609375,10814.5224609375,10814.5224609375,3158.0,3158.0,3158.0,11043.267578125,11043.267578125,11043.267578125,3158,3158,3158,11905.72265625,11905.72265625,11905.72265625
21572267,3159.0,3159.0,3159.0,11746.173828125,11746.173828125,11746.173828125,3159.0,3159.0,3159.0,12081.580078125,12081.580078125,12081.580078125,3159.0,3159.0,3159.0,10814.1923828125,10814.1923828125,10814.1923828125,3159.0,3159.0,3159.0,11048.2587890625,11048.2587890625,11048.2587890625,3159,3159,3159,11925.1630859375,11925.1630859375,11925.1630859375
21579093,3160.0,3160.0,3160.0,11814.7763671875,11814.7763671875,11814.7763671875,3160.0,3160.0,3160.0,12080.673828125,12080.673828125,12080.673828125,3160.0,3160.0,3160.0,10816.1513671875,10816.1513671875,10816.1513671875,3160.0,3160.0,3160.0,11051.765625,11051.765625,11051.765625,3160,3160,3160,11828.2392578125,11828.2392578125,11828.2392578125
21585920,3161.0,3161.0,3161.0,11835.798828125,11835.798828125,11835.798828125,3161.0,3161.0,3161.0,12081.037109375,12081.037109375,12081.037109375,3161.0,3161.0,3161.0,10821.609375,10821.609375,10821.609375,3161.0,3161.0,3161.0,11056.1845703125,11056.1845703125,11056.1845703125,3161,3161,3161,11864.798828125,11864.798828125,11864.798828125
21592747,3162.0,3162.0,3162.0,11859.091796875,11859.091796875,11859.091796875,3162.0,3162.0,3162.0,12082.8876953125,12082.8876953125,12082.8876953125,3162.0,3162.0,3162.0,10830.3125,10830.3125,10830.3125,3162.0,3162.0,3162.0,11063.9521484375,11063.9521484375,11063.9521484375,3162,3162,3162,11882.703125,11882.703125,11882.703125
21599573,3163.0,3163.0,3163.0,11754.4814453125,11754.4814453125,11754.4814453125,3163.0,3163.0,3163.0,12083.55859375,12083.55859375,12083.55859375,3163.0,3163.0,3163.0,10836.4130859375,10836.4130859375,10836.4130859375,3163.0,3163.0,3163.0,11071.9443359375,11071.9443359375,11071.9443359375,3163,3163,3163,11872.2060546875,11872.2060546875,11872.2060546875
21606400,3164.0,3164.0,3164.0,11665.5263671875,11665.5263671875,11665.5263671875,3164.0,3164.0,3164.0,11981.5947265625,11981.5947265625,11981.5947265625,3164.0,3164.0,3164.0,10836.5009765625,10836.5009765625,10836.5009765625,3164.0,3164.0,3164.0,11099.51953125,11099.51953125,11099.51953125,3164,3164,3164,11676.341796875,11676.341796875,11676.341796875
21613227,3165.0,3165.0,3165.0,11578.125,11578.125,11578.125,3165.0,3165.0,3165.0,11998.5380859375,11998.5380859375,11998.5380859375,3165.0,3165.0,3165.0,10839.6787109375,10839.6787109375,10839.6787109375,3165.0,3165.0,3165.0,11116.798828125,11116.798828125,11116.798828125,3165,3165,3165,11708.2109375,11708.2109375,11708.2109375
21620053,3166.0,3166.0,3166.0,11626.404296875,11626.404296875,11626.404296875,3166.0,3166.0,3166.0,11899.0263671875,11899.0263671875,11899.0263671875,3166.0,3166.0,3166.0,10841.4384765625,10841.4384765625,10841.4384765625,3166.0,3166.0,3166.0,11121.0595703125,11121.0595703125,11121.0595703125,3166,3166,3166,11750.80859375,11750.80859375,11750.80859375
21626880,3167.0,3167.0,3167.0,11646.1806640625,11646.1806640625,11646.1806640625,3167.0,3167.0,3167.0,11895.8662109375,11895.8662109375,11895.8662109375,3167.0,3167.0,3167.0,10843.4130859375,10843.4130859375,10843.4130859375,3167.0,3167.0,3167.0,11121.546875,11121.546875,11121.546875,3167,3167,3167,11784.005859375,11784.005859375,11784.005859375
21633707,3168.0,3168.0,3168.0,11604.697265625,11604.697265625,11604.697265625,3168.0,3168.0,3168.0,11897.435546875,11897.435546875,11897.435546875,3168.0,3168.0,3168.0,10840.9736328125,10840.9736328125,10840.9736328125,3168.0,3168.0,3168.0,11117.4033203125,11117.4033203125,11117.4033203125,3168,3168,3168,11810.1982421875,11810.1982421875,11810.1982421875
21640533,3169.0,3169.0,3169.0,11627.404296875,11627.404296875,11627.404296875,3169.0,3169.0,3169.0,11899.4775390625,11899.4775390625,11899.4775390625,3169.0,3169.0,3169.0,10830.1611328125,10830.1611328125,10830.1611328125,3169.0,3169.0,3169.0,11111.6083984375,11111.6083984375,11111.6083984375,3169,3169,3169,11863.033203125,11863.033203125,11863.033203125
21647360,3170.0,3170.0,3170.0,11669.30078125,11669.30078125,11669.30078125,3170.0,3170.0,3170.0,11900.072265625,11900.072265625,11900.072265625,3170.0,3170.0,3170.0,10823.6337890625,10823.6337890625,10823.6337890625,3170.0,3170.0,3170.0,11105.9794921875,11105.9794921875,11105.9794921875,3170,3170,3170,11881.1337890625,11881.1337890625,11881.1337890625
21654187,3171.0,3171.0,3171.0,11698.919921875,11698.919921875,11698.919921875,3171.0,3171.0,3171.0,11902.298828125,11902.298828125,11902.298828125,3171.0,3171.0,3171.0,10817.810546875,10817.810546875,10817.810546875,3171.0,3171.0,3171.0,11105.6845703125,11105.6845703125,11105.6845703125,3171,3171,3171,11906.154296875,11906.154296875,11906.154296875
21661013,3172.0,3172.0,3172.0,11714.349609375,11714.349609375,11714.349609375,3172.0,3172.0,3172.0,11934.9326171875,11934.9326171875,11934.9326171875,3172.0,3172.0,3172.0,10812.0908203125,10812.0908203125,10812.0908203125,3172.0,3172.0,3172.0,11099.361328125,11099.361328125,11099.361328125,3172,3172,3172,11950.3310546875,11950.3310546875,11950.3310546875
21667840,3173.0,3173.0,3173.0,11739.2998046875,11739.2998046875,11739.2998046875,3173.0,3173.0,3173.0,11956.791015625,11956.791015625,11956.791015625,3173.0,3173.0,3173.0,10806.0869140625,10806.0869140625,10806.0869140625,3173.0,3173.0,3173.0,11094.3671875,11094.3671875,11094.3671875,3173,3173,3173,11963.8837890625,11963.8837890625,11963.8837890625
21674667,3174.0,3174.0,3174.0,11768.392578125,11768.392578125,11768.392578125,3174.0,3174.0,3174.0,11981.03125,11981.03125,11981.03125,3174.0,3174.0,3174.0,10800.7958984375,10800.7958984375,10800.7958984375,3174.0,3174.0,3174.0,11086.4560546875,11086.4560546875,11086.4560546875,3174,3174,3174,11981.0888671875,11981.0888671875,11981.0888671875
21681493,3175.0,3175.0,3175.0,11787.26953125,11787.26953125,11787.26953125,3175.0,3175.0,3175.0,11984.728515625,11984.728515625,11984.728515625,3175.0,3175.0,3175.0,10794.919921875,10794.919921875,10794.919921875,3175.0,3175.0,3175.0,11084.8701171875,11084.8701171875,11084.8701171875,3175,3175,3175,11997.75,11997.75,11997.75
21688320,3176.0,3176.0,3176.0,11814.89453125,11814.89453125,11814.89453125,3176.0,3176.0,3176.0,11987.8330078125,11987.8330078125,11987.8330078125,3176.0,3176.0,3176.0,10791.8505859375,10791.8505859375,10791.8505859375,3176.0,3176.0,3176.0,11081.8486328125,11081.8486328125,11081.8486328125,3176,3176,3176,12011.423828125,12011.423828125,12011.423828125
21695147,3177.0,3177.0,3177.0,11825.86328125,11825.86328125,11825.86328125,3177.0,3177.0,3177.0,11999.3818359375,11999.3818359375,11999.3818359375,3177.0,3177.0,3177.0,10777.9423828125,10777.9423828125,10777.9423828125,3177.0,3177.0,3177.0,11073.294921875,11073.294921875,11073.294921875,3177,3177,3177,12030.2119140625,12030.2119140625,12030.2119140625
21701973,3178.0,3178.0,3178.0,11838.1806640625,11838.1806640625,11838.1806640625,3178.0,3178.0,3178.0,12003.59765625,12003.59765625,12003.59765625,3178.0,3178.0,3178.0,10776.849609375,10776.849609375,10776.849609375,3178.0,3178.0,3178.0,11066.3076171875,11066.3076171875,11066.3076171875,3178,3178,3178,12042.4873046875,12042.4873046875,12042.4873046875
21708800,3179.0,3179.0,3179.0,11839.98828125,11839.98828125,11839.98828125,3179.0,3179.0,3179.0,11954.1318359375,11954.1318359375,11954.1318359375,3179.0,3179.0,3179.0,10774.1513671875,10774.1513671875,10774.1513671875,3179.0,3179.0,3179.0,11062.6220703125,11062.6220703125,11062.6220703125,3179,3179,3179,12063.96875,12063.96875,12063.96875
21715627,3180.0,3180.0,3180.0,11839.5283203125,11839.5283203125,11839.5283203125,3180.0,3180.0,3180.0,12003.68359375,12003.68359375,12003.68359375,3180.0,3180.0,3180.0,10769.1337890625,10769.1337890625,10769.1337890625,3180.0,3180.0,3180.0,11057.1025390625,11057.1025390625,11057.1025390625,3180,3180,3180,12093.6025390625,12093.6025390625,12093.6025390625
21722453,3181.0,3181.0,3181.0,11842.7939453125,11842.7939453125,11842.7939453125,3181.0,3181.0,3181.0,11998.9111328125,11998.9111328125,11998.9111328125,3181.0,3181.0,3181.0,10764.7197265625,10764.7197265625,10764.7197265625,3181.0,3181.0,3181.0,11059.498046875,11059.498046875,11059.498046875,3181,3181,3181,12121.0537109375,12121.0537109375,12121.0537109375
21729280,3182.0,3182.0,3182.0,11845.765625,11845.765625,11845.765625,3182.0,3182.0,3182.0,12013.9326171875,12013.9326171875,12013.9326171875,3182.0,3182.0,3182.0,10755.072265625,10755.072265625,10755.072265625,3182.0,3182.0,3182.0,11062.5537109375,11062.5537109375,11062.5537109375,3182,3182,3182,12143.9970703125,12143.9970703125,12143.9970703125
21736107,3183.0,3183.0,3183.0,11838.662109375,11838.662109375,11838.662109375,3183.0,3183.0,3183.0,12012.5400390625,12012.5400390625,12012.5400390625,3183.0,3183.0,3183.0,10745.1162109375,10745.1162109375,10745.1162109375,3183.0,3183.0,3183.0,11064.6083984375,11064.6083984375,11064.6083984375,3183,3183,3183,12166.9296875,12166.9296875,12166.9296875
21742933,3184.0,3184.0,3184.0,11841.03515625,11841.03515625,11841.03515625,3184.0,3184.0,3184.0,12013.8671875,12013.8671875,12013.8671875,3184.0,3184.0,3184.0,10733.1572265625,10733.1572265625,10733.1572265625,3184.0,3184.0,3184.0,11068.720703125,11068.720703125,11068.720703125,3184,3184,3184,12209.1005859375,12209.1005859375,12209.1005859375
21749760,3185.0,3185.0,3185.0,11846.7451171875,11846.7451171875,11846.7451171875,3185.0,3185.0,3185.0,12016.919921875,12016.919921875,12016.919921875,3185.0,3185.0,3185.0,10715.1337890625,10715.1337890625,10715.1337890625,3185.0,3185.0,3185.0,11072.81640625,11072.81640625,11072.81640625,3185,3185,3185,12240.3525390625,12240.3525390625,12240.3525390625
21756587,3186.0,3186.0,3186.0,11848.8095703125,11848.8095703125,11848.8095703125,3186.0,3186.0,3186.0,12021.0693359375,12021.0693359375,12021.0693359375,3186.0,3186.0,3186.0,10706.0625,10706.0625,10706.0625,3186.0,3186.0,3186.0,11078.59765625,11078.59765625,11078.59765625,3186,3186,3186,12252.96875,12252.96875,12252.96875
21763413,3187.0,3187.0,3187.0,11853.34375,11853.34375,11853.34375,3187.0,3187.0,3187.0,12022.6142578125,12022.6142578125,12022.6142578125,3187.0,3187.0,3187.0,10700.20703125,10700.20703125,10700.20703125,3187.0,3187.0,3187.0,11091.1845703125,11091.1845703125,11091.1845703125,3187,3187,3187,12289.9658203125,12289.9658203125,12289.9658203125
21770240,3188.0,3188.0,3188.0,11737.0810546875,11737.0810546875,11737.0810546875,3188.0,3188.0,3188.0,12058.357421875,12058.357421875,12058.357421875,3188.0,3188.0,3188.0,10693.763671875,10693.763671875,10693.763671875,3188.0,3188.0,3188.0,11102.7158203125,11102.7158203125,11102.7158203125,3188,3188,3188,12320.546875,12320.546875,12320.546875
21777067,3189.0,3189.0,3189.0,11737.9462890625,11737.9462890625,11737.9462890625,3189.0,3189.0,3189.0,12094.5947265625,12094.5947265625,12094.5947265625,3189.0,3189.0,3189.0,10688.169921875,10688.169921875,10688.169921875,3189.0,3189.0,3189.0,11109.09375,11109.09375,11109.09375,3189,3189,3189,12349.2080078125,12349.2080078125,12349.2080078125
21783893,3190.0,3190.0,3190.0,11739.3994140625,11739.3994140625,11739.3994140625,3190.0,3190.0,3190.0,12113.2626953125,12113.2626953125,12113.2626953125,3190.0,3190.0,3190.0,10685.0908203125,10685.0908203125,10685.0908203125,3190.0,3190.0,3190.0,11110.7109375,11110.7109375,11110.7109375,3190,3190,3190,12369.783203125,12369.783203125,12369.783203125
21790720,3191.0,3191.0,3191.0,11758.533203125,11758.533203125,11758.533203125,3191.0,3191.0,3191.0,12113.61328125,12113.61328125,12113.61328125,3191.0,3191.0,3191.0,10675.908203125,10675.908203125,10675.908203125,3191.0,3191.0,3191.0,11112.1064453125,11112.1064453125,11112.1064453125,3191,3191,3191,12385.78515625,12385.78515625,12385.78515625
21797547,3192.0,3192.0,3192.0,11769.53125,11769.53125,11769.53125,3192.0,3192.0,3192.0,12117.6162109375,12117.6162109375,12117.6162109375,3192.0,3192.0,3192.0,10671.1171875,10671.1171875,10671.1171875,3192.0,3192.0,3192.0,11116.189453125,11116.189453125,11116.189453125,3192,3192,3192,12407.8125,12407.8125,12407.8125
21804373,3193.0,3193.0,3193.0,11777.2763671875,11777.2763671875,11777.2763671875,3193.0,3193.0,3193.0,12025.0517578125,12025.0517578125,12025.0517578125,3193.0,3193.0,3193.0,10667.55859375,10667.55859375,10667.55859375,3193.0,3193.0,3193.0,11118.0087890625,11118.0087890625,11118.0087890625,3193,3193,3193,12417.9013671875,12417.9013671875,12417.9013671875
21811200,3194.0,3194.0,3194.0,11782.859375,11782.859375,11782.859375,3194.0,3194.0,3194.0,11958.9345703125,11958.9345703125,11958.9345703125,3194.0,3194.0,3194.0,10668.099609375,10668.099609375,10668.099609375,3194.0,3194.0,3194.0,11119.740234375,11119.740234375,11119.740234375,3194,3194,3194,12422.3193359375,12422.3193359375,12422.3193359375
21818027,3195.0,3195.0,3195.0,11783.564453125,11783.564453125,11783.564453125,3195.0,3195.0,3195.0,11971.59765625,11971.59765625,11971.59765625,3195.0,3195.0,3195.0,10668.099609375,10668.099609375,10668.099609375,3195.0,3195.0,3195.0,11128.3408203125,11128.3408203125,11128.3408203125,3195,3195,3195,12436.2080078125,12436.2080078125,12436.2080078125
21824853,3196.0,3196.0,3196.0,11768.0908203125,11768.0908203125,11768.0908203125,3196.0,3196.0,3196.0,12016.74609375,12016.74609375,12016.74609375,3196.0,3196.0,3196.0,10663.470703125,10663.470703125,10663.470703125,3196.0,3196.0,3196.0,11144.302734375,11144.302734375,11144.302734375,3196,3196,3196,12448.4619140625,12448.4619140625,12448.4619140625
21831680,3197.0,3197.0,3197.0,11756.1474609375,11756.1474609375,11756.1474609375,3197.0,3197.0,3197.0,12064.2470703125,12064.2470703125,12064.2470703125,3197.0,3197.0,3197.0,10661.3974609375,10661.3974609375,10661.3974609375,3197.0,3197.0,3197.0,11145.7431640625,11145.7431640625,11145.7431640625,3197,3197,3197,12448.779296875,12448.779296875,12448.779296875
21838507,3198.0,3198.0,3198.0,11745.876953125,11745.876953125,11745.876953125,3198.0,3198.0,3198.0,12080.841796875,12080.841796875,12080.841796875,3198.0,3198.0,3198.0,10662.767578125,10662.767578125,10662.767578125,3198.0,3198.0,3198.0,11146.7568359375,11146.7568359375,11146.7568359375,3198,3198,3198,12451.7080078125,12451.7080078125,12451.7080078125
21845333,3199.0,3199.0,3199.0,11731.759765625,11731.759765625,11731.759765625,3199.0,3199.0,3199.0,12086.904296875,12086.904296875,12086.904296875,3199.0,3199.0,3199.0,10666.630859375,10666.630859375,10666.630859375,3199.0,3199.0,3199.0,11147.0048828125,11147.0048828125,11147.0048828125,3199,3199,3199,12455.322265625,12455.322265625,12455.322265625
21852160,3200.0,3200.0,3200.0,11728.8955078125,11728.8955078125,11728.8955078125,3200.0,3200.0,3200.0,12092.1513671875,12092.1513671875,12092.1513671875,3200.0,3200.0,3200.0,10612.9208984375,10612.9208984375,10612.9208984375,3200.0,3200.0,3200.0,11146.8857421875,11146.8857421875,11146.8857421875,3200,3200,3200,12462.0625,12462.0625,12462.0625
21858987,3201.0,3201.0,3201.0,11734.9375,11734.9375,11734.9375,3201.0,3201.0,3201.0,12103.3173828125,12103.3173828125,12103.3173828125,3201.0,3201.0,3201.0,10626.2412109375,10626.2412109375,10626.2412109375,3201.0,3201.0,3201.0,11041.703125,11041.703125,11041.703125,3201,3201,3201,12460.6474609375,12460.6474609375,12460.6474609375
21865813,3202.0,3202.0,3202.0,11744.662109375,11744.662109375,11744.662109375,3202.0,3202.0,3202.0,12107.4912109375,12107.4912109375,12107.4912109375,3202.0,3202.0,3202.0,10630.7724609375,10630.7724609375,10630.7724609375,3202.0,3202.0,3202.0,11042.982421875,11042.982421875,11042.982421875,3202,3202,3202,12459.228515625,12459.228515625,12459.228515625
21872640,3203.0,3203.0,3203.0,11751.03125,11751.03125,11751.03125,3203.0,3203.0,3203.0,12130.1650390625,12130.1650390625,12130.1650390625,3203.0,3203.0,3203.0,10632.041015625,10632.041015625,10632.041015625,3203.0,3203.0,3203.0,11048.6826171875,11048.6826171875,11048.6826171875,3203,3203,3203,12460.96484375,12460.96484375,12460.96484375
21879467,3204.0,3204.0,3204.0,11761.060546875,11761.060546875,11761.060546875,3204.0,3204.0,3204.0,12164.3720703125,12164.3720703125,12164.3720703125,3204.0,3204.0,3204.0,10635.5419921875,10635.5419921875,10635.5419921875,3204.0,3204.0,3204.0,11064.81640625,11064.81640625,11064.81640625,3204,3204,3204,12465.49609375,12465.49609375,12465.49609375
21886293,3205.0,3205.0,3205.0,11783.7734375,11783.7734375,11783.7734375,3205.0,3205.0,3205.0,12193.0087890625,12193.0087890625,12193.0087890625,3205.0,3205.0,3205.0,10645.6044921875,10645.6044921875,10645.6044921875,3205.0,3205.0,3205.0,11072.1171875,11072.1171875,11072.1171875,3205,3205,3205,12470.6533203125,12470.6533203125,12470.6533203125
21893120,3206.0,3206.0,3206.0,11794.978515625,11794.978515625,11794.978515625,3206.0,3206.0,3206.0,12198.0546875,12198.0546875,12198.0546875,3206.0,3206.0,3206.0,10658.5380859375,10658.5380859375,10658.5380859375,3206.0,3206.0,3206.0,11073.4169921875,11073.4169921875,11073.4169921875,3206,3206,3206,12356.30078125,12356.30078125,12356.30078125
21899947,3207.0,3207.0,3207.0,11826.8447265625,11826.8447265625,11826.8447265625,3207.0,3207.0,3207.0,12201.1689453125,12201.1689453125,12201.1689453125,3207.0,3207.0,3207.0,10666.90625,10666.90625,10666.90625,3207.0,3207.0,3207.0,11077.0458984375,11077.0458984375,11077.0458984375,3207,3207,3207,12365.50390625,12365.50390625,12365.50390625
21906773,3208.0,3208.0,3208.0,11833.7314453125,11833.7314453125,11833.7314453125,3208.0,3208.0,3208.0,12205.3505859375,12205.3505859375,12205.3505859375,3208.0,3208.0,3208.0,10680.37890625,10680.37890625,10680.37890625,3208.0,3208.0,3208.0,11077.966796875,11077.966796875,11077.966796875,3208,3208,3208,12379.02734375,12379.02734375,12379.02734375
21913600,3209.0,3209.0,3209.0,11847.1611328125,11847.1611328125,11847.1611328125,3209.0,3209.0,3209.0,12211.0146484375,12211.0146484375,12211.0146484375,3209.0,3209.0,3209.0,10689.3984375,10689.3984375,10689.3984375,3209.0,3209.0,3209.0,11083.7099609375,11083.7099609375,11083.7099609375,3209,3209,3209,12389.1396484375,12389.1396484375,12389.1396484375
21920427,3210.0,3210.0,3210.0,11856.7509765625,11856.7509765625,11856.7509765625,3210.0,3210.0,3210.0,12212.6806640625,12212.6806640625,12212.6806640625,3210.0,3210.0,3210.0,10688.1806640625,10688.1806640625,10688.1806640625,3210.0,3210.0,3210.0,11085.703125,11085.703125,11085.703125,3210,3210,3210,12399.96875,12399.96875,12399.96875
21927253,3211.0,3211.0,3211.0,11866.224609375,11866.224609375,11866.224609375,3211.0,3211.0,3211.0,12231.265625,12231.265625,12231.265625,3211.0,3211.0,3211.0,10687.5888671875,10687.5888671875,10687.5888671875,3211.0,3211.0,3211.0,11083.5869140625,11083.5869140625,11083.5869140625,3211,3211,3211,12421.5107421875,12421.5107421875,12421.5107421875
21934080,3212.0,3212.0,3212.0,11877.8994140625,11877.8994140625,11877.8994140625,3212.0,3212.0,3212.0,12242.4560546875,12242.4560546875,12242.4560546875,3212.0,3212.0,3212.0,10682.5068359375,10682.5068359375,10682.5068359375,3212.0,3212.0,3212.0,11089.658203125,11089.658203125,11089.658203125,3212,3212,3212,12427.7119140625,12427.7119140625,12427.7119140625
21940907,3213.0,3213.0,3213.0,11891.7568359375,11891.7568359375,11891.7568359375,3213.0,3213.0,3213.0,12260.23828125,12260.23828125,12260.23828125,3213.0,3213.0,3213.0,10677.34375,10677.34375,10677.34375,3213.0,3213.0,3213.0,11090.037109375,11090.037109375,11090.037109375,3213,3213,3213,12314.9609375,12314.9609375,12314.9609375
21947733,3214.0,3214.0,3214.0,11895.703125,11895.703125,11895.703125,3214.0,3214.0,3214.0,12260.6181640625,12260.6181640625,12260.6181640625,3214.0,3214.0,3214.0,10671.3681640625,10671.3681640625,10671.3681640625,3214.0,3214.0,3214.0,11089.83203125,11089.83203125,11089.83203125,3214,3214,3214,12327.62890625,12327.62890625,12327.62890625
21954560,3215.0,3215.0,3215.0,11914.6572265625,11914.6572265625,11914.6572265625,3215.0,3215.0,3215.0,12262.080078125,12262.080078125,12262.080078125,3215.0,3215.0,3215.0,10663.421875,10663.421875,10663.421875,3215.0,3215.0,3215.0,11091.77734375,11091.77734375,11091.77734375,3215,3215,3215,12339.3232421875,12339.3232421875,12339.3232421875
21961387,3216.0,3216.0,3216.0,11920.904296875,11920.904296875,11920.904296875,3216.0,3216.0,3216.0,12262.966796875,12262.966796875,12262.966796875,3216.0,3216.0,3216.0,10658.3583984375,10658.3583984375,10658.3583984375,3216.0,3216.0,3216.0,11093.0068359375,11093.0068359375,11093.0068359375,3216,3216,3216,12346.580078125,12346.580078125,12346.580078125
21968213,3217.0,3217.0,3217.0,11929.5361328125,11929.5361328125,11929.5361328125,3217.0,3217.0,3217.0,12258.46875,12258.46875,12258.46875,3217.0,3217.0,3217.0,10659.6064453125,10659.6064453125,10659.6064453125,3217.0,3217.0,3217.0,11093.140625,11093.140625,11093.140625,3217,3217,3217,12348.4619140625,12348.4619140625,12348.4619140625
21975040,3218.0,3218.0,3218.0,11937.1943359375,11937.1943359375,11937.1943359375,3218.0,3218.0,3218.0,12258.46875,12258.46875,12258.46875,3218.0,3218.0,3218.0,10661.8544921875,10661.8544921875,10661.8544921875,3218.0,3218.0,3218.0,11097.978515625,11097.978515625,11097.978515625,3218,3218,3218,12362.9111328125,12362.9111328125,12362.9111328125
21981867,3219.0,3219.0,3219.0,11942.5517578125,11942.5517578125,11942.5517578125,3219.0,3219.0,3219.0,12237.6162109375,12237.6162109375,12237.6162109375,3219.0,3219.0,3219.0,10661.55859375,10661.55859375,10661.55859375,3219.0,3219.0,3219.0,10994.08984375,10994.08984375,10994.08984375,3219,3219,3219,12275.6123046875,12275.6123046875,12275.6123046875
