Step,TDMPC_AnymalEnv_sweep_4 - _step,TDMPC_AnymalEnv_sweep_4 - _step__MIN,TDMPC_AnymalEnv_sweep_4 - _step__MAX,TDMPC_AnymalEnv_sweep_4 - train/episode_reward,TDMPC_AnymalEnv_sweep_4 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_4 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_3 - _step,TDMPC_AnymalEnv_sweep_3 - _step__MIN,TDMPC_AnymalEnv_sweep_3 - _step__MAX,TDMPC_AnymalEnv_sweep_3 - train/episode_reward,TDMPC_AnymalEnv_sweep_3 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_3 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_0 - _step,TDMPC_AnymalEnv_sweep_0 - _step__MIN,TDMPC_AnymalEnv_sweep_0 - _step__MAX,TDMPC_AnymalEnv_sweep_0 - train/episode_reward,TDMPC_AnymalEnv_sweep_0 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_0 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_2 - _step,TDMPC_AnymalEnv_sweep_2 - _step__MIN,TDMPC_AnymalEnv_sweep_2 - _step__MAX,TDMPC_AnymalEnv_sweep_2 - train/episode_reward,TDMPC_AnymalEnv_sweep_2 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_2 - train/episode_reward__MAX,TDMPC_AnymalEnv_sweep_1 - _step,TDMPC_AnymalEnv_sweep_1 - _step__MIN,TDMPC_AnymalEnv_sweep_1 - _step__MAX,TDMPC_AnymalEnv_sweep_1 - train/episode_reward,TDMPC_AnymalEnv_sweep_1 - train/episode_reward__MIN,TDMPC_AnymalEnv_sweep_1 - train/episode_reward__MAX
6929067,1014.0,1014.0,1014.0,12103.033203125,12103.033203125,12103.033203125,1014.0,1014.0,1014.0,12244.8876953125,12244.8876953125,12244.8876953125,1014.0,1014.0,1014.0,10622.7470703125,10622.7470703125,10622.7470703125,1014.0,1014.0,1014.0,10593.3271484375,10593.3271484375,10593.3271484375,1014,1014,1014,11620.6689453125,11620.6689453125,11620.6689453125
6935893,1015.0,1015.0,1015.0,12107.4287109375,12107.4287109375,12107.4287109375,1015.0,1015.0,1015.0,12256.5732421875,12256.5732421875,12256.5732421875,1015.0,1015.0,1015.0,10635.58203125,10635.58203125,10635.58203125,1015.0,1015.0,1015.0,10600.076171875,10600.076171875,10600.076171875,1015,1015,1015,11546.390625,11546.390625,11546.390625
6942720,1016.0,1016.0,1016.0,12114.0986328125,12114.0986328125,12114.0986328125,1016.0,1016.0,1016.0,12269.3955078125,12269.3955078125,12269.3955078125,1016.0,1016.0,1016.0,10644.732421875,10644.732421875,10644.732421875,1016.0,1016.0,1016.0,10602.1669921875,10602.1669921875,10602.1669921875,1016,1016,1016,11589.6826171875,11589.6826171875,11589.6826171875
6949547,1017.0,1017.0,1017.0,12120.4697265625,12120.4697265625,12120.4697265625,1017.0,1017.0,1017.0,12278.732421875,12278.732421875,12278.732421875,1017.0,1017.0,1017.0,10647.763671875,10647.763671875,10647.763671875,1017.0,1017.0,1017.0,10598.701171875,10598.701171875,10598.701171875,1017,1017,1017,11489.2451171875,11489.2451171875,11489.2451171875
6956373,1018.0,1018.0,1018.0,12125.3818359375,12125.3818359375,12125.3818359375,1018.0,1018.0,1018.0,12289.2373046875,12289.2373046875,12289.2373046875,1018.0,1018.0,1018.0,10654.513671875,10654.513671875,10654.513671875,1018.0,1018.0,1018.0,10597.6337890625,10597.6337890625,10597.6337890625,1018,1018,1018,11514.9501953125,11514.9501953125,11514.9501953125
6963200,1019.0,1019.0,1019.0,12122.0830078125,12122.0830078125,12122.0830078125,1019.0,1019.0,1019.0,12305.4326171875,12305.4326171875,12305.4326171875,1019.0,1019.0,1019.0,10662.87890625,10662.87890625,10662.87890625,1019.0,1019.0,1019.0,10597.23828125,10597.23828125,10597.23828125,1019,1019,1019,11541.3759765625,11541.3759765625,11541.3759765625
6970027,1020.0,1020.0,1020.0,12110.5576171875,12110.5576171875,12110.5576171875,1020.0,1020.0,1020.0,12316.421875,12316.421875,12316.421875,1020.0,1020.0,1020.0,10673.5556640625,10673.5556640625,10673.5556640625,1020.0,1020.0,1020.0,10598.3720703125,10598.3720703125,10598.3720703125,1020,1020,1020,11593.3505859375,11593.3505859375,11593.3505859375
6976853,1021.0,1021.0,1021.0,12107.173828125,12107.173828125,12107.173828125,1021.0,1021.0,1021.0,12329.447265625,12329.447265625,12329.447265625,1021.0,1021.0,1021.0,10681.7451171875,10681.7451171875,10681.7451171875,1021.0,1021.0,1021.0,10601.2431640625,10601.2431640625,10601.2431640625,1021,1021,1021,11607.8759765625,11607.8759765625,11607.8759765625
6983680,1022.0,1022.0,1022.0,12105.5458984375,12105.5458984375,12105.5458984375,1022.0,1022.0,1022.0,12336.533203125,12336.533203125,12336.533203125,1022.0,1022.0,1022.0,10688.603515625,10688.603515625,10688.603515625,1022.0,1022.0,1022.0,10601.818359375,10601.818359375,10601.818359375,1022,1022,1022,11620.5224609375,11620.5224609375,11620.5224609375
6990507,1023.0,1023.0,1023.0,12105.5146484375,12105.5146484375,12105.5146484375,1023.0,1023.0,1023.0,12340.7568359375,12340.7568359375,12340.7568359375,1023.0,1023.0,1023.0,10707.2548828125,10707.2548828125,10707.2548828125,1023.0,1023.0,1023.0,10607.408203125,10607.408203125,10607.408203125,1023,1023,1023,11643.0830078125,11643.0830078125,11643.0830078125
6997333,1024.0,1024.0,1024.0,12104.2734375,12104.2734375,12104.2734375,1024.0,1024.0,1024.0,12338.2900390625,12338.2900390625,12338.2900390625,1024.0,1024.0,1024.0,10723.8125,10723.8125,10723.8125,1024.0,1024.0,1024.0,10603.623046875,10603.623046875,10603.623046875,1024,1024,1024,11641.46875,11641.46875,11641.46875
7004160,1025.0,1025.0,1025.0,12101.7158203125,12101.7158203125,12101.7158203125,1025.0,1025.0,1025.0,12330.298828125,12330.298828125,12330.298828125,1025.0,1025.0,1025.0,10731.21875,10731.21875,10731.21875,1025.0,1025.0,1025.0,10611.470703125,10611.470703125,10611.470703125,1025,1025,1025,11641.974609375,11641.974609375,11641.974609375
7010987,1026.0,1026.0,1026.0,12101.095703125,12101.095703125,12101.095703125,1026.0,1026.0,1026.0,12323.4072265625,12323.4072265625,12323.4072265625,1026.0,1026.0,1026.0,10733.2138671875,10733.2138671875,10733.2138671875,1026.0,1026.0,1026.0,10611.267578125,10611.267578125,10611.267578125,1026,1026,1026,11633.2236328125,11633.2236328125,11633.2236328125
7017813,1027.0,1027.0,1027.0,12095.43359375,12095.43359375,12095.43359375,1027.0,1027.0,1027.0,12307.470703125,12307.470703125,12307.470703125,1027.0,1027.0,1027.0,10735.5283203125,10735.5283203125,10735.5283203125,1027.0,1027.0,1027.0,10606.498046875,10606.498046875,10606.498046875,1027,1027,1027,11638.5458984375,11638.5458984375,11638.5458984375
7024640,1028.0,1028.0,1028.0,12095.30859375,12095.30859375,12095.30859375,1028.0,1028.0,1028.0,12297.71484375,12297.71484375,12297.71484375,1028.0,1028.0,1028.0,10731.6513671875,10731.6513671875,10731.6513671875,1028.0,1028.0,1028.0,10499.607421875,10499.607421875,10499.607421875,1028,1028,1028,11655.9306640625,11655.9306640625,11655.9306640625
7031467,1029.0,1029.0,1029.0,12096.6533203125,12096.6533203125,12096.6533203125,1029.0,1029.0,1029.0,12289.80859375,12289.80859375,12289.80859375,1029.0,1029.0,1029.0,10730.5693359375,10730.5693359375,10730.5693359375,1029.0,1029.0,1029.0,10501.673828125,10501.673828125,10501.673828125,1029,1029,1029,11563.9013671875,11563.9013671875,11563.9013671875
7038293,1030.0,1030.0,1030.0,12094.1064453125,12094.1064453125,12094.1064453125,1030.0,1030.0,1030.0,12285.3974609375,12285.3974609375,12285.3974609375,1030.0,1030.0,1030.0,10724.2685546875,10724.2685546875,10724.2685546875,1030.0,1030.0,1030.0,10405.810546875,10405.810546875,10405.810546875,1030,1030,1030,11611.9609375,11611.9609375,11611.9609375
7045120,1031.0,1031.0,1031.0,12091.2109375,12091.2109375,12091.2109375,1031.0,1031.0,1031.0,12281.5263671875,12281.5263671875,12281.5263671875,1031.0,1031.0,1031.0,10720.216796875,10720.216796875,10720.216796875,1031.0,1031.0,1031.0,10442.6904296875,10442.6904296875,10442.6904296875,1031,1031,1031,11542.4658203125,11542.4658203125,11542.4658203125
7051947,1032.0,1032.0,1032.0,12094.0146484375,12094.0146484375,12094.0146484375,1032.0,1032.0,1032.0,12277.982421875,12277.982421875,12277.982421875,1032.0,1032.0,1032.0,10710.28515625,10710.28515625,10710.28515625,1032.0,1032.0,1032.0,10466.123046875,10466.123046875,10466.123046875,1032,1032,1032,11570.9296875,11570.9296875,11570.9296875
7058773,1033.0,1033.0,1033.0,12097.2568359375,12097.2568359375,12097.2568359375,1033.0,1033.0,1033.0,12274.0849609375,12274.0849609375,12274.0849609375,1033.0,1033.0,1033.0,10706.2734375,10706.2734375,10706.2734375,1033.0,1033.0,1033.0,10477.2470703125,10477.2470703125,10477.2470703125,1033,1033,1033,11588.4912109375,11588.4912109375,11588.4912109375
7065600,1034.0,1034.0,1034.0,12104.076171875,12104.076171875,12104.076171875,1034.0,1034.0,1034.0,12272.48828125,12272.48828125,12272.48828125,1034.0,1034.0,1034.0,10703.3583984375,10703.3583984375,10703.3583984375,1034.0,1034.0,1034.0,10491.708984375,10491.708984375,10491.708984375,1034,1034,1034,11374.501953125,11374.501953125,11374.501953125
7072427,1035.0,1035.0,1035.0,12127.671875,12127.671875,12127.671875,1035.0,1035.0,1035.0,12267.755859375,12267.755859375,12267.755859375,1035.0,1035.0,1035.0,10711.7822265625,10711.7822265625,10711.7822265625,1035.0,1035.0,1035.0,10498.01953125,10498.01953125,10498.01953125,1035,1035,1035,11431.71484375,11431.71484375,11431.71484375
7079253,1036.0,1036.0,1036.0,12142.2822265625,12142.2822265625,12142.2822265625,1036.0,1036.0,1036.0,12266.96484375,12266.96484375,12266.96484375,1036.0,1036.0,1036.0,10716.0693359375,10716.0693359375,10716.0693359375,1036.0,1036.0,1036.0,10499.0673828125,10499.0673828125,10499.0673828125,1036,1036,1036,11320.3310546875,11320.3310546875,11320.3310546875
7086080,1037.0,1037.0,1037.0,12155.48828125,12155.48828125,12155.48828125,1037.0,1037.0,1037.0,12264.62109375,12264.62109375,12264.62109375,1037.0,1037.0,1037.0,10719.44140625,10719.44140625,10719.44140625,1037.0,1037.0,1037.0,10499.4755859375,10499.4755859375,10499.4755859375,1037,1037,1037,11331.5458984375,11331.5458984375,11331.5458984375
7092907,1038.0,1038.0,1038.0,12159.4248046875,12159.4248046875,12159.4248046875,1038.0,1038.0,1038.0,12263.0546875,12263.0546875,12263.0546875,1038.0,1038.0,1038.0,10727.8525390625,10727.8525390625,10727.8525390625,1038.0,1038.0,1038.0,10507.7451171875,10507.7451171875,10507.7451171875,1038,1038,1038,11380.71484375,11380.71484375,11380.71484375
7099733,1039.0,1039.0,1039.0,12166.6220703125,12166.6220703125,12166.6220703125,1039.0,1039.0,1039.0,12262.3447265625,12262.3447265625,12262.3447265625,1039.0,1039.0,1039.0,10729.8447265625,10729.8447265625,10729.8447265625,1039.0,1039.0,1039.0,10515.9619140625,10515.9619140625,10515.9619140625,1039,1039,1039,11269.8935546875,11269.8935546875,11269.8935546875
7106560,1040.0,1040.0,1040.0,12175.9951171875,12175.9951171875,12175.9951171875,1040.0,1040.0,1040.0,12262.9072265625,12262.9072265625,12262.9072265625,1040.0,1040.0,1040.0,10724.3671875,10724.3671875,10724.3671875,1040.0,1040.0,1040.0,10530.486328125,10530.486328125,10530.486328125,1040,1040,1040,11299.6005859375,11299.6005859375,11299.6005859375
7113387,1041.0,1041.0,1041.0,12182.7734375,12182.7734375,12182.7734375,1041.0,1041.0,1041.0,12258.4814453125,12258.4814453125,12258.4814453125,1041.0,1041.0,1041.0,10725.26953125,10725.26953125,10725.26953125,1041.0,1041.0,1041.0,10550.9833984375,10550.9833984375,10550.9833984375,1041,1041,1041,11317.5458984375,11317.5458984375,11317.5458984375
7120213,1042.0,1042.0,1042.0,12191.6025390625,12191.6025390625,12191.6025390625,1042.0,1042.0,1042.0,12257.546875,12257.546875,12257.546875,1042.0,1042.0,1042.0,10722.78125,10722.78125,10722.78125,1042.0,1042.0,1042.0,10564.7421875,10564.7421875,10564.7421875,1042,1042,1042,11343.408203125,11343.408203125,11343.408203125
7127040,1043.0,1043.0,1043.0,12206.9951171875,12206.9951171875,12206.9951171875,1043.0,1043.0,1043.0,12247.3525390625,12247.3525390625,12247.3525390625,1043.0,1043.0,1043.0,10726.443359375,10726.443359375,10726.443359375,1043.0,1043.0,1043.0,10569.2783203125,10569.2783203125,10569.2783203125,1043,1043,1043,11396.7998046875,11396.7998046875,11396.7998046875
7133867,1044.0,1044.0,1044.0,12215.98828125,12215.98828125,12215.98828125,1044.0,1044.0,1044.0,12239.5244140625,12239.5244140625,12239.5244140625,1044.0,1044.0,1044.0,10721.705078125,10721.705078125,10721.705078125,1044.0,1044.0,1044.0,10580.87890625,10580.87890625,10580.87890625,1044,1044,1044,11439.6884765625,11439.6884765625,11439.6884765625
7140693,1045.0,1045.0,1045.0,12221.439453125,12221.439453125,12221.439453125,1045.0,1045.0,1045.0,12220.171875,12220.171875,12220.171875,1045.0,1045.0,1045.0,10719.0458984375,10719.0458984375,10719.0458984375,1045.0,1045.0,1045.0,10583.3310546875,10583.3310546875,10583.3310546875,1045,1045,1045,11453.9833984375,11453.9833984375,11453.9833984375
7147520,1046.0,1046.0,1046.0,12222.7412109375,12222.7412109375,12222.7412109375,1046.0,1046.0,1046.0,12207.95703125,12207.95703125,12207.95703125,1046.0,1046.0,1046.0,10715.4072265625,10715.4072265625,10715.4072265625,1046.0,1046.0,1046.0,10588.740234375,10588.740234375,10588.740234375,1046,1046,1046,11521.7333984375,11521.7333984375,11521.7333984375
7154347,1047.0,1047.0,1047.0,12227.9697265625,12227.9697265625,12227.9697265625,1047.0,1047.0,1047.0,12200.4208984375,12200.4208984375,12200.4208984375,1047.0,1047.0,1047.0,10717.0009765625,10717.0009765625,10717.0009765625,1047.0,1047.0,1047.0,10600.240234375,10600.240234375,10600.240234375,1047,1047,1047,11553.6884765625,11553.6884765625,11553.6884765625
7161173,1048.0,1048.0,1048.0,12236.4482421875,12236.4482421875,12236.4482421875,1048.0,1048.0,1048.0,12197.2568359375,12197.2568359375,12197.2568359375,1048.0,1048.0,1048.0,10715.8232421875,10715.8232421875,10715.8232421875,1048.0,1048.0,1048.0,10604.5126953125,10604.5126953125,10604.5126953125,1048,1048,1048,11579.8212890625,11579.8212890625,11579.8212890625
7168000,1049.0,1049.0,1049.0,12247.419921875,12247.419921875,12247.419921875,1049.0,1049.0,1049.0,12186.5771484375,12186.5771484375,12186.5771484375,1049.0,1049.0,1049.0,10712.9189453125,10712.9189453125,10712.9189453125,1049.0,1049.0,1049.0,10603.7744140625,10603.7744140625,10603.7744140625,1049,1049,1049,11593.4326171875,11593.4326171875,11593.4326171875
7174827,1050.0,1050.0,1050.0,12255.8818359375,12255.8818359375,12255.8818359375,1050.0,1050.0,1050.0,12180.92578125,12180.92578125,12180.92578125,1050.0,1050.0,1050.0,10712.2001953125,10712.2001953125,10712.2001953125,1050.0,1050.0,1050.0,10605.27734375,10605.27734375,10605.27734375,1050,1050,1050,11621.6259765625,11621.6259765625,11621.6259765625
7181653,1051.0,1051.0,1051.0,12263.0224609375,12263.0224609375,12263.0224609375,1051.0,1051.0,1051.0,12176.7783203125,12176.7783203125,12176.7783203125,1051.0,1051.0,1051.0,10726.220703125,10726.220703125,10726.220703125,1051.0,1051.0,1051.0,10604.7412109375,10604.7412109375,10604.7412109375,1051,1051,1051,11663.0576171875,11663.0576171875,11663.0576171875
7188480,1052.0,1052.0,1052.0,12266.6044921875,12266.6044921875,12266.6044921875,1052.0,1052.0,1052.0,12176.109375,12176.109375,12176.109375,1052.0,1052.0,1052.0,10727.736328125,10727.736328125,10727.736328125,1052.0,1052.0,1052.0,10606.4521484375,10606.4521484375,10606.4521484375,1052,1052,1052,11696.201171875,11696.201171875,11696.201171875
7195307,1053.0,1053.0,1053.0,12269.888671875,12269.888671875,12269.888671875,1053.0,1053.0,1053.0,12171.4169921875,12171.4169921875,12171.4169921875,1053.0,1053.0,1053.0,10727.8994140625,10727.8994140625,10727.8994140625,1053.0,1053.0,1053.0,10605.2626953125,10605.2626953125,10605.2626953125,1053,1053,1053,11710.638671875,11710.638671875,11710.638671875
7202133,1054.0,1054.0,1054.0,12268.9326171875,12268.9326171875,12268.9326171875,1054.0,1054.0,1054.0,12163.283203125,12163.283203125,12163.283203125,1054.0,1054.0,1054.0,10733.5947265625,10733.5947265625,10733.5947265625,1054.0,1054.0,1054.0,10586.669921875,10586.669921875,10586.669921875,1054,1054,1054,11744.638671875,11744.638671875,11744.638671875
7208960,1055.0,1055.0,1055.0,12266.974609375,12266.974609375,12266.974609375,1055.0,1055.0,1055.0,12161.529296875,12161.529296875,12161.529296875,1055.0,1055.0,1055.0,10740.8583984375,10740.8583984375,10740.8583984375,1055.0,1055.0,1055.0,10571.3974609375,10571.3974609375,10571.3974609375,1055,1055,1055,11766.140625,11766.140625,11766.140625
7215787,1056.0,1056.0,1056.0,12260.01953125,12260.01953125,12260.01953125,1056.0,1056.0,1056.0,12159.873046875,12159.873046875,12159.873046875,1056.0,1056.0,1056.0,10749.7333984375,10749.7333984375,10749.7333984375,1056.0,1056.0,1056.0,10570.767578125,10570.767578125,10570.767578125,1056,1056,1056,11776.068359375,11776.068359375,11776.068359375
7222613,1057.0,1057.0,1057.0,12140.3095703125,12140.3095703125,12140.3095703125,1057.0,1057.0,1057.0,12161.5048828125,12161.5048828125,12161.5048828125,1057.0,1057.0,1057.0,10761.2783203125,10761.2783203125,10761.2783203125,1057.0,1057.0,1057.0,10573.5458984375,10573.5458984375,10573.5458984375,1057,1057,1057,11777.0146484375,11777.0146484375,11777.0146484375
7229440,1058.0,1058.0,1058.0,12139.373046875,12139.373046875,12139.373046875,1058.0,1058.0,1058.0,12116.61328125,12116.61328125,12116.61328125,1058.0,1058.0,1058.0,10776.380859375,10776.380859375,10776.380859375,1058.0,1058.0,1058.0,10576.4326171875,10576.4326171875,10576.4326171875,1058,1058,1058,11778.533203125,11778.533203125,11778.533203125
7236267,1059.0,1059.0,1059.0,12142.015625,12142.015625,12142.015625,1059.0,1059.0,1059.0,12120.736328125,12120.736328125,12120.736328125,1059.0,1059.0,1059.0,10790.384765625,10790.384765625,10790.384765625,1059.0,1059.0,1059.0,10577.599609375,10577.599609375,10577.599609375,1059,1059,1059,11790.5498046875,11790.5498046875,11790.5498046875
7243093,1060.0,1060.0,1060.0,12138.17578125,12138.17578125,12138.17578125,1060.0,1060.0,1060.0,12006.1923828125,12006.1923828125,12006.1923828125,1060.0,1060.0,1060.0,10795.80078125,10795.80078125,10795.80078125,1060.0,1060.0,1060.0,10579.7138671875,10579.7138671875,10579.7138671875,1060,1060,1060,11759.8310546875,11759.8310546875,11759.8310546875
7249920,1061.0,1061.0,1061.0,12139.515625,12139.515625,12139.515625,1061.0,1061.0,1061.0,12006.048828125,12006.048828125,12006.048828125,1061.0,1061.0,1061.0,10797.755859375,10797.755859375,10797.755859375,1061.0,1061.0,1061.0,10579.8876953125,10579.8876953125,10579.8876953125,1061,1061,1061,11766.326171875,11766.326171875,11766.326171875
7256747,1062.0,1062.0,1062.0,12143.2646484375,12143.2646484375,12143.2646484375,1062.0,1062.0,1062.0,11940.84765625,11940.84765625,11940.84765625,1062.0,1062.0,1062.0,10804.2626953125,10804.2626953125,10804.2626953125,1062.0,1062.0,1062.0,10584.65625,10584.65625,10584.65625,1062,1062,1062,11771.2060546875,11771.2060546875,11771.2060546875
7263573,1063.0,1063.0,1063.0,12150.1396484375,12150.1396484375,12150.1396484375,1063.0,1063.0,1063.0,11943.5693359375,11943.5693359375,11943.5693359375,1063.0,1063.0,1063.0,10811.826171875,10811.826171875,10811.826171875,1063.0,1063.0,1063.0,10582.8623046875,10582.8623046875,10582.8623046875,1063,1063,1063,11783.34375,11783.34375,11783.34375
7270400,1064.0,1064.0,1064.0,12161.9375,12161.9375,12161.9375,1064.0,1064.0,1064.0,11955.5087890625,11955.5087890625,11955.5087890625,1064.0,1064.0,1064.0,10817.03125,10817.03125,10817.03125,1064.0,1064.0,1064.0,10584.3896484375,10584.3896484375,10584.3896484375,1064,1064,1064,11787.2275390625,11787.2275390625,11787.2275390625
7277227,1065.0,1065.0,1065.0,12169.6142578125,12169.6142578125,12169.6142578125,1065.0,1065.0,1065.0,11848.9287109375,11848.9287109375,11848.9287109375,1065.0,1065.0,1065.0,10819.16015625,10819.16015625,10819.16015625,1065.0,1065.0,1065.0,10585.6220703125,10585.6220703125,10585.6220703125,1065,1065,1065,11789.2080078125,11789.2080078125,11789.2080078125
7284053,1066.0,1066.0,1066.0,12177.8232421875,12177.8232421875,12177.8232421875,1066.0,1066.0,1066.0,11875.091796875,11875.091796875,11875.091796875,1066.0,1066.0,1066.0,10815.779296875,10815.779296875,10815.779296875,1066.0,1066.0,1066.0,10584.572265625,10584.572265625,10584.572265625,1066,1066,1066,11793.1484375,11793.1484375,11793.1484375
7290880,1067.0,1067.0,1067.0,12178.162109375,12178.162109375,12178.162109375,1067.0,1067.0,1067.0,11889.298828125,11889.298828125,11889.298828125,1067.0,1067.0,1067.0,10817.439453125,10817.439453125,10817.439453125,1067.0,1067.0,1067.0,10584.6875,10584.6875,10584.6875,1067,1067,1067,11795.560546875,11795.560546875,11795.560546875
7297707,1068.0,1068.0,1068.0,12178.55859375,12178.55859375,12178.55859375,1068.0,1068.0,1068.0,11915.6796875,11915.6796875,11915.6796875,1068.0,1068.0,1068.0,10819.4501953125,10819.4501953125,10819.4501953125,1068.0,1068.0,1068.0,10584.7548828125,10584.7548828125,10584.7548828125,1068,1068,1068,11804.404296875,11804.404296875,11804.404296875
7304533,1069.0,1069.0,1069.0,12173.8505859375,12173.8505859375,12173.8505859375,1069.0,1069.0,1069.0,11947.9013671875,11947.9013671875,11947.9013671875,1069.0,1069.0,1069.0,10821.7421875,10821.7421875,10821.7421875,1069.0,1069.0,1069.0,10585.921875,10585.921875,10585.921875,1069,1069,1069,11810.0361328125,11810.0361328125,11810.0361328125
7311360,1070.0,1070.0,1070.0,12174.5810546875,12174.5810546875,12174.5810546875,1070.0,1070.0,1070.0,11989.2109375,11989.2109375,11989.2109375,1070.0,1070.0,1070.0,10821.75390625,10821.75390625,10821.75390625,1070.0,1070.0,1070.0,10589.171875,10589.171875,10589.171875,1070,1070,1070,11823.0224609375,11823.0224609375,11823.0224609375
7318187,1071.0,1071.0,1071.0,12176.669921875,12176.669921875,12176.669921875,1071.0,1071.0,1071.0,11782.0556640625,11782.0556640625,11782.0556640625,1071.0,1071.0,1071.0,10816.037109375,10816.037109375,10816.037109375,1071.0,1071.0,1071.0,10598.3486328125,10598.3486328125,10598.3486328125,1071,1071,1071,11828.939453125,11828.939453125,11828.939453125
7325013,1072.0,1072.0,1072.0,12178.8759765625,12178.8759765625,12178.8759765625,1072.0,1072.0,1072.0,11817.4033203125,11817.4033203125,11817.4033203125,1072.0,1072.0,1072.0,10808.583984375,10808.583984375,10808.583984375,1072.0,1072.0,1072.0,10606.787109375,10606.787109375,10606.787109375,1072,1072,1072,11831.162109375,11831.162109375,11831.162109375
7331840,1073.0,1073.0,1073.0,12184.9970703125,12184.9970703125,12184.9970703125,1073.0,1073.0,1073.0,11836.7568359375,11836.7568359375,11836.7568359375,1073.0,1073.0,1073.0,10803.236328125,10803.236328125,10803.236328125,1073.0,1073.0,1073.0,10609.240234375,10609.240234375,10609.240234375,1073,1073,1073,11825.2451171875,11825.2451171875,11825.2451171875
7338667,1074.0,1074.0,1074.0,12194.2158203125,12194.2158203125,12194.2158203125,1074.0,1074.0,1074.0,11780.6513671875,11780.6513671875,11780.6513671875,1074.0,1074.0,1074.0,10788.6669921875,10788.6669921875,10788.6669921875,1074.0,1074.0,1074.0,10614.3251953125,10614.3251953125,10614.3251953125,1074,1074,1074,11829.65625,11829.65625,11829.65625
7345493,1075.0,1075.0,1075.0,12192.662109375,12192.662109375,12192.662109375,1075.0,1075.0,1075.0,11802.5859375,11802.5859375,11802.5859375,1075.0,1075.0,1075.0,10779.40234375,10779.40234375,10779.40234375,1075.0,1075.0,1075.0,10619.294921875,10619.294921875,10619.294921875,1075,1075,1075,11833.0693359375,11833.0693359375,11833.0693359375
7352320,1076.0,1076.0,1076.0,12195.2236328125,12195.2236328125,12195.2236328125,1076.0,1076.0,1076.0,11853.546875,11853.546875,11853.546875,1076.0,1076.0,1076.0,10775.22265625,10775.22265625,10775.22265625,1076.0,1076.0,1076.0,10622.0576171875,10622.0576171875,10622.0576171875,1076,1076,1076,11841.2568359375,11841.2568359375,11841.2568359375
7359147,1077.0,1077.0,1077.0,12129.2763671875,12129.2763671875,12129.2763671875,1077.0,1077.0,1077.0,11892.16015625,11892.16015625,11892.16015625,1077.0,1077.0,1077.0,10754.548828125,10754.548828125,10754.548828125,1077.0,1077.0,1077.0,10626.037109375,10626.037109375,10626.037109375,1077,1077,1077,11852.5830078125,11852.5830078125,11852.5830078125
7365973,1078.0,1078.0,1078.0,12124.513671875,12124.513671875,12124.513671875,1078.0,1078.0,1078.0,11926.5126953125,11926.5126953125,11926.5126953125,1078.0,1078.0,1078.0,10749.2197265625,10749.2197265625,10749.2197265625,1078.0,1078.0,1078.0,10626.6875,10626.6875,10626.6875,1078,1078,1078,11861.6005859375,11861.6005859375,11861.6005859375
7372800,1079.0,1079.0,1079.0,12081.2587890625,12081.2587890625,12081.2587890625,1079.0,1079.0,1079.0,11954.3662109375,11954.3662109375,11954.3662109375,1079.0,1079.0,1079.0,10739.3876953125,10739.3876953125,10739.3876953125,1079.0,1079.0,1079.0,10636.58203125,10636.58203125,10636.58203125,1079,1079,1079,11868.80859375,11868.80859375,11868.80859375
7379627,1080.0,1080.0,1080.0,12075.9560546875,12075.9560546875,12075.9560546875,1080.0,1080.0,1080.0,11969.4248046875,11969.4248046875,11969.4248046875,1080.0,1080.0,1080.0,10726.8037109375,10726.8037109375,10726.8037109375,1080.0,1080.0,1080.0,10636.8037109375,10636.8037109375,10636.8037109375,1080,1080,1080,11876.2705078125,11876.2705078125,11876.2705078125
7386453,1081.0,1081.0,1081.0,12079.4736328125,12079.4736328125,12079.4736328125,1081.0,1081.0,1081.0,11980.0380859375,11980.0380859375,11980.0380859375,1081.0,1081.0,1081.0,10721.8193359375,10721.8193359375,10721.8193359375,1081.0,1081.0,1081.0,10642.7138671875,10642.7138671875,10642.7138671875,1081,1081,1081,11878.3974609375,11878.3974609375,11878.3974609375
7393280,1082.0,1082.0,1082.0,11778.3818359375,11778.3818359375,11778.3818359375,1082.0,1082.0,1082.0,12009.986328125,12009.986328125,12009.986328125,1082.0,1082.0,1082.0,10700.2314453125,10700.2314453125,10700.2314453125,1082.0,1082.0,1082.0,10647.9423828125,10647.9423828125,10647.9423828125,1082,1082,1082,11888.9423828125,11888.9423828125,11888.9423828125
7400107,1083.0,1083.0,1083.0,11683.1298828125,11683.1298828125,11683.1298828125,1083.0,1083.0,1083.0,12018.6376953125,12018.6376953125,12018.6376953125,1083.0,1083.0,1083.0,10699.6650390625,10699.6650390625,10699.6650390625,1083.0,1083.0,1083.0,10657.7734375,10657.7734375,10657.7734375,1083,1083,1083,11896.7998046875,11896.7998046875,11896.7998046875
