"Step","dflex_humanoid_4 - train_return","dflex_humanoid_4 - train_return__MIN","dflex_humanoid_4 - train_return__MAX","dflex_humanoid_3 - train_return","dflex_humanoid_3 - train_return__MIN","dflex_humanoid_3 - train_return__MAX","dflex_humanoid_2 - train_return","dflex_humanoid_2 - train_return__MIN","dflex_humanoid_2 - train_return__MAX","dflex_humanoid_1 - train_return","dflex_humanoid_1 - train_return__MIN","dflex_humanoid_1 - train_return__MAX","dflex_humanoid_0 - train_return","dflex_humanoid_0 - train_return__MIN","dflex_humanoid_0 - train_return__MAX"
"12808","","","","82.84884643554688","82.84884643554688","82.84884643554688","56.836585998535156","56.836585998535156","56.836585998535156","65.24787139892578","65.24787139892578","65.24787139892578","82.13749694824219","82.13749694824219","82.13749694824219"
"12936","","","","","","","56.41569519042969","56.41569519042969","56.41569519042969","","","","","",""
"13064","49.87451934814453","49.87451934814453","49.87451934814453","","","","","","","","","","","",""
"13576","","","","81.56324768066406","81.56324768066406","81.56324768066406","","","","","","","","",""
"13832","49.24766159057617","49.24766159057617","49.24766159057617","","","","","","","","","","","",""
"14088","49.5260009765625","49.5260009765625","49.5260009765625","","","","","","","","","","","",""
"14216","","","","81.98405456542969","81.98405456542969","81.98405456542969","","","","61.07760238647461","61.07760238647461","61.07760238647461","","",""
"14344","","","","","","","","","","","","","79.08082580566406","79.08082580566406","79.08082580566406"
"14472","","","","","","","","","","60.62019348144531","60.62019348144531","60.62019348144531","","",""
"14600","","","","80.76407623291016","80.76407623291016","80.76407623291016","50.82492446899414","50.82492446899414","50.82492446899414","","","","","",""
"14728","","","","","","","","","","59.817752838134766","59.817752838134766","59.817752838134766","","",""
"14856","","","","","","","50.472923278808594","50.472923278808594","50.472923278808594","60.071102142333984","60.071102142333984","60.071102142333984","","",""
"14984","54.20697784423828","54.20697784423828","54.20697784423828","","","","","","","","","","","",""
"15112","","","","79.84353637695312","79.84353637695312","79.84353637695312","","","","","","","","",""
"15240","54.785701751708984","54.785701751708984","54.785701751708984","","","","","","","","","","80.07638549804688","80.07638549804688","80.07638549804688"
"15496","","","","76.44432067871094","76.44432067871094","76.44432067871094","","","","","","","","",""
"15624","","","","","","","","","","","","","78.81668090820312","78.81668090820312","78.81668090820312"
"15752","","","","74.88602447509766","74.88602447509766","74.88602447509766","48.33598709106445","48.33598709106445","48.33598709106445","","","","","",""
"15880","55.65134811401367","55.65134811401367","55.65134811401367","73.40035247802734","73.40035247802734","73.40035247802734","","","","","","","","",""
"16136","","","","71.88148498535156","71.88148498535156","71.88148498535156","","","","58.0948486328125","58.0948486328125","58.0948486328125","","",""
"16264","","","","69.79153442382812","69.79153442382812","69.79153442382812","","","","57.970603942871094","57.970603942871094","57.970603942871094","","",""
"16392","54.35446548461914","54.35446548461914","54.35446548461914","69.20893859863281","69.20893859863281","69.20893859863281","","","","58.01987838745117","58.01987838745117","58.01987838745117","","",""
"16520","","","","","","","","","","58.38772964477539","58.38772964477539","58.38772964477539","","",""
"16648","","","","","","","46.53359603881836","46.53359603881836","46.53359603881836","","","","78.25111389160156","78.25111389160156","78.25111389160156"
"16776","","","","","","","","","","58.36375427246094","58.36375427246094","58.36375427246094","","",""
"16904","","","","","","","","","","58.6745719909668","58.6745719909668","58.6745719909668","","",""
"17032","","","","65.7188491821289","65.7188491821289","65.7188491821289","","","","","","","","",""
"17160","49.96815490722656","49.96815490722656","49.96815490722656","65.09309387207031","65.09309387207031","65.09309387207031","44.93482208251953","44.93482208251953","44.93482208251953","","","","","",""
"17288","","","","","","","","","","","","","75.57210540771484","75.57210540771484","75.57210540771484"
"17544","47.95975112915039","47.95975112915039","47.95975112915039","","","","","","","","","","","",""
"17672","","","","","","","","","","58.3662223815918","58.3662223815918","58.3662223815918","","",""
"17928","47.46089172363281","47.46089172363281","47.46089172363281","60.56353759765625","60.56353759765625","60.56353759765625","44.73090744018555","44.73090744018555","44.73090744018555","","","","","",""
"18056","","","","","","","","","","","","","60.36961364746094","60.36961364746094","60.36961364746094"
"18184","","","","58.84297180175781","58.84297180175781","58.84297180175781","","","","59.17958450317383","59.17958450317383","59.17958450317383","","",""
"18312","","","","58.71031951904297","58.71031951904297","58.71031951904297","","","","","","","","",""
"18568","","","","57.028602600097656","57.028602600097656","57.028602600097656","","","","","","","","",""
"18696","","","","","","","44.20371627807617","44.20371627807617","44.20371627807617","60.14105224609375","60.14105224609375","60.14105224609375","","",""
"18824","45.111961364746094","45.111961364746094","45.111961364746094","56.777400970458984","56.777400970458984","56.777400970458984","","","","","","","","",""
"18952","","","","","","","","","","59.41524887084961","59.41524887084961","59.41524887084961","","",""
"19208","","","","55.89603805541992","55.89603805541992","55.89603805541992","","","","","","","56.857025146484375","56.857025146484375","56.857025146484375"
"19336","44.01223373413086","44.01223373413086","44.01223373413086","55.62432098388672","55.62432098388672","55.62432098388672","","","","","","","","",""
"19464","43.88908004760742","43.88908004760742","43.88908004760742","55.32048797607422","55.32048797607422","55.32048797607422","43.828861236572266","43.828861236572266","43.828861236572266","","","","","",""
"19592","","","","","","","43.524017333984375","43.524017333984375","43.524017333984375","","","","","",""
"19720","","","","54.139163970947266","54.139163970947266","54.139163970947266","","","","","","","52.32674789428711","52.32674789428711","52.32674789428711"
"19848","43.04981231689453","43.04981231689453","43.04981231689453","","","","","","","59.86948776245117","59.86948776245117","59.86948776245117","","",""
"19976","","","","52.68515396118164","52.68515396118164","52.68515396118164","43.14288330078125","43.14288330078125","43.14288330078125","","","","","",""
"20104","42.81562805175781","42.81562805175781","42.81562805175781","","","","43.164798736572266","43.164798736572266","43.164798736572266","","","","47.88581466674805","47.88581466674805","47.88581466674805"
"20232","","","","52.17110824584961","52.17110824584961","52.17110824584961","","","","","","","46.97434616088867","46.97434616088867","46.97434616088867"
"20360","42.79257583618164","42.79257583618164","42.79257583618164","","","","43.45096969604492","43.45096969604492","43.45096969604492","","","","","",""
"20488","","","","","","","","","","59.66341018676758","59.66341018676758","59.66341018676758","45.76437759399414","45.76437759399414","45.76437759399414"
"20744","","","","","","","43.31311798095703","43.31311798095703","43.31311798095703","","","","","",""
"20872","","","","","","","43.54628372192383","43.54628372192383","43.54628372192383","","","","","",""
"21128","","","","51.13718795776367","51.13718795776367","51.13718795776367","","","","","","","44.49067687988281","44.49067687988281","44.49067687988281"
"21256","","","","","","","","","","57.88496780395508","57.88496780395508","57.88496780395508","44.152854919433594","44.152854919433594","44.152854919433594"
"21384","41.8661994934082","41.8661994934082","41.8661994934082","","","","","","","","","","","",""
"21512","41.54142379760742","41.54142379760742","41.54142379760742","49.839202880859375","49.839202880859375","49.839202880859375","","","","57.25234603881836","57.25234603881836","57.25234603881836","","",""
"21896","","","","","","","","","","56.26264190673828","56.26264190673828","56.26264190673828","","",""
"22024","40.17717742919922","40.17717742919922","40.17717742919922","48.70802688598633","48.70802688598633","48.70802688598633","","","","","","","","",""
"22280","","","","","","","","","","54.883583068847656","54.883583068847656","54.883583068847656","","",""
"22408","","","","","","","","","","54.02241134643555","54.02241134643555","54.02241134643555","","",""
"22536","39.53699493408203","39.53699493408203","39.53699493408203","47.1181640625","47.1181640625","47.1181640625","","","","","","","38.668697357177734","38.668697357177734","38.668697357177734"
"22664","39.412288665771484","39.412288665771484","39.412288665771484","","","","","","","","","","","",""
"22792","39.30781555175781","39.30781555175781","39.30781555175781","","","","","","","","","","38.4714241027832","38.4714241027832","38.4714241027832"
"22920","39.23348617553711","39.23348617553711","39.23348617553711","","","","","","","52.98766326904297","52.98766326904297","52.98766326904297","","",""
"23048","","","","46.54048538208008","46.54048538208008","46.54048538208008","","","","","","","","",""
"23176","","","","","","","","","","51.1867561340332","51.1867561340332","51.1867561340332","","",""
"23304","39.23630142211914","39.23630142211914","39.23630142211914","","","","","","","","","","","",""
"23432","","","","45.40081024169922","45.40081024169922","45.40081024169922","","","","","","","","",""
"23560","","","","45.40146255493164","45.40146255493164","45.40146255493164","","","","51.019378662109375","51.019378662109375","51.019378662109375","","",""
"23816","","","","","","","41.56435012817383","41.56435012817383","41.56435012817383","50.30168914794922","50.30168914794922","50.30168914794922","","",""
"23944","39.07558822631836","39.07558822631836","39.07558822631836","","","","41.15373992919922","41.15373992919922","41.15373992919922","","","","","",""
"24200","39.095054626464844","39.095054626464844","39.095054626464844","","","","40.58933639526367","40.58933639526367","40.58933639526367","","","","","",""
"24328","","","","45.75714111328125","45.75714111328125","45.75714111328125","","","","","","","36.911991119384766","36.911991119384766","36.911991119384766"
"24456","","","","","","","41.428646087646484","41.428646087646484","41.428646087646484","","","","36.504905700683594","36.504905700683594","36.504905700683594"
"24584","","","","46.229896545410156","46.229896545410156","46.229896545410156","","","","","","","","",""
"24712","39.04218292236328","39.04218292236328","39.04218292236328","","","","42.10584259033203","42.10584259033203","42.10584259033203","","","","36.29138946533203","36.29138946533203","36.29138946533203"
"24840","","","","46.11630630493164","46.11630630493164","46.11630630493164","","","","","","","","",""
"25096","","","","","","","42.620731353759766","42.620731353759766","42.620731353759766","","","","","",""
"25224","","","","","","","42.80782699584961","42.80782699584961","42.80782699584961","","","","36.34572219848633","36.34572219848633","36.34572219848633"
"25352","38.85053253173828","38.85053253173828","38.85053253173828","","","","42.36758041381836","42.36758041381836","42.36758041381836","","","","","",""
"25736","38.59783172607422","38.59783172607422","38.59783172607422","","","","","","","","","","","",""
"25864","","","","","","","","","","","","","36.40717315673828","36.40717315673828","36.40717315673828"
"25992","","","","46.16931915283203","46.16931915283203","46.16931915283203","","","","","","","","",""
"26120","","","","46.040584564208984","46.040584564208984","46.040584564208984","","","","47.40218734741211","47.40218734741211","47.40218734741211","36.42799377441406","36.42799377441406","36.42799377441406"
"26376","","","","","","","","","","46.98969268798828","46.98969268798828","46.98969268798828","","",""
"26504","","","","","","","","","","46.82061004638672","46.82061004638672","46.82061004638672","","",""
"26632","38.39796447753906","38.39796447753906","38.39796447753906","","","","","","","","","","","",""
"26760","","","","","","","","","","47.53470230102539","47.53470230102539","47.53470230102539","","",""
"26888","","","","46.2375373840332","46.2375373840332","46.2375373840332","","","","","","","36.14565658569336","36.14565658569336","36.14565658569336"
"27016","","","","","","","43.0687255859375","43.0687255859375","43.0687255859375","","","","","",""
"27272","","","","","","","42.84737777709961","42.84737777709961","42.84737777709961","","","","","",""
"27400","38.41205978393555","38.41205978393555","38.41205978393555","","","","","","","","","","","",""
"27528","","","","46.92311096191406","46.92311096191406","46.92311096191406","","","","","","","","",""
"27656","38.55591583251953","38.55591583251953","38.55591583251953","","","","","","","47.914207458496094","47.914207458496094","47.914207458496094","","",""
"27912","","","","","","","42.17934799194336","42.17934799194336","42.17934799194336","","","","","",""
"28040","38.51742172241211","38.51742172241211","38.51742172241211","","","","","","","48.13837432861328","48.13837432861328","48.13837432861328","","",""
"28168","","","","47.82154846191406","47.82154846191406","47.82154846191406","","","","","","","","",""
"28296","","","","47.88566207885742","47.88566207885742","47.88566207885742","","","","","","","","",""
"28424","","","","47.82430648803711","47.82430648803711","47.82430648803711","","","","","","","36.70017623901367","36.70017623901367","36.70017623901367"
"28552","","","","","","","40.49025344848633","40.49025344848633","40.49025344848633","","","","36.6121711730957","36.6121711730957","36.6121711730957"
"28680","","","","","","","","","","49.81765365600586","49.81765365600586","49.81765365600586","36.728126525878906","36.728126525878906","36.728126525878906"
"28936","","","","","","","39.85551834106445","39.85551834106445","39.85551834106445","","","","","",""
"29064","","","","","","","39.83149337768555","39.83149337768555","39.83149337768555","","","","36.568607330322266","36.568607330322266","36.568607330322266"
"29192","","","","","","","39.65782928466797","39.65782928466797","39.65782928466797","49.86771011352539","49.86771011352539","49.86771011352539","","",""
"29448","","","","48.209407806396484","48.209407806396484","48.209407806396484","","","","","","","","",""
"29576","","","","48.70564270019531","48.70564270019531","48.70564270019531","39.39252853393555","39.39252853393555","39.39252853393555","","","","37.059444427490234","37.059444427490234","37.059444427490234"
"29704","39.006465911865234","39.006465911865234","39.006465911865234","","","","39.30180740356445","39.30180740356445","39.30180740356445","","","","","",""
"29960","","","","","","","","","","50.62248992919922","50.62248992919922","50.62248992919922","37.02663803100586","37.02663803100586","37.02663803100586"
"30216","38.98215866088867","38.98215866088867","38.98215866088867","48.65166091918945","48.65166091918945","48.65166091918945","","","","52.084529876708984","52.084529876708984","52.084529876708984","","",""
"30344","39.62503433227539","39.62503433227539","39.62503433227539","48.34720230102539","48.34720230102539","48.34720230102539","39.26945114135742","39.26945114135742","39.26945114135742","52.519344329833984","52.519344329833984","52.519344329833984","","",""
"30472","","","","48.767948150634766","48.767948150634766","48.767948150634766","","","","52.90808868408203","52.90808868408203","52.90808868408203","","",""
"30600","","","","","","","","","","","","","37.84355926513672","37.84355926513672","37.84355926513672"
"30728","","","","","","","39.24140930175781","39.24140930175781","39.24140930175781","","","","","",""
"30984","","","","48.03618621826172","48.03618621826172","48.03618621826172","","","","","","","","",""
"31112","","","","48.26728439331055","48.26728439331055","48.26728439331055","39.52964782714844","39.52964782714844","39.52964782714844","","","","","",""
"31240","","","","","","","","","","53.13642120361328","53.13642120361328","53.13642120361328","","",""
"31368","","","","","","","","","","52.97859573364258","52.97859573364258","52.97859573364258","","",""
"31624","40.49510192871094","40.49510192871094","40.49510192871094","","","","40.34807205200195","40.34807205200195","40.34807205200195","53.82734298706055","53.82734298706055","53.82734298706055","","",""
"31752","40.95456314086914","40.95456314086914","40.95456314086914","","","","","","","","","","","",""
"31880","41.60879135131836","41.60879135131836","41.60879135131836","","","","","","","54.197792053222656","54.197792053222656","54.197792053222656","38.52895736694336","38.52895736694336","38.52895736694336"
"32008","","","","47.833763122558594","47.833763122558594","47.833763122558594","","","","54.04878616333008","54.04878616333008","54.04878616333008","38.56436538696289","38.56436538696289","38.56436538696289"
"32136","","","","","","","","","","54.24637985229492","54.24637985229492","54.24637985229492","39.049312591552734","39.049312591552734","39.049312591552734"
"32264","","","","","","","","","","55.09202194213867","55.09202194213867","55.09202194213867","","",""
"32520","","","","47.99274826049805","47.99274826049805","47.99274826049805","","","","","","","","",""
"32776","41.79542541503906","41.79542541503906","41.79542541503906","","","","","","","","","","","",""
"32904","","","","48.3530158996582","48.3530158996582","48.3530158996582","","","","55.481483459472656","55.481483459472656","55.481483459472656","","",""
"33032","","","","","","","","","","55.300193786621094","55.300193786621094","55.300193786621094","41.14298629760742","41.14298629760742","41.14298629760742"
"33160","","","","48.7408447265625","48.7408447265625","48.7408447265625","","","","","","","","",""
"33288","41.91356658935547","41.91356658935547","41.91356658935547","","","","","","","","","","","",""
"33416","42.15245819091797","42.15245819091797","42.15245819091797","","","","41.96091842651367","41.96091842651367","41.96091842651367","","","","","",""
"33928","","","","","","","45.05121994018555","45.05121994018555","45.05121994018555","","","","","",""
"34056","","","","","","","46.05942916870117","46.05942916870117","46.05942916870117","","","","","",""
"34184","43.16933822631836","43.16933822631836","43.16933822631836","","","","","","","","","","","",""
"34312","","","","49.371429443359375","49.371429443359375","49.371429443359375","","","","55.11042404174805","55.11042404174805","55.11042404174805","","",""
"34440","","","","","","","","","","","","","45.86863708496094","45.86863708496094","45.86863708496094"
"34568","43.14512634277344","43.14512634277344","43.14512634277344","","","","","","","","","","","",""
"34696","43.273109436035156","43.273109436035156","43.273109436035156","","","","","","","","","","","",""
"34824","43.50782012939453","43.50782012939453","43.50782012939453","","","","","","","","","","","",""
"34952","43.72753143310547","43.72753143310547","43.72753143310547","","","","","","","","","","","",""
"35080","","","","","","","","","","","","","49.37371826171875","49.37371826171875","49.37371826171875"
"35336","","","","50.516746520996094","50.516746520996094","50.516746520996094","","","","","","","49.90281295776367","49.90281295776367","49.90281295776367"
"35464","","","","","","","51.84543991088867","51.84543991088867","51.84543991088867","","","","","",""
"35592","","","","50.022010803222656","50.022010803222656","50.022010803222656","","","","","","","49.81163787841797","49.81163787841797","49.81163787841797"
"35976","45.02119064331055","45.02119064331055","45.02119064331055","","","","","","","","","","","",""
"36104","45.06436538696289","45.06436538696289","45.06436538696289","","","","","","","","","","","",""
"36360","","","","","","","53.12251281738281","53.12251281738281","53.12251281738281","","","","52.477386474609375","52.477386474609375","52.477386474609375"
"36488","","","","","","","52.87694549560547","52.87694549560547","52.87694549560547","","","","52.90948486328125","52.90948486328125","52.90948486328125"
"36744","","","","","","","53.7222900390625","53.7222900390625","53.7222900390625","","","","52.90177536010742","52.90177536010742","52.90177536010742"
"37000","46.567420959472656","46.567420959472656","46.567420959472656","","","","54.953269958496094","54.953269958496094","54.953269958496094","","","","","",""
"37256","46.88116455078125","46.88116455078125","46.88116455078125","","","","55.012332916259766","55.012332916259766","55.012332916259766","","","","","",""
"37512","46.73257064819336","46.73257064819336","46.73257064819336","","","","","","","","","","","",""
"37640","","","","49.69855499267578","49.69855499267578","49.69855499267578","54.53571319580078","54.53571319580078","54.53571319580078","59.8658332824707","59.8658332824707","59.8658332824707","54.2191162109375","54.2191162109375","54.2191162109375"
"37768","","","","50.16790008544922","50.16790008544922","50.16790008544922","","","","60.1849479675293","60.1849479675293","60.1849479675293","","",""
"37896","","","","50.15891647338867","50.15891647338867","50.15891647338867","","","","","","","","",""
"38152","","","","","","","54.58425521850586","54.58425521850586","54.58425521850586","","","","","",""
"38792","","","","51.448944091796875","51.448944091796875","51.448944091796875","","","","","","","","",""
"38920","","","","","","","","","","","","","55.93763732910156","55.93763732910156","55.93763732910156"
"39176","","","","","","","","","","","","","56.75091552734375","56.75091552734375","56.75091552734375"
"39304","","","","","","","53.78327941894531","53.78327941894531","53.78327941894531","","","","","",""
"39432","","","","51.3541259765625","51.3541259765625","51.3541259765625","53.6798095703125","53.6798095703125","53.6798095703125","62.39206314086914","62.39206314086914","62.39206314086914","","",""
"39560","","","","51.32188034057617","51.32188034057617","51.32188034057617","","","","","","","","",""
"39688","53.30670166015625","53.30670166015625","53.30670166015625","","","","","","","","","","","",""
"39816","53.89530944824219","53.89530944824219","53.89530944824219","52.37373733520508","52.37373733520508","52.37373733520508","","","","","","","57.36323165893555","57.36323165893555","57.36323165893555"
"39944","","","","52.080810546875","52.080810546875","52.080810546875","","","","","","","","",""
"40328","","","","52.33491134643555","52.33491134643555","52.33491134643555","53.827518463134766","53.827518463134766","53.827518463134766","63.46000671386719","63.46000671386719","63.46000671386719","56.703372955322266","56.703372955322266","56.703372955322266"
"40456","","","","","","","","","","63.51713562011719","63.51713562011719","63.51713562011719","","",""
"40584","","","","52.15939712524414","52.15939712524414","52.15939712524414","","","","","","","56.177616119384766","56.177616119384766","56.177616119384766"
"40968","56.068153381347656","56.068153381347656","56.068153381347656","51.20654296875","51.20654296875","51.20654296875","","","","","","","","",""
"41096","56.29891586303711","56.29891586303711","56.29891586303711","","","","54.084388732910156","54.084388732910156","54.084388732910156","","","","","",""
"41352","","","","51.88784408569336","51.88784408569336","51.88784408569336","","","","","","","","",""
"41480","","","","","","","","","","","","","56.2071418762207","56.2071418762207","56.2071418762207"
"41608","57.75960159301758","57.75960159301758","57.75960159301758","","","","53.9559326171875","53.9559326171875","53.9559326171875","","","","","",""
"41736","57.749881744384766","57.749881744384766","57.749881744384766","","","","","","","","","","","",""
"41864","","","","51.32905960083008","51.32905960083008","51.32905960083008","","","","61.88021469116211","61.88021469116211","61.88021469116211","","",""
"41992","58.43931579589844","58.43931579589844","58.43931579589844","51.70357894897461","51.70357894897461","51.70357894897461","","","","61.60258483886719","61.60258483886719","61.60258483886719","","",""
"42120","58.838958740234375","58.838958740234375","58.838958740234375","","","","55.14900207519531","55.14900207519531","55.14900207519531","","","","","",""
"42248","","","","52.05651092529297","52.05651092529297","52.05651092529297","","","","","","","","",""
"42376","","","","","","","55.10113525390625","55.10113525390625","55.10113525390625","61.80630111694336","61.80630111694336","61.80630111694336","","",""
"42632","","","","","","","55.509544372558594","55.509544372558594","55.509544372558594","62.12309265136719","62.12309265136719","62.12309265136719","","",""
"42760","","","","","","","","","","","","","57.05764389038086","57.05764389038086","57.05764389038086"
"42888","","","","51.51112365722656","51.51112365722656","51.51112365722656","","","","61.60479736328125","61.60479736328125","61.60479736328125","56.771175384521484","56.771175384521484","56.771175384521484"
"43144","","","","","","","","","","","","","56.70347213745117","56.70347213745117","56.70347213745117"
"43272","","","","","","","55.27433395385742","55.27433395385742","55.27433395385742","","","","","",""
"43400","59.55044937133789","59.55044937133789","59.55044937133789","","","","","","","","","","56.22868347167969","56.22868347167969","56.22868347167969"
"43528","","","","52.49999237060547","52.49999237060547","52.49999237060547","","","","","","","","",""
"43656","","","","","","","","","","62.52377700805664","62.52377700805664","62.52377700805664","","",""
"43784","","","","52.62043762207031","52.62043762207031","52.62043762207031","","","","","","","","",""
"43912","","","","","","","","","","","","","55.14279556274414","55.14279556274414","55.14279556274414"
"44040","","","","","","","","","","","","","54.94353485107422","54.94353485107422","54.94353485107422"
"44296","60.23257064819336","60.23257064819336","60.23257064819336","","","","","","","","","","","",""
"44424","","","","","","","","","","62.67051315307617","62.67051315307617","62.67051315307617","","",""
"44552","","","","","","","56.7340087890625","56.7340087890625","56.7340087890625","62.61644744873047","62.61644744873047","62.61644744873047","","",""
"44680","","","","","","","57.07475280761719","57.07475280761719","57.07475280761719","63.31124496459961","63.31124496459961","63.31124496459961","","",""
"44808","","","","53.31557846069336","53.31557846069336","53.31557846069336","","","","","","","","",""
"44936","","","","","","","","","","","","","54.286224365234375","54.286224365234375","54.286224365234375"
"45320","60.75956726074219","60.75956726074219","60.75956726074219","","","","","","","63.66294860839844","63.66294860839844","63.66294860839844","","",""
"45448","60.87432861328125","60.87432861328125","60.87432861328125","53.48402786254883","53.48402786254883","53.48402786254883","","","","","","","","",""
"45576","","","","52.10655975341797","52.10655975341797","52.10655975341797","","","","63.42467498779297","63.42467498779297","63.42467498779297","54.079315185546875","54.079315185546875","54.079315185546875"
"45832","","","","52.26829147338867","52.26829147338867","52.26829147338867","","","","","","","54.26800537109375","54.26800537109375","54.26800537109375"
"45960","61.882381439208984","61.882381439208984","61.882381439208984","","","","","","","","","","54.4371337890625","54.4371337890625","54.4371337890625"
"46088","61.66722869873047","61.66722869873047","61.66722869873047","","","","","","","","","","","",""
"46216","61.68626403808594","61.68626403808594","61.68626403808594","","","","55.92333221435547","55.92333221435547","55.92333221435547","","","","","",""
"46472","","","","","","","56.03545379638672","56.03545379638672","56.03545379638672","","","","","",""
"46600","","","","","","","","","","","","","54.7433967590332","54.7433967590332","54.7433967590332"
"46728","","","","","","","","","","","","","55.085262298583984","55.085262298583984","55.085262298583984"
"46856","","","","54.86231231689453","54.86231231689453","54.86231231689453","","","","","","","","",""
"47112","62.96414566040039","62.96414566040039","62.96414566040039","54.70545959472656","54.70545959472656","54.70545959472656","56.292625427246094","56.292625427246094","56.292625427246094","","","","","",""
"47240","63.15290451049805","63.15290451049805","63.15290451049805","","","","","","","","","","","",""
"47496","","","","55.05768585205078","55.05768585205078","55.05768585205078","","","","","","","","",""
"47624","","","","","","","","","","64.09933471679688","64.09933471679688","64.09933471679688","","",""
"47880","","","","","","","","","","64.63634490966797","64.63634490966797","64.63634490966797","","",""
"48008","","","","56.74747848510742","56.74747848510742","56.74747848510742","56.07980728149414","56.07980728149414","56.07980728149414","","","","","",""
"48136","","","","","","","","","","","","","56.20444107055664","56.20444107055664","56.20444107055664"
"48392","","","","","","","","","","66.2529296875","66.2529296875","66.2529296875","","",""
"48648","","","","","","","","","","65.759765625","65.759765625","65.759765625","","",""
"48904","","","","","","","","","","66.6385269165039","66.6385269165039","66.6385269165039","","",""
"49032","63.47017288208008","63.47017288208008","63.47017288208008","","","","","","","","","","","",""
"49160","","","","","","","56.75172805786133","56.75172805786133","56.75172805786133","","","","","",""
"49288","","","","59.03263854980469","59.03263854980469","59.03263854980469","57.181312561035156","57.181312561035156","57.181312561035156","","","","58.67338562011719","58.67338562011719","58.67338562011719"
"49416","63.35696029663086","63.35696029663086","63.35696029663086","58.76910400390625","58.76910400390625","58.76910400390625","","","","","","","","",""
"49544","","","","59.15740203857422","59.15740203857422","59.15740203857422","","","","","","","58.813514709472656","58.813514709472656","58.813514709472656"
"49672","63.644344329833984","63.644344329833984","63.644344329833984","","","","","","","","","","58.89201354980469","58.89201354980469","58.89201354980469"
