"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"30720000","376","376","376","4146.38720703125","4146.38720703125","4146.38720703125","376","376","376","4111.85302734375","4111.85302734375","4111.85302734375","376","376","376","4193.05810546875","4193.05810546875","4193.05810546875","376","376","376","4319.994140625","4319.994140625","4319.994140625","376","376","376","4439.46484375","4439.46484375","4439.46484375"
"30965760","379","379","379","4139.84423828125","4139.84423828125","4139.84423828125","379","379","379","4151.5419921875","4151.5419921875","4151.5419921875","379","379","379","4194.3623046875","4194.3623046875","4194.3623046875","379","379","379","4376.7353515625","4376.7353515625","4376.7353515625","379","379","379","4438.7041015625","4438.7041015625","4438.7041015625"
"31211520","382","382","382","4144.1982421875","4144.1982421875","4144.1982421875","382","382","382","4131.42529296875","4131.42529296875","4131.42529296875","382","382","382","4194.12646484375","4194.12646484375","4194.12646484375","382","382","382","4439.0380859375","4439.0380859375","4439.0380859375","382","382","382","4451.54638671875","4451.54638671875","4451.54638671875"
"31457280","385","385","385","4133.83154296875","4133.83154296875","4133.83154296875","385","385","385","4093.491455078125","4093.491455078125","4093.491455078125","385","385","385","4184.66943359375","4184.66943359375","4184.66943359375","385","385","385","4458.99853515625","4458.99853515625","4458.99853515625","385","385","385","4444.099609375","4444.099609375","4444.099609375"
"31703040","388","388","388","4119.1259765625","4119.1259765625","4119.1259765625","388","388","388","4169.26416015625","4169.26416015625","4169.26416015625","388","388","388","4185.8076171875","4185.8076171875","4185.8076171875","388","388","388","4456.47265625","4456.47265625","4456.47265625","388","388","388","4439.828125","4439.828125","4439.828125"
"31948800","391","391","391","4145.5390625","4145.5390625","4145.5390625","391","391","391","4174.40087890625","4174.40087890625","4174.40087890625","391","391","391","4194.4619140625","4194.4619140625","4194.4619140625","391","391","391","4500.12255859375","4500.12255859375","4500.12255859375","391","391","391","4446.8125","4446.8125","4446.8125"
"32194560","394","394","394","4148.98876953125","4148.98876953125","4148.98876953125","394","394","394","4182.6220703125","4182.6220703125","4182.6220703125","394","394","394","4202.4873046875","4202.4873046875","4202.4873046875","394","394","394","4501.7578125","4501.7578125","4501.7578125","394","394","394","4450.28662109375","4450.28662109375","4450.28662109375"
"32440320","397","397","397","4125.17724609375","4125.17724609375","4125.17724609375","397","397","397","4177.13916015625","4177.13916015625","4177.13916015625","397","397","397","4209.5390625","4209.5390625","4209.5390625","397","397","397","4499.115234375","4499.115234375","4499.115234375","397","397","397","4464.19873046875","4464.19873046875","4464.19873046875"
"32686080","400","400","400","4152.02587890625","4152.02587890625","4152.02587890625","400","400","400","4160.8525390625","4160.8525390625","4160.8525390625","400","400","400","4186.77783203125","4186.77783203125","4186.77783203125","400","400","400","4494.8623046875","4494.8623046875","4494.8623046875","400","400","400","4475.32666015625","4475.32666015625","4475.32666015625"
"32931840","403","403","403","4161.6611328125","4161.6611328125","4161.6611328125","403","403","403","4167.78662109375","4167.78662109375","4167.78662109375","403","403","403","4216.5390625","4216.5390625","4216.5390625","403","403","403","4478.9990234375","4478.9990234375","4478.9990234375","403","403","403","4423.7294921875","4423.7294921875","4423.7294921875"
"33177600","406","406","406","4144.0859375","4144.0859375","4144.0859375","406","406","406","4163.51611328125","4163.51611328125","4163.51611328125","406","406","406","4233.0732421875","4233.0732421875","4233.0732421875","406","406","406","4452.15576171875","4452.15576171875","4452.15576171875","406","406","406","4458.568359375","4458.568359375","4458.568359375"
"33423360","409","409","409","4164.7880859375","4164.7880859375","4164.7880859375","409","409","409","4163.20849609375","4163.20849609375","4163.20849609375","409","409","409","4239.14453125","4239.14453125","4239.14453125","409","409","409","4494.81787109375","4494.81787109375","4494.81787109375","409","409","409","4474.71630859375","4474.71630859375","4474.71630859375"
"33669120","412","412","412","4166.96435546875","4166.96435546875","4166.96435546875","412","412","412","4159.98779296875","4159.98779296875","4159.98779296875","412","412","412","4235.39404296875","4235.39404296875","4235.39404296875","412","412","412","4540.30029296875","4540.30029296875","4540.30029296875","412","412","412","4483.416015625","4483.416015625","4483.416015625"
"33914880","415","415","415","4172.76513671875","4172.76513671875","4172.76513671875","415","415","415","4165.84033203125","4165.84033203125","4165.84033203125","415","415","415","4233.658203125","4233.658203125","4233.658203125","415","415","415","4541.43212890625","4541.43212890625","4541.43212890625","415","415","415","4427.64013671875","4427.64013671875","4427.64013671875"
"34160640","418","418","418","4177.69384765625","4177.69384765625","4177.69384765625","418","418","418","4142.513671875","4142.513671875","4142.513671875","418","418","418","4230.1806640625","4230.1806640625","4230.1806640625","418","418","418","4542.3818359375","4542.3818359375","4542.3818359375","418","418","418","4410.17578125","4410.17578125","4410.17578125"
"34406400","421","421","421","4171.83935546875","4171.83935546875","4171.83935546875","421","421","421","4149.93505859375","4149.93505859375","4149.93505859375","421","421","421","4232.9140625","4232.9140625","4232.9140625","421","421","421","4531.6572265625","4531.6572265625","4531.6572265625","421","421","421","4480.6435546875","4480.6435546875","4480.6435546875"
"34652160","424","424","424","4153.234375","4153.234375","4153.234375","424","424","424","4171.18505859375","4171.18505859375","4171.18505859375","424","424","424","4228.88671875","4228.88671875","4228.88671875","424","424","424","4519.68505859375","4519.68505859375","4519.68505859375","424","424","424","4511.462890625","4511.462890625","4511.462890625"
"34897920","427","427","427","4198.66943359375","4198.66943359375","4198.66943359375","427","427","427","4159.978515625","4159.978515625","4159.978515625","427","427","427","4232.37841796875","4232.37841796875","4232.37841796875","427","427","427","4529.32958984375","4529.32958984375","4529.32958984375","427","427","427","4484.72412109375","4484.72412109375","4484.72412109375"
"35143680","430","430","430","4201.70556640625","4201.70556640625","4201.70556640625","430","430","430","4174.666015625","4174.666015625","4174.666015625","430","430","430","4230.0546875","4230.0546875","4230.0546875","430","430","430","4532.52880859375","4532.52880859375","4532.52880859375","430","430","430","4464.72509765625","4464.72509765625","4464.72509765625"
"35389440","433","433","433","4207.25732421875","4207.25732421875","4207.25732421875","433","433","433","4188.15869140625","4188.15869140625","4188.15869140625","433","433","433","4238.0078125","4238.0078125","4238.0078125","433","433","433","4582.13671875","4582.13671875","4582.13671875","433","433","433","4483.150390625","4483.150390625","4483.150390625"
"35635200","436","436","436","4207.8759765625","4207.8759765625","4207.8759765625","436","436","436","4199.7578125","4199.7578125","4199.7578125","436","436","436","4246.77978515625","4246.77978515625","4246.77978515625","436","436","436","4530.0517578125","4530.0517578125","4530.0517578125","436","436","436","4506.4970703125","4506.4970703125","4506.4970703125"
"35880960","439","439","439","4204.0341796875","4204.0341796875","4204.0341796875","439","439","439","4203.57763671875","4203.57763671875","4203.57763671875","439","439","439","4247.451171875","4247.451171875","4247.451171875","439","439","439","4555.2431640625","4555.2431640625","4555.2431640625","439","439","439","4530.3056640625","4530.3056640625","4530.3056640625"
"36126720","442","442","442","4189.1376953125","4189.1376953125","4189.1376953125","442","442","442","4210.9609375","4210.9609375","4210.9609375","442","442","442","4251.7392578125","4251.7392578125","4251.7392578125","442","442","442","4569.76220703125","4569.76220703125","4569.76220703125","442","442","442","4531.68994140625","4531.68994140625","4531.68994140625"
"36372480","445","445","445","4188.3134765625","4188.3134765625","4188.3134765625","445","445","445","4178.30224609375","4178.30224609375","4178.30224609375","445","445","445","4252.05029296875","4252.05029296875","4252.05029296875","445","445","445","4552.5087890625","4552.5087890625","4552.5087890625","445","445","445","4557.60595703125","4557.60595703125","4557.60595703125"
"36618240","448","448","448","4190.25048828125","4190.25048828125","4190.25048828125","448","448","448","4188.85693359375","4188.85693359375","4188.85693359375","448","448","448","4246.78076171875","4246.78076171875","4246.78076171875","448","448","448","4589.71435546875","4589.71435546875","4589.71435546875","448","448","448","4553.349609375","4553.349609375","4553.349609375"
"36864000","451","451","451","4192.72314453125","4192.72314453125","4192.72314453125","451","451","451","4174.21630859375","4174.21630859375","4174.21630859375","451","451","451","4244.259765625","4244.259765625","4244.259765625","451","451","451","4611.234375","4611.234375","4611.234375","451","451","451","4556.34716796875","4556.34716796875","4556.34716796875"
"37109760","454","454","454","4185.30126953125","4185.30126953125","4185.30126953125","454","454","454","4204.34619140625","4204.34619140625","4204.34619140625","454","454","454","4238.17236328125","4238.17236328125","4238.17236328125","454","454","454","4635.34814453125","4635.34814453125","4635.34814453125","454","454","454","4550.2734375","4550.2734375","4550.2734375"
"37355520","457","457","457","4209.6513671875","4209.6513671875","4209.6513671875","457","457","457","4207.37255859375","4207.37255859375","4207.37255859375","457","457","457","4235.51123046875","4235.51123046875","4235.51123046875","457","457","457","4600.10693359375","4600.10693359375","4600.10693359375","457","457","457","4548.96435546875","4548.96435546875","4548.96435546875"
"37601280","460","460","460","4201.2939453125","4201.2939453125","4201.2939453125","460","460","460","4209.1826171875","4209.1826171875","4209.1826171875","460","460","460","4235.509765625","4235.509765625","4235.509765625","460","460","460","4640.0087890625","4640.0087890625","4640.0087890625","460","460","460","4538.7021484375","4538.7021484375","4538.7021484375"
"37847040","463","463","463","4216.0029296875","4216.0029296875","4216.0029296875","463","463","463","4211.5390625","4211.5390625","4211.5390625","463","463","463","4233.9619140625","4233.9619140625","4233.9619140625","463","463","463","4649.0869140625","4649.0869140625","4649.0869140625","463","463","463","4556.5283203125","4556.5283203125","4556.5283203125"
"38092800","466","466","466","4186.15625","4186.15625","4186.15625","466","466","466","4208.8671875","4208.8671875","4208.8671875","466","466","466","4220.22412109375","4220.22412109375","4220.22412109375","466","466","466","4658.6640625","4658.6640625","4658.6640625","466","466","466","4551.46435546875","4551.46435546875","4551.46435546875"
"38338560","469","469","469","4209.83251953125","4209.83251953125","4209.83251953125","469","469","469","4224.2294921875","4224.2294921875","4224.2294921875","469","469","469","4215.244140625","4215.244140625","4215.244140625","469","469","469","4666.2666015625","4666.2666015625","4666.2666015625","469","469","469","4557.90966796875","4557.90966796875","4557.90966796875"
"38584320","472","472","472","4207.15576171875","4207.15576171875","4207.15576171875","472","472","472","4228.7451171875","4228.7451171875","4228.7451171875","472","472","472","4210.98876953125","4210.98876953125","4210.98876953125","472","472","472","4668.33935546875","4668.33935546875","4668.33935546875","472","472","472","4564.94775390625","4564.94775390625","4564.94775390625"
"38830080","475","475","475","4218.6064453125","4218.6064453125","4218.6064453125","475","475","475","4164.7119140625","4164.7119140625","4164.7119140625","475","475","475","4212.2265625","4212.2265625","4212.2265625","475","475","475","4670.9853515625","4670.9853515625","4670.9853515625","475","475","475","4558.50732421875","4558.50732421875","4558.50732421875"
"39075840","478","478","478","4220.05810546875","4220.05810546875","4220.05810546875","478","478","478","4197.69482421875","4197.69482421875","4197.69482421875","478","478","478","4226.41845703125","4226.41845703125","4226.41845703125","478","478","478","4657.1044921875","4657.1044921875","4657.1044921875","478","478","478","4551.203125","4551.203125","4551.203125"
"39321600","481","481","481","4196.5166015625","4196.5166015625","4196.5166015625","481","481","481","4191.88623046875","4191.88623046875","4191.88623046875","481","481","481","4235.6806640625","4235.6806640625","4235.6806640625","481","481","481","4645.7802734375","4645.7802734375","4645.7802734375","481","481","481","4532.38623046875","4532.38623046875","4532.38623046875"
"39567360","484","484","484","4222.97314453125","4222.97314453125","4222.97314453125","484","484","484","4239.671875","4239.671875","4239.671875","484","484","484","4248.85498046875","4248.85498046875","4248.85498046875","484","484","484","4666.5390625","4666.5390625","4666.5390625","484","484","484","4517.43212890625","4517.43212890625","4517.43212890625"
"39813120","487","487","487","4222.6923828125","4222.6923828125","4222.6923828125","487","487","487","4251.57373046875","4251.57373046875","4251.57373046875","487","487","487","4252.3671875","4252.3671875","4252.3671875","487","487","487","4615.12744140625","4615.12744140625","4615.12744140625","487","487","487","4509.52880859375","4509.52880859375","4509.52880859375"
"40058880","490","490","490","4189.86669921875","4189.86669921875","4189.86669921875","490","490","490","4222.2197265625","4222.2197265625","4222.2197265625","490","490","490","4260.1982421875","4260.1982421875","4260.1982421875","490","490","490","4662.98779296875","4662.98779296875","4662.98779296875","490","490","490","4505.31103515625","4505.31103515625","4505.31103515625"
"40304640","493","493","493","4212.67822265625","4212.67822265625","4212.67822265625","493","493","493","4200.14697265625","4200.14697265625","4200.14697265625","493","493","493","4267.9833984375","4267.9833984375","4267.9833984375","493","493","493","4611.7734375","4611.7734375","4611.7734375","493","493","493","4508.79638671875","4508.79638671875","4508.79638671875"
"40550400","496","496","496","4225.25537109375","4225.25537109375","4225.25537109375","496","496","496","4247.33544921875","4247.33544921875","4247.33544921875","496","496","496","4251.4228515625","4251.4228515625","4251.4228515625","496","496","496","4616.97998046875","4616.97998046875","4616.97998046875","496","496","496","4519.96923828125","4519.96923828125","4519.96923828125"
"40796160","499","499","499","4226.39111328125","4226.39111328125","4226.39111328125","499","499","499","4212.27197265625","4212.27197265625","4212.27197265625","499","499","499","4246.81201171875","4246.81201171875","4246.81201171875","499","499","499","4670.3056640625","4670.3056640625","4670.3056640625","499","499","499","4524.0322265625","4524.0322265625","4524.0322265625"
"41041920","502","502","502","4225.40283203125","4225.40283203125","4225.40283203125","502","502","502","4244.92041015625","4244.92041015625","4244.92041015625","502","502","502","4270.318359375","4270.318359375","4270.318359375","502","502","502","4672.00244140625","4672.00244140625","4672.00244140625","502","502","502","4522.41259765625","4522.41259765625","4522.41259765625"
"41287680","505","505","505","4217.71484375","4217.71484375","4217.71484375","505","505","505","4247.9169921875","4247.9169921875","4247.9169921875","505","505","505","4267.7958984375","4267.7958984375","4267.7958984375","505","505","505","4666.16748046875","4666.16748046875","4666.16748046875","505","505","505","4516.74755859375","4516.74755859375","4516.74755859375"
"41533440","508","508","508","4231.42431640625","4231.42431640625","4231.42431640625","508","508","508","4258.99658203125","4258.99658203125","4258.99658203125","508","508","508","4244.40234375","4244.40234375","4244.40234375","508","508","508","4655.60595703125","4655.60595703125","4655.60595703125","508","508","508","4508.8876953125","4508.8876953125","4508.8876953125"
"41779200","511","511","511","4238.5625","4238.5625","4238.5625","511","511","511","4273.08447265625","4273.08447265625","4273.08447265625","511","511","511","4269.0986328125","4269.0986328125","4269.0986328125","511","511","511","4643.36279296875","4643.36279296875","4643.36279296875","511","511","511","4497.853515625","4497.853515625","4497.853515625"
"42024960","514","514","514","4238.36669921875","4238.36669921875","4238.36669921875","514","514","514","4265.42724609375","4265.42724609375","4265.42724609375","514","514","514","4267.607421875","4267.607421875","4267.607421875","514","514","514","4658.02001953125","4658.02001953125","4658.02001953125","514","514","514","4481.37255859375","4481.37255859375","4481.37255859375"
"42270720","517","517","517","4216.67822265625","4216.67822265625","4216.67822265625","517","517","517","4272.67431640625","4272.67431640625","4272.67431640625","517","517","517","4269.44287109375","4269.44287109375","4269.44287109375","517","517","517","4667.62158203125","4667.62158203125","4667.62158203125","517","517","517","4470.734375","4470.734375","4470.734375"
"42516480","520","520","520","4201.15966796875","4201.15966796875","4201.15966796875","520","520","520","4268.10498046875","4268.10498046875","4268.10498046875","520","520","520","4276.94287109375","4276.94287109375","4276.94287109375","520","520","520","4657.0849609375","4657.0849609375","4657.0849609375","520","520","520","4454.35791015625","4454.35791015625","4454.35791015625"
"42762240","523","523","523","4207.03125","4207.03125","4207.03125","523","523","523","4276.17041015625","4276.17041015625","4276.17041015625","523","523","523","4276.7607421875","4276.7607421875","4276.7607421875","523","523","523","4622.6796875","4622.6796875","4622.6796875","523","523","523","4450.54931640625","4450.54931640625","4450.54931640625"
"43008000","526","526","526","4153.63037109375","4153.63037109375","4153.63037109375","526","526","526","4247.3046875","4247.3046875","4247.3046875","526","526","526","4293.1630859375","4293.1630859375","4293.1630859375","526","526","526","4673.34765625","4673.34765625","4673.34765625","526","526","526","4420.3759765625","4420.3759765625","4420.3759765625"
"43253760","529","529","529","4129.6259765625","4129.6259765625","4129.6259765625","529","529","529","4260.48193359375","4260.48193359375","4260.48193359375","529","529","529","4300.720703125","4300.720703125","4300.720703125","529","529","529","4657.96875","4657.96875","4657.96875","529","529","529","4423.8447265625","4423.8447265625","4423.8447265625"
"43499520","532","532","532","4199.73974609375","4199.73974609375","4199.73974609375","532","532","532","4283.55126953125","4283.55126953125","4283.55126953125","532","532","532","4292.95556640625","4292.95556640625","4292.95556640625","532","532","532","4580.5791015625","4580.5791015625","4580.5791015625","532","532","532","4467.6884765625","4467.6884765625","4467.6884765625"
"43745280","535","535","535","4248.30029296875","4248.30029296875","4248.30029296875","535","535","535","4284.02880859375","4284.02880859375","4284.02880859375","535","535","535","4293.77001953125","4293.77001953125","4293.77001953125","535","535","535","4662.38720703125","4662.38720703125","4662.38720703125","535","535","535","4458.552734375","4458.552734375","4458.552734375"
"43991040","538","538","538","4262.794921875","4262.794921875","4262.794921875","538","538","538","4287.375","4287.375","4287.375","538","538","538","4290.04638671875","4290.04638671875","4290.04638671875","538","538","538","4627.2421875","4627.2421875","4627.2421875","538","538","538","4432.716796875","4432.716796875","4432.716796875"
"44236800","541","541","541","4260.095703125","4260.095703125","4260.095703125","541","541","541","4282.1552734375","4282.1552734375","4282.1552734375","541","541","541","4290.88427734375","4290.88427734375","4290.88427734375","541","541","541","4636.57958984375","4636.57958984375","4636.57958984375","541","541","541","4489.1337890625","4489.1337890625","4489.1337890625"
"44482560","544","544","544","4265.0185546875","4265.0185546875","4265.0185546875","544","544","544","4277.9287109375","4277.9287109375","4277.9287109375","544","544","544","4298.63720703125","4298.63720703125","4298.63720703125","544","544","544","4643.26416015625","4643.26416015625","4643.26416015625","544","544","544","4502.8203125","4502.8203125","4502.8203125"
"44728320","547","547","547","4266.38232421875","4266.38232421875","4266.38232421875","547","547","547","4258.21533203125","4258.21533203125","4258.21533203125","547","547","547","4309.07861328125","4309.07861328125","4309.07861328125","547","547","547","4677.103515625","4677.103515625","4677.103515625","547","547","547","4513.64794921875","4513.64794921875","4513.64794921875"
"44974080","550","550","550","4264.2998046875","4264.2998046875","4264.2998046875","550","550","550","4226.81005859375","4226.81005859375","4226.81005859375","550","550","550","4319.90576171875","4319.90576171875","4319.90576171875","550","550","550","4679.84130859375","4679.84130859375","4679.84130859375","550","550","550","4512.55419921875","4512.55419921875","4512.55419921875"
"45219840","553","553","553","4268.32470703125","4268.32470703125","4268.32470703125","553","553","553","4246.5029296875","4246.5029296875","4246.5029296875","553","553","553","4327.48779296875","4327.48779296875","4327.48779296875","553","553","553","4670.4208984375","4670.4208984375","4670.4208984375","553","553","553","4492.5732421875","4492.5732421875","4492.5732421875"
"45465600","556","556","556","4267.1005859375","4267.1005859375","4267.1005859375","556","556","556","4236.296875","4236.296875","4236.296875","556","556","556","4334.33251953125","4334.33251953125","4334.33251953125","556","556","556","4659.84130859375","4659.84130859375","4659.84130859375","556","556","556","4472.76171875","4472.76171875","4472.76171875"
"45711360","559","559","559","4264.8076171875","4264.8076171875","4264.8076171875","559","559","559","4234.220703125","4234.220703125","4234.220703125","559","559","559","4334.8955078125","4334.8955078125","4334.8955078125","559","559","559","4578.55517578125","4578.55517578125","4578.55517578125","559","559","559","4452.32861328125","4452.32861328125","4452.32861328125"
"45957120","562","562","562","4263.154296875","4263.154296875","4263.154296875","562","562","562","4270.45654296875","4270.45654296875","4270.45654296875","562","562","562","4336.6728515625","4336.6728515625","4336.6728515625","562","562","562","4443.77490234375","4443.77490234375","4443.77490234375","562","562","562","4475.63623046875","4475.63623046875","4475.63623046875"
"46202880","565","565","565","4268.05078125","4268.05078125","4268.05078125","565","565","565","4265.685546875","4265.685546875","4265.685546875","565","565","565","4330.47705078125","4330.47705078125","4330.47705078125","565","565","565","4576.34326171875","4576.34326171875","4576.34326171875","565","565","565","4465.298828125","4465.298828125","4465.298828125"
"46448640","568","568","568","4276.30810546875","4276.30810546875","4276.30810546875","568","568","568","4293.0634765625","4293.0634765625","4293.0634765625","568","568","568","4323.375","4323.375","4323.375","568","568","568","4648.34228515625","4648.34228515625","4648.34228515625","568","568","568","4468.4345703125","4468.4345703125","4468.4345703125"
"46694400","571","571","571","4289.51318359375","4289.51318359375","4289.51318359375","571","571","571","4298.693359375","4298.693359375","4298.693359375","571","571","571","4337.15234375","4337.15234375","4337.15234375","571","571","571","4664.79541015625","4664.79541015625","4664.79541015625","571","571","571","4428.712890625","4428.712890625","4428.712890625"
"46940160","574","574","574","4255.9501953125","4255.9501953125","4255.9501953125","574","574","574","4292.09814453125","4292.09814453125","4292.09814453125","574","574","574","4338.373046875","4338.373046875","4338.373046875","574","574","574","4665.171875","4665.171875","4665.171875","574","574","574","4413.86572265625","4413.86572265625","4413.86572265625"
"47185920","577","577","577","4264.8037109375","4264.8037109375","4264.8037109375","577","577","577","4304.66796875","4304.66796875","4304.66796875","577","577","577","4343.0712890625","4343.0712890625","4343.0712890625","577","577","577","4670.86669921875","4670.86669921875","4670.86669921875","577","577","577","4356.23095703125","4356.23095703125","4356.23095703125"
"47431680","580","580","580","4283.13232421875","4283.13232421875","4283.13232421875","580","580","580","4282.5078125","4282.5078125","4282.5078125","580","580","580","4343.36962890625","4343.36962890625","4343.36962890625","580","580","580","4640.896484375","4640.896484375","4640.896484375","580","580","580","4425.25634765625","4425.25634765625","4425.25634765625"
"47677440","583","583","583","4261.19970703125","4261.19970703125","4261.19970703125","583","583","583","4260.38720703125","4260.38720703125","4260.38720703125","583","583","583","4339.86181640625","4339.86181640625","4339.86181640625","583","583","583","4642.25146484375","4642.25146484375","4642.25146484375","583","583","583","4469.462890625","4469.462890625","4469.462890625"
"47923200","586","586","586","4290.64697265625","4290.64697265625","4290.64697265625","586","586","586","4301.02001953125","4301.02001953125","4301.02001953125","586","586","586","4329.60791015625","4329.60791015625","4329.60791015625","586","586","586","4656.26416015625","4656.26416015625","4656.26416015625","586","586","586","4494.3603515625","4494.3603515625","4494.3603515625"
"48168960","589","589","589","4300.4130859375","4300.4130859375","4300.4130859375","589","589","589","4302.6650390625","4302.6650390625","4302.6650390625","589","589","589","4333.7119140625","4333.7119140625","4333.7119140625","589","589","589","4641.08642578125","4641.08642578125","4641.08642578125","589","589","589","4490.005859375","4490.005859375","4490.005859375"
"48414720","592","592","592","4290.22216796875","4290.22216796875","4290.22216796875","592","592","592","4312.71044921875","4312.71044921875","4312.71044921875","592","592","592","4317.6181640625","4317.6181640625","4317.6181640625","592","592","592","4658.18798828125","4658.18798828125","4658.18798828125","592","592","592","4474.896484375","4474.896484375","4474.896484375"
"48660480","595","595","595","4300.46240234375","4300.46240234375","4300.46240234375","595","595","595","4313.666015625","4313.666015625","4313.666015625","595","595","595","4341.11669921875","4341.11669921875","4341.11669921875","595","595","595","4655.65283203125","4655.65283203125","4655.65283203125","595","595","595","4505.59423828125","4505.59423828125","4505.59423828125"
"48906240","598","598","598","4265.1025390625","4265.1025390625","4265.1025390625","598","598","598","4310.900390625","4310.900390625","4310.900390625","598","598","598","4343.9736328125","4343.9736328125","4343.9736328125","598","598","598","4662.5390625","4662.5390625","4662.5390625","598","598","598","4420.5849609375","4420.5849609375","4420.5849609375"
"49152000","601","601","601","4292.708984375","4292.708984375","4292.708984375","601","601","601","4308.05126953125","4308.05126953125","4308.05126953125","601","601","601","4344.32568359375","4344.32568359375","4344.32568359375","601","601","601","4633.9638671875","4633.9638671875","4633.9638671875","601","601","601","4532.68798828125","4532.68798828125","4532.68798828125"
"49397760","604","604","604","4297.33349609375","4297.33349609375","4297.33349609375","604","604","604","4312.13427734375","4312.13427734375","4312.13427734375","604","604","604","4345.55029296875","4345.55029296875","4345.55029296875","604","604","604","4623.189453125","4623.189453125","4623.189453125","604","604","604","4503.73876953125","4503.73876953125","4503.73876953125"
"49643520","607","607","607","4290.92333984375","4290.92333984375","4290.92333984375","607","607","607","4307.06201171875","4307.06201171875","4307.06201171875","607","607","607","4350.7392578125","4350.7392578125","4350.7392578125","607","607","607","4634.7373046875","4634.7373046875","4634.7373046875","607","607","607","4530.4169921875","4530.4169921875","4530.4169921875"
"49889280","610","610","610","4285.75634765625","4285.75634765625","4285.75634765625","610","610","610","4270.33837890625","4270.33837890625","4270.33837890625","610","610","610","4341.29833984375","4341.29833984375","4341.29833984375","610","610","610","4650.63623046875","4650.63623046875","4650.63623046875","610","610","610","4564.7666015625","4564.7666015625","4564.7666015625"
"50135040","613","613","613","4302.19384765625","4302.19384765625","4302.19384765625","613","613","613","4326.283203125","4326.283203125","4326.283203125","613","613","613","4334.28173828125","4334.28173828125","4334.28173828125","613","613","613","4644.41064453125","4644.41064453125","4644.41064453125","613","613","613","4570.91943359375","4570.91943359375","4570.91943359375"
"50380800","616","616","616","4312.07373046875","4312.07373046875","4312.07373046875","616","616","616","4331.1875","4331.1875","4331.1875","616","616","616","4326.20068359375","4326.20068359375","4326.20068359375","616","616","616","4607.97265625","4607.97265625","4607.97265625","616","616","616","4509.5048828125","4509.5048828125","4509.5048828125"
"50626560","619","619","619","4324.48876953125","4324.48876953125","4324.48876953125","619","619","619","4321.6552734375","4321.6552734375","4321.6552734375","619","619","619","4319.05322265625","4319.05322265625","4319.05322265625","619","619","619","4662.25390625","4662.25390625","4662.25390625","619","619","619","4564.1142578125","4564.1142578125","4564.1142578125"
"50872320","622","622","622","4317.736328125","4317.736328125","4317.736328125","622","622","622","4340.15185546875","4340.15185546875","4340.15185546875","622","622","622","4318.07421875","4318.07421875","4318.07421875","622","622","622","4591.0400390625","4591.0400390625","4591.0400390625","622","622","622","4592.29638671875","4592.29638671875","4592.29638671875"
"51118080","625","625","625","4331.95166015625","4331.95166015625","4331.95166015625","625","625","625","4351.712890625","4351.712890625","4351.712890625","625","625","625","4313.525390625","4313.525390625","4313.525390625","625","625","625","4673.4453125","4673.4453125","4673.4453125","625","625","625","4590.857421875","4590.857421875","4590.857421875"
"51363840","628","628","628","4319.42236328125","4319.42236328125","4319.42236328125","628","628","628","4353.5703125","4353.5703125","4353.5703125","628","628","628","4319.04541015625","4319.04541015625","4319.04541015625","628","628","628","4675.47998046875","4675.47998046875","4675.47998046875","628","628","628","4578.3310546875","4578.3310546875","4578.3310546875"
"51609600","631","631","631","4288.029296875","4288.029296875","4288.029296875","631","631","631","4359.08740234375","4359.08740234375","4359.08740234375","631","631","631","4324.876953125","4324.876953125","4324.876953125","631","631","631","4641.81201171875","4641.81201171875","4641.81201171875","631","631","631","4573.572265625","4573.572265625","4573.572265625"
"51855360","634","634","634","4323.1728515625","4323.1728515625","4323.1728515625","634","634","634","4377.4755859375","4377.4755859375","4377.4755859375","634","634","634","4326.0546875","4326.0546875","4326.0546875","634","634","634","4682.48486328125","4682.48486328125","4682.48486328125","634","634","634","4573.42724609375","4573.42724609375","4573.42724609375"
"52101120","637","637","637","4326.375","4326.375","4326.375","637","637","637","4382.9501953125","4382.9501953125","4382.9501953125","637","637","637","4331.0439453125","4331.0439453125","4331.0439453125","637","637","637","4686.45654296875","4686.45654296875","4686.45654296875","637","637","637","4568.92529296875","4568.92529296875","4568.92529296875"
