"global_step","honest-sweep-20 - _step","honest-sweep-20 - _step__MIN","honest-sweep-20 - _step__MAX","honest-sweep-20 - rewards/step","honest-sweep-20 - rewards/step__MIN","honest-sweep-20 - rewards/step__MAX","upbeat-sweep-19 - _step","upbeat-sweep-19 - _step__MIN","upbeat-sweep-19 - _step__MAX","upbeat-sweep-19 - rewards/step","upbeat-sweep-19 - rewards/step__MIN","upbeat-sweep-19 - rewards/step__MAX","easy-sweep-13 - _step","easy-sweep-13 - _step__MIN","easy-sweep-13 - _step__MAX","easy-sweep-13 - rewards/step","easy-sweep-13 - rewards/step__MIN","easy-sweep-13 - rewards/step__MAX","helpful-sweep-9 - _step","helpful-sweep-9 - _step__MIN","helpful-sweep-9 - _step__MAX","helpful-sweep-9 - rewards/step","helpful-sweep-9 - rewards/step__MIN","helpful-sweep-9 - rewards/step__MAX","serene-sweep-7 - _step","serene-sweep-7 - _step__MIN","serene-sweep-7 - _step__MAX","serene-sweep-7 - rewards/step","serene-sweep-7 - rewards/step__MIN","serene-sweep-7 - rewards/step__MAX"
"93634560","1144","1144","1144","4426.1591796875","4426.1591796875","4426.1591796875","1144","1144","1144","4472.28369140625","4472.28369140625","4472.28369140625","1144","1144","1144","4478.38720703125","4478.38720703125","4478.38720703125","1144","1144","1144","4631.52880859375","4631.52880859375","4631.52880859375","1144","1144","1144","4681.8447265625","4681.8447265625","4681.8447265625"
"93880320","1147","1147","1147","4409.4384765625","4409.4384765625","4409.4384765625","1147","1147","1147","4465.3515625","4465.3515625","4465.3515625","1147","1147","1147","4479.173828125","4479.173828125","4479.173828125","1147","1147","1147","4692.681640625","4692.681640625","4692.681640625","1147","1147","1147","4683.21826171875","4683.21826171875","4683.21826171875"
"94126080","1150","1150","1150","4432.833984375","4432.833984375","4432.833984375","1150","1150","1150","4461.267578125","4461.267578125","4461.267578125","1150","1150","1150","4484.6435546875","4484.6435546875","4484.6435546875","1150","1150","1150","4677.84228515625","4677.84228515625","4677.84228515625","1150","1150","1150","4688.93359375","4688.93359375","4688.93359375"
"94371840","1153","1153","1153","4434.77490234375","4434.77490234375","4434.77490234375","1153","1153","1153","4458.58056640625","4458.58056640625","4458.58056640625","1153","1153","1153","4489.23828125","4489.23828125","4489.23828125","1153","1153","1153","4697.70849609375","4697.70849609375","4697.70849609375","1153","1153","1153","4691.9833984375","4691.9833984375","4691.9833984375"
"94617600","1156","1156","1156","4440.419921875","4440.419921875","4440.419921875","1156","1156","1156","4458.947265625","4458.947265625","4458.947265625","1156","1156","1156","4490.19384765625","4490.19384765625","4490.19384765625","1156","1156","1156","4702.64013671875","4702.64013671875","4702.64013671875","1156","1156","1156","4697.6279296875","4697.6279296875","4697.6279296875"
"94863360","1159","1159","1159","4445.16552734375","4445.16552734375","4445.16552734375","1159","1159","1159","4460.96630859375","4460.96630859375","4460.96630859375","1159","1159","1159","4490.99462890625","4490.99462890625","4490.99462890625","1159","1159","1159","4707.4609375","4707.4609375","4707.4609375","1159","1159","1159","4672.439453125","4672.439453125","4672.439453125"
"95109120","1162","1162","1162","4445.8125","4445.8125","4445.8125","1162","1162","1162","4465.9677734375","4465.9677734375","4465.9677734375","1162","1162","1162","4488.98974609375","4488.98974609375","4488.98974609375","1162","1162","1162","4706.87841796875","4706.87841796875","4706.87841796875","1162","1162","1162","4697.40478515625","4697.40478515625","4697.40478515625"
"95354880","1165","1165","1165","4439.46875","4439.46875","4439.46875","1165","1165","1165","4467.70703125","4467.70703125","4467.70703125","1165","1165","1165","4489.3603515625","4489.3603515625","4489.3603515625","1165","1165","1165","4706.33642578125","4706.33642578125","4706.33642578125","1165","1165","1165","4697.77587890625","4697.77587890625","4697.77587890625"
"95600640","1168","1168","1168","4442.09521484375","4442.09521484375","4442.09521484375","1168","1168","1168","4431.1181640625","4431.1181640625","4431.1181640625","1168","1168","1168","4488.72314453125","4488.72314453125","4488.72314453125","1168","1168","1168","4706.31689453125","4706.31689453125","4706.31689453125","1168","1168","1168","4693.8720703125","4693.8720703125","4693.8720703125"
"95846400","1171","1171","1171","4439.23388671875","4439.23388671875","4439.23388671875","1171","1171","1171","4468.31201171875","4468.31201171875","4468.31201171875","1171","1171","1171","4485.23974609375","4485.23974609375","4485.23974609375","1171","1171","1171","4690.03271484375","4690.03271484375","4690.03271484375","1171","1171","1171","4688.5634765625","4688.5634765625","4688.5634765625"
"96092160","1174","1174","1174","4429.28173828125","4429.28173828125","4429.28173828125","1174","1174","1174","4474.18701171875","4474.18701171875","4474.18701171875","1174","1174","1174","4480.236328125","4480.236328125","4480.236328125","1174","1174","1174","4680.22607421875","4680.22607421875","4680.22607421875","1174","1174","1174","4684.64697265625","4684.64697265625","4684.64697265625"
"96337920","1177","1177","1177","4417.86474609375","4417.86474609375","4417.86474609375","1177","1177","1177","4477.73974609375","4477.73974609375","4477.73974609375","1177","1177","1177","4473.71435546875","4473.71435546875","4473.71435546875","1177","1177","1177","4692.49169921875","4692.49169921875","4692.49169921875","1177","1177","1177","4682.619140625","4682.619140625","4682.619140625"
"96583680","1180","1180","1180","4432.77978515625","4432.77978515625","4432.77978515625","1180","1180","1180","4457.6484375","4457.6484375","4457.6484375","1180","1180","1180","4477.810546875","4477.810546875","4477.810546875","1180","1180","1180","4695.05908203125","4695.05908203125","4695.05908203125","1180","1180","1180","4683.22607421875","4683.22607421875","4683.22607421875"
"96829440","1183","1183","1183","4438.16259765625","4438.16259765625","4438.16259765625","1183","1183","1183","4467.17041015625","4467.17041015625","4467.17041015625","1183","1183","1183","4469.40771484375","4469.40771484375","4469.40771484375","1183","1183","1183","4701.50537109375","4701.50537109375","4701.50537109375","1183","1183","1183","4688.12109375","4688.12109375","4688.12109375"
"97075200","1186","1186","1186","4418.18310546875","4418.18310546875","4418.18310546875","1186","1186","1186","4479.55419921875","4479.55419921875","4479.55419921875","1186","1186","1186","4462.02685546875","4462.02685546875","4462.02685546875","1186","1186","1186","4697.8447265625","4697.8447265625","4697.8447265625","1186","1186","1186","4692.06982421875","4692.06982421875","4692.06982421875"
"97320960","1189","1189","1189","4431.34814453125","4431.34814453125","4431.34814453125","1189","1189","1189","4481.83935546875","4481.83935546875","4481.83935546875","1189","1189","1189","4458.02197265625","4458.02197265625","4458.02197265625","1189","1189","1189","4673.32666015625","4673.32666015625","4673.32666015625","1189","1189","1189","4695.51953125","4695.51953125","4695.51953125"
"97566720","1192","1192","1192","4440.646484375","4440.646484375","4440.646484375","1192","1192","1192","4478.5244140625","4478.5244140625","4478.5244140625","1192","1192","1192","4458.7763671875","4458.7763671875","4458.7763671875","1192","1192","1192","4681.16943359375","4681.16943359375","4681.16943359375","1192","1192","1192","4668.28466796875","4668.28466796875","4668.28466796875"
"97812480","1195","1195","1195","4456.7578125","4456.7578125","4456.7578125","1195","1195","1195","4475.109375","4475.109375","4475.109375","1195","1195","1195","4460.9228515625","4460.9228515625","4460.9228515625","1195","1195","1195","4675.765625","4675.765625","4675.765625","1195","1195","1195","4677.2890625","4677.2890625","4677.2890625"
"98058240","1198","1198","1198","4462.06787109375","4462.06787109375","4462.06787109375","1198","1198","1198","4479.109375","4479.109375","4479.109375","1198","1198","1198","4468.72216796875","4468.72216796875","4468.72216796875","1198","1198","1198","4665.2109375","4665.2109375","4665.2109375","1198","1198","1198","4702.18359375","4702.18359375","4702.18359375"
"98304000","1201","1201","1201","4460.03662109375","4460.03662109375","4460.03662109375","1201","1201","1201","4483.4609375","4483.4609375","4483.4609375","1201","1201","1201","4472.6650390625","4472.6650390625","4472.6650390625","1201","1201","1201","4650.50439453125","4650.50439453125","4650.50439453125","1201","1201","1201","4702.63037109375","4702.63037109375","4702.63037109375"
"98549760","1204","1204","1204","4463.423828125","4463.423828125","4463.423828125","1204","1204","1204","4465.27685546875","4465.27685546875","4465.27685546875","1204","1204","1204","4479.77880859375","4479.77880859375","4479.77880859375","1204","1204","1204","4635.77001953125","4635.77001953125","4635.77001953125","1204","1204","1204","4701.90576171875","4701.90576171875","4701.90576171875"
"98795520","1207","1207","1207","4466.35693359375","4466.35693359375","4466.35693359375","1207","1207","1207","4484.25537109375","4484.25537109375","4484.25537109375","1207","1207","1207","4482.39453125","4482.39453125","4482.39453125","1207","1207","1207","4658.20703125","4658.20703125","4658.20703125","1207","1207","1207","4701.537109375","4701.537109375","4701.537109375"
"99041280","1210","1210","1210","4476.57373046875","4476.57373046875","4476.57373046875","1210","1210","1210","4495.40380859375","4495.40380859375","4495.40380859375","1210","1210","1210","4479.89404296875","4479.89404296875","4479.89404296875","1210","1210","1210","4670.54638671875","4670.54638671875","4670.54638671875","1210","1210","1210","4702.9306640625","4702.9306640625","4702.9306640625"
"99287040","1213","1213","1213","4475.6962890625","4475.6962890625","4475.6962890625","1213","1213","1213","4495.8974609375","4495.8974609375","4495.8974609375","1213","1213","1213","4473.83154296875","4473.83154296875","4473.83154296875","1213","1213","1213","4677.67041015625","4677.67041015625","4677.67041015625","1213","1213","1213","4702.74951171875","4702.74951171875","4702.74951171875"
"99532800","1216","1216","1216","4476.134765625","4476.134765625","4476.134765625","1216","1216","1216","4501.6923828125","4501.6923828125","4501.6923828125","1216","1216","1216","4471.90771484375","4471.90771484375","4471.90771484375","1216","1216","1216","4672.29833984375","4672.29833984375","4672.29833984375","1216","1216","1216","4695.45068359375","4695.45068359375","4695.45068359375"
"99778560","1219","1219","1219","4477.2587890625","4477.2587890625","4477.2587890625","1219","1219","1219","4504.197265625","4504.197265625","4504.197265625","1219","1219","1219","4456.23779296875","4456.23779296875","4456.23779296875","1219","1219","1219","4682.97314453125","4682.97314453125","4682.97314453125","1219","1219","1219","4706.111328125","4706.111328125","4706.111328125"
"100024320","1222","1222","1222","4472.0810546875","4472.0810546875","4472.0810546875","1222","1222","1222","4503.212890625","4503.212890625","4503.212890625","1222","1222","1222","4440.60791015625","4440.60791015625","4440.60791015625","1222","1222","1222","4690.90087890625","4690.90087890625","4690.90087890625","1222","1222","1222","4706.12060546875","4706.12060546875","4706.12060546875"
"100270080","1225","1225","1225","4475.947265625","4475.947265625","4475.947265625","1225","1225","1225","4503.62255859375","4503.62255859375","4503.62255859375","1225","1225","1225","4444.8984375","4444.8984375","4444.8984375","1225","1225","1225","4662.42529296875","4662.42529296875","4662.42529296875","1225","1225","1225","4707.74462890625","4707.74462890625","4707.74462890625"
"100515840","1228","1228","1228","4475.67041015625","4475.67041015625","4475.67041015625","1228","1228","1228","4503.23193359375","4503.23193359375","4503.23193359375","1228","1228","1228","4472.2705078125","4472.2705078125","4472.2705078125","1228","1228","1228","4660.30029296875","4660.30029296875","4660.30029296875","1228","1228","1228","4693.12109375","4693.12109375","4693.12109375"
"100761600","1231","1231","1231","4449.279296875","4449.279296875","4449.279296875","1231","1231","1231","4469.80908203125","4469.80908203125","4469.80908203125","1231","1231","1231","4370.44140625","4370.44140625","4370.44140625","1231","1231","1231","4559.755859375","4559.755859375","4559.755859375","1231","1231","1231","4703.17041015625","4703.17041015625","4703.17041015625"
"101007360","1234","1234","1234","4484.8564453125","4484.8564453125","4484.8564453125","1234","1234","1234","4455.02490234375","4455.02490234375","4455.02490234375","1234","1234","1234","4403.16748046875","4403.16748046875","4403.16748046875","1234","1234","1234","4531.5087890625","4531.5087890625","4531.5087890625","1234","1234","1234","4697.830078125","4697.830078125","4697.830078125"
"101253120","1237","1237","1237","4473.42041015625","4473.42041015625","4473.42041015625","1237","1237","1237","4489.611328125","4489.611328125","4489.611328125","1237","1237","1237","4432.81689453125","4432.81689453125","4432.81689453125","1237","1237","1237","4613.369140625","4613.369140625","4613.369140625","1237","1237","1237","4680.77099609375","4680.77099609375","4680.77099609375"
"101498880","1240","1240","1240","4473.705078125","4473.705078125","4473.705078125","1240","1240","1240","4487.5390625","4487.5390625","4487.5390625","1240","1240","1240","4443.26513671875","4443.26513671875","4443.26513671875","1240","1240","1240","4698.64599609375","4698.64599609375","4698.64599609375","1240","1240","1240","4690.2802734375","4690.2802734375","4690.2802734375"
"101744640","1243","1243","1243","4481.453125","4481.453125","4481.453125","1243","1243","1243","4501.38720703125","4501.38720703125","4501.38720703125","1243","1243","1243","4448.3759765625","4448.3759765625","4448.3759765625","1243","1243","1243","4708.740234375","4708.740234375","4708.740234375","1243","1243","1243","4682.7763671875","4682.7763671875","4682.7763671875"
"101990400","1246","1246","1246","4492.74560546875","4492.74560546875","4492.74560546875","1246","1246","1246","4500.63525390625","4500.63525390625","4500.63525390625","1246","1246","1246","4473.80615234375","4473.80615234375","4473.80615234375","1246","1246","1246","4663.39599609375","4663.39599609375","4663.39599609375","1246","1246","1246","4683.43701171875","4683.43701171875","4683.43701171875"
"102236160","1249","1249","1249","4494.03857421875","4494.03857421875","4494.03857421875","1249","1249","1249","4506.4794921875","4506.4794921875","4506.4794921875","1249","1249","1249","4484.45068359375","4484.45068359375","4484.45068359375","1249","1249","1249","4684.21240234375","4684.21240234375","4684.21240234375","1249","1249","1249","4687.4697265625","4687.4697265625","4687.4697265625"
"102481920","1252","1252","1252","4490.1904296875","4490.1904296875","4490.1904296875","1252","1252","1252","4507.08447265625","4507.08447265625","4507.08447265625","1252","1252","1252","4441.99560546875","4441.99560546875","4441.99560546875","1252","1252","1252","4642.47900390625","4642.47900390625","4642.47900390625","1252","1252","1252","4684.86376953125","4684.86376953125","4684.86376953125"
"102727680","1255","1255","1255","4493.94873046875","4493.94873046875","4493.94873046875","1255","1255","1255","4508.61767578125","4508.61767578125","4508.61767578125","1255","1255","1255","4485.8759765625","4485.8759765625","4485.8759765625","1255","1255","1255","4692.77294921875","4692.77294921875","4692.77294921875","1255","1255","1255","4683.32666015625","4683.32666015625","4683.32666015625"
"102973440","1258","1258","1258","4484.24072265625","4484.24072265625","4484.24072265625","1258","1258","1258","4505.66650390625","4505.66650390625","4505.66650390625","1258","1258","1258","4495.71728515625","4495.71728515625","4495.71728515625","1258","1258","1258","4708.3681640625","4708.3681640625","4708.3681640625","1258","1258","1258","4694.85986328125","4694.85986328125","4694.85986328125"
"103219200","1261","1261","1261","4493.02197265625","4493.02197265625","4493.02197265625","1261","1261","1261","4513.15576171875","4513.15576171875","4513.15576171875","1261","1261","1261","4494.75","4494.75","4494.75","1261","1261","1261","4710.40234375","4710.40234375","4710.40234375","1261","1261","1261","4698.65478515625","4698.65478515625","4698.65478515625"
"103464960","1264","1264","1264","4492.45458984375","4492.45458984375","4492.45458984375","1264","1264","1264","4440.81494140625","4440.81494140625","4440.81494140625","1264","1264","1264","4493.80859375","4493.80859375","4493.80859375","1264","1264","1264","4706.01416015625","4706.01416015625","4706.01416015625","1264","1264","1264","4699.8076171875","4699.8076171875","4699.8076171875"
"103710720","1267","1267","1267","4488.75732421875","4488.75732421875","4488.75732421875","1267","1267","1267","4511.0087890625","4511.0087890625","4511.0087890625","1267","1267","1267","4496.92626953125","4496.92626953125","4496.92626953125","1267","1267","1267","4716.80517578125","4716.80517578125","4716.80517578125","1267","1267","1267","4702.703125","4702.703125","4702.703125"
"103956480","1270","1270","1270","4481.919921875","4481.919921875","4481.919921875","1270","1270","1270","4520.89599609375","4520.89599609375","4520.89599609375","1270","1270","1270","4495.03759765625","4495.03759765625","4495.03759765625","1270","1270","1270","4719.6025390625","4719.6025390625","4719.6025390625","1270","1270","1270","4697.1767578125","4697.1767578125","4697.1767578125"
"104202240","1273","1273","1273","4480.85400390625","4480.85400390625","4480.85400390625","1273","1273","1273","4515.9765625","4515.9765625","4515.9765625","1273","1273","1273","4495.66357421875","4495.66357421875","4495.66357421875","1273","1273","1273","4724.58642578125","4724.58642578125","4724.58642578125","1273","1273","1273","4694.087890625","4694.087890625","4694.087890625"
"104448000","1276","1276","1276","4481.78857421875","4481.78857421875","4481.78857421875","1276","1276","1276","4506.0498046875","4506.0498046875","4506.0498046875","1276","1276","1276","4494.85888671875","4494.85888671875","4494.85888671875","1276","1276","1276","4728","4728","4728","1276","1276","1276","4687.58544921875","4687.58544921875","4687.58544921875"
"104693760","1279","1279","1279","4485.095703125","4485.095703125","4485.095703125","1279","1279","1279","4476.34619140625","4476.34619140625","4476.34619140625","1279","1279","1279","4497.5517578125","4497.5517578125","4497.5517578125","1279","1279","1279","4725.10791015625","4725.10791015625","4725.10791015625","1279","1279","1279","4687.220703125","4687.220703125","4687.220703125"
"104939520","1282","1282","1282","4489.9541015625","4489.9541015625","4489.9541015625","1282","1282","1282","4496.47607421875","4496.47607421875","4496.47607421875","1282","1282","1282","4495.97216796875","4495.97216796875","4495.97216796875","1282","1282","1282","4731.71533203125","4731.71533203125","4731.71533203125","1282","1282","1282","4679.9267578125","4679.9267578125","4679.9267578125"
"105185280","1285","1285","1285","4494.205078125","4494.205078125","4494.205078125","1285","1285","1285","4498.8837890625","4498.8837890625","4498.8837890625","1285","1285","1285","4493.4013671875","4493.4013671875","4493.4013671875","1285","1285","1285","4731.4951171875","4731.4951171875","4731.4951171875","1285","1285","1285","4673.59130859375","4673.59130859375","4673.59130859375"
"105431040","1288","1288","1288","4491.314453125","4491.314453125","4491.314453125","1288","1288","1288","4506.123046875","4506.123046875","4506.123046875","1288","1288","1288","4490.57373046875","4490.57373046875","4490.57373046875","1288","1288","1288","4728.37646484375","4728.37646484375","4728.37646484375","1288","1288","1288","4670.62060546875","4670.62060546875","4670.62060546875"
"105676800","1291","1291","1291","4493.6982421875","4493.6982421875","4493.6982421875","1291","1291","1291","4515.1357421875","4515.1357421875","4515.1357421875","1291","1291","1291","4493.51513671875","4493.51513671875","4493.51513671875","1291","1291","1291","4728.94873046875","4728.94873046875","4728.94873046875","1291","1291","1291","4669.7841796875","4669.7841796875","4669.7841796875"
"105922560","1294","1294","1294","4492.81787109375","4492.81787109375","4492.81787109375","1294","1294","1294","4524.55517578125","4524.55517578125","4524.55517578125","1294","1294","1294","4494.162109375","4494.162109375","4494.162109375","1294","1294","1294","4734.1318359375","4734.1318359375","4734.1318359375","1294","1294","1294","4673.98193359375","4673.98193359375","4673.98193359375"
"106168320","1297","1297","1297","4493.55029296875","4493.55029296875","4493.55029296875","1297","1297","1297","4531.1962890625","4531.1962890625","4531.1962890625","1297","1297","1297","4493.4111328125","4493.4111328125","4493.4111328125","1297","1297","1297","4712.47607421875","4712.47607421875","4712.47607421875","1297","1297","1297","4681.00341796875","4681.00341796875","4681.00341796875"
"106414080","1300","1300","1300","4463.9365234375","4463.9365234375","4463.9365234375","1300","1300","1300","4533.89404296875","4533.89404296875","4533.89404296875","1300","1300","1300","4495.88330078125","4495.88330078125","4495.88330078125","1300","1300","1300","4692.97607421875","4692.97607421875","4692.97607421875","1300","1300","1300","4645.19384765625","4645.19384765625","4645.19384765625"
"106659840","1303","1303","1303","4493.09033203125","4493.09033203125","4493.09033203125","1303","1303","1303","4538.580078125","4538.580078125","4538.580078125","1303","1303","1303","4496.26416015625","4496.26416015625","4496.26416015625","1303","1303","1303","4727.634765625","4727.634765625","4727.634765625","1303","1303","1303","4672.50048828125","4672.50048828125","4672.50048828125"
"106905600","1306","1306","1306","4481.19970703125","4481.19970703125","4481.19970703125","1306","1306","1306","4542.6220703125","4542.6220703125","4542.6220703125","1306","1306","1306","4496.0986328125","4496.0986328125","4496.0986328125","1306","1306","1306","4732.30859375","4732.30859375","4732.30859375","1306","1306","1306","4633.20068359375","4633.20068359375","4633.20068359375"
"107151360","1309","1309","1309","4496.1455078125","4496.1455078125","4496.1455078125","1309","1309","1309","4536.49951171875","4536.49951171875","4536.49951171875","1309","1309","1309","4497.5439453125","4497.5439453125","4497.5439453125","1309","1309","1309","4703.83349609375","4703.83349609375","4703.83349609375","1309","1309","1309","4675.1474609375","4675.1474609375","4675.1474609375"
"107397120","1312","1312","1312","4463.5673828125","4463.5673828125","4463.5673828125","1312","1312","1312","4524.87744140625","4524.87744140625","4524.87744140625","1312","1312","1312","4502.1953125","4502.1953125","4502.1953125","1312","1312","1312","4693.47314453125","4693.47314453125","4693.47314453125","1312","1312","1312","4678.48193359375","4678.48193359375","4678.48193359375"
"107642880","1315","1315","1315","4473.2294921875","4473.2294921875","4473.2294921875","1315","1315","1315","4508.0751953125","4508.0751953125","4508.0751953125","1315","1315","1315","4502.6298828125","4502.6298828125","4502.6298828125","1315","1315","1315","4663.03564453125","4663.03564453125","4663.03564453125","1315","1315","1315","4683.50537109375","4683.50537109375","4683.50537109375"
"107888640","1318","1318","1318","4464.4482421875","4464.4482421875","4464.4482421875","1318","1318","1318","4513.5947265625","4513.5947265625","4513.5947265625","1318","1318","1318","4504.98828125","4504.98828125","4504.98828125","1318","1318","1318","4672.587890625","4672.587890625","4672.587890625","1318","1318","1318","4677.12744140625","4677.12744140625","4677.12744140625"
"108134400","1321","1321","1321","4491.26513671875","4491.26513671875","4491.26513671875","1321","1321","1321","4517.6181640625","4517.6181640625","4517.6181640625","1321","1321","1321","4503.4169921875","4503.4169921875","4503.4169921875","1321","1321","1321","4661.5595703125","4661.5595703125","4661.5595703125","1321","1321","1321","4684.998046875","4684.998046875","4684.998046875"
"108380160","1324","1324","1324","4486.287109375","4486.287109375","4486.287109375","1324","1324","1324","4529.62255859375","4529.62255859375","4529.62255859375","1324","1324","1324","4501.0322265625","4501.0322265625","4501.0322265625","1324","1324","1324","4664.0068359375","4664.0068359375","4664.0068359375","1324","1324","1324","4685.37841796875","4685.37841796875","4685.37841796875"
"108625920","1327","1327","1327","4464.85205078125","4464.85205078125","4464.85205078125","1327","1327","1327","4534.8056640625","4534.8056640625","4534.8056640625","1327","1327","1327","4471.921875","4471.921875","4471.921875","1327","1327","1327","4680.3330078125","4680.3330078125","4680.3330078125","1327","1327","1327","4686.5400390625","4686.5400390625","4686.5400390625"
"108871680","1330","1330","1330","4467.84228515625","4467.84228515625","4467.84228515625","1330","1330","1330","4541.6484375","4541.6484375","4541.6484375","1330","1330","1330","4490.0419921875","4490.0419921875","4490.0419921875","1330","1330","1330","4666.53759765625","4666.53759765625","4666.53759765625","1330","1330","1330","4688.15576171875","4688.15576171875","4688.15576171875"
"109117440","1333","1333","1333","4475.17041015625","4475.17041015625","4475.17041015625","1333","1333","1333","4545.6181640625","4545.6181640625","4545.6181640625","1333","1333","1333","4485.23388671875","4485.23388671875","4485.23388671875","1333","1333","1333","4589.72021484375","4589.72021484375","4589.72021484375","1333","1333","1333","4683.283203125","4683.283203125","4683.283203125"
"109363200","1336","1336","1336","4404.5576171875","4404.5576171875","4404.5576171875","1336","1336","1336","4550.3251953125","4550.3251953125","4550.3251953125","1336","1336","1336","4486.46435546875","4486.46435546875","4486.46435546875","1336","1336","1336","4699.9873046875","4699.9873046875","4699.9873046875","1336","1336","1336","4681.8408203125","4681.8408203125","4681.8408203125"
"109608960","1339","1339","1339","4385.8779296875","4385.8779296875","4385.8779296875","1339","1339","1339","4546.91357421875","4546.91357421875","4546.91357421875","1339","1339","1339","4467.18017578125","4467.18017578125","4467.18017578125","1339","1339","1339","4714.31787109375","4714.31787109375","4714.31787109375","1339","1339","1339","4681.705078125","4681.705078125","4681.705078125"
"109854720","1342","1342","1342","4337.03515625","4337.03515625","4337.03515625","1342","1342","1342","4541.625","4541.625","4541.625","1342","1342","1342","4487.732421875","4487.732421875","4487.732421875","1342","1342","1342","4645.7138671875","4645.7138671875","4645.7138671875","1342","1342","1342","4659.65185546875","4659.65185546875","4659.65185546875"
"110100480","1345","1345","1345","4368.80029296875","4368.80029296875","4368.80029296875","1345","1345","1345","4535.61572265625","4535.61572265625","4535.61572265625","1345","1345","1345","4474.5361328125","4474.5361328125","4474.5361328125","1345","1345","1345","4706.62109375","4706.62109375","4706.62109375","1345","1345","1345","4660.01416015625","4660.01416015625","4660.01416015625"
"110346240","1348","1348","1348","4412.26953125","4412.26953125","4412.26953125","1348","1348","1348","4519.23974609375","4519.23974609375","4519.23974609375","1348","1348","1348","4472.525390625","4472.525390625","4472.525390625","1348","1348","1348","4717.77783203125","4717.77783203125","4717.77783203125","1348","1348","1348","4657.44775390625","4657.44775390625","4657.44775390625"
"110592000","1351","1351","1351","4415.31396484375","4415.31396484375","4415.31396484375","1351","1351","1351","4507.05517578125","4507.05517578125","4507.05517578125","1351","1351","1351","4476.27978515625","4476.27978515625","4476.27978515625","1351","1351","1351","4752.375","4752.375","4752.375","1351","1351","1351","4617.7080078125","4617.7080078125","4617.7080078125"
"110837760","1354","1354","1354","4451.08544921875","4451.08544921875","4451.08544921875","1354","1354","1354","4507.228515625","4507.228515625","4507.228515625","1354","1354","1354","4485.51904296875","4485.51904296875","4485.51904296875","1354","1354","1354","4785.05517578125","4785.05517578125","4785.05517578125","1354","1354","1354","4620.98193359375","4620.98193359375","4620.98193359375"
"111083520","1357","1357","1357","4448.2353515625","4448.2353515625","4448.2353515625","1357","1357","1357","4504.75537109375","4504.75537109375","4504.75537109375","1357","1357","1357","4483.72216796875","4483.72216796875","4483.72216796875","1357","1357","1357","4794.68505859375","4794.68505859375","4794.68505859375","1357","1357","1357","4602.20849609375","4602.20849609375","4602.20849609375"
"111329280","1360","1360","1360","4446.3583984375","4446.3583984375","4446.3583984375","1360","1360","1360","4507.23974609375","4507.23974609375","4507.23974609375","1360","1360","1360","4483.1103515625","4483.1103515625","4483.1103515625","1360","1360","1360","4797.4638671875","4797.4638671875","4797.4638671875","1360","1360","1360","4646.76904296875","4646.76904296875","4646.76904296875"
"111575040","1363","1363","1363","4428.94970703125","4428.94970703125","4428.94970703125","1363","1363","1363","4505.78857421875","4505.78857421875","4505.78857421875","1363","1363","1363","4483.49365234375","4483.49365234375","4483.49365234375","1363","1363","1363","4791.90380859375","4791.90380859375","4791.90380859375","1363","1363","1363","4632.1650390625","4632.1650390625","4632.1650390625"
"111820800","1366","1366","1366","4430.77001953125","4430.77001953125","4430.77001953125","1366","1366","1366","4500.81005859375","4500.81005859375","4500.81005859375","1366","1366","1366","4483.30126953125","4483.30126953125","4483.30126953125","1366","1366","1366","4789.10302734375","4789.10302734375","4789.10302734375","1366","1366","1366","4651.5341796875","4651.5341796875","4651.5341796875"
"112066560","1369","1369","1369","4435.57568359375","4435.57568359375","4435.57568359375","1369","1369","1369","4497.3837890625","4497.3837890625","4497.3837890625","1369","1369","1369","4486.7490234375","4486.7490234375","4486.7490234375","1369","1369","1369","4794.61376953125","4794.61376953125","4794.61376953125","1369","1369","1369","4673.275390625","4673.275390625","4673.275390625"
"112312320","1372","1372","1372","4410.92919921875","4410.92919921875","4410.92919921875","1372","1372","1372","4503.7646484375","4503.7646484375","4503.7646484375","1372","1372","1372","4490.5556640625","4490.5556640625","4490.5556640625","1372","1372","1372","4769.0283203125","4769.0283203125","4769.0283203125","1372","1372","1372","4647.40380859375","4647.40380859375","4647.40380859375"
"112558080","1375","1375","1375","4445.49658203125","4445.49658203125","4445.49658203125","1375","1375","1375","4509.53759765625","4509.53759765625","4509.53759765625","1375","1375","1375","4491.86572265625","4491.86572265625","4491.86572265625","1375","1375","1375","4792.125","4792.125","4792.125","1375","1375","1375","4675.31201171875","4675.31201171875","4675.31201171875"
"112803840","1378","1378","1378","4423.31103515625","4423.31103515625","4423.31103515625","1378","1378","1378","4512.99072265625","4512.99072265625","4512.99072265625","1378","1378","1378","4489.544921875","4489.544921875","4489.544921875","1378","1378","1378","4787.1328125","4787.1328125","4787.1328125","1378","1378","1378","4648.2978515625","4648.2978515625","4648.2978515625"
"113049600","1381","1381","1381","4422.22265625","4422.22265625","4422.22265625","1381","1381","1381","4523.43701171875","4523.43701171875","4523.43701171875","1381","1381","1381","4483.65380859375","4483.65380859375","4483.65380859375","1381","1381","1381","4783.12109375","4783.12109375","4783.12109375","1381","1381","1381","4621.96435546875","4621.96435546875","4621.96435546875"
