Step,FOWM_HumanoidEnv_sweep_4 - rewards,FOWM_HumanoidEnv_sweep_4 - rewards__MIN,FOWM_HumanoidEnv_sweep_4 - rewards__MAX,FOWM_HumanoidEnv_sweep_3 - rewards,FOWM_HumanoidEnv_sweep_3 - rewards__MIN,FOWM_HumanoidEnv_sweep_3 - rewards__MAX,FOWM_HumanoidEnv_sweep_2 - rewards,FOWM_HumanoidEnv_sweep_2 - rewards__MIN,FOWM_HumanoidEnv_sweep_2 - rewards__MAX,FOWM_HumanoidEnv_sweep_1 - rewards,FOWM_HumanoidEnv_sweep_1 - rewards__MIN,FOWM_HumanoidEnv_sweep_1 - rewards__MAX,FOWM_HumanoidEnv_sweep_0 - rewards,FOWM_HumanoidEnv_sweep_0 - rewards__MIN,FOWM_HumanoidEnv_sweep_0 - rewards__MAX
26624.0,63.66766357421875,63.66766357421875,63.66766357421875,107.8075180053711,107.8075180053711,107.8075180053711,65.23419952392578,65.23419952392578,65.23419952392578,57.54970932006836,57.54970932006836,57.54970932006836,76.20933532714844,76.20933532714844,76.20933532714844
52224.0,85.99183999066847,85.99183999066847,85.99183999066847,98.08884774213331,98.08884774213331,98.08884774213331,73.38345681195753,73.38345681195753,73.38345681195753,92.82112465863723,92.82112465863723,92.82112465863723,71.94712410932081,71.94712410932081,71.94712410932081
77824.0,83.30312273036037,83.30312273036037,83.30312273036037,108.02382585536037,108.02382585536037,108.02382585536037,72.50563737879787,72.50563737879787,72.50563737879787,109.39640733729397,109.39640733729397,109.39640733729397,74.35901567469631,74.35901567469631,74.35901567469631
103424.0,113.12083704964212,113.12083704964212,113.12083704964212,98.53439600960306,98.53439600960306,98.53439600960306,132.91157038704446,132.91157038704446,132.91157038704446,123.1685360242515,123.1685360242515,123.1685360242515,106.04440577522806,106.04440577522806,106.04440577522806
129024.0,102.23555606863091,102.23555606863091,102.23555606863091,95.28743595144341,95.28743595144341,95.28743595144341,116.08229679128715,116.08229679128715,116.08229679128715,124.41805118581841,124.41805118581841,124.41805118581841,126.0834488298614,126.0834488298614,126.0834488298614
154624.0,106.0642414572486,106.0642414572486,106.0642414572486,97.28454785373297,97.28454785373297,97.28454785373297,105.71525006320563,105.71525006320563,105.71525006320563,122.59067730929938,122.59067730929938,122.59067730929938,139.36259655978765,139.36259655978765,139.36259655978765
180224.0,118.60864797623738,118.60864797623738,118.60864797623738,133.0320183375655,133.0320183375655,133.0320183375655,118.54197469742878,118.54197469742878,118.54197469742878,135.07324758561236,135.07324758561236,135.07324758561236,127.31151357682332,127.31151357682332,127.31151357682332
205824.0,89.76460387266756,89.76460387266756,89.76460387266756,135.37821318663242,135.37821318663242,135.37821318663242,99.1234753326285,99.1234753326285,99.1234753326285,136.67864348448398,136.67864348448398,136.67864348448398,130.52590300596836,130.52590300596836,130.52590300596836
231424.0,121.47398078960558,121.47398078960558,121.47398078960558,125.13553321880477,125.13553321880477,125.13553321880477,124.1800431065001,124.1800431065001,124.1800431065001,130.05026710552355,130.05026710552355,130.05026710552355,128.14511573833605,128.14511573833605,128.14511573833605
257024.0,120.715446939942,120.715446939942,120.715446939942,106.48649643945372,106.48649643945372,106.48649643945372,122.82206772851622,122.82206772851622,122.82206772851622,137.8615879921881,137.8615879921881,137.8615879921881,144.13488816308654,144.13488816308654,144.13488816308654
