"Step","dflex_snu_humanoid_4 - train_return","dflex_snu_humanoid_4 - train_return__MIN","dflex_snu_humanoid_4 - train_return__MAX","dflex_snu_humanoid_3 - train_return","dflex_snu_humanoid_3 - train_return__MIN","dflex_snu_humanoid_3 - train_return__MAX","dflex_snu_humanoid_2 - train_return","dflex_snu_humanoid_2 - train_return__MIN","dflex_snu_humanoid_2 - train_return__MAX","dflex_snu_humanoid_1 - train_return","dflex_snu_humanoid_1 - train_return__MIN","dflex_snu_humanoid_1 - train_return__MAX","dflex_snu_humanoid_0 - train_return","dflex_snu_humanoid_0 - train_return__MIN","dflex_snu_humanoid_0 - train_return__MAX"
"14216","8.294408798217773","8.294408798217773","8.294408798217773","21.184185028076172","21.184185028076172","21.184185028076172","","","","","","","","",""
"14344","","","","","","","","","","","","","18.51361083984375","18.51361083984375","18.51361083984375"
"14472","","","","21.04117202758789","21.04117202758789","21.04117202758789","","","","","","","","",""
"14600","8.145727157592773","8.145727157592773","8.145727157592773","","","","","","","","","","","",""
"14728","","","","","","","","","","","","","18.7856388092041","18.7856388092041","18.7856388092041"
"14856","","","","","","","","","","","","","18.855724334716797","18.855724334716797","18.855724334716797"
"14984","","","","21.094493865966797","21.094493865966797","21.094493865966797","","","","","","","","",""
"15112","","","","","","","15.872032165527344","15.872032165527344","15.872032165527344","17.24481201171875","17.24481201171875","17.24481201171875","18.592458724975586","18.592458724975586","18.592458724975586"
"15240","","","","20.982486724853516","20.982486724853516","20.982486724853516","","","","17.376705169677734","17.376705169677734","17.376705169677734","","",""
"15496","","","","","","","","","","","","","19.565847396850586","19.565847396850586","19.565847396850586"
"15624","","","","","","","","","","16.70271110534668","16.70271110534668","16.70271110534668","","",""
"15752","","","","","","","15.036648750305176","15.036648750305176","15.036648750305176","","","","19.34646224975586","19.34646224975586","19.34646224975586"
"16008","","","","","","","","","","","","","18.921398162841797","18.921398162841797","18.921398162841797"
"16648","6.616518974304199","6.616518974304199","6.616518974304199","","","","","","","","","","19.153295516967773","19.153295516967773","19.153295516967773"
"16904","","","","19.47762107849121","19.47762107849121","19.47762107849121","","","","","","","","",""
"17288","","","","19.206417083740234","19.206417083740234","19.206417083740234","","","","","","","19.12566566467285","19.12566566467285","19.12566566467285"
"17416","","","","","","","11.87836742401123","11.87836742401123","11.87836742401123","19.291500091552734","19.291500091552734","19.291500091552734","","",""
"17544","","","","","","","11.337260246276855","11.337260246276855","11.337260246276855","","","","","",""
"17672","5.415014743804932","5.415014743804932","5.415014743804932","","","","11.165937423706055","11.165937423706055","11.165937423706055","","","","","",""
"17800","5.036752223968506","5.036752223968506","5.036752223968506","","","","","","","","","","19.33622932434082","19.33622932434082","19.33622932434082"
"18184","","","","","","","9.911940574645996","9.911940574645996","9.911940574645996","","","","","",""
"18312","","","","","","","","","","19.91439437866211","19.91439437866211","19.91439437866211","","",""
"18824","","","","","","","","","","","","","17.05999755859375","17.05999755859375","17.05999755859375"
"19080","","","","","","","","","","18.630779266357422","18.630779266357422","18.630779266357422","","",""
"19208","3.935175657272339","3.935175657272339","3.935175657272339","","","","","","","18.704105377197266","18.704105377197266","18.704105377197266","","",""
"19336","4.213420391082764","4.213420391082764","4.213420391082764","17.35230255126953","17.35230255126953","17.35230255126953","","","","17.32059097290039","17.32059097290039","17.32059097290039","17.38567543029785","17.38567543029785","17.38567543029785"
"19592","","","","","","","6.468236923217773","6.468236923217773","6.468236923217773","","","","17.15018081665039","17.15018081665039","17.15018081665039"
"19720","","","","","","","6.313355445861816","6.313355445861816","6.313355445861816","16.616748809814453","16.616748809814453","16.616748809814453","","",""
"19848","4.513713359832764","4.513713359832764","4.513713359832764","","","","","","","16.98455238342285","16.98455238342285","16.98455238342285","17.079137802124023","17.079137802124023","17.079137802124023"
"19976","4.75393009185791","4.75393009185791","4.75393009185791","","","","","","","","","","","",""
"20360","4.2509050369262695","4.2509050369262695","4.2509050369262695","14.437971115112305","14.437971115112305","14.437971115112305","","","","15.548068046569824","15.548068046569824","15.548068046569824","16.529584884643555","16.529584884643555","16.529584884643555"
"20488","","","","14.435848236083984","14.435848236083984","14.435848236083984","","","","","","","","",""
"20744","","","","13.868417739868164","13.868417739868164","13.868417739868164","","","","","","","","",""
"21000","","","","13.57925796508789","13.57925796508789","13.57925796508789","","","","","","","","",""
"21256","","","","","","","","","","13.901535034179688","13.901535034179688","13.901535034179688","15.607763290405273","15.607763290405273","15.607763290405273"
"21384","5.63025426864624","5.63025426864624","5.63025426864624","","","","","","","","","","","",""
"21512","","","","","","","","","","12.851144790649414","12.851144790649414","12.851144790649414","","",""
"21640","","","","","","","","","","12.920591354370117","12.920591354370117","12.920591354370117","","",""
"21896","","","","10.776224136352539","10.776224136352539","10.776224136352539","5.106980323791504","5.106980323791504","5.106980323791504","","","","","",""
"22024","","","","","","","","","","","","","13.549189567565918","13.549189567565918","13.549189567565918"
"22152","6.5040411949157715","6.5040411949157715","6.5040411949157715","","","","","","","10.01694393157959","10.01694393157959","10.01694393157959","13.195291519165039","13.195291519165039","13.195291519165039"
"22280","7.417175769805908","7.417175769805908","7.417175769805908","","","","","","","","","","","",""
"22408","","","","10.125045776367188","10.125045776367188","10.125045776367188","","","","","","","","",""
"22536","7.88602876663208","7.88602876663208","7.88602876663208","","","","6.5590949058532715","6.5590949058532715","6.5590949058532715","","","","","",""
"22664","","","","10.080913543701172","10.080913543701172","10.080913543701172","","","","9.462491035461426","9.462491035461426","9.462491035461426","","",""
"22792","","","","","","","","","","","","","13.359231948852539","13.359231948852539","13.359231948852539"
"23176","","","","","","","6.136981010437012","6.136981010437012","6.136981010437012","8.484575271606445","8.484575271606445","8.484575271606445","","",""
"23560","","","","","","","","","","8.572661399841309","8.572661399841309","8.572661399841309","13.724417686462402","13.724417686462402","13.724417686462402"
"23688","","","","","","","6.577404022216797","6.577404022216797","6.577404022216797","","","","","",""
"23944","","","","","","","","","","","","","13.450681686401367","13.450681686401367","13.450681686401367"
"24072","","","","8.796585083007812","8.796585083007812","8.796585083007812","","","","","","","","",""
"24200","","","","","","","7.80277681350708","7.80277681350708","7.80277681350708","","","","","",""
"24328","","","","","","","7.780747413635254","7.780747413635254","7.780747413635254","","","","","",""
"24456","","","","","","","","","","9.078889846801758","9.078889846801758","9.078889846801758","","",""
"24584","10.531576156616211","10.531576156616211","10.531576156616211","","","","","","","8.88161563873291","8.88161563873291","8.88161563873291","14.725834846496582","14.725834846496582","14.725834846496582"
"24712","","","","","","","","","","","","","14.401298522949219","14.401298522949219","14.401298522949219"
"24968","","","","","","","8.730853080749512","8.730853080749512","8.730853080749512","8.758238792419434","8.758238792419434","8.758238792419434","","",""
"25096","","","","","","","8.947498321533203","8.947498321533203","8.947498321533203","","","","14.58878231048584","14.58878231048584","14.58878231048584"
"25224","","","","","","","9.306671142578125","9.306671142578125","9.306671142578125","","","","","",""
"25352","","","","9.573036193847656","9.573036193847656","9.573036193847656","9.15767765045166","9.15767765045166","9.15767765045166","","","","","",""
"25480","","","","9.75454330444336","9.75454330444336","9.75454330444336","","","","","","","","",""
"25608","11.949581146240234","11.949581146240234","11.949581146240234","","","","","","","","","","13.114184379577637","13.114184379577637","13.114184379577637"
"25736","12.230151176452637","12.230151176452637","12.230151176452637","","","","","","","8.353324890136719","8.353324890136719","8.353324890136719","","",""
"25864","","","","9.748942375183105","9.748942375183105","9.748942375183105","","","","","","","13.27882194519043","13.27882194519043","13.27882194519043"
"25992","12.042654991149902","12.042654991149902","12.042654991149902","","","","9.558069229125977","9.558069229125977","9.558069229125977","","","","","",""
"26120","","","","","","","10.142878532409668","10.142878532409668","10.142878532409668","","","","","",""
"26504","","","","","","","10.776931762695312","10.776931762695312","10.776931762695312","8.199017524719238","8.199017524719238","8.199017524719238","","",""
"26632","","","","","","","10.733861923217773","10.733861923217773","10.733861923217773","","","","","",""
"26760","13.394030570983887","13.394030570983887","13.394030570983887","","","","","","","","","","","",""
"26888","13.538155555725098","13.538155555725098","13.538155555725098","","","","","","","","","","","",""
"27016","","","","","","","10.4098482131958","10.4098482131958","10.4098482131958","9.629815101623535","9.629815101623535","9.629815101623535","","",""
"27272","","","","","","","10.714117050170898","10.714117050170898","10.714117050170898","","","","","",""
"27656","13.701899528503418","13.701899528503418","13.701899528503418","","","","","","","","","","","",""
"27784","","","","","","","","","","","","","15.259876251220703","15.259876251220703","15.259876251220703"
"27912","","","","","","","","","","","","","14.955520629882812","14.955520629882812","14.955520629882812"
"28168","","","","","","","10.780515670776367","10.780515670776367","10.780515670776367","9.999619483947754","9.999619483947754","9.999619483947754","","",""
"28296","","","","","","","","","","10.72247314453125","10.72247314453125","10.72247314453125","","",""
"28424","14.761527061462402","14.761527061462402","14.761527061462402","","","","","","","","","","15.04647159576416","15.04647159576416","15.04647159576416"
"28680","","","","","","","","","","11.985580444335938","11.985580444335938","11.985580444335938","","",""
"29064","15.998092651367188","15.998092651367188","15.998092651367188","","","","","","","","","","","",""
"29320","","","","","","","","","","13.510263442993164","13.510263442993164","13.510263442993164","","",""
"29448","16.067750930786133","16.067750930786133","16.067750930786133","","","","12.99384880065918","12.99384880065918","12.99384880065918","","","","","",""
"29576","","","","","","","13.285226821899414","13.285226821899414","13.285226821899414","","","","","",""
"29704","","","","","","","13.44660472869873","13.44660472869873","13.44660472869873","","","","","",""
"30088","","","","","","","","","","14.947548866271973","14.947548866271973","14.947548866271973","","",""
"30216","","","","","","","","","","","","","15.699347496032715","15.699347496032715","15.699347496032715"
"30344","","","","","","","","","","","","","15.838197708129883","15.838197708129883","15.838197708129883"
"30472","","","","","","","","","","","","","15.361583709716797","15.361583709716797","15.361583709716797"
"30600","","","","","","","14.337376594543457","14.337376594543457","14.337376594543457","15.162141799926758","15.162141799926758","15.162141799926758","","",""
"30856","","","","","","","","","","","","","15.247032165527344","15.247032165527344","15.247032165527344"
"31112","","","","","","","","","","","","","15.152316093444824","15.152316093444824","15.152316093444824"
"31240","","","","","","","","","","","","","15.280892372131348","15.280892372131348","15.280892372131348"
"31368","","","","","","","15.636760711669922","15.636760711669922","15.636760711669922","","","","15.133245468139648","15.133245468139648","15.133245468139648"
"31624","","","","11.731014251708984","11.731014251708984","11.731014251708984","","","","","","","14.992149353027344","14.992149353027344","14.992149353027344"
"31752","15.935264587402344","15.935264587402344","15.935264587402344","","","","","","","","","","","",""
"31880","","","","","","","15.253832817077637","15.253832817077637","15.253832817077637","","","","","",""
"32136","","","","11.998445510864258","11.998445510864258","11.998445510864258","","","","","","","14.90413761138916","14.90413761138916","14.90413761138916"
"32264","","","","","","","","","","16.174650192260742","16.174650192260742","16.174650192260742","","",""
"32392","15.550678253173828","15.550678253173828","15.550678253173828","","","","15.210877418518066","15.210877418518066","15.210877418518066","","","","","",""
"32776","16.193042755126953","16.193042755126953","16.193042755126953","","","","15.8900728225708","15.8900728225708","15.8900728225708","","","","15.2845458984375","15.2845458984375","15.2845458984375"
"32904","","","","","","","15.901637077331543","15.901637077331543","15.901637077331543","16.316057205200195","16.316057205200195","16.316057205200195","","",""
"33416","","","","","","","15.851715087890625","15.851715087890625","15.851715087890625","","","","","",""
"33672","","","","","","","16.024045944213867","16.024045944213867","16.024045944213867","","","","","",""
"34056","15.893807411193848","15.893807411193848","15.893807411193848","13.952920913696289","13.952920913696289","13.952920913696289","","","","17.25273895263672","17.25273895263672","17.25273895263672","","",""
"34312","15.908766746520996","15.908766746520996","15.908766746520996","","","","","","","","","","15.658757209777832","15.658757209777832","15.658757209777832"
"34568","","","","","","","","","","17.35059928894043","17.35059928894043","17.35059928894043","","",""
"34696","","","","","","","16.3969669342041","16.3969669342041","16.3969669342041","","","","","",""
"34824","","","","","","","","","","","","","15.12588119506836","15.12588119506836","15.12588119506836"
"34952","16.344703674316406","16.344703674316406","16.344703674316406","","","","","","","","","","","",""
"35080","","","","","","","","","","17.2200927734375","17.2200927734375","17.2200927734375","","",""
"35336","","","","13.453055381774902","13.453055381774902","13.453055381774902","","","","16.729646682739258","16.729646682739258","16.729646682739258","","",""
"35464","","","","13.541229248046875","13.541229248046875","13.541229248046875","18.215295791625977","18.215295791625977","18.215295791625977","17.15479278564453","17.15479278564453","17.15479278564453","","",""
"35592","","","","","","","","","","","","","15.454448699951172","15.454448699951172","15.454448699951172"
"35720","","","","","","","","","","16.82658576965332","16.82658576965332","16.82658576965332","","",""
"35976","","","","","","","","","","","","","14.86091136932373","14.86091136932373","14.86091136932373"
"36232","","","","13.42794132232666","13.42794132232666","13.42794132232666","","","","16.372894287109375","16.372894287109375","16.372894287109375","","",""
"36360","","","","","","","17.791406631469727","17.791406631469727","17.791406631469727","","","","","",""
"36488","","","","","","","","","","","","","14.83574390411377","14.83574390411377","14.83574390411377"
"36616","","","","","","","","","","15.939488410949707","15.939488410949707","15.939488410949707","","",""
"37256","","","","","","","","","","17.024471282958984","17.024471282958984","17.024471282958984","","",""
"37384","","","","","","","","","","","","","15.895434379577637","15.895434379577637","15.895434379577637"
"37512","","","","","","","","","","17.03892707824707","17.03892707824707","17.03892707824707","","",""
"37640","","","","","","","","","","","","","16.079864501953125","16.079864501953125","16.079864501953125"
"37768","17.21491050720215","17.21491050720215","17.21491050720215","","","","","","","16.695009231567383","16.695009231567383","16.695009231567383","","",""
"37896","","","","","","","17.377981185913086","17.377981185913086","17.377981185913086","","","","","",""
"38024","17.52735137939453","17.52735137939453","17.52735137939453","","","","17.845096588134766","17.845096588134766","17.845096588134766","16.671598434448242","16.671598434448242","16.671598434448242","","",""
"38280","17.369173049926758","17.369173049926758","17.369173049926758","15.043171882629395","15.043171882629395","15.043171882629395","18.353078842163086","18.353078842163086","18.353078842163086","","","","","",""
"38664","17.408979415893555","17.408979415893555","17.408979415893555","","","","","","","","","","16.489103317260742","16.489103317260742","16.489103317260742"
"38792","17.31180191040039","17.31180191040039","17.31180191040039","","","","","","","15.302790641784668","15.302790641784668","15.302790641784668","","",""
"38920","","","","","","","","","","","","","17.758602142333984","17.758602142333984","17.758602142333984"
"39048","","","","","","","","","","15.164803504943848","15.164803504943848","15.164803504943848","","",""
"39304","","","","","","","","","","","","","17.818016052246094","17.818016052246094","17.818016052246094"
"39432","","","","","","","18.627933502197266","18.627933502197266","18.627933502197266","15.06333065032959","15.06333065032959","15.06333065032959","","",""
"39560","","","","16.175201416015625","16.175201416015625","16.175201416015625","","","","14.598844528198242","14.598844528198242","14.598844528198242","","",""
"39688","","","","","","","","","","","","","17.15121841430664","17.15121841430664","17.15121841430664"
"39816","","","","","","","","","","14.72552490234375","14.72552490234375","14.72552490234375","","",""
"39944","17.972665786743164","17.972665786743164","17.972665786743164","","","","18.14236831665039","18.14236831665039","18.14236831665039","14.890600204467773","14.890600204467773","14.890600204467773","","",""
"40072","18.632970809936523","18.632970809936523","18.632970809936523","","","","","","","15.33464527130127","15.33464527130127","15.33464527130127","17.188995361328125","17.188995361328125","17.188995361328125"
"40200","18.421449661254883","18.421449661254883","18.421449661254883","","","","","","","","","","","",""
"40328","","","","","","","18.51767921447754","18.51767921447754","18.51767921447754","","","","","",""
"40584","","","","","","","18.952957153320312","18.952957153320312","18.952957153320312","","","","","",""
"40968","","","","17.231876373291016","17.231876373291016","17.231876373291016","18.673276901245117","18.673276901245117","18.673276901245117","","","","16.669591903686523","16.669591903686523","16.669591903686523"
"41096","18.272865295410156","18.272865295410156","18.272865295410156","17.423683166503906","17.423683166503906","17.423683166503906","","","","","","","","",""
"41352","18.1154842376709","18.1154842376709","18.1154842376709","","","","","","","","","","16.913955688476562","16.913955688476562","16.913955688476562"
"41480","","","","","","","18.67719268798828","18.67719268798828","18.67719268798828","","","","","",""
"41608","","","","","","","19.05396270751953","19.05396270751953","19.05396270751953","","","","17.56895637512207","17.56895637512207","17.56895637512207"
"41736","","","","17.88978385925293","17.88978385925293","17.88978385925293","","","","","","","","",""
"41992","","","","18.24182891845703","18.24182891845703","18.24182891845703","","","","","","","","",""
"42248","","","","","","","","","","","","","18.048309326171875","18.048309326171875","18.048309326171875"
"42504","","","","","","","","","","15.81777572631836","15.81777572631836","15.81777572631836","","",""
"42888","","","","19.697599411010742","19.697599411010742","19.697599411010742","","","","","","","","",""
"43016","","","","","","","19.973360061645508","19.973360061645508","19.973360061645508","","","","17.99970054626465","17.99970054626465","17.99970054626465"
"43144","","","","","","","","","","","","","17.37757682800293","17.37757682800293","17.37757682800293"
"43272","","","","","","","","","","","","","17.35050392150879","17.35050392150879","17.35050392150879"
"43656","19.68783950805664","19.68783950805664","19.68783950805664","","","","","","","16.564823150634766","16.564823150634766","16.564823150634766","","",""
"43784","","","","","","","","","","17.241836547851562","17.241836547851562","17.241836547851562","","",""
"43912","","","","","","","","","","","","","16.64497947692871","16.64497947692871","16.64497947692871"
"44168","","","","19.89777374267578","19.89777374267578","19.89777374267578","","","","","","","","",""
"44296","","","","20.095354080200195","20.095354080200195","20.095354080200195","22.16304588317871","22.16304588317871","22.16304588317871","","","","","",""
"44552","20.673824310302734","20.673824310302734","20.673824310302734","","","","","","","","","","16.35315704345703","16.35315704345703","16.35315704345703"
"44680","","","","","","","","","","16.398096084594727","16.398096084594727","16.398096084594727","16.584491729736328","16.584491729736328","16.584491729736328"
"45192","","","","","","","","","","17.39482307434082","17.39482307434082","17.39482307434082","","",""
"45320","","","","","","","","","","","","","16.137292861938477","16.137292861938477","16.137292861938477"
"45832","","","","","","","","","","","","","17.410282135009766","17.410282135009766","17.410282135009766"
"45960","","","","","","","","","","17.06942367553711","17.06942367553711","17.06942367553711","","",""
"46088","","","","","","","","","","16.97608757019043","16.97608757019043","16.97608757019043","","",""
"46216","","","","20.504613876342773","20.504613876342773","20.504613876342773","","","","","","","","",""
"46344","","","","","","","","","","16.851665496826172","16.851665496826172","16.851665496826172","","",""
"46472","21.49597930908203","21.49597930908203","21.49597930908203","","","","","","","","","","16.71770477294922","16.71770477294922","16.71770477294922"
"46728","21.457870483398438","21.457870483398438","21.457870483398438","","","","","","","","","","16.67203140258789","16.67203140258789","16.67203140258789"
"46856","22.18354606628418","22.18354606628418","22.18354606628418","","","","","","","","","","","",""
"46984","","","","","","","22.012374877929688","22.012374877929688","22.012374877929688","","","","","",""
"47112","","","","20.061628341674805","20.061628341674805","20.061628341674805","","","","","","","","",""
"47496","","","","","","","","","","","","","16.76709747314453","16.76709747314453","16.76709747314453"
"47624","","","","","","","","","","17.359224319458008","17.359224319458008","17.359224319458008","16.737319946289062","16.737319946289062","16.737319946289062"
"47752","","","","","","","21.10883903503418","21.10883903503418","21.10883903503418","","","","","",""
"47880","21.446533203125","21.446533203125","21.446533203125","","","","","","","","","","","",""
"48136","","","","","","","","","","17.773387908935547","17.773387908935547","17.773387908935547","17.221202850341797","17.221202850341797","17.221202850341797"
"48264","","","","","","","","","","18.00307273864746","18.00307273864746","18.00307273864746","17.34174919128418","17.34174919128418","17.34174919128418"
"48520","","","","","","","","","","","","","17.433652877807617","17.433652877807617","17.433652877807617"
"48648","","","","","","","","","","","","","17.540632247924805","17.540632247924805","17.540632247924805"
"48776","21.75444221496582","21.75444221496582","21.75444221496582","","","","","","","","","","","",""
"49032","","","","","","","21.61286735534668","21.61286735534668","21.61286735534668","","","","17.841073989868164","17.841073989868164","17.841073989868164"
"49160","","","","19.12344741821289","19.12344741821289","19.12344741821289","","","","","","","","",""
"49416","","","","","","","21.869421005249023","21.869421005249023","21.869421005249023","","","","","",""
"49544","","","","","","","","","","19.04423713684082","19.04423713684082","19.04423713684082","","",""
"49672","21.153961181640625","21.153961181640625","21.153961181640625","","","","","","","19.188684463500977","19.188684463500977","19.188684463500977","","",""
"49800","","","","","","","","","","","","","17.684099197387695","17.684099197387695","17.684099197387695"
"50056","","","","","","","","","","","","","17.68802833557129","17.68802833557129","17.68802833557129"
"50184","","","","","","","","","","19.742919921875","19.742919921875","19.742919921875","","",""
"50568","","","","","","","22.87318229675293","22.87318229675293","22.87318229675293","","","","","",""
"50696","","","","","","","","","","21.160383224487305","21.160383224487305","21.160383224487305","","",""
"50824","","","","","","","","","","","","","19.280202865600586","19.280202865600586","19.280202865600586"
"50952","20.334320068359375","20.334320068359375","20.334320068359375","","","","","","","21.62322235107422","21.62322235107422","21.62322235107422","","",""
"51208","","","","","","","","","","21.16521453857422","21.16521453857422","21.16521453857422","","",""
"51336","","","","18.76297378540039","18.76297378540039","18.76297378540039","","","","","","","","",""
"51464","20.426862716674805","20.426862716674805","20.426862716674805","","","","23.732635498046875","23.732635498046875","23.732635498046875","","","","21.10932731628418","21.10932731628418","21.10932731628418"
"51720","","","","","","","","","","21.362035751342773","21.362035751342773","21.362035751342773","21.942018508911133","21.942018508911133","21.942018508911133"
"51848","","","","","","","","","","","","","22.28133201599121","22.28133201599121","22.28133201599121"
"51976","","","","","","","24.044530868530273","24.044530868530273","24.044530868530273","","","","","",""
"52104","","","","","","","24.022411346435547","24.022411346435547","24.022411346435547","","","","","",""
"52232","","","","19.402986526489258","19.402986526489258","19.402986526489258","","","","20.20142936706543","20.20142936706543","20.20142936706543","","",""
"52360","20.480920791625977","20.480920791625977","20.480920791625977","","","","24.007307052612305","24.007307052612305","24.007307052612305","","","","","",""
"52616","","","","","","","","","","20.12349510192871","20.12349510192871","20.12349510192871","","",""
"52744","","","","19.71491813659668","19.71491813659668","19.71491813659668","","","","19.987346649169922","19.987346649169922","19.987346649169922","","",""
"52872","19.650619506835938","19.650619506835938","19.650619506835938","","","","","","","","","","","",""
"53128","","","","","","","","","","20.599220275878906","20.599220275878906","20.599220275878906","21.35594367980957","21.35594367980957","21.35594367980957"
"53256","","","","","","","","","","20.27288055419922","20.27288055419922","20.27288055419922","","",""
"53384","","","","","","","","","","","","","21.699087142944336","21.699087142944336","21.699087142944336"
"53512","","","","20.115718841552734","20.115718841552734","20.115718841552734","","","","","","","","",""
"53768","","","","19.466758728027344","19.466758728027344","19.466758728027344","","","","20.84931755065918","20.84931755065918","20.84931755065918","","",""
"54280","","","","19.871135711669922","19.871135711669922","19.871135711669922","","","","","","","","",""
"54408","","","","","","","","","","20.328365325927734","20.328365325927734","20.328365325927734","","",""
"54536","","","","19.906402587890625","19.906402587890625","19.906402587890625","","","","","","","","",""
"54664","","","","20.4107666015625","20.4107666015625","20.4107666015625","25.330583572387695","25.330583572387695","25.330583572387695","","","","22.360057830810547","22.360057830810547","22.360057830810547"
"55048","","","","","","","","","","","","","22.985708236694336","22.985708236694336","22.985708236694336"
"55176","","","","","","","","","","","","","22.77066993713379","22.77066993713379","22.77066993713379"
"55304","","","","","","","","","","19.796154022216797","19.796154022216797","19.796154022216797","","",""
"55560","19.71100425720215","19.71100425720215","19.71100425720215","","","","","","","","","","","",""
"55816","","","","","","","25.464834213256836","25.464834213256836","25.464834213256836","","","","","",""
"55944","","","","20.313201904296875","20.313201904296875","20.313201904296875","","","","","","","","",""
"56072","","","","","","","","","","","","","22.49037742614746","22.49037742614746","22.49037742614746"
"56200","19.10593032836914","19.10593032836914","19.10593032836914","","","","","","","","","","","",""
