"Step","dflex_anymal_4 - train_return","dflex_anymal_4 - train_return__MIN","dflex_anymal_4 - train_return__MAX","dflex_anymal_3 - train_return","dflex_anymal_3 - train_return__MIN","dflex_anymal_3 - train_return__MAX","dflex_anymal_2 - train_return","dflex_anymal_2 - train_return__MIN","dflex_anymal_2 - train_return__MAX","dflex_anymal_1 - train_return","dflex_anymal_1 - train_return__MIN","dflex_anymal_1 - train_return__MAX","dflex_anymal_0 - train_return","dflex_anymal_0 - train_return__MIN","dflex_anymal_0 - train_return__MAX"
"13192","","","","21.769359588623047","21.769359588623047","21.769359588623047","21.02463150024414","21.02463150024414","21.02463150024414","24.35630226135254","24.35630226135254","24.35630226135254","21.567167282104492","21.567167282104492","21.567167282104492"
"13448","","","","21.662776947021484","21.662776947021484","21.662776947021484","","","","24.63983154296875","24.63983154296875","24.63983154296875","21.692167282104492","21.692167282104492","21.692167282104492"
"13704","21.74913787841797","21.74913787841797","21.74913787841797","","","","","","","24.905553817749023","24.905553817749023","24.905553817749023","21.450397491455078","21.450397491455078","21.450397491455078"
"13960","21.751300811767578","21.751300811767578","21.751300811767578","21.26256561279297","21.26256561279297","21.26256561279297","20.166954040527344","20.166954040527344","20.166954040527344","25.120319366455078","25.120319366455078","25.120319366455078","21.481767654418945","21.481767654418945","21.481767654418945"
"14216","21.70913314819336","21.70913314819336","21.70913314819336","21.181774139404297","21.181774139404297","21.181774139404297","20.10012435913086","20.10012435913086","20.10012435913086","25.105560302734375","25.105560302734375","25.105560302734375","21.39111328125","21.39111328125","21.39111328125"
"14472","21.503076553344727","21.503076553344727","21.503076553344727","","","","19.7194881439209","19.7194881439209","19.7194881439209","25.164480209350586","25.164480209350586","25.164480209350586","21.432769775390625","21.432769775390625","21.432769775390625"
"14728","21.49750518798828","21.49750518798828","21.49750518798828","21.244890213012695","21.244890213012695","21.244890213012695","19.891075134277344","19.891075134277344","19.891075134277344","25.207971572875977","25.207971572875977","25.207971572875977","21.61276626586914","21.61276626586914","21.61276626586914"
"14984","21.520153045654297","21.520153045654297","21.520153045654297","21.16187286376953","21.16187286376953","21.16187286376953","","","","25.895713806152344","25.895713806152344","25.895713806152344","21.789030075073242","21.789030075073242","21.789030075073242"
"15240","21.591337203979492","21.591337203979492","21.591337203979492","21.050045013427734","21.050045013427734","21.050045013427734","20.10970115661621","20.10970115661621","20.10970115661621","25.93983268737793","25.93983268737793","25.93983268737793","21.897241592407227","21.897241592407227","21.897241592407227"
"15496","21.526369094848633","21.526369094848633","21.526369094848633","20.93781852722168","20.93781852722168","20.93781852722168","","","","26.442245483398438","26.442245483398438","26.442245483398438","22.165613174438477","22.165613174438477","22.165613174438477"
"15752","21.629009246826172","21.629009246826172","21.629009246826172","21.037565231323242","21.037565231323242","21.037565231323242","","","","26.293081283569336","26.293081283569336","26.293081283569336","22.156902313232422","22.156902313232422","22.156902313232422"
"16008","21.659320831298828","21.659320831298828","21.659320831298828","21.056631088256836","21.056631088256836","21.056631088256836","20.19923210144043","20.19923210144043","20.19923210144043","26.426376342773438","26.426376342773438","26.426376342773438","22.22657585144043","22.22657585144043","22.22657585144043"
"16264","21.577444076538086","21.577444076538086","21.577444076538086","","","","","","","26.41848373413086","26.41848373413086","26.41848373413086","22.561717987060547","22.561717987060547","22.561717987060547"
"16520","21.61260414123535","21.61260414123535","21.61260414123535","","","","","","","26.410234451293945","26.410234451293945","26.410234451293945","22.777652740478516","22.777652740478516","22.777652740478516"
"16776","","","","21.055044174194336","21.055044174194336","21.055044174194336","20.46198844909668","20.46198844909668","20.46198844909668","27.0489444732666","27.0489444732666","27.0489444732666","22.87617301940918","22.87617301940918","22.87617301940918"
"17032","21.72146224975586","21.72146224975586","21.72146224975586","20.881698608398438","20.881698608398438","20.881698608398438","20.41131019592285","20.41131019592285","20.41131019592285","27.39348030090332","27.39348030090332","27.39348030090332","22.87602424621582","22.87602424621582","22.87602424621582"
"17288","21.744842529296875","21.744842529296875","21.744842529296875","20.74237060546875","20.74237060546875","20.74237060546875","20.477678298950195","20.477678298950195","20.477678298950195","27.49834632873535","27.49834632873535","27.49834632873535","22.823253631591797","22.823253631591797","22.823253631591797"
"17544","21.753475189208984","21.753475189208984","21.753475189208984","21.044872283935547","21.044872283935547","21.044872283935547","20.518104553222656","20.518104553222656","20.518104553222656","27.71560287475586","27.71560287475586","27.71560287475586","22.910526275634766","22.910526275634766","22.910526275634766"
"17800","","","","","","","","","","27.61626625061035","27.61626625061035","27.61626625061035","22.89934730529785","22.89934730529785","22.89934730529785"
"18056","21.372272491455078","21.372272491455078","21.372272491455078","20.91146469116211","20.91146469116211","20.91146469116211","20.4631290435791","20.4631290435791","20.4631290435791","27.615570068359375","27.615570068359375","27.615570068359375","22.794715881347656","22.794715881347656","22.794715881347656"
"18312","","","","20.787338256835938","20.787338256835938","20.787338256835938","20.29999351501465","20.29999351501465","20.29999351501465","27.66462516784668","27.66462516784668","27.66462516784668","22.86382484436035","22.86382484436035","22.86382484436035"
"18568","21.42244529724121","21.42244529724121","21.42244529724121","20.719589233398438","20.719589233398438","20.719589233398438","20.57575798034668","20.57575798034668","20.57575798034668","27.470272064208984","27.470272064208984","27.470272064208984","22.813655853271484","22.813655853271484","22.813655853271484"
"18824","21.58830451965332","21.58830451965332","21.58830451965332","20.91615104675293","20.91615104675293","20.91615104675293","","","","27.405141830444336","27.405141830444336","27.405141830444336","22.770002365112305","22.770002365112305","22.770002365112305"
"19080","21.909950256347656","21.909950256347656","21.909950256347656","20.972713470458984","20.972713470458984","20.972713470458984","21.507343292236328","21.507343292236328","21.507343292236328","27.420766830444336","27.420766830444336","27.420766830444336","22.734682083129883","22.734682083129883","22.734682083129883"
"19336","21.95075798034668","21.95075798034668","21.95075798034668","21.097742080688477","21.097742080688477","21.097742080688477","","","","26.855825424194336","26.855825424194336","26.855825424194336","22.743425369262695","22.743425369262695","22.743425369262695"
"19592","22.2294864654541","22.2294864654541","22.2294864654541","21.16281509399414","21.16281509399414","21.16281509399414","22.126117706298828","22.126117706298828","22.126117706298828","26.559085845947266","26.559085845947266","26.559085845947266","22.911733627319336","22.911733627319336","22.911733627319336"
"19848","22.454654693603516","22.454654693603516","22.454654693603516","21.207801818847656","21.207801818847656","21.207801818847656","","","","26.451200485229492","26.451200485229492","26.451200485229492","23.01141357421875","23.01141357421875","23.01141357421875"
"20104","22.460723876953125","22.460723876953125","22.460723876953125","21.231496810913086","21.231496810913086","21.231496810913086","","","","26.15816879272461","26.15816879272461","26.15816879272461","23.137210845947266","23.137210845947266","23.137210845947266"
"20360","22.310665130615234","22.310665130615234","22.310665130615234","21.485458374023438","21.485458374023438","21.485458374023438","","","","26.092514038085938","26.092514038085938","26.092514038085938","23.24888801574707","23.24888801574707","23.24888801574707"
"20616","","","","21.764904022216797","21.764904022216797","21.764904022216797","22.11893081665039","22.11893081665039","22.11893081665039","25.84830093383789","25.84830093383789","25.84830093383789","23.168319702148438","23.168319702148438","23.168319702148438"
"20872","22.337282180786133","22.337282180786133","22.337282180786133","22.02780532836914","22.02780532836914","22.02780532836914","22.19638442993164","22.19638442993164","22.19638442993164","25.537757873535156","25.537757873535156","25.537757873535156","23.434682846069336","23.434682846069336","23.434682846069336"
"21128","22.919044494628906","22.919044494628906","22.919044494628906","22.0003604888916","22.0003604888916","22.0003604888916","","","","25.42597770690918","25.42597770690918","25.42597770690918","23.485055923461914","23.485055923461914","23.485055923461914"
"21384","23.270204544067383","23.270204544067383","23.270204544067383","22.008502960205078","22.008502960205078","22.008502960205078","22.27596664428711","22.27596664428711","22.27596664428711","25.58078384399414","25.58078384399414","25.58078384399414","23.846508026123047","23.846508026123047","23.846508026123047"
"21640","23.558385848999023","23.558385848999023","23.558385848999023","22.099910736083984","22.099910736083984","22.099910736083984","22.28193473815918","22.28193473815918","22.28193473815918","25.555126190185547","25.555126190185547","25.555126190185547","24.19118309020996","24.19118309020996","24.19118309020996"
"21896","","","","22.530574798583984","22.530574798583984","22.530574798583984","22.386959075927734","22.386959075927734","22.386959075927734","25.40361785888672","25.40361785888672","25.40361785888672","24.344844818115234","24.344844818115234","24.344844818115234"
"22152","23.545827865600586","23.545827865600586","23.545827865600586","22.424161911010742","22.424161911010742","22.424161911010742","","","","26.2392520904541","26.2392520904541","26.2392520904541","25.07891845703125","25.07891845703125","25.07891845703125"
"22408","23.791969299316406","23.791969299316406","23.791969299316406","22.66700553894043","22.66700553894043","22.66700553894043","","","","26.273944854736328","26.273944854736328","26.273944854736328","25.57256317138672","25.57256317138672","25.57256317138672"
"22664","24.179651260375977","24.179651260375977","24.179651260375977","22.73261260986328","22.73261260986328","22.73261260986328","22.920700073242188","22.920700073242188","22.920700073242188","26.069047927856445","26.069047927856445","26.069047927856445","26.195497512817383","26.195497512817383","26.195497512817383"
"22920","24.346960067749023","24.346960067749023","24.346960067749023","","","","23.02239418029785","23.02239418029785","23.02239418029785","26.365882873535156","26.365882873535156","26.365882873535156","26.75395393371582","26.75395393371582","26.75395393371582"
"23176","24.414344787597656","24.414344787597656","24.414344787597656","23.280752182006836","23.280752182006836","23.280752182006836","23.148839950561523","23.148839950561523","23.148839950561523","26.842784881591797","26.842784881591797","26.842784881591797","27.056413650512695","27.056413650512695","27.056413650512695"
"23432","24.789447784423828","24.789447784423828","24.789447784423828","23.364593505859375","23.364593505859375","23.364593505859375","23.79599952697754","23.79599952697754","23.79599952697754","27.33346939086914","27.33346939086914","27.33346939086914","27.031925201416016","27.031925201416016","27.031925201416016"
"23688","24.58707046508789","24.58707046508789","24.58707046508789","23.709535598754883","23.709535598754883","23.709535598754883","24.03689193725586","24.03689193725586","24.03689193725586","27.04417610168457","27.04417610168457","27.04417610168457","26.9205265045166","26.9205265045166","26.9205265045166"
"23944","24.567401885986328","24.567401885986328","24.567401885986328","24.23571014404297","24.23571014404297","24.23571014404297","24.32760238647461","24.32760238647461","24.32760238647461","26.385038375854492","26.385038375854492","26.385038375854492","26.700504302978516","26.700504302978516","26.700504302978516"
"24200","24.44855499267578","24.44855499267578","24.44855499267578","24.288442611694336","24.288442611694336","24.288442611694336","24.466291427612305","24.466291427612305","24.466291427612305","26.332786560058594","26.332786560058594","26.332786560058594","27.037784576416016","27.037784576416016","27.037784576416016"
"24456","25.020431518554688","25.020431518554688","25.020431518554688","24.27498435974121","24.27498435974121","24.27498435974121","24.946596145629883","24.946596145629883","24.946596145629883","26.84837532043457","26.84837532043457","26.84837532043457","26.905879974365234","26.905879974365234","26.905879974365234"
"24712","25.004047393798828","25.004047393798828","25.004047393798828","24.59859275817871","24.59859275817871","24.59859275817871","","","","26.610565185546875","26.610565185546875","26.610565185546875","26.7296142578125","26.7296142578125","26.7296142578125"
"24968","","","","24.673734664916992","24.673734664916992","24.673734664916992","","","","26.05945587158203","26.05945587158203","26.05945587158203","26.382102966308594","26.382102966308594","26.382102966308594"
"25224","25.13367462158203","25.13367462158203","25.13367462158203","24.72635269165039","24.72635269165039","24.72635269165039","27.453231811523438","27.453231811523438","27.453231811523438","26.105438232421875","26.105438232421875","26.105438232421875","26.22330665588379","26.22330665588379","26.22330665588379"
"25480","","","","","","","","","","25.88272476196289","25.88272476196289","25.88272476196289","26.03280258178711","26.03280258178711","26.03280258178711"
"25736","25.882274627685547","25.882274627685547","25.882274627685547","25.23727035522461","25.23727035522461","25.23727035522461","","","","25.43525505065918","25.43525505065918","25.43525505065918","25.680044174194336","25.680044174194336","25.680044174194336"
"25992","","","","25.633913040161133","25.633913040161133","25.633913040161133","","","","24.90199089050293","24.90199089050293","24.90199089050293","25.49028968811035","25.49028968811035","25.49028968811035"
"26248","25.388404846191406","25.388404846191406","25.388404846191406","25.669172286987305","25.669172286987305","25.669172286987305","28.64873504638672","28.64873504638672","28.64873504638672","24.938922882080078","24.938922882080078","24.938922882080078","24.950342178344727","24.950342178344727","24.950342178344727"
"26504","25.15736961364746","25.15736961364746","25.15736961364746","25.645658493041992","25.645658493041992","25.645658493041992","28.626535415649414","28.626535415649414","28.626535415649414","24.77997589111328","24.77997589111328","24.77997589111328","24.831335067749023","24.831335067749023","24.831335067749023"
"26760","","","","26.81235694885254","26.81235694885254","26.81235694885254","28.869497299194336","28.869497299194336","28.869497299194336","24.66194725036621","24.66194725036621","24.66194725036621","24.346725463867188","24.346725463867188","24.346725463867188"
"27016","25.77120018005371","25.77120018005371","25.77120018005371","26.883512496948242","26.883512496948242","26.883512496948242","28.96628761291504","28.96628761291504","28.96628761291504","24.61766815185547","24.61766815185547","24.61766815185547","24.485071182250977","24.485071182250977","24.485071182250977"
"27272","","","","26.232982635498047","26.232982635498047","26.232982635498047","28.25714874267578","28.25714874267578","28.25714874267578","25.404850006103516","25.404850006103516","25.404850006103516","24.111305236816406","24.111305236816406","24.111305236816406"
"27528","25.31961441040039","25.31961441040039","25.31961441040039","26.471820831298828","26.471820831298828","26.471820831298828","28.159170150756836","28.159170150756836","28.159170150756836","25.710538864135742","25.710538864135742","25.710538864135742","23.492931365966797","23.492931365966797","23.492931365966797"
"27784","24.675321578979492","24.675321578979492","24.675321578979492","26.3817081451416","26.3817081451416","26.3817081451416","","","","25.74340057373047","25.74340057373047","25.74340057373047","23.31531524658203","23.31531524658203","23.31531524658203"
"28040","24.35093879699707","24.35093879699707","24.35093879699707","26.225982666015625","26.225982666015625","26.225982666015625","27.536788940429688","27.536788940429688","27.536788940429688","26.542951583862305","26.542951583862305","26.542951583862305","22.866891860961914","22.866891860961914","22.866891860961914"
"28296","24.754865646362305","24.754865646362305","24.754865646362305","26.03841209411621","26.03841209411621","26.03841209411621","27.02739906311035","27.02739906311035","27.02739906311035","26.41323471069336","26.41323471069336","26.41323471069336","22.49329376220703","22.49329376220703","22.49329376220703"
"28552","24.333017349243164","24.333017349243164","24.333017349243164","","","","27.272438049316406","27.272438049316406","27.272438049316406","26.12453842163086","26.12453842163086","26.12453842163086","22.137157440185547","22.137157440185547","22.137157440185547"
"28808","24.374860763549805","24.374860763549805","24.374860763549805","25.552934646606445","25.552934646606445","25.552934646606445","","","","26.06557846069336","26.06557846069336","26.06557846069336","22.088459014892578","22.088459014892578","22.088459014892578"
"29064","","","","25.283388137817383","25.283388137817383","25.283388137817383","","","","26.036956787109375","26.036956787109375","26.036956787109375","21.622352600097656","21.622352600097656","21.622352600097656"
"29320","23.02634620666504","23.02634620666504","23.02634620666504","25.32770538330078","25.32770538330078","25.32770538330078","26.38187599182129","26.38187599182129","26.38187599182129","25.61063003540039","25.61063003540039","25.61063003540039","21.133256912231445","21.133256912231445","21.133256912231445"
"29576","22.928607940673828","22.928607940673828","22.928607940673828","25.646451950073242","25.646451950073242","25.646451950073242","26.057159423828125","26.057159423828125","26.057159423828125","25.464157104492188","25.464157104492188","25.464157104492188","20.94646453857422","20.94646453857422","20.94646453857422"
"29832","22.95537567138672","22.95537567138672","22.95537567138672","25.257902145385742","25.257902145385742","25.257902145385742","26.08658218383789","26.08658218383789","26.08658218383789","26.137630462646484","26.137630462646484","26.137630462646484","20.734806060791016","20.734806060791016","20.734806060791016"
"30088","22.46311378479004","22.46311378479004","22.46311378479004","25.85592269897461","25.85592269897461","25.85592269897461","25.972801208496094","25.972801208496094","25.972801208496094","26.283979415893555","26.283979415893555","26.283979415893555","20.6602783203125","20.6602783203125","20.6602783203125"
"30344","","","","","","","25.930892944335938","25.930892944335938","25.930892944335938","26.005277633666992","26.005277633666992","26.005277633666992","20.454782485961914","20.454782485961914","20.454782485961914"
"30600","22.602046966552734","22.602046966552734","22.602046966552734","25.68219757080078","25.68219757080078","25.68219757080078","25.551273345947266","25.551273345947266","25.551273345947266","25.96422004699707","25.96422004699707","25.96422004699707","20.3403263092041","20.3403263092041","20.3403263092041"
"30856","","","","25.53095245361328","25.53095245361328","25.53095245361328","25.33723258972168","25.33723258972168","25.33723258972168","26.179515838623047","26.179515838623047","26.179515838623047","20.243967056274414","20.243967056274414","20.243967056274414"
"31112","22.457216262817383","22.457216262817383","22.457216262817383","25.356388092041016","25.356388092041016","25.356388092041016","25.400081634521484","25.400081634521484","25.400081634521484","26.009033203125","26.009033203125","26.009033203125","20.207250595092773","20.207250595092773","20.207250595092773"
"31368","22.445505142211914","22.445505142211914","22.445505142211914","25.117958068847656","25.117958068847656","25.117958068847656","25.49494743347168","25.49494743347168","25.49494743347168","25.82991600036621","25.82991600036621","25.82991600036621","20.15165901184082","20.15165901184082","20.15165901184082"
"31624","22.749841690063477","22.749841690063477","22.749841690063477","24.55802345275879","24.55802345275879","24.55802345275879","25.265283584594727","25.265283584594727","25.265283584594727","25.703824996948242","25.703824996948242","25.703824996948242","20.10281753540039","20.10281753540039","20.10281753540039"
"31880","22.517175674438477","22.517175674438477","22.517175674438477","24.65530776977539","24.65530776977539","24.65530776977539","25.156328201293945","25.156328201293945","25.156328201293945","25.85051727294922","25.85051727294922","25.85051727294922","20.180492401123047","20.180492401123047","20.180492401123047"
"32136","","","","24.482370376586914","24.482370376586914","24.482370376586914","25.148622512817383","25.148622512817383","25.148622512817383","26.117286682128906","26.117286682128906","26.117286682128906","20.120454788208008","20.120454788208008","20.120454788208008"
"32392","","","","24.43865966796875","24.43865966796875","24.43865966796875","25.059267044067383","25.059267044067383","25.059267044067383","26.061969757080078","26.061969757080078","26.061969757080078","20.109413146972656","20.109413146972656","20.109413146972656"
"32648","22.3624210357666","22.3624210357666","22.3624210357666","24.477075576782227","24.477075576782227","24.477075576782227","25.07485008239746","25.07485008239746","25.07485008239746","25.88266372680664","25.88266372680664","25.88266372680664","20.05217742919922","20.05217742919922","20.05217742919922"
"32904","22.26756477355957","22.26756477355957","22.26756477355957","24.60401153564453","24.60401153564453","24.60401153564453","","","","25.78902244567871","25.78902244567871","25.78902244567871","19.993738174438477","19.993738174438477","19.993738174438477"
"33160","22.468971252441406","22.468971252441406","22.468971252441406","24.472394943237305","24.472394943237305","24.472394943237305","24.97514533996582","24.97514533996582","24.97514533996582","25.77606201171875","25.77606201171875","25.77606201171875","19.92119789123535","19.92119789123535","19.92119789123535"
"33416","22.38201141357422","22.38201141357422","22.38201141357422","24.619985580444336","24.619985580444336","24.619985580444336","24.95895004272461","24.95895004272461","24.95895004272461","26.150278091430664","26.150278091430664","26.150278091430664","20.05874252319336","20.05874252319336","20.05874252319336"
"33672","22.287206649780273","22.287206649780273","22.287206649780273","24.667680740356445","24.667680740356445","24.667680740356445","24.82112693786621","24.82112693786621","24.82112693786621","26.40799903869629","26.40799903869629","26.40799903869629","20.192718505859375","20.192718505859375","20.192718505859375"
"33928","22.419418334960938","22.419418334960938","22.419418334960938","24.74068832397461","24.74068832397461","24.74068832397461","24.74600601196289","24.74600601196289","24.74600601196289","26.26128578186035","26.26128578186035","26.26128578186035","20.1425724029541","20.1425724029541","20.1425724029541"
"34184","22.46318817138672","22.46318817138672","22.46318817138672","24.920549392700195","24.920549392700195","24.920549392700195","24.670934677124023","24.670934677124023","24.670934677124023","26.17729949951172","26.17729949951172","26.17729949951172","20.32016372680664","20.32016372680664","20.32016372680664"
"34440","22.48727798461914","22.48727798461914","22.48727798461914","25.04863166809082","25.04863166809082","25.04863166809082","24.761613845825195","24.761613845825195","24.761613845825195","25.98006248474121","25.98006248474121","25.98006248474121","20.337947845458984","20.337947845458984","20.337947845458984"
"34696","22.54893684387207","22.54893684387207","22.54893684387207","25.36058807373047","25.36058807373047","25.36058807373047","24.68089485168457","24.68089485168457","24.68089485168457","25.98756980895996","25.98756980895996","25.98756980895996","20.389408111572266","20.389408111572266","20.389408111572266"
"34952","22.621150970458984","22.621150970458984","22.621150970458984","25.661468505859375","25.661468505859375","25.661468505859375","","","","26.179183959960938","26.179183959960938","26.179183959960938","20.462724685668945","20.462724685668945","20.462724685668945"
"35208","22.8378849029541","22.8378849029541","22.8378849029541","25.82139778137207","25.82139778137207","25.82139778137207","","","","26.272579193115234","26.272579193115234","26.272579193115234","20.541223526000977","20.541223526000977","20.541223526000977"
"35464","22.9258975982666","22.9258975982666","22.9258975982666","26.713102340698242","26.713102340698242","26.713102340698242","24.58006477355957","24.58006477355957","24.58006477355957","26.261919021606445","26.261919021606445","26.261919021606445","20.669269561767578","20.669269561767578","20.669269561767578"
"35720","22.871437072753906","22.871437072753906","22.871437072753906","26.755977630615234","26.755977630615234","26.755977630615234","24.645368576049805","24.645368576049805","24.645368576049805","26.645050048828125","26.645050048828125","26.645050048828125","20.86449432373047","20.86449432373047","20.86449432373047"
"35976","","","","26.781618118286133","26.781618118286133","26.781618118286133","24.72435760498047","24.72435760498047","24.72435760498047","27.14893913269043","27.14893913269043","27.14893913269043","20.955801010131836","20.955801010131836","20.955801010131836"
"36232","22.99917984008789","22.99917984008789","22.99917984008789","26.63353157043457","26.63353157043457","26.63353157043457","","","","27.016132354736328","27.016132354736328","27.016132354736328","21.52953338623047","21.52953338623047","21.52953338623047"
"36488","23.05065155029297","23.05065155029297","23.05065155029297","26.983598709106445","26.983598709106445","26.983598709106445","24.754608154296875","24.754608154296875","24.754608154296875","26.84564971923828","26.84564971923828","26.84564971923828","21.982099533081055","21.982099533081055","21.982099533081055"
"36744","","","","27.562458038330078","27.562458038330078","27.562458038330078","24.74612808227539","24.74612808227539","24.74612808227539","26.779125213623047","26.779125213623047","26.779125213623047","22.099451065063477","22.099451065063477","22.099451065063477"
"37000","","","","28.20359230041504","28.20359230041504","28.20359230041504","24.942707061767578","24.942707061767578","24.942707061767578","26.94161605834961","26.94161605834961","26.94161605834961","22.22465705871582","22.22465705871582","22.22465705871582"
"37256","","","","28.81884002685547","28.81884002685547","28.81884002685547","","","","27.428226470947266","27.428226470947266","27.428226470947266","22.39034652709961","22.39034652709961","22.39034652709961"
"37512","","","","29.403854370117188","29.403854370117188","29.403854370117188","","","","27.519081115722656","27.519081115722656","27.519081115722656","22.740604400634766","22.740604400634766","22.740604400634766"
"37768","23.666139602661133","23.666139602661133","23.666139602661133","29.57414436340332","29.57414436340332","29.57414436340332","25.166730880737305","25.166730880737305","25.166730880737305","27.534337997436523","27.534337997436523","27.534337997436523","22.874267578125","22.874267578125","22.874267578125"
"38024","23.838050842285156","23.838050842285156","23.838050842285156","29.483304977416992","29.483304977416992","29.483304977416992","25.264955520629883","25.264955520629883","25.264955520629883","27.41533851623535","27.41533851623535","27.41533851623535","23.177824020385742","23.177824020385742","23.177824020385742"
"38280","","","","29.657089233398438","29.657089233398438","29.657089233398438","25.407304763793945","25.407304763793945","25.407304763793945","27.360090255737305","27.360090255737305","27.360090255737305","23.337657928466797","23.337657928466797","23.337657928466797"
"38536","","","","","","","","","","27.787702560424805","27.787702560424805","27.787702560424805","23.71156120300293","23.71156120300293","23.71156120300293"
"38792","23.988204956054688","23.988204956054688","23.988204956054688","29.66268539428711","29.66268539428711","29.66268539428711","","","","27.84433364868164","27.84433364868164","27.84433364868164","24.077333450317383","24.077333450317383","24.077333450317383"
"39048","24.33965301513672","24.33965301513672","24.33965301513672","29.577978134155273","29.577978134155273","29.577978134155273","25.24783706665039","25.24783706665039","25.24783706665039","27.947147369384766","27.947147369384766","27.947147369384766","24.570514678955078","24.570514678955078","24.570514678955078"
"39304","24.733715057373047","24.733715057373047","24.733715057373047","","","","25.32077407836914","25.32077407836914","25.32077407836914","28.016542434692383","28.016542434692383","28.016542434692383","24.965267181396484","24.965267181396484","24.965267181396484"
