"Step","PWM_HopperEnv_sweep_2 - rewards","PWM_HopperEnv_sweep_2 - rewards__MIN","PWM_HopperEnv_sweep_2 - rewards__MAX","PWM_HopperEnv_sweep_1 - rewards","PWM_HopperEnv_sweep_1 - rewards__MIN","PWM_HopperEnv_sweep_1 - rewards__MAX","PWM_HopperEnv_sweep_0 - rewards","PWM_HopperEnv_sweep_0 - rewards__MIN","PWM_HopperEnv_sweep_0 - rewards__MAX"
"1996800","4385.91845703125","4385.91845703125","4385.91845703125","4187.275390625","4187.275390625","4187.275390625","3383.53564453125","3383.53564453125","3383.53564453125"
"2048000","4493.0126953125","4493.0126953125","4493.0126953125","4258.09814453125","4258.09814453125","4258.09814453125","3978.75","3978.75","3978.75"
"2099200","4509.59814453125","4509.59814453125","4509.59814453125","4548.455078125","4548.455078125","4548.455078125","3326.45654296875","3326.45654296875","3326.45654296875"
"2150400","4478.9658203125","4478.9658203125","4478.9658203125","4678.0498046875","4678.0498046875","4678.0498046875","3347.73828125","3347.73828125","3347.73828125"
"2201600","4351.17724609375","4351.17724609375","4351.17724609375","4093.552734375","4093.552734375","4093.552734375","3248.904052734375","3248.904052734375","3248.904052734375"
"2252800","4408.37841796875","4408.37841796875","4408.37841796875","2771.252685546875","2771.252685546875","2771.252685546875","3079.646728515625","3079.646728515625","3079.646728515625"
"2304000","4630.56689453125","4630.56689453125","4630.56689453125","2998.35595703125","2998.35595703125","2998.35595703125","3189.375244140625","3189.375244140625","3189.375244140625"
"2355200","4376.60009765625","4376.60009765625","4376.60009765625","3773.204345703125","3773.204345703125","3773.204345703125","3536.708740234375","3536.708740234375","3536.708740234375"
"2406400","4192.84130859375","4192.84130859375","4192.84130859375","3892.634033203125","3892.634033203125","3892.634033203125","3859.852294921875","3859.852294921875","3859.852294921875"
"2457600","3086.162353515625","3086.162353515625","3086.162353515625","4035.59619140625","4035.59619140625","4035.59619140625","3464.729248046875","3464.729248046875","3464.729248046875"
"2508800","3568.732177734375","3568.732177734375","3568.732177734375","4410.4443359375","4410.4443359375","4410.4443359375","3757.4375","3757.4375","3757.4375"
"2560000","4012.49365234375","4012.49365234375","4012.49365234375","4202.88037109375","4202.88037109375","4202.88037109375","3385.505615234375","3385.505615234375","3385.505615234375"
"2611200","4244.51318359375","4244.51318359375","4244.51318359375","3827.13671875","3827.13671875","3827.13671875","3046.416259765625","3046.416259765625","3046.416259765625"
"2662400","4360.52685546875","4360.52685546875","4360.52685546875","3705.178955078125","3705.178955078125","3705.178955078125","3704.021484375","3704.021484375","3704.021484375"
"2713600","4522.77392578125","4522.77392578125","4522.77392578125","4030.907958984375","4030.907958984375","4030.907958984375","3620.256103515625","3620.256103515625","3620.256103515625"
"2764800","4546.1416015625","4546.1416015625","4546.1416015625","4274.49169921875","4274.49169921875","4274.49169921875","2988.24609375","2988.24609375","2988.24609375"
"2816000","4494.05224609375","4494.05224609375","4494.05224609375","4513.90185546875","4513.90185546875","4513.90185546875","2911.071533203125","2911.071533203125","2911.071533203125"
"2867200","4278.5283203125","4278.5283203125","4278.5283203125","3707.927490234375","3707.927490234375","3707.927490234375","3431.45703125","3431.45703125","3431.45703125"
"2918400","4476.267578125","4476.267578125","4476.267578125","3941.345947265625","3941.345947265625","3941.345947265625","3319.55517578125","3319.55517578125","3319.55517578125"
"2969600","4348.638671875","4348.638671875","4348.638671875","4289.40234375","4289.40234375","4289.40234375","3617.256591796875","3617.256591796875","3617.256591796875"
"3020800","4591.48828125","4591.48828125","4591.48828125","4139.70849609375","4139.70849609375","4139.70849609375","2929.09765625","2929.09765625","2929.09765625"
"3072000","4765.3251953125","4765.3251953125","4765.3251953125","3845.348876953125","3845.348876953125","3845.348876953125","2104.91748046875","2104.91748046875","2104.91748046875"
"3123200","4805.92822265625","4805.92822265625","4805.92822265625","4392.05126953125","4392.05126953125","4392.05126953125","3176.59814453125","3176.59814453125","3176.59814453125"
"3174400","4725.4404296875","4725.4404296875","4725.4404296875","3563.796875","3563.796875","3563.796875","2990.154052734375","2990.154052734375","2990.154052734375"
"3225600","4503.51513671875","4503.51513671875","4503.51513671875","4125.00390625","4125.00390625","4125.00390625","3766.4365234375","3766.4365234375","3766.4365234375"
"3276800","4273.4326171875","4273.4326171875","4273.4326171875","3280.537109375","3280.537109375","3280.537109375","3741.26025390625","3741.26025390625","3741.26025390625"
"3328000","4147.8779296875","4147.8779296875","4147.8779296875","3606.890869140625","3606.890869140625","3606.890869140625","3200.00048828125","3200.00048828125","3200.00048828125"
"3379200","4441.9951171875","4441.9951171875","4441.9951171875","4145.70263671875","4145.70263671875","4145.70263671875","3849.373779296875","3849.373779296875","3849.373779296875"
"3430400","4563.46875","4563.46875","4563.46875","2667.039306640625","2667.039306640625","2667.039306640625","1678.63916015625","1678.63916015625","1678.63916015625"
"3481600","4689.0966796875","4689.0966796875","4689.0966796875","2799.92236328125","2799.92236328125","2799.92236328125","1554.169921875","1554.169921875","1554.169921875"
"3532800","4791.66357421875","4791.66357421875","4791.66357421875","3396.125244140625","3396.125244140625","3396.125244140625","3130.654052734375","3130.654052734375","3130.654052734375"
"3584000","4819.2119140625","4819.2119140625","4819.2119140625","3047.76513671875","3047.76513671875","3047.76513671875","3935.661865234375","3935.661865234375","3935.661865234375"
"3635200","4754.1337890625","4754.1337890625","4754.1337890625","2682.306396484375","2682.306396484375","2682.306396484375","3633.00927734375","3633.00927734375","3633.00927734375"
"3686400","4760.6484375","4760.6484375","4760.6484375","3540.30810546875","3540.30810546875","3540.30810546875","3728.44580078125","3728.44580078125","3728.44580078125"
"3737600","4710.166015625","4710.166015625","4710.166015625","4136.87158203125","4136.87158203125","4136.87158203125","3967.244384765625","3967.244384765625","3967.244384765625"
"3788800","4849.7451171875","4849.7451171875","4849.7451171875","3085.230224609375","3085.230224609375","3085.230224609375","4412.10009765625","4412.10009765625","4412.10009765625"
"3840000","4874.7685546875","4874.7685546875","4874.7685546875","3974.18017578125","3974.18017578125","3974.18017578125","4559.2421875","4559.2421875","4559.2421875"
"3891200","4725.57568359375","4725.57568359375","4725.57568359375","4514.6611328125","4514.6611328125","4514.6611328125","4755.0712890625","4755.0712890625","4755.0712890625"
"3942400","4691.73291015625","4691.73291015625","4691.73291015625","4502.18408203125","4502.18408203125","4502.18408203125","4843.8974609375","4843.8974609375","4843.8974609375"
"3993600","4682.30029296875","4682.30029296875","4682.30029296875","4545.66748046875","4545.66748046875","4545.66748046875","4615.8544921875","4615.8544921875","4615.8544921875"
"4044800","3380.415283203125","3380.415283203125","3380.415283203125","4525.82763671875","4525.82763671875","4525.82763671875","4225.2763671875","4225.2763671875","4225.2763671875"
"4096000","3173.434814453125","3173.434814453125","3173.434814453125","4401.7724609375","4401.7724609375","4401.7724609375","4393.87451171875","4393.87451171875","4393.87451171875"
"4147200","3698.91796875","3698.91796875","3698.91796875","4716.13232421875","4716.13232421875","4716.13232421875","4004.8896484375","4004.8896484375","4004.8896484375"
"4198400","4047.02490234375","4047.02490234375","4047.02490234375","4614.7802734375","4614.7802734375","4614.7802734375","4228.43310546875","4228.43310546875","4228.43310546875"
"4249600","4449.65625","4449.65625","4449.65625","4845.64697265625","4845.64697265625","4845.64697265625","4315.34912109375","4315.34912109375","4315.34912109375"
"4300800","4703.39111328125","4703.39111328125","4703.39111328125","4627.8291015625","4627.8291015625","4627.8291015625","4444.1826171875","4444.1826171875","4444.1826171875"
"4352000","4823.31689453125","4823.31689453125","4823.31689453125","4330.26220703125","4330.26220703125","4330.26220703125","4460.39501953125","4460.39501953125","4460.39501953125"
"4403200","4898.8427734375","4898.8427734375","4898.8427734375","4272.03125","4272.03125","4272.03125","4868.09130859375","4868.09130859375","4868.09130859375"
"4454400","4949.79736328125","4949.79736328125","4949.79736328125","4660.4423828125","4660.4423828125","4660.4423828125","4698.283203125","4698.283203125","4698.283203125"
"4505600","4890.59765625","4890.59765625","4890.59765625","4893.65771484375","4893.65771484375","4893.65771484375","4757.39794921875","4757.39794921875","4757.39794921875"
"4556800","4991.1572265625","4991.1572265625","4991.1572265625","4956.048828125","4956.048828125","4956.048828125","4521.6669921875","4521.6669921875","4521.6669921875"
"4608000","4951.57470703125","4951.57470703125","4951.57470703125","4901.45166015625","4901.45166015625","4901.45166015625","3852.4482421875","3852.4482421875","3852.4482421875"
"4659200","4994.5712890625","4994.5712890625","4994.5712890625","4683.5546875","4683.5546875","4683.5546875","4216.80859375","4216.80859375","4216.80859375"
"4710400","5020.3974609375","5020.3974609375","5020.3974609375","4942.85498046875","4942.85498046875","4942.85498046875","3914.8544921875","3914.8544921875","3914.8544921875"
"4761600","5000.78857421875","5000.78857421875","5000.78857421875","4736.76806640625","4736.76806640625","4736.76806640625","4524.99560546875","4524.99560546875","4524.99560546875"
"4812800","5035.81689453125","5035.81689453125","5035.81689453125","4610.876953125","4610.876953125","4610.876953125","4571.29248046875","4571.29248046875","4571.29248046875"
"4864000","5055.39599609375","5055.39599609375","5055.39599609375","4759.3984375","4759.3984375","4759.3984375","4112.791015625","4112.791015625","4112.791015625"
"4915200","5052.9033203125","5052.9033203125","5052.9033203125","4921","4921","4921","4174.61474609375","4174.61474609375","4174.61474609375"
"4966400","5039.9296875","5039.9296875","5039.9296875","4756.85888671875","4756.85888671875","4756.85888671875","4556.0546875","4556.0546875","4556.0546875"
"5017600","5027.1357421875","5027.1357421875","5027.1357421875","4409.486328125","4409.486328125","4409.486328125","4736.06298828125","4736.06298828125","4736.06298828125"
"5068800","4966.88232421875","4966.88232421875","4966.88232421875","3284.134033203125","3284.134033203125","3284.134033203125","5082.5283203125","5082.5283203125","5082.5283203125"
"5120000","4811.3818359375","4811.3818359375","4811.3818359375","2906.27392578125","2906.27392578125","2906.27392578125","4956.86572265625","4956.86572265625","4956.86572265625"
"5171200","4770.54541015625","4770.54541015625","4770.54541015625","3847.43896484375","3847.43896484375","3847.43896484375","4923.05908203125","4923.05908203125","4923.05908203125"
"5222400","4862.24072265625","4862.24072265625","4862.24072265625","3943.631103515625","3943.631103515625","3943.631103515625","4775.13671875","4775.13671875","4775.13671875"
"5273600","4863.5048828125","4863.5048828125","4863.5048828125","4608.65576171875","4608.65576171875","4608.65576171875","3663.500244140625","3663.500244140625","3663.500244140625"
"5324800","4928.5224609375","4928.5224609375","4928.5224609375","4812.72900390625","4812.72900390625","4812.72900390625","3044.787353515625","3044.787353515625","3044.787353515625"
"5376000","4977.5068359375","4977.5068359375","4977.5068359375","4804.6103515625","4804.6103515625","4804.6103515625","3006.62841796875","3006.62841796875","3006.62841796875"
"5427200","5008.96728515625","5008.96728515625","5008.96728515625","5093.4296875","5093.4296875","5093.4296875","4049.9169921875","4049.9169921875","4049.9169921875"
"5478400","4902.22314453125","4902.22314453125","4902.22314453125","5226.880859375","5226.880859375","5226.880859375","4632.509765625","4632.509765625","4632.509765625"
"5529600","4835.0078125","4835.0078125","4835.0078125","5106.26416015625","5106.26416015625","5106.26416015625","4428.10986328125","4428.10986328125","4428.10986328125"
"5580800","4315.3037109375","4315.3037109375","4315.3037109375","4321.90966796875","4321.90966796875","4321.90966796875","4794.73291015625","4794.73291015625","4794.73291015625"
"5632000","4533.029296875","4533.029296875","4533.029296875","4184.6826171875","4184.6826171875","4184.6826171875","4966.51806640625","4966.51806640625","4966.51806640625"
"5683200","4654.3662109375","4654.3662109375","4654.3662109375","4159.068359375","4159.068359375","4159.068359375","4311.65673828125","4311.65673828125","4311.65673828125"
"5734400","4748.27099609375","4748.27099609375","4748.27099609375","3788.158935546875","3788.158935546875","3788.158935546875","4691.49169921875","4691.49169921875","4691.49169921875"
"5785600","4830.56640625","4830.56640625","4830.56640625","4452.47998046875","4452.47998046875","4452.47998046875","4886.1787109375","4886.1787109375","4886.1787109375"
"5836800","4563.33447265625","4563.33447265625","4563.33447265625","4532.95654296875","4532.95654296875","4532.95654296875","4741.4638671875","4741.4638671875","4741.4638671875"
"5888000","4659.8466796875","4659.8466796875","4659.8466796875","4324.591796875","4324.591796875","4324.591796875","4936.587890625","4936.587890625","4936.587890625"
"5939200","4751.6669921875","4751.6669921875","4751.6669921875","3062.1240234375","3062.1240234375","3062.1240234375","5070.61767578125","5070.61767578125","5070.61767578125"
"5990400","4879.306640625","4879.306640625","4879.306640625","3792.91357421875","3792.91357421875","3792.91357421875","5208.17724609375","5208.17724609375","5208.17724609375"
"6041600","4925.10986328125","4925.10986328125","4925.10986328125","4530.30224609375","4530.30224609375","4530.30224609375","5114.99462890625","5114.99462890625","5114.99462890625"
"6092800","5002.51123046875","5002.51123046875","5002.51123046875","4663.15283203125","4663.15283203125","4663.15283203125","4922.3701171875","4922.3701171875","4922.3701171875"
"6144000","4976.7880859375","4976.7880859375","4976.7880859375","4569.6904296875","4569.6904296875","4569.6904296875","4243.84375","4243.84375","4243.84375"
"6195200","5003.9560546875","5003.9560546875","5003.9560546875","4864.9013671875","4864.9013671875","4864.9013671875","4457.26220703125","4457.26220703125","4457.26220703125"
"6246400","4954.6962890625","4954.6962890625","4954.6962890625","5008.9677734375","5008.9677734375","5008.9677734375","4514.11279296875","4514.11279296875","4514.11279296875"
"6297600","4917.73876953125","4917.73876953125","4917.73876953125","5234.25146484375","5234.25146484375","5234.25146484375","4860.45751953125","4860.45751953125","4860.45751953125"
"6348800","4877.8369140625","4877.8369140625","4877.8369140625","5126.017578125","5126.017578125","5126.017578125","4791.83056640625","4791.83056640625","4791.83056640625"
"6400000","4980.65234375","4980.65234375","4980.65234375","5254.6552734375","5254.6552734375","5254.6552734375","4683.5595703125","4683.5595703125","4683.5595703125"
"6451200","4972.126953125","4972.126953125","4972.126953125","5340.3935546875","5340.3935546875","5340.3935546875","4359.57666015625","4359.57666015625","4359.57666015625"
"6502400","4836.12109375","4836.12109375","4836.12109375","5238.869140625","5238.869140625","5238.869140625","4758.455078125","4758.455078125","4758.455078125"
"6553600","4767.2373046875","4767.2373046875","4767.2373046875","5331.12060546875","5331.12060546875","5331.12060546875","4936.001953125","4936.001953125","4936.001953125"
"6604800","4912.814453125","4912.814453125","4912.814453125","4887.2998046875","4887.2998046875","4887.2998046875","4382.84228515625","4382.84228515625","4382.84228515625"
"6656000","4959.708984375","4959.708984375","4959.708984375","4988.8994140625","4988.8994140625","4988.8994140625","4263.69140625","4263.69140625","4263.69140625"
"6707200","4873.9853515625","4873.9853515625","4873.9853515625","4971.58544921875","4971.58544921875","4971.58544921875","4771.29150390625","4771.29150390625","4771.29150390625"
"6758400","4910.78759765625","4910.78759765625","4910.78759765625","5042.8818359375","5042.8818359375","5042.8818359375","4878.03125","4878.03125","4878.03125"
"6809600","4935.4892578125","4935.4892578125","4935.4892578125","5129.15478515625","5129.15478515625","5129.15478515625","4259.65625","4259.65625","4259.65625"
"6860800","4927.1572265625","4927.1572265625","4927.1572265625","4344.0302734375","4344.0302734375","4344.0302734375","4593.6396484375","4593.6396484375","4593.6396484375"
"6912000","4792.955078125","4792.955078125","4792.955078125","4822.5166015625","4822.5166015625","4822.5166015625","4786.6943359375","4786.6943359375","4786.6943359375"
"6963200","4824.3203125","4824.3203125","4824.3203125","4898.4208984375","4898.4208984375","4898.4208984375","5082.16259765625","5082.16259765625","5082.16259765625"
"7014400","4764.01416015625","4764.01416015625","4764.01416015625","4028.35498046875","4028.35498046875","4028.35498046875","5009.5908203125","5009.5908203125","5009.5908203125"
"7065600","4838.125","4838.125","4838.125","4059.08740234375","4059.08740234375","4059.08740234375","5182.8662109375","5182.8662109375","5182.8662109375"
"7116800","4868.0048828125","4868.0048828125","4868.0048828125","3513.367431640625","3513.367431640625","3513.367431640625","5287.89697265625","5287.89697265625","5287.89697265625"
"7168000","4954.3212890625","4954.3212890625","4954.3212890625","3436.13232421875","3436.13232421875","3436.13232421875","5261.5341796875","5261.5341796875","5261.5341796875"
"7219200","4938.86279296875","4938.86279296875","4938.86279296875","3920.085205078125","3920.085205078125","3920.085205078125","5244.705078125","5244.705078125","5244.705078125"
"7270400","4796.49072265625","4796.49072265625","4796.49072265625","4293.69970703125","4293.69970703125","4293.69970703125","5320.1123046875","5320.1123046875","5320.1123046875"
"7321600","4754.41259765625","4754.41259765625","4754.41259765625","3990.830810546875","3990.830810546875","3990.830810546875","5413.87939453125","5413.87939453125","5413.87939453125"
"7372800","4745.1669921875","4745.1669921875","4745.1669921875","4432.50048828125","4432.50048828125","4432.50048828125","4138.7978515625","4138.7978515625","4138.7978515625"
"7424000","4857.6865234375","4857.6865234375","4857.6865234375","4891.58447265625","4891.58447265625","4891.58447265625","4510.0244140625","4510.0244140625","4510.0244140625"
"7475200","4866.60693359375","4866.60693359375","4866.60693359375","5196.63037109375","5196.63037109375","5196.63037109375","4582.5625","4582.5625","4582.5625"
"7526400","4930.70166015625","4930.70166015625","4930.70166015625","5175.1494140625","5175.1494140625","5175.1494140625","4320.97998046875","4320.97998046875","4320.97998046875"
"7577600","4916.5078125","4916.5078125","4916.5078125","4939.396484375","4939.396484375","4939.396484375","4896.1171875","4896.1171875","4896.1171875"
"7628800","4924.453125","4924.453125","4924.453125","5133.03515625","5133.03515625","5133.03515625","4195.3466796875","4195.3466796875","4195.3466796875"
"7680000","4892.5078125","4892.5078125","4892.5078125","5212.45703125","5212.45703125","5212.45703125","4477.98974609375","4477.98974609375","4477.98974609375"
"7731200","4927.2890625","4927.2890625","4927.2890625","5271.892578125","5271.892578125","5271.892578125","4814.8974609375","4814.8974609375","4814.8974609375"
"7782400","4983.95263671875","4983.95263671875","4983.95263671875","5362.6708984375","5362.6708984375","5362.6708984375","5091.5634765625","5091.5634765625","5091.5634765625"
"7833600","4935.77099609375","4935.77099609375","4935.77099609375","5186.8798828125","5186.8798828125","5186.8798828125","5109.87255859375","5109.87255859375","5109.87255859375"
"7884800","5004.88671875","5004.88671875","5004.88671875","5293.48974609375","5293.48974609375","5293.48974609375","5145.5224609375","5145.5224609375","5145.5224609375"
"7936000","4990.6474609375","4990.6474609375","4990.6474609375","5249.5986328125","5249.5986328125","5249.5986328125","5217.71875","5217.71875","5217.71875"
"7987200","4968.494140625","4968.494140625","4968.494140625","5396.93603515625","5396.93603515625","5396.93603515625","5180.07177734375","5180.07177734375","5180.07177734375"
"8038400","5021.0390625","5021.0390625","5021.0390625","5256.93798828125","5256.93798828125","5256.93798828125","5381.87939453125","5381.87939453125","5381.87939453125"
"8089600","4849.353515625","4849.353515625","4849.353515625","5282.8056640625","5282.8056640625","5282.8056640625","5127.9208984375","5127.9208984375","5127.9208984375"
"8140800","4964.05517578125","4964.05517578125","4964.05517578125","5380.7841796875","5380.7841796875","5380.7841796875","5145.3388671875","5145.3388671875","5145.3388671875"
"8192000","4940.76416015625","4940.76416015625","4940.76416015625","5449.6953125","5449.6953125","5449.6953125","5305.84716796875","5305.84716796875","5305.84716796875"
"8243200","4977.43115234375","4977.43115234375","4977.43115234375","5417.607421875","5417.607421875","5417.607421875","5270.8193359375","5270.8193359375","5270.8193359375"
"8294400","5022.85498046875","5022.85498046875","5022.85498046875","5475.43603515625","5475.43603515625","5475.43603515625","5383.3310546875","5383.3310546875","5383.3310546875"
"8345600","5055.25537109375","5055.25537109375","5055.25537109375","5526.2587890625","5526.2587890625","5526.2587890625","5357.3828125","5357.3828125","5357.3828125"
"8396800","5078.939453125","5078.939453125","5078.939453125","5553.73095703125","5553.73095703125","5553.73095703125","5474.33984375","5474.33984375","5474.33984375"
"8448000","5088.90087890625","5088.90087890625","5088.90087890625","5551.5537109375","5551.5537109375","5551.5537109375","5389.6640625","5389.6640625","5389.6640625"
"8499200","5048.44775390625","5048.44775390625","5048.44775390625","4426.6953125","4426.6953125","4426.6953125","5413.49853515625","5413.49853515625","5413.49853515625"
"8550400","5024.8896484375","5024.8896484375","5024.8896484375","4752.599609375","4752.599609375","4752.599609375","5408.6650390625","5408.6650390625","5408.6650390625"
"8601600","5047.9345703125","5047.9345703125","5047.9345703125","4727.96044921875","4727.96044921875","4727.96044921875","5291.06298828125","5291.06298828125","5291.06298828125"
"8652800","5088.3173828125","5088.3173828125","5088.3173828125","3568.821533203125","3568.821533203125","3568.821533203125","5307.51611328125","5307.51611328125","5307.51611328125"
"8704000","5103.38232421875","5103.38232421875","5103.38232421875","3445.259033203125","3445.259033203125","3445.259033203125","5252.45751953125","5252.45751953125","5252.45751953125"
"8755200","5107.703125","5107.703125","5107.703125","4419.19873046875","4419.19873046875","4419.19873046875","5379.37744140625","5379.37744140625","5379.37744140625"
"8806400","5116.3466796875","5116.3466796875","5116.3466796875","4384.63671875","4384.63671875","4384.63671875","5319.18408203125","5319.18408203125","5319.18408203125"
"8857600","5118.244140625","5118.244140625","5118.244140625","4879.119140625","4879.119140625","4879.119140625","5436.1904296875","5436.1904296875","5436.1904296875"
"8908800","5121.3359375","5121.3359375","5121.3359375","5075.3740234375","5075.3740234375","5075.3740234375","5376.31494140625","5376.31494140625","5376.31494140625"
"8960000","5088.56591796875","5088.56591796875","5088.56591796875","4974.57275390625","4974.57275390625","4974.57275390625","5402.01318359375","5402.01318359375","5402.01318359375"
